,Occupancy,T_ref_WB,P_use_WB,P_loss_WB,T_set_WB
2024-01-01 00:00:00,2.0,60.0,0.0,0.07584768092734909,60.0
2024-01-01 00:15:00,2.0,59.83692567406925,0.0,0.07552218594206912,60.0
2024-01-01 00:30:00,2.0,59.674551170132645,0.2567413333333333,0.07441028886794117,60.0
2024-01-01 00:45:00,2.0,59.17756966038313,0.0,0.07420611687513244,60.0
2024-01-01 01:00:00,2.0,59.018024736380205,0.0,0.0742311285012947,60.0
2024-01-01 01:15:00,2.0,59.07342842569897,0.0,0.07419874824672376,60.0
2024-01-01 01:30:00,2.0,59.12890173333861,0.2567413333333333,0.07406070581647364,60.0
2024-01-01 01:45:00,2.0,59.06267661333186,0.5134826666666666,0.07406056786157945,60.0
2024-01-01 02:00:00,2.0,59.08945895667774,0.0,0.0741735014202658,60.0
2024-01-01 02:15:00,2.0,59.14498654559738,0.0,0.07414108125160905,60.0
2024-01-01 02:30:00,2.0,59.20058383865411,0.0,0.07425205298171937,60.0
2024-01-01 02:45:00,2.0,59.04094015092466,0.8985946666666668,0.07390529746461573,60.0
2024-01-01 03:00:00,2.0,57.59504916258698,0.0,0.0733661198339736,60.0
2024-01-01 03:15:00,2.0,59.15732936361284,0.0,0.07416571741272963,60.0
2024-01-01 03:30:00,2.0,58.99787129941921,1.5404480000000003,0.07119288477137838,60.0
2024-01-01 03:45:00,2.0,58.112833563408124,0.8985946666666668,0.07352054848618171,60.0
2024-01-01 04:00:00,2.0,57.742781739142565,0.12837066666666666,0.07323262947554342,60.0
2024-01-01 04:15:00,1.0,59.02934894762801,0.0,0.07422515481477565,60.0
2024-01-01 04:30:00,1.0,59.084765480515514,0.0,0.07419275920019386,60.0
2024-01-01 04:45:00,2.0,59.14025166474825,1.5404480000000003,0.07095109662543103,60.0
2024-01-01 05:00:00,1.0,58.25573377902706,0.385112,0.07381843110714299,60.0
2024-01-01 05:15:00,2.0,59.204043888925696,1.7971893333333335,0.07050921488735987,60.0
2024-01-01 05:30:00,2.0,58.19848083732842,0.0,0.07391193820338017,60.0
2024-01-01 05:45:00,2.0,59.1145803490746,1.5404480000000003,0.07089985689489946,60.0
2024-01-01 06:00:00,2.0,58.230172629998115,0.2567413333333333,0.07375890531017129,60.0
2024-01-01 06:15:00,1.0,59.0246059439514,0.2567413333333333,0.0739718964357486,60.0
2024-01-01 06:30:00,1.0,59.17357415515021,0.0,0.07419814188023639,60.0
2024-01-01 06:45:00,1.0,59.01404637757683,0.0,0.07422318773052804,60.0
2024-01-01 07:00:00,1.0,59.069467139742436,0.7702240000000001,0.07302793198792758,60.0
2024-01-01 07:15:00,1.0,58.97647445271631,0.0,0.07420532334425188,60.0
2024-01-01 07:30:00,1.0,59.031933623739185,0.385112,0.07407994638587283,60.0
2024-01-01 07:45:00,1.0,58.904669524964014,0.0,0.07411932706379609,60.0
2024-01-01 08:00:00,3.0,59.175315978959674,2.3106720000000007,0.07257686867893295,60.0
2024-01-01 08:15:00,1.0,55.77129308882341,1.0269653333333335,0.07030312547558903,60.0
2024-01-01 08:30:00,3.0,56.63717552330017,0.7702240000000001,0.06905636239517397,60.0
2024-01-01 08:45:00,3.0,58.057738528183926,0.0,0.07371687913701025,60.0
2024-01-01 09:00:00,3.0,59.18925981049805,0.0,0.07422945031660375,60.0
2024-01-01 09:15:00,3.0,59.029664719038564,0.12837066666666666,0.0742257850918597,60.0
2024-01-01 09:30:00,1.0,58.80907989681528,1.0269653333333335,0.07394229907045799,60.0
2024-01-01 09:45:00,1.0,57.517114131971965,0.8985946666666668,0.07066557575415483,60.0
2024-01-01 10:00:00,1.0,58.658217289691166,1.9255600000000002,0.07220271353819792,60.0
2024-01-01 10:15:00,3.0,56.513003619876606,0.12837066666666666,0.07148974263930952,60.0
2024-01-01 10:30:00,3.0,59.09333241018865,0.0,0.07418123280094953,60.0
2024-01-01 10:45:00,3.0,59.14884337645512,0.0,0.07414877945361666,60.0
2024-01-01 11:00:00,3.0,58.98942172927822,0.0,0.07423116599955572,60.0
2024-01-01 11:15:00,3.0,59.04482533797483,0.0,0.07419886754014272,60.0
