,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.23503333333333332,0.6
2024-01-01 00:15:00,0.001,0.001,0.001,0.2790333333333333,0.8
2024-01-01 00:30:00,0.001,0.001,0.001,0.1837,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.1837,0.8
2024-01-01 01:00:00,0.001,0.001,0.001,0.1837,0.2
2024-01-01 01:15:00,0.001,0.001,0.001,0.25703333333333334,0.2
2024-01-01 01:30:00,0.001,0.001,0.001,0.6568333333333333,1.2
2024-01-01 01:45:00,0.001,0.001,0.001,0.1837,0.8
2024-01-01 02:00:00,0.001,0.001,0.001,0.12942,0.0
2024-01-01 02:15:00,0.001,0.001,0.001,0.048,0.2
2024-01-01 02:30:00,0.001,0.001,0.001,0.14333333333333334,0.2
2024-01-01 02:45:00,0.001,0.001,0.001,0.09933333333333333,0.4
2024-01-01 03:00:00,0.001,0.001,0.001,0.048,0.8
2024-01-01 03:15:00,0.001,0.001,0.001,0.048,0.2
2024-01-01 03:30:00,0.001,0.001,0.001,0.05533333333333334,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.158,0.8
2024-01-01 04:00:00,0.001,0.001,0.001,0.07733333333333332,0.2
2024-01-01 04:15:00,0.001,0.001,0.001,0.048,0.2
2024-01-01 04:30:00,0.001,0.001,0.001,0.048,0.2
2024-01-01 04:45:00,0.001,0.001,0.001,0.07733333333333332,0.2
2024-01-01 05:00:00,0.001,0.001,0.001,0.158,0.0
2024-01-01 05:15:00,0.001,0.001,0.001,0.05533333333333334,0.0
2024-01-01 05:30:00,0.001,0.001,0.001,0.048,0.2
2024-01-01 05:45:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 06:00:00,0.001,0.001,0.001,0.09933333333333333,0.0
2024-01-01 06:15:00,0.001,0.001,0.001,0.14333333333333334,0.2
2024-01-01 06:30:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 06:45:00,0.001,0.001,0.001,0.048,1.4
2024-01-01 07:00:00,0.001,0.001,0.001,0.048,0.4
2024-01-01 07:15:00,0.001,0.001,0.001,0.12133333333333333,0.0
2024-01-01 07:30:00,0.001,0.001,0.001,0.12133333333333333,0.2
2024-01-01 07:45:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 08:00:00,0.001,0.001,0.001,0.048,0.4
2024-01-01 08:15:00,0.001,0.001,0.001,0.048,0.8
2024-01-01 08:30:00,0.001,0.001,0.001,0.14333333333333334,1.6
2024-01-01 08:45:00,0.001,0.001,0.001,0.09933333333333333,0.2
2024-01-01 09:00:00,0.001,0.001,0.001,0.048,0.2
2024-01-01 09:15:00,0.001,0.001,0.001,0.048,0.4
2024-01-01 09:30:00,0.001,0.001,0.001,0.05533333333333334,1.8
2024-01-01 09:45:00,0.001,0.001,0.001,0.22253333333333333,0.0
2024-01-01 10:00:00,0.001,0.001,0.001,0.19833333333333333,0.2
2024-01-01 10:15:00,0.001,0.001,0.001,0.169,0.4
2024-01-01 10:30:00,0.001,0.001,0.001,0.169,0.0
2024-01-01 10:45:00,0.001,0.001,0.001,0.19833333333333333,0.0
2024-01-01 11:00:00,0.001,0.001,0.001,0.22253333333333333,0.2
2024-01-01 11:15:00,0.001,0.001,0.001,0.05533333333333334,0.0
2024-01-01 11:30:00,0.001,0.001,0.001,0.048,0.2
2024-01-01 11:45:00,0.001,0.001,0.001,0.048,0.2
2024-01-01 12:00:00,0.001,0.001,0.001,0.09933333333333333,0.0
2024-01-01 12:15:00,0.001,0.001,0.001,0.14333333333333334,0.0
2024-01-01 12:30:00,0.001,0.001,0.001,0.048,0.2
2024-01-01 12:45:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 13:00:00,0.001,0.001,0.001,0.048,0.0
2024-01-01 13:15:00,0.001,0.001,0.001,0.12133333333333333,0.2
2024-01-01 13:30:00,0.001,0.001,0.001,0.12133333333333333,0.0
2024-01-01 13:45:00,0.001,0.001,0.001,0.07744871752938669,0.8
2024-01-01 14:00:00,0.001,0.001,0.001,0.0795521973529143,0.2
2024-01-01 14:15:00,0.001,0.001,0.001,0.0795521973529143,0.0
2024-01-01 14:30:00,0.001,0.001,0.001,1.6415521973529144,0.8
2024-01-01 14:45:00,0.001,0.001,0.001,1.2868855306862477,1.2
2024-01-01 15:00:00,0.001,0.001,0.001,0.19462087894116573,0.2
2024-01-01 15:15:00,0.001,0.001,0.001,0.1938237423726735,1.2
2024-01-01 15:30:00,0.001,0.001,0.001,0.20115707570600685,0.8
2024-01-01 15:45:00,0.001,0.001,0.001,0.29689040903934016,0.0
2024-01-01 16:00:00,0.001,0.001,0.001,0.09722374237267349,1.8
2024-01-01 16:15:00,0.001,0.001,0.001,0.3184745807908912,0.0
2024-01-01 16:30:00,0.001,0.001,0.001,0.33000695964705523,0.4
2024-01-01 16:45:00,0.001,0.001,0.001,0.25751694582744905,0.2
2024-01-01 17:00:00,0.001,0.001,0.001,1.0139759397255879,0.4
