,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.24200000000000002,0.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.04,0.0
2024-01-01 00:30:00,0.001,0.001,0.001,0.04,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.04,0.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.04,0.0
2024-01-01 01:15:00,0.001,0.001,0.001,0.1753333333333333,0.0
2024-01-01 01:30:00,0.001,0.001,0.001,0.26666666666666666,0.0
2024-01-01 01:45:00,0.001,0.001,0.001,0.154,0.0
2024-01-01 02:00:00,0.001,0.001,0.001,0.04,0.0
2024-01-01 02:15:00,0.001,0.001,0.001,0.04,0.0
2024-01-01 02:30:00,0.001,0.001,0.001,0.09133333333333332,0.0
2024-01-01 02:45:00,0.001,0.001,0.001,0.13533333333333333,0.0
2024-01-01 03:00:00,0.001,0.001,0.001,0.06533333333333333,0.1
2024-01-01 03:15:00,0.001,0.001,0.001,0.23,0.1
2024-01-01 03:30:00,0.001,0.001,0.001,0.154,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.04,0.1
2024-01-01 04:00:00,0.001,0.001,0.001,0.14266666666666666,0.1
2024-01-01 04:15:00,0.001,0.001,0.001,0.084,0.1
2024-01-01 04:30:00,0.001,0.001,0.001,0.04,0.0
2024-01-01 04:45:00,0.001,0.001,0.001,0.06533333333333333,0.1
2024-01-01 05:00:00,0.001,0.001,0.001,0.23,0.1
2024-01-01 05:15:00,0.001,0.001,0.001,0.198,0.1
2024-01-01 05:30:00,0.001,0.001,0.001,0.14266666666666666,0.0
2024-01-01 05:45:00,0.001,0.001,0.001,0.04,0.1
2024-01-01 06:00:00,0.001,0.001,0.001,0.04,0.1
2024-01-01 06:15:00,0.001,0.001,0.001,0.04,0.1
2024-01-01 06:30:00,0.001,0.001,0.001,0.06533333333333333,0.0
2024-01-01 06:45:00,0.001,0.001,0.001,0.32533333333333336,0.1
2024-01-01 07:00:00,0.001,0.001,0.001,0.20533333333333334,0.1
2024-01-01 07:15:00,0.001,0.001,0.001,0.04,0.7
2024-01-01 07:30:00,0.001,0.001,0.001,0.04,0.3
2024-01-01 07:45:00,0.001,0.001,0.001,0.04,1.5
2024-01-01 08:00:00,0.001,0.001,0.001,0.07666666666666666,0.5
2024-01-01 08:15:00,0.001,0.001,0.001,0.1753333333333333,0.0
2024-01-01 08:30:00,0.001,0.001,0.001,0.23,0.4
2024-01-01 08:45:00,0.001,0.001,0.001,0.154,0.3
2024-01-01 09:00:00,0.001,0.001,0.001,0.04,0.1
2024-01-01 09:15:00,0.001,0.001,0.001,0.04,0.4
2024-01-01 09:30:00,0.001,0.001,0.001,0.128,0.2
2024-01-01 09:45:00,0.001,0.001,0.001,0.1004,0.2
2024-01-01 10:00:00,0.001,0.001,0.001,0.07833333333333334,0.5
2024-01-01 10:15:00,0.001,0.001,0.001,0.243,0.1
2024-01-01 10:30:00,0.001,0.001,0.001,0.16699999999999998,0.0
2024-01-01 10:45:00,0.001,0.001,0.001,0.08146666666666666,1.1
2024-01-01 11:00:00,0.001,0.001,0.001,0.17403549288116194,0.8
2024-01-01 11:15:00,0.001,0.001,0.001,0.07215707570600684,1.4
2024-01-01 11:30:00,0.001,0.001,0.001,1.4794904090393401,0.4
2024-01-01 11:45:00,0.001,0.001,0.001,2.2043570757060067,0.6
2024-01-01 12:00:00,0.001,0.001,0.001,0.9483688262144953,0.0
2024-01-01 12:15:00,0.001,0.001,0.001,0.23466666666666666,0.2
2024-01-01 12:30:00,0.001,0.001,0.001,0.106,0.1
