,Occupancy,T_ref_WB,P_use_WB,P_loss_WB,T_set_WB
2024-01-01 00:00:00,2.0,60.0,1.7971893333333335,0.07436107933817357,60.0
2024-01-01 00:15:00,2.0,58.126145792153956,0.0,0.07433965016209666,60.0
2024-01-01 00:30:00,2.0,59.25632810188667,0.385112,0.07429829957146043,60.0
2024-01-01 00:45:00,2.0,59.12859453854623,0.0,0.07416569691355036,60.0
2024-01-01 01:00:00,2.0,59.399141296257184,0.2567413333333333,0.07442443954466066,60.0
2024-01-01 01:15:00,2.0,59.11713175113012,0.12837066666666666,0.07420013482057343,60.0
2024-01-01 01:30:00,2.0,59.11160446651829,1.7971893333333335,0.07404691773086286,60.0
2024-01-01 01:45:00,2.0,56.37841615797128,0.2567413333333333,0.0728194678977748,60.0
2024-01-01 02:00:00,2.0,59.109890785042474,0.2567413333333333,0.07446923064147286,60.0
2024-01-01 02:15:00,2.0,59.25778971581809,0.0,0.07436623543220101,60.0
2024-01-01 02:30:00,2.0,59.09790053309239,0.0,0.07427633525084422,60.0
2024-01-01 02:45:00,2.0,59.36820941573511,0.12837066666666666,0.07465249594715638,60.0
2024-01-01 03:00:00,2.0,59.361709543894605,0.0,0.07457365853646342,60.0
2024-01-01 03:15:00,2.0,59.201374396539556,0.385112,0.07440992135094598,60.0
2024-01-01 03:30:00,2.0,59.073400843706665,0.2567413333333333,0.07419146362051326,60.0
2024-01-01 03:45:00,2.0,59.22189698021298,0.0,0.07429459383331191,60.0
2024-01-01 04:00:00,2.0,59.06216182863635,0.0,0.0744339756330019,60.0
2024-01-01 04:15:00,1.0,59.332131780691526,1.7971893333333335,0.07249944971281759,60.0
2024-01-01 04:30:00,1.0,59.18229923233623,0.12837066666666666,0.07421555706103829,60.0
2024-01-01 04:45:00,1.0,58.7467340117081,0.12837066666666666,0.07427474551543825,60.0
2024-01-01 05:00:00,2.0,59.17105109015078,2.3106720000000007,0.07230762183285155,60.0
2024-01-01 05:15:00,1.0,57.05762142065827,0.0,0.07340925561656239,60.0
2024-01-01 05:30:00,1.0,59.04981365655195,0.0,0.07446653140006729,60.0
