,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.346918864019581,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.33425219735291434,0.3333333333333333
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.26165219735291434,0.3333333333333333
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.19432087894116573,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.3590333333333333,0.3333333333333333
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.29569999999999996,2.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.1817,0.3333333333333333
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.1817,0.3333333333333333
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.1817,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.7907666666666666,0.3333333333333333
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.3717,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.20703333333333335,1.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.1817,0.6666666666666666
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.1817,0.3333333333333333
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.1817,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.34636666666666666,1.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.2540866666666666,0.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.31253333333333333,0.3333333333333333
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.31253333333333333,0.3333333333333333
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.10933333333333332,0.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.23600000000000002,0.3333333333333333
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.084,0.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.046,0.3333333333333333
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.046,1.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.19799999999999998,0.3333333333333333
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.18533333333333332,0.6666666666666666
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.046,0.3333333333333333
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.050333333333333334,0.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.059000000000000004,0.6666666666666666
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.10966666666666666,0.3333333333333333
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.249,0.3333333333333333
2024-01-01 08:15:00,0.001,0.001,0.0,0.001,0.12018406578430477,0.3333333333333333
2024-01-01 08:30:00,0.001,0.001,0.0,0.001,0.07841886401958097,0.0
2024-01-01 08:45:00,0.001,0.001,0.0,0.001,0.07755219735291431,0.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.001,0.07755219735291431,0.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.001,0.21688553068624764,0.0
2024-01-01 09:30:00,0.001,0.001,0.0,0.001,0.22534523770585904,0.3333333333333333
2024-01-01 09:45:00,0.001,0.001,0.0,0.001,0.046,0.3333333333333333
2024-01-01 10:00:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 10:15:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 10:30:00,0.001,0.001,0.0,0.001,0.084,1.6666666666666667
2024-01-01 10:45:00,0.001,0.001,0.0,0.001,0.23600000000000002,0.6666666666666666
2024-01-01 11:00:00,0.001,0.001,0.0,0.001,0.10933333333333332,2.0
2024-01-01 11:15:00,0.001,0.001,0.0,0.001,0.046,1.0
2024-01-01 11:30:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 11:45:00,0.001,0.001,0.0,0.001,0.046,0.0
2024-01-01 12:00:00,0.001,0.001,0.0,0.001,0.17266666666666666,2.0
2024-01-01 12:15:00,0.001,0.001,0.0,0.001,0.21066666666666664,0.3333333333333333
2024-01-01 12:30:00,0.001,0.001,0.0,0.001,0.046,0.6666666666666666
2024-01-01 12:45:00,0.001,0.001,0.0,0.001,0.046,0.3333333333333333
2024-01-01 13:00:00,0.001,0.001,0.0,0.001,0.046,1.0
2024-01-01 13:15:00,0.001,0.001,0.0,0.001,0.6043999999999999,0.6666666666666666
2024-01-01 13:30:00,0.001,0.001,0.0,0.001,0.23600000000000002,2.3333333333333335
2024-01-01 13:45:00,0.001,0.001,0.0,0.001,0.14934523770585909,1.6666666666666667
2024-01-01 14:00:00,0.001,0.001,0.0,0.001,0.07755219735291431,0.3333333333333333
2024-01-01 14:15:00,0.001,0.001,0.0,0.001,0.07755219735291431,0.0
