,TumbleDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.7939759397255879,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.10437593972558781,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.07913418184325637,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.19184724338965037,0.0,1.1
2024-01-01 01:00:00,0.001,0.001,0.232,0.0,0.3
2024-01-01 01:15:00,0.001,0.001,0.17200000000000001,0.0,0.1
2024-01-01 01:30:00,0.001,0.001,0.048,0.0,0.1
2024-01-01 01:45:00,0.001,0.001,0.048,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.06066666666666667,0.0,0.2
2024-01-01 02:15:00,0.001,0.001,0.24833333333333332,0.0,1.2
2024-01-01 02:30:00,0.001,0.001,0.65758205086272,0.0,0.1
2024-01-01 02:45:00,0.001,0.001,0.12088553068624762,0.0,0.2
2024-01-01 03:00:00,0.001,0.001,0.0795521973529143,0.0,0.1
2024-01-01 03:15:00,0.001,0.001,0.08648553068624763,0.0,0.1
2024-01-01 03:30:00,0.001,0.001,0.16439102543136,0.0,0.1
2024-01-01 03:45:00,0.001,0.001,0.29333333333333333,0.0,0.1
2024-01-01 04:00:00,0.001,0.001,0.17466666666666666,0.0,0.1
2024-01-01 04:15:00,0.001,0.001,0.055799999999999995,2.6666666666666665,0.1
2024-01-01 04:30:00,0.001,0.001,0.048,0.5333333333333333,0.3
2024-01-01 04:45:00,0.001,0.001,0.048,0.0,0.1
2024-01-01 05:00:00,0.001,0.001,0.23333333333333334,0.8,0.1
2024-01-01 05:15:00,0.001,0.001,0.26633333333333337,0.0,0.1
2024-01-01 05:30:00,0.001,0.001,0.079,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.44780000000000003,0.0,0.1
2024-01-01 06:00:00,0.001,0.001,0.048,0.0,0.1
2024-01-01 06:15:00,0.001,0.001,0.09866666666666667,2.6666666666666665,0.2
2024-01-01 06:30:00,0.001,0.001,0.32866666666666666,4.0,0.1
2024-01-01 06:45:00,0.001,0.001,0.15133333333333335,2.6666666666666665,0.0
2024-01-01 07:00:00,0.001,0.001,0.048,0.0,0.1
2024-01-01 07:15:00,0.001,0.001,0.22125333333333333,0.0,1.3
2024-01-01 07:30:00,0.001,0.001,0.13899999999999998,0.0,1.5
2024-01-01 07:45:00,0.001,0.001,0.30360000000000004,0.0,1.5
2024-01-01 08:00:00,0.001,0.001,0.38406666666666667,0.0,1.1
2024-01-01 08:15:00,0.001,0.001,2.1608,0.0,0.1
2024-01-01 08:30:00,0.001,0.001,0.3808666666666667,0.0,0.8
2024-01-01 08:45:00,0.001,0.001,0.05146666666666667,0.0,0.9
2024-01-01 09:00:00,0.001,0.001,0.06066666666666667,0.0,1.5
2024-01-01 09:15:00,0.001,0.001,0.3516666666666667,0.0,1.2
2024-01-01 09:30:00,0.001,0.001,1.2858666666666667,1.3333333333333333,0.8
