,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.1995521973529143,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.09468553068624765,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.07855219735291431,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.20521886401958098,0.0,0.0,2.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.22849450525488763,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.047,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.047,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.047,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.047,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.6114666666666667,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.17366666666666666,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.047,0.0,0.0,1.4
2024-01-01 03:00:00,0.001,0.0,0.001,0.047,0.0,0.0,0.8
2024-01-01 03:15:00,0.001,0.0,0.001,0.047,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.059666666666666666,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.237,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.13566666666666669,0.0,0.9333333333333333,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.4467999999999999,0.0,2.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.047,0.0,2.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.047,0.0,2.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.09766666666666665,0.0,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.237,0.0,1.3333333333333333,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.09766666666666665,0.0,2.0,1.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.047,0.0,2.0,1.2
2024-01-01 06:00:00,0.001,0.0,0.001,0.047,0.0,2.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.047,0.0,2.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.1391333333333333,0.0,2.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.7830666666666667,0.0,2.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.07266666666666666,0.0,1.4666666666666666,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.05999999999999999,0.0,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.0522,0.0,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.047,0.0,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.17366666666666666,0.0,0.0,1.8
2024-01-01 08:15:00,0.001,0.0,0.001,0.21166666666666664,0.0,0.0,0.2
2024-01-01 08:30:00,0.001,0.0,0.001,0.047,0.0,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.047,0.0,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.05566666666666666,0.0,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.05999999999999999,0.0,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.7577333333333333,0.0,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.18233333333333332,0.0,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.32566666666666666,0.0,0.0,0.8
2024-01-01 10:15:00,0.001,0.0,0.001,0.32889808180786806,0.0,0.0,1.2
2024-01-01 10:30:00,0.001,0.0,0.001,0.07182374237267351,0.0,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.24155707570600685,0.0,0.0,0.0
2024-01-01 11:00:00,1.2288399048342362,0.0,0.001,0.37935707570600685,0.0,0.0,0.0
2024-01-01 11:15:00,1.949257526753119,0.0,0.001,0.28149040903934014,0.0,1.2,0.0
