,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP
2024-01-01 09:30:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.0,0.16966666666666666,0.0,2.6
2024-01-01 10:00:00,0.001,0.001,0.0,0.16966666666666666,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.0,0.14433333333333334,0.0,0.0
2024-01-01 11:15:00,0.001,0.001,0.0,0.195,0.0,0.0
2024-01-01 11:30:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-01 12:00:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-01 12:15:00,0.001,0.001,0.0,0.11900000000000001,0.7333333333333333,1.0
2024-01-01 12:30:00,0.001,0.001,0.0,0.22033333333333335,11.0,1.4
2024-01-01 12:45:00,0.001,0.001,0.0,0.043,1.4666666666666666,0.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.44279999999999997,0.0,0.0
2024-01-01 13:15:00,0.4756208716345978,0.001,0.0,0.2730666666666667,0.0,0.0
2024-01-01 13:30:00,0.7920347860576631,0.001,0.0,0.21466666666666664,0.0,0.0
2024-01-01 13:45:00,0.7920347860576631,0.001,0.0,0.7538,0.0,0.0
2024-01-01 14:00:00,0.7920347860576631,0.001,0.0,0.17666666666666667,0.0,0.0
2024-01-01 14:15:00,0.7920347860576631,0.001,0.0,0.164,0.0,0.0
2024-01-01 14:30:00,0.7920347860576631,0.001,0.0,0.05106666666666667,0.0,0.0
2024-01-01 14:45:00,0.7920347860576631,0.001,0.0,0.6013999999999999,0.0,0.0
2024-01-01 15:00:00,0.7920347860576631,0.001,0.0,0.233,0.0,0.0
2024-01-01 15:15:00,0.7920347860576631,0.001,0.0,0.1813513184117486,0.0,2.0
2024-01-01 15:30:00,0.7920347860576631,0.001,0.0,0.21025219735291428,0.0,0.4
2024-01-01 15:45:00,0.7920347860576631,0.001,0.0,0.30705219735291434,0.0,0.0
2024-01-01 16:00:00,0.7920347860576631,0.001,0.0,0.33125219735291433,0.0,0.0
2024-01-01 16:15:00,0.7920347860576631,0.001,0.0,0.5251934448104721,0.0,0.0
2024-01-01 16:30:00,0.7920347860576631,0.001,0.0,0.4000988335883383,0.0,0.0
2024-01-01 16:45:00,0.7392991336538189,0.001,0.0,0.3430759397255878,0.0,0.0
2024-01-01 17:00:00,0.001,0.001,0.0,0.23014260639225448,0.0,0.0
2024-01-01 17:15:00,0.001,0.001,0.0,0.2149816943019837,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.0,0.374918864019581,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.0,0.2922611719215543,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.0,0.3115237423726735,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.0,0.5823904090393401,0.0,1.6
2024-01-01 18:30:00,0.001,0.001,0.0,0.5910570757060067,0.0,0.8
2024-01-01 18:45:00,0.001,0.001,1.3503333333333332,0.4638570757060068,0.0,0.0
2024-01-01 19:00:00,0.001,0.001,1.6502666666666668,0.7050570757060068,0.0,0.0
2024-01-01 19:15:00,0.001,0.001,1.5003333333333333,0.5918887506784917,0.0,0.0
2024-01-01 19:30:00,0.001,0.001,0.1509333333333333,0.6505855306862476,0.0,0.0
2024-01-01 19:45:00,0.001,0.001,6.666666666666667e-05,1.744895363002604,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.0,1.1097426063922542,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.0,0.7489426063922545,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.0,0.6208759397255879,0.0,0.0
2024-01-01 20:45:00,0.001,0.001,0.0,0.3560759397255878,0.0,0.0
2024-01-01 21:00:00,0.001,0.001,0.0,0.31673627509287494,0.0,0.0
2024-01-01 21:15:00,0.001,0.001,0.0,0.4061699437934953,0.0,0.0
2024-01-01 21:30:00,0.001,0.001,0.0,0.6870092730589211,0.0,0.4
2024-01-01 21:45:00,0.001,0.001,0.0,0.6096092730589212,0.0,2.0
2024-01-01 22:00:00,0.001,0.001,0.0,0.3430759397255878,0.0,0.0
2024-01-01 22:15:00,0.001,0.001,0.0,0.3430759397255878,0.0,0.0
2024-01-01 22:30:00,0.001,0.001,0.0,0.9331699437934952,0.0,0.0
2024-01-01 22:45:00,0.001,0.001,0.0,0.5212521973529143,0.0,0.0
2024-01-01 23:00:00,0.001,0.001,0.0,0.33125219735291433,0.0,0.0
2024-01-01 23:15:00,0.001,0.001,0.0,0.33125219735291433,0.0,0.0
2024-01-01 23:30:00,0.001,0.001,0.0,0.315118864019581,0.0,0.0
2024-01-01 23:45:00,0.001,0.001,0.0,0.2482521973529143,0.0,0.0
2024-01-02 00:00:00,0.001,0.001,0.0,0.385527838588221,0.0,0.0
2024-01-02 00:15:00,0.001,0.001,0.0,0.20403333333333332,0.0,0.0
2024-01-02 00:30:00,0.001,0.001,0.0,0.1787,0.0,0.0
2024-01-02 00:45:00,0.001,0.001,0.0,0.1787,0.0,0.0
2024-01-02 01:00:00,0.001,0.001,0.0,0.7244333333333333,0.0,0.0
2024-01-02 01:15:00,0.001,0.001,0.0,0.7769139192941104,0.0,0.0
2024-01-02 01:30:00,0.001,0.001,0.0,0.260918864019581,0.0,0.0
2024-01-02 01:45:00,0.001,0.001,0.0,0.21025219735291428,0.0,0.0
2024-01-02 02:00:00,0.001,0.001,0.0,0.21025219735291428,0.0,0.0
2024-01-02 02:15:00,0.001,0.001,0.0,0.21025219735291428,0.0,0.0
2024-01-02 02:30:00,0.001,0.001,0.0,0.36444725262744376,0.0,0.0
2024-01-02 02:45:00,0.001,0.001,0.0,0.2547,0.0,0.0
2024-01-02 03:00:00,0.001,0.001,0.0,0.1787,0.0,0.0
2024-01-02 03:15:00,0.001,0.001,0.0,0.1787,0.0,0.0
2024-01-02 03:30:00,0.001,0.001,0.0,0.1787,0.0,0.0
2024-01-02 03:45:00,0.001,0.001,0.0,0.3307,0.0,0.0
2024-01-02 04:00:00,0.001,0.001,0.0,0.2800333333333333,0.0,0.2
2024-01-02 04:15:00,0.001,0.001,0.0,0.1787,0.0,3.0
2024-01-02 04:30:00,0.001,0.001,0.0,0.052046666666666665,0.0,0.8
2024-01-02 04:45:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-02 05:00:00,0.001,0.001,0.0,0.16966666666666666,0.0,0.0
2024-01-02 05:15:00,0.001,0.001,0.0,0.16966666666666666,0.0,0.0
2024-01-02 05:30:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-02 05:45:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-02 06:00:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-02 06:15:00,0.001,0.001,0.0,0.14433333333333334,0.0,0.0
2024-01-02 06:30:00,0.001,0.001,0.0,0.195,0.0,0.0
2024-01-02 06:45:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-02 07:00:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-02 07:15:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-02 07:30:00,0.001,0.001,0.0,0.11900000000000001,0.0,0.0
2024-01-02 07:45:00,0.001,0.001,0.0,0.22033333333333335,0.0,0.2
2024-01-02 08:00:00,0.001,0.001,0.0,0.043,0.0,2.2
2024-01-02 08:15:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-02 08:30:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-02 08:45:00,0.001,0.001,0.0,0.09366666666666666,0.0,0.0
2024-01-02 09:00:00,0.001,0.001,0.0,0.233,0.0,0.0
2024-01-02 09:15:00,0.001,0.001,0.0,0.05566666666666666,0.0,0.0
2024-01-02 09:30:00,0.001,0.001,0.0,0.043,10.266666666666667,0.0
2024-01-02 09:45:00,0.001,0.001,0.0,0.043,11.0,0.0
2024-01-02 10:00:00,0.001,0.001,0.0,0.06833333333333333,11.0,0.0
2024-01-02 10:15:00,0.001,0.001,0.0,0.233,6.6,0.0
2024-01-02 10:30:00,0.001,0.001,0.0,0.081,0.0,0.0
2024-01-02 10:45:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-02 11:00:00,0.001,0.001,0.0,0.04536474847453469,0.0,0.0
2024-01-02 11:15:00,0.001,0.001,0.0,0.8582904090393403,0.0,0.0
2024-01-02 11:30:00,0.001,0.001,0.0,1.9911570757060069,0.0,0.0
2024-01-02 11:45:00,0.001,0.001,0.0,0.7610237423726736,0.0,0.8
2024-01-02 12:00:00,0.001,0.001,0.0,0.1888237423726735,0.0,1.6
2024-01-02 12:15:00,0.001,0.001,0.0,0.1888237423726735,0.0,0.0
2024-01-02 12:30:00,0.001,0.001,0.0,0.16817649898302314,0.0,0.0
2024-01-02 12:45:00,0.001,0.001,0.0,0.3381256605648055,0.0,0.0
2024-01-02 13:00:00,0.001,0.001,0.0,0.16769040903934015,0.0,0.0
2024-01-02 13:15:00,0.001,0.001,0.0,0.0548237423726735,0.0,0.0
2024-01-02 13:30:00,0.001,0.001,0.0,0.5878904090393402,0.0,0.0
2024-01-02 13:45:00,0.001,0.001,0.0,0.0652237423726735,0.0,0.0
2024-01-02 14:00:00,0.001,0.001,0.0,0.2011167919634117,0.0,0.0
2024-01-02 14:15:00,0.001,0.001,0.0,0.20234044684442584,0.0,0.0
2024-01-02 14:30:00,0.001,0.001,0.0,0.09937593972558781,0.0,0.0
2024-01-02 14:45:00,0.001,0.001,0.0,0.08810927305892112,0.0,0.0
2024-01-02 15:00:00,0.001,0.001,0.0,0.0863759397255878,0.0,0.0
2024-01-02 15:15:00,0.001,0.001,0.0,0.18144462131383923,0.0,0.0
2024-01-02 15:30:00,0.001,0.001,0.0,0.19021582824844901,0.0,0.0
2024-01-02 15:45:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-02 16:00:00,0.001,0.001,0.0,0.043,0.0,1.0
2024-01-02 16:15:00,0.001,0.001,0.0,0.043,0.0,1.4
2024-01-02 16:30:00,0.001,0.001,0.0,0.13166666666666668,0.0,0.0
2024-01-02 16:45:00,0.001,0.001,0.0,0.2076666666666667,0.0,0.0
2024-01-02 17:00:00,0.001,0.001,0.0,0.0848,0.0,0.0
2024-01-02 17:15:00,0.001,0.001,0.0,0.177,0.0,0.0
2024-01-02 17:30:00,0.001,0.001,0.0,0.177,0.0,0.0
2024-01-02 17:45:00,0.001,0.001,0.0,0.2646,4.4,0.0
2024-01-02 18:00:00,0.001,0.001,0.0,0.4607173991176381,0.0,0.0
2024-01-02 18:15:00,0.001,0.001,0.0,0.22201886401958096,0.0,0.0
2024-01-02 18:30:00,0.001,0.001,0.0,0.1655521973529143,0.0,0.0
2024-01-02 18:45:00,0.001,0.001,0.0,0.14837977610985173,0.0,0.0
2024-01-02 19:00:00,0.001,0.001,0.0,0.12437593972558779,0.0,0.0
2024-01-02 19:15:00,0.001,0.001,0.0,0.2595481011373668,0.0,0.0
2024-01-02 19:30:00,0.001,0.001,0.0,0.6132237423726735,0.0,0.0
2024-01-02 19:45:00,0.001,0.001,0.0,0.0548237423726735,0.0,0.0
2024-01-02 20:00:00,0.001,0.001,0.0,0.06245385571376274,0.0,0.0
2024-01-02 20:15:00,0.001,0.001,1.3503333333333332,0.09904260639225446,0.0,1.0
2024-01-02 20:30:00,0.001,0.001,1.6502666666666668,0.39737593972558777,0.0,1.4
2024-01-02 20:45:00,0.001,0.001,1.5003333333333333,0.25804260639225446,0.0,0.0
2024-01-02 21:00:00,0.001,0.001,0.15046666666666667,0.2031689800785326,0.0,0.0
2024-01-02 21:15:00,0.001,0.001,0.0,0.1758237423726735,0.0,0.0
2024-01-02 21:30:00,0.001,0.001,0.0,0.2002772507634934,0.0,0.0
2024-01-02 21:45:00,0.001,0.001,0.0,0.3605092730589211,0.0,0.0
2024-01-02 22:00:00,0.001,0.001,0.0,0.2833759397255878,0.0,0.0
2024-01-02 22:15:00,0.001,0.001,0.0,0.20737593972558782,0.0,0.0
2024-01-02 22:30:00,0.001,0.001,0.0,0.2616559397255878,0.0,0.0
2024-01-02 22:45:00,0.001,0.001,0.0,0.31836116268376086,0.0,0.0
2024-01-02 23:00:00,0.001,0.001,0.0,0.4499437728039162,0.0,0.0
2024-01-02 23:15:00,0.001,0.001,0.0,0.376118864019581,0.0,0.0
2024-01-02 23:30:00,0.001,0.001,0.0,0.33125219735291433,0.0,0.0
2024-01-02 23:45:00,0.001,0.001,0.0,0.33913469226803,0.0,0.0
2024-01-03 00:00:00,0.001,0.001,0.0,0.3430759397255878,0.0,0.0
2024-01-03 00:15:00,0.001,0.001,0.0,0.46763912656872686,0.0,0.0
2024-01-03 00:30:00,0.001,0.001,0.0,0.31719040903934015,0.0,2.4
2024-01-03 00:45:00,0.001,0.001,0.0,0.714919664632713,0.0,0.0
2024-01-03 01:00:00,0.001,0.001,0.0,0.1787,0.0,0.0
2024-01-03 01:15:00,0.001,0.001,0.0,0.1787,0.0,0.0
2024-01-03 01:30:00,0.001,0.001,0.0,0.2800333333333333,0.0,0.0
2024-01-03 01:45:00,0.001,0.001,0.0,0.3307,0.0,0.0
2024-01-03 02:00:00,0.001,0.001,0.0,0.1787,0.0,0.0
2024-01-03 02:15:00,0.001,0.001,0.0,0.1787,0.0,0.0
2024-01-03 02:30:00,0.001,0.001,0.0,0.1787,0.0,0.0
2024-01-03 02:45:00,0.001,0.001,0.0,0.2547,0.0,0.0
2024-01-03 03:00:00,0.001,0.001,0.0,0.3560333333333333,0.0,0.0
2024-01-03 03:15:00,0.001,0.001,0.0,0.16060666666666668,0.0,0.0
2024-01-03 03:30:00,0.001,0.001,0.0,0.44279999999999997,0.0,0.0
2024-01-03 03:45:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-03 04:00:00,0.001,0.001,0.0,0.09366666666666666,0.0,0.0
2024-01-03 04:15:00,0.001,0.001,0.0,0.233,0.0,1.4
2024-01-03 04:30:00,0.001,0.001,0.0,0.45546666666666663,0.0,1.0
2024-01-03 04:45:00,0.001,0.001,0.0,0.5760666666666665,0.0,0.0
2024-01-03 05:00:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-03 05:15:00,0.001,0.001,0.0,0.06833333333333333,0.0,0.0
2024-01-03 05:30:00,0.001,0.001,0.0,0.233,0.0,0.0
2024-01-03 05:45:00,0.001,0.001,0.0,0.081,0.0,0.0
2024-01-03 06:00:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-03 06:15:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-03 06:30:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-03 06:45:00,0.001,0.001,0.0,0.233,0.0,0.0
2024-01-03 07:00:00,0.001,0.001,0.0,0.10633333333333334,0.0,0.0
2024-01-03 07:15:00,0.001,0.001,0.0,0.043,1.4666666666666666,0.0
2024-01-03 07:30:00,0.001,0.001,0.0,0.5760666666666666,6.6,0.0
2024-01-03 07:45:00,0.001,0.001,0.0,0.05426666666666667,0.0,0.0
2024-01-03 08:00:00,0.001,0.001,0.0,0.22066666666666668,0.0,1.8
2024-01-03 08:15:00,0.001,0.001,0.0,0.14466666666666667,0.0,0.6
2024-01-03 08:30:00,0.001,0.001,0.0,0.056,0.0,0.0
2024-01-03 08:45:00,0.001,0.001,0.0,0.04646666666666666,0.0,0.0
2024-01-03 09:00:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-03 09:15:00,0.001,0.001,0.0,0.18233333333333335,0.0,0.0
2024-01-03 09:30:00,0.001,0.001,0.0,0.157,0.0,0.0
2024-01-03 09:45:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-03 10:00:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-03 10:15:00,0.001,0.001,0.0,0.0534,3.6666666666666665,0.0
2024-01-03 10:30:00,0.001,0.001,0.0002666666666666667,0.16999999999999998,8.066666666666666,0.0
2024-01-03 10:45:00,0.001,0.001,0.45080000000000003,0.7284,0.0,0.0
2024-01-03 11:00:00,0.001,0.001,0.7506666666666667,0.0854487175293867,0.0,0.0
2024-01-03 11:15:00,0.001,0.001,0.001,0.08755219735291431,0.0,0.0
2024-01-03 11:30:00,0.001,0.001,0.001,0.5495521973529144,0.0,0.0
2024-01-03 11:45:00,0.001,0.001,0.0003333333333333333,0.29201886401958094,0.0,2.4
2024-01-03 12:00:00,0.001,0.001,0.0,0.37321886401958093,0.0,0.0
2024-01-03 12:15:00,0.001,0.001,0.0,0.20224175788233145,0.0,0.0
2024-01-03 12:30:00,0.001,0.001,0.0,0.177,0.0,0.0
2024-01-03 12:45:00,0.001,0.001,0.0,0.05106666666666667,0.0,0.0
2024-01-03 13:00:00,0.001,0.001,0.0,0.12420624652558261,0.0,0.0
2024-01-03 13:15:00,0.001,0.001,0.0,0.27637593972558777,0.0,0.0
2024-01-03 13:30:00,0.001,0.001,0.0,0.48617593972558787,0.0,0.0
2024-01-03 13:45:00,0.001,0.001,0.0,0.10944260639225446,0.0,0.0
2024-01-03 14:00:00,0.001,0.001,0.0,0.21406994379349525,0.0,0.0
2024-01-03 14:15:00,0.001,0.001,0.0,0.23182783858822098,0.0,0.0
2024-01-03 14:30:00,0.001,0.001,0.0,0.3964487175293866,0.0,0.0
2024-01-03 14:45:00,0.001,0.001,0.0,0.23388553068624762,0.0,0.0
2024-01-03 15:00:00,0.001,0.001,0.0,0.3314188640195809,0.0,0.0
2024-01-03 15:15:00,0.001,0.001,0.0,1.4883521973529144,3.6666666666666665,0.8
2024-01-03 15:30:00,0.001,0.001,0.0,1.1254188640195812,8.8,1.6
2024-01-03 15:45:00,0.001,0.001,0.0,0.36031043947058283,0.0,0.0
2024-01-03 16:00:00,0.001,0.001,0.0,0.21466666666666667,0.0,0.0
2024-01-03 16:15:00,0.001,0.001,0.0,0.164,0.0,0.0
2024-01-03 16:30:00,0.001,0.001,0.0,0.15593333333333334,0.0,0.0
2024-01-03 16:45:00,0.001,0.001,0.0,0.04378824949151157,0.0,0.0
2024-01-03 17:00:00,0.001,0.001,0.0,0.23215707570600685,0.0,0.0
2024-01-03 17:15:00,0.001,0.001,0.0,0.1308237423726735,0.0,0.0
2024-01-03 17:30:00,0.001,0.001,0.0,0.0548237423726735,0.0,0.0
2024-01-03 17:45:00,0.001,0.001,0.0,0.0548237423726735,0.0,0.0
2024-01-03 18:00:00,0.001,0.001,0.0,0.05324724338965037,0.0,0.0
2024-01-03 18:15:00,0.001,0.001,0.0,0.195,0.0,0.0
2024-01-03 18:30:00,0.001,0.001,0.0,0.14433333333333334,0.0,0.0
2024-01-03 18:45:00,0.001,0.001,0.0,0.043,0.0,0.4
2024-01-03 19:00:00,0.001,0.001,0.0,0.043,0.0,0.8
2024-01-03 19:15:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-03 19:30:00,0.001,0.001,0.0,0.16966666666666666,0.0,0.0
2024-01-03 19:45:00,0.001,0.001,0.0,0.16966666666666666,0.0,0.0
2024-01-03 20:00:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-03 20:15:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-03 20:30:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-03 20:45:00,0.001,0.001,0.0,0.25726666666666664,0.0,2.4
2024-01-03 21:00:00,0.001,0.001,0.0,0.3202069596470552,0.0,0.0
2024-01-03 21:15:00,0.001,0.001,0.0,0.20343469226803,0.0,0.0
2024-01-03 21:30:00,0.001,0.001,0.0,0.20737593972558782,0.0,0.0
2024-01-03 21:45:00,0.001,0.001,0.0,0.20737593972558782,0.0,0.0
2024-01-03 22:00:00,0.26467826201922107,0.001,0.0,0.2833759397255878,0.0,0.0
2024-01-03 22:15:00,0.7920347860576631,0.001,0.0,0.3847092730589211,0.0,0.0
2024-01-03 22:30:00,0.7920347860576631,0.001,0.0,0.6071759397255878,0.0,0.0
2024-01-03 22:45:00,0.7920347860576631,0.001,0.0,0.18003070201972876,0.0,0.0
2024-01-03 23:00:00,0.7920347860576631,0.001,0.0,0.17905107977391432,0.0,0.0
2024-01-03 23:15:00,0.7920347860576631,0.001,0.0,0.23949040903934019,0.0,0.0
2024-01-03 23:30:00,0.7920347860576631,0.001,0.0,0.3788237423726735,0.0,0.0
2024-01-03 23:45:00,0.7920347860576631,0.001,0.0,0.19455707570600686,0.0,0.0
2024-01-04 00:00:00,0.7920347860576631,0.001,0.0,0.07095707570600683,0.0,0.0
2024-01-04 00:15:00,0.7920347860576631,0.001,0.0,0.15969040903934018,0.0,0.0
2024-01-04 00:30:00,0.7920347860576631,0.001,0.0,0.18933333333333333,0.0,0.0
2024-01-04 00:45:00,0.7920347860576631,0.001,0.0,0.354,0.0,0.0
2024-01-04 01:00:00,0.7920347860576631,0.001,0.0,0.202,0.0,0.0
2024-01-04 01:15:00,0.7920347860576631,0.001,0.0,0.6970666666666666,0.0,0.0
2024-01-04 01:30:00,0.7920347860576631,0.001,0.0,0.164,0.0,0.0
2024-01-04 01:45:00,0.7920347860576631,0.001,0.0,0.05106666666666667,0.0,0.0
2024-01-04 02:00:00,0.3701495668269094,0.001,0.0,0.233,0.0,0.0
2024-01-04 02:15:00,0.001,0.001,0.0,0.10633333333333334,0.0,0.0
2024-01-04 02:30:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-04 02:45:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-04 03:00:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-04 03:15:00,0.001,0.001,0.0,0.2076666666666667,0.0,0.0
2024-01-04 03:30:00,0.001,0.001,0.0,0.13166666666666668,0.0,0.0
2024-01-04 03:45:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-04 04:00:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-04 04:15:00,0.001,0.001,0.0,0.043,0.0,2.4
2024-01-04 04:30:00,0.001,0.001,0.0,0.18233333333333335,0.0,2.4
2024-01-04 04:45:00,0.001,0.001,0.0,0.157,0.0,0.0
2024-01-04 05:00:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-04 05:15:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-04 05:30:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-04 05:45:00,0.001,0.001,0.0,0.157,0.0,0.0
2024-01-04 06:00:00,0.001,0.001,0.0,0.18233333333333335,0.0,0.0
2024-01-04 06:15:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-04 06:30:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-04 06:45:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-04 07:00:00,0.001,0.001,0.0,0.13166666666666668,0.0,0.2
2024-01-04 07:15:00,0.001,0.001,0.0,0.27440000000000003,0.0,2.2
2024-01-04 07:30:00,0.001,0.001,0.0,0.13573333333333334,0.0,0.0
2024-01-04 07:45:00,0.001,0.001,0.0,0.147,0.0,0.0
2024-01-04 08:00:00,0.001,0.001,0.0,0.28026666666666666,0.0,0.0
2024-01-04 08:15:00,0.001,0.001,0.0,0.5919333333333333,0.0,0.0
2024-01-04 08:30:00,0.001,0.001,0.0,0.246,0.0,0.0
2024-01-04 08:45:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-04 09:00:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-04 09:15:00,0.001,0.001,0.0,0.043,0.0,0.0
2024-01-04 09:30:00,0.001,0.001,0.0,0.081,0.0,0.0
2024-01-04 09:45:00,0.001,0.001,0.0,0.233,10.266666666666667,0.0
2024-01-04 10:00:00,0.001,0.001,0.0,0.06833333333333333,11.0,1.8
2024-01-04 10:15:00,0.001,0.001,0.0,0.12681190437252574,2.2,0.6
2024-01-04 10:30:00,0.001,0.001,0.0,0.20459886401958097,0.0,0.0
2024-01-04 10:45:00,0.001,0.001,0.0,0.343918864019581,0.0,0.0
2024-01-04 11:00:00,0.001,0.001,0.0,0.5212521973529143,0.0,0.0
2024-01-04 11:15:00,0.001,0.001,0.0,0.36547014649019427,0.0,0.0
2024-01-04 11:30:00,0.001,0.001,0.0,0.31270000000000003,0.0,0.0
2024-01-04 11:45:00,0.001,0.001,0.0,0.19169999999999998,0.0,0.0
2024-01-04 12:00:00,0.001,0.001,0.0,0.19169999999999998,1.4666666666666666,0.0
2024-01-04 12:15:00,0.001,0.001,0.0,0.36036666666666667,0.7333333333333333,0.0
2024-01-04 12:30:00,0.001,0.001,0.0,0.2547,0.0,0.0
2024-01-04 12:45:00,0.001,0.001,0.0,0.1997347982352762,0.0,0.4
2024-01-04 13:00:00,0.001,0.001,0.0,0.6152521973529143,0.0,1.2
2024-01-04 13:15:00,0.001,0.001,0.0,0.2232521973529143,0.0,0.0
2024-01-04 13:30:00,0.001,0.001,0.0,0.37525219735291426,0.0,0.0
2024-01-04 13:45:00,0.001,0.001,0.0,0.3245855306862476,0.0,0.0
2024-01-04 14:00:00,0.001,0.001,0.0,0.1991208789411657,0.0,0.0
2024-01-04 14:15:00,0.001,0.1994010000042566,0.0,1.0183188640195808,0.0,0.0
2024-01-04 14:30:00,0.001,1.7395046901474833,0.0,1.3312521973529141,0.0,0.0
2024-01-04 14:45:00,0.001,1.9652734587760878,0.0,0.8007111912510531,0.0,0.6
2024-01-04 15:00:00,0.001,1.973531797843911,0.0,0.46974260639225446,0.0,1.8
2024-01-04 15:15:00,0.001,1.1623146330268734,0.0,0.33886898007853256,0.0,0.0
2024-01-04 15:30:00,0.001,0.001,0.0,0.3115237423726735,0.0,0.0
2024-01-04 15:45:00,0.001,0.001,0.0,0.19859040903934017,0.0,0.0
2024-01-04 16:00:00,0.001,0.001,0.0,0.2845015616313956,0.0,0.0
2024-01-04 16:15:00,0.001,0.001,0.0,0.36776994379349526,0.0,0.0
2024-01-04 16:30:00,0.001,0.001,0.0,0.2220759397255878,1.4666666666666666,0.0
2024-01-04 16:45:00,0.001,0.001,0.0,0.16779593972558782,4.4,0.0
2024-01-04 17:00:00,0.001,0.001,0.0,0.18317593972558782,0.0,0.0
2024-01-04 17:15:00,0.001,0.001,0.0006666666666666666,0.2833759397255878,0.0,0.0
2024-01-04 17:30:00,0.001,0.001,1.2004666666666668,0.7645328800431442,0.0,0.0
2024-01-04 17:45:00,0.001,0.001,0.001,0.1955521973529143,0.0,2.4
2024-01-04 18:00:00,0.001,0.001,0.001,0.1955521973529143,0.0,0.0
2024-01-04 18:15:00,0.001,0.001,0.001,0.10681886401958098,0.0,0.0
2024-01-04 18:30:00,0.001,0.001,0.001,0.12521886401958096,0.0,0.0
2024-01-04 18:45:00,0.1592069572115326,0.001,0.001,0.30278205086272,0.0,0.0
2024-01-04 19:00:00,0.7920347860576631,0.001,0.001,0.17666666666666667,0.0,0.0
2024-01-04 19:15:00,0.7920347860576631,0.001,0.001,0.16951774644058096,0.0,0.0
2024-01-04 19:30:00,0.7920347860576631,0.001,2.25,0.184237661666784,0.0,0.0
2024-01-04 19:45:00,0.7920347860576631,0.001,0.1509333333333333,0.23270927305892114,0.0,0.0
2024-01-04 20:00:00,0.7920347860576631,0.001,0.001,0.35704260639225444,0.0,0.0
2024-01-04 20:15:00,0.7920347860576631,0.001,0.0003333333333333333,0.2453759397255878,0.0,0.0
2024-01-04 20:30:00,0.7920347860576631,0.001,0.0,0.20737593972558782,0.0,2.4
2024-01-04 20:45:00,0.7920347860576631,0.001,0.0,0.1745173991176381,0.0,0.0
2024-01-04 21:00:00,0.7920347860576631,0.001,0.0,0.15838406578430478,0.0,0.0
