,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.001,0.0,0.44236666666666663,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.3610529979660463,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.20085707570600683,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.1905237423726735,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.29185707570600683,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.4289237423726735,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.4083393292654259,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.4547,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.28160666666666667,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.164,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.2434,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.233,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.105,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.18766666666666668,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.44279999999999997,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.05566666666666666,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.233,0.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.18233333333333335,2.4
2024-01-01 04:30:00,0.001,0.001,0.0,0.11533333333333333,3.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.17733333333333334,2.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.043,3.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.10633333333333334,3.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.233,0.2
2024-01-01 05:45:00,0.001,0.001,0.0,0.13166666666666668,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.12566666666666668,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.16699999999999998,0.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.157,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.24339999999999998,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.094,0.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.149,0.0
2024-01-01 07:45:00,0.001,0.001,0.0,0.16966666666666666,1.4
2024-01-01 08:00:00,0.001,0.001,0.0,0.4436666666666666,1.8
2024-01-01 08:15:00,0.001,0.001,0.0,0.2076666666666667,0.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.22813333333333335,0.0
2024-01-01 08:45:00,0.001,0.5133357661134783,0.0,0.056,0.0
2024-01-01 09:00:00,0.001,1.8126105293494639,0.0,0.15933333333333335,0.0
2024-01-01 09:15:00,0.001,1.9750930667388347,0.0,0.9589333333333333,0.0
2024-01-01 09:30:00,0.001,1.9517746161720926,0.0,0.8809333333333333,0.0
2024-01-01 09:45:00,0.001,0.7872116014247428,0.0,0.6458,0.0
2024-01-01 10:00:00,0.001,0.001,0.0,0.5824666666666667,0.0
2024-01-01 10:15:00,0.001,0.001,0.0,0.13746666666666668,0.0
2024-01-01 10:30:00,0.001,0.001,0.0,1.4176666666666666,0.0
2024-01-01 10:45:00,0.001,0.001,0.0,1.4033059959320926,0.0
2024-01-01 11:00:00,0.001,1.4491974914579884,0.0,0.1438237423726735,0.0
2024-01-01 11:15:00,0.001,1.9244796209905488,0.0,0.25522374237267353,1.2
2024-01-01 11:30:00,0.001,1.97843492348752,0.0,0.5306237423726735,1.8
2024-01-01 11:45:00,0.001,1.4462781918111143,0.0,0.0548237423726735,0.0
2024-01-01 12:00:00,0.001,0.001,0.0,0.17251774644058096,0.0
2024-01-01 12:15:00,0.001,0.001,0.0,0.12566666666666668,0.0
2024-01-01 12:30:00,0.001,0.001,0.0,0.16966666666666666,0.0
2024-01-01 12:45:00,0.001,0.001,0.0,0.233,0.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.06833333333333333,0.0
2024-01-01 13:15:00,0.001,0.001,0.0004,1.0482,0.0
2024-01-01 13:30:00,0.001,0.001,0.7506666666666667,0.31133333333333335,0.0
2024-01-01 13:45:00,0.001,0.001,0.4508,0.24933333333333335,0.0
2024-01-01 14:00:00,0.001,0.001,0.001,0.36695421227449904,0.0
2024-01-01 14:15:00,0.001,0.001,0.0006000000000000001,0.37321886401958093,0.0
2024-01-01 14:30:00,0.001,0.001,0.0,0.10368553068624764,0.0
2024-01-01 14:45:00,0.001,0.001,0.0,0.48735219735291424,0.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.2332464427765184,0.0
2024-01-01 15:15:00,0.001,0.001,0.0,0.1863759397255878,0.0
2024-01-01 15:30:00,0.001,0.001,0.0,0.2595481011373668,0.0
2024-01-01 15:45:00,0.001,0.001,0.0,0.16882374237267353,1.0
2024-01-01 16:00:00,0.001,0.001,0.0,0.0548237423726735,2.0
2024-01-01 16:15:00,0.001,0.001,0.0,0.04851774644058096,0.0
2024-01-01 16:30:00,0.001,0.001,0.0,0.198,0.0
2024-01-01 16:45:00,0.001,0.001,0.0,0.18333333333333332,0.0
2024-01-01 17:00:00,0.001,0.001,0.0,0.233,0.0
2024-01-01 17:15:00,0.001,0.001,0.0,0.10633333333333334,0.0
2024-01-01 17:30:00,0.26467826201922107,0.001,0.0,0.043,0.0
