,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.21037593972558782,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.5975550607844222,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.17330599593209253,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.167,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.18166666666666667,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.277,0.0,0.0,2.6666666666666665
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.14133333333333334,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.4458,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.5790666666666666,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.046,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.046,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.12666666666666665,0.0,2.6666666666666665,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.10466666666666667,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.046,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.046,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.046,0.0,0.0,2.6666666666666665
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.44580000000000003,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.08266666666666667,0.0,0.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.15024316564968979,0.0,0.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.7241570757060068,0.0,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.4576237423726735,0.0,0.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.0578237423726735,0.0,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.0578237423726735,0.0,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.0578237423726735,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.15339616361573605,0.0,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.08266666666666667,0.0,0.0,2.6666666666666665
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.046,0.0,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.5790666666666666,0.0,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.046,0.0,0.0,0.0
