,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.001,0.077,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.039,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.039,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,0.039,0.0,0.0
2024-01-01 01:00:00,0.0,0.001,0.039,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.21633333333333335,0.0,2.0
2024-01-01 01:30:00,0.0,0.001,0.14033333333333334,0.0,0.0
2024-01-01 01:45:00,0.0,0.001,0.039,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.039,0.0,0.0
2024-01-01 02:15:00,0.0,0.001,0.039,0.0,0.0
2024-01-01 02:30:00,0.0,0.001,0.039,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.153,0.0,0.0
2024-01-01 03:00:00,0.0,0.001,0.7367333333333334,0.0,0.0
2024-01-01 03:15:00,0.0,0.001,0.039,1.3333333333333333,0.0
2024-01-01 03:30:00,0.0,0.001,0.039,0.8,0.4
2024-01-01 03:45:00,0.0,0.001,0.039,0.0,1.8
2024-01-01 04:00:00,0.0,0.001,0.039,0.0,0.0
2024-01-01 04:15:00,0.0,0.001,0.08966666666666666,0.4,0.0
2024-01-01 04:30:00,0.0,0.001,0.229,1.4666666666666666,0.0
2024-01-01 04:45:00,0.0,0.001,0.077,0.5333333333333333,0.0
2024-01-01 05:00:00,0.0,0.001,0.039,1.4666666666666666,0.0
2024-01-01 05:15:00,0.0,0.001,0.039,0.0,0.0
2024-01-01 05:30:00,0.0,0.001,0.039,0.0,0.0
2024-01-01 05:45:00,0.0,0.001,0.039,0.0,0.0
2024-01-01 06:00:00,0.0,0.001,0.21633333333333335,0.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.14033333333333334,0.0,0.0
2024-01-01 06:30:00,0.0,0.001,0.039,0.0,2.0
2024-01-01 06:45:00,0.0,0.001,0.039,1.3333333333333333,0.0
