,BaseLoad
2024-01-01 14:15:00,0.38653333333333334
2024-01-01 14:30:00,0.17
2024-01-01 14:45:00,0.17
2024-01-01 15:00:00,0.049
2024-01-01 15:15:00,0.09966666666666667
2024-01-01 15:30:00,0.239
2024-01-01 15:45:00,0.049
2024-01-01 16:00:00,0.049
2024-01-01 16:15:00,0.049
2024-01-01 16:30:00,0.06166666666666667
2024-01-01 16:45:00,0.239
2024-01-01 17:00:00,0.087
2024-01-01 17:15:00,0.049
2024-01-01 17:30:00,0.049
2024-01-01 17:45:00,0.049
2024-01-01 18:00:00,0.21366666666666667
2024-01-01 18:15:00,0.125
2024-01-01 18:30:00,0.049
2024-01-01 18:45:00,0.049
2024-01-01 19:00:00,0.049
2024-01-01 19:15:00,0.17566666666666667
2024-01-01 19:30:00,0.16299999999999998
2024-01-01 19:45:00,0.049
2024-01-01 20:00:00,0.049
2024-01-01 20:15:00,0.049
2024-01-01 20:30:00,0.13766666666666666
2024-01-01 20:45:00,0.20099999999999998
2024-01-01 21:00:00,0.049
2024-01-01 21:15:00,0.049
2024-01-01 21:30:00,0.049
2024-01-01 21:45:00,0.09966666666666667
2024-01-01 22:00:00,0.239
2024-01-01 22:15:00,0.049
2024-01-01 22:30:00,0.049
2024-01-01 22:45:00,0.049
2024-01-01 23:00:00,0.06166666666666667
2024-01-01 23:15:00,0.239
2024-01-01 23:30:00,0.087
2024-01-01 23:45:00,0.049
2024-01-02 00:00:00,0.049
2024-01-02 00:15:00,0.049
2024-01-02 00:30:00,0.21366666666666667
2024-01-02 00:45:00,0.125
2024-01-02 01:00:00,0.049
2024-01-02 01:15:00,0.049
2024-01-02 01:30:00,0.049
2024-01-02 01:45:00,0.17566666666666667
2024-01-02 02:00:00,0.16299999999999998
2024-01-02 02:15:00,0.049
2024-01-02 02:30:00,0.049
2024-01-02 02:45:00,0.049
2024-01-02 03:00:00,0.13766666666666666
2024-01-02 03:15:00,0.20099999999999998
2024-01-02 03:30:00,0.049
2024-01-02 03:45:00,0.049
2024-01-02 04:00:00,0.049
2024-01-02 04:15:00,0.09966666666666667
2024-01-02 04:30:00,0.239
2024-01-02 04:45:00,0.049
2024-01-02 05:00:00,0.049
2024-01-02 05:15:00,0.049
2024-01-02 05:30:00,0.06166666666666667
2024-01-02 05:45:00,0.239
2024-01-02 06:00:00,0.087
2024-01-02 06:15:00,0.049
2024-01-02 06:30:00,0.049
2024-01-02 06:45:00,0.049
2024-01-02 07:00:00,0.21366666666666667
2024-01-02 07:15:00,0.125
2024-01-02 07:30:00,0.049
2024-01-02 07:45:00,0.049
2024-01-02 08:00:00,0.049
2024-01-02 08:15:00,0.17566666666666667
2024-01-02 08:30:00,0.16299999999999998
2024-01-02 08:45:00,0.049
2024-01-02 09:00:00,0.049
2024-01-02 09:15:00,0.049
2024-01-02 09:30:00,0.13766666666666666
2024-01-02 09:45:00,0.20099999999999998
2024-01-02 10:00:00,0.049
2024-01-02 10:15:00,0.049
2024-01-02 10:30:00,0.049
2024-01-02 10:45:00,0.09966666666666667
2024-01-02 11:00:00,0.239
2024-01-02 11:15:00,0.049
2024-01-02 11:30:00,0.049
2024-01-02 11:45:00,0.049
2024-01-02 12:00:00,0.06166666666666667
2024-01-02 12:15:00,0.239
2024-01-02 12:30:00,0.087
2024-01-02 12:45:00,0.049
2024-01-02 13:00:00,0.049
2024-01-02 13:15:00,0.049
2024-01-02 13:30:00,0.21366666666666667
2024-01-02 13:45:00,0.125
2024-01-02 14:00:00,0.049
2024-01-02 14:15:00,0.049
2024-01-02 14:30:00,0.049
2024-01-02 14:45:00,0.17566666666666667
2024-01-02 15:00:00,0.16299999999999998
2024-01-02 15:15:00,0.049
2024-01-02 15:30:00,0.049
2024-01-02 15:45:00,0.049
2024-01-02 16:00:00,0.13766666666666666
2024-01-02 16:15:00,0.20099999999999998
2024-01-02 16:30:00,0.049
2024-01-02 16:45:00,0.049
2024-01-02 17:00:00,0.049
2024-01-02 17:15:00,0.09966666666666667
2024-01-02 17:30:00,0.239
2024-01-02 17:45:00,0.049
2024-01-02 18:00:00,0.049
2024-01-02 18:15:00,0.049
2024-01-02 18:30:00,0.29341333333333336
2024-01-02 18:45:00,0.6167
2024-01-02 19:00:00,0.46469999999999995
2024-01-02 19:15:00,0.42669999999999997
2024-01-02 19:30:00,0.3702333333333333
2024-01-02 19:45:00,0.2492333333333333
2024-01-02 20:00:00,0.34936666666666666
2024-01-02 20:15:00,0.2768333333333333
2024-01-02 20:30:00,0.32892757875693746
2024-01-02 20:45:00,0.8383237423726736
2024-01-02 21:00:00,0.4385237423726735
2024-01-02 21:15:00,0.5651904090393401
2024-01-02 21:30:00,0.6629237423726735
2024-01-02 21:45:00,0.4385237423726735
2024-01-02 22:00:00,0.4385237423726735
2024-01-02 22:15:00,0.34979040903934017
2024-01-02 22:30:00,0.3819904090393402
2024-01-02 22:45:00,0.9419237423726735
2024-01-02 23:00:00,0.4385237423726735
2024-01-02 23:15:00,0.4385237423726735
2024-01-02 23:30:00,0.6987510797739144
2024-01-02 23:45:00,1.1437
2024-01-03 00:00:00,0.6167
2024-01-03 00:15:00,0.17453333333333335
2024-01-03 00:30:00,0.1072
2024-01-03 00:45:00,0.48053333333333337
2024-01-03 01:00:00,0.06166666666666667
2024-01-03 01:15:00,0.7720666666666667
2024-01-03 01:30:00,0.087
2024-01-03 01:45:00,0.049
2024-01-03 02:00:00,0.049
2024-01-03 02:15:00,0.049
2024-01-03 02:30:00,0.21366666666666667
2024-01-03 02:45:00,0.125
2024-01-03 03:00:00,0.049
2024-01-03 03:15:00,0.049
2024-01-03 03:30:00,0.049
2024-01-03 03:45:00,0.7087333333333333
2024-01-03 04:00:00,0.16299999999999998
2024-01-03 04:15:00,0.049
2024-01-03 04:30:00,0.049
2024-01-03 04:45:00,0.049
2024-01-03 05:00:00,0.13766666666666666
2024-01-03 05:15:00,0.20099999999999998
2024-01-03 05:30:00,0.049
2024-01-03 05:45:00,0.049
2024-01-03 06:00:00,0.5820666666666666
2024-01-03 06:15:00,0.09966666666666667
2024-01-03 06:30:00,0.239
2024-01-03 06:45:00,0.049
2024-01-03 07:00:00,0.049
2024-01-03 07:15:00,0.049
2024-01-03 07:30:00,0.06166666666666667
2024-01-03 07:45:00,0.239
2024-01-03 08:00:00,0.087
2024-01-03 08:15:00,0.049
2024-01-03 08:30:00,0.049
2024-01-03 08:45:00,0.049
2024-01-03 09:00:00,0.21366666666666667
2024-01-03 09:15:00,0.125
2024-01-03 09:30:00,0.049
2024-01-03 09:45:00,0.5820666666666666
2024-01-03 10:00:00,0.049
2024-01-03 10:15:00,0.17566666666666667
2024-01-03 10:30:00,0.16299999999999998
2024-01-03 10:45:00,0.049
2024-01-03 11:00:00,0.049
2024-01-03 11:15:00,0.049
2024-01-03 11:30:00,0.13766666666666666
2024-01-03 11:45:00,0.20099999999999998
2024-01-03 12:00:00,0.16193333333333335
2024-01-03 12:15:00,0.17
2024-01-03 12:30:00,0.17
2024-01-03 12:45:00,0.22066666666666668
2024-01-03 13:00:00,0.3116
2024-01-03 13:15:00,0.049
2024-01-03 13:30:00,0.049
2024-01-03 13:45:00,0.13773333333333335
2024-01-03 14:00:00,0.1889726625987592
2024-01-03 14:15:00,0.3718237423726735
2024-01-03 14:30:00,0.3081437423726735
2024-01-03 14:45:00,0.1818237423726735
2024-01-03 15:00:00,0.12535707570600685
2024-01-03 15:15:00,0.049788249491511574
2024-01-03 15:30:00,0.7467333333333334
2024-01-03 15:45:00,0.125
2024-01-03 16:00:00,0.4574707444066272
2024-01-03 16:15:00,0.0608237423726735
2024-01-03 16:30:00,0.0608237423726735
2024-01-03 16:45:00,0.18749040903934017
2024-01-03 17:00:00,0.29582374237267356
2024-01-03 17:15:00,0.1723647484745347
2024-01-03 17:30:00,0.17
2024-01-03 17:45:00,0.17
2024-01-03 18:00:00,0.25866666666666666
2024-01-03 18:15:00,0.3300666666666666
2024-01-03 18:30:00,0.17788249491511568
2024-01-03 18:45:00,0.1818237423726735
2024-01-03 19:00:00,0.1818237423726735
2024-01-03 19:15:00,0.23249040903934018
2024-01-03 19:30:00,0.2588904090393402
2024-01-03 19:45:00,0.49701582824844903
2024-01-03 20:00:00,0.2866904090393402
2024-01-03 20:15:00,0.3028237423726735
2024-01-03 20:30:00,0.42589040903934017
2024-01-03 20:45:00,0.4928237423726735
2024-01-03 21:00:00,0.3329412474575578
2024-01-03 21:15:00,0.291
2024-01-03 21:30:00,0.291
2024-01-03 21:45:00,0.1458
2024-01-03 22:00:00,0.21366666666666667
2024-01-03 22:15:00,0.125
2024-01-03 22:30:00,0.06003549288116194
2024-01-03 22:45:00,0.0608237423726735
2024-01-03 23:00:00,0.0608237423726735
2024-01-03 23:15:00,0.18749040903934017
2024-01-03 23:30:00,0.1748237423726735
2024-01-03 23:45:00,0.052941247457557836
2024-01-04 00:00:00,0.049
2024-01-04 00:15:00,0.049
2024-01-04 00:30:00,0.13766666666666666
2024-01-04 00:45:00,0.20099999999999998
2024-01-04 01:00:00,0.049
2024-01-04 01:15:00,0.049
2024-01-04 01:30:00,0.049
2024-01-04 01:45:00,0.09966666666666667
2024-01-04 02:00:00,0.239
2024-01-04 02:15:00,0.049
2024-01-04 02:30:00,0.049
2024-01-04 02:45:00,0.049
2024-01-04 03:00:00,0.06166666666666667
2024-01-04 03:15:00,0.239
2024-01-04 03:30:00,0.087
2024-01-04 03:45:00,0.049
2024-01-04 04:00:00,0.049
2024-01-04 04:15:00,0.049
2024-01-04 04:30:00,0.21366666666666667
2024-01-04 04:45:00,0.125
2024-01-04 05:00:00,0.049
2024-01-04 05:15:00,0.049
2024-01-04 05:30:00,0.049
2024-01-04 05:45:00,0.17566666666666667
2024-01-04 06:00:00,0.16299999999999998
2024-01-04 06:15:00,0.049
2024-01-04 06:30:00,0.049
2024-01-04 06:45:00,0.049
2024-01-04 07:00:00,0.13766666666666666
2024-01-04 07:15:00,0.20099999999999998
2024-01-04 07:30:00,0.049
2024-01-04 07:45:00,0.049
2024-01-04 08:00:00,0.049
2024-01-04 08:15:00,0.09966666666666667
2024-01-04 08:30:00,0.239
2024-01-04 08:45:00,0.049
2024-01-04 09:00:00,0.049
2024-01-04 09:15:00,0.049
2024-01-04 09:30:00,0.06166666666666667
2024-01-04 09:45:00,0.239
2024-01-04 10:00:00,0.087
2024-01-04 10:15:00,0.049
2024-01-04 10:30:00,2.049
2024-01-04 10:45:00,1.1156666666666666
2024-01-04 11:00:00,0.21366666666666667
2024-01-04 11:15:00,0.125
2024-01-04 11:30:00,0.049
2024-01-04 11:45:00,0.049
2024-01-04 12:00:00,0.049
2024-01-04 12:15:00,0.17566666666666667
2024-01-04 12:30:00,0.16299999999999998
2024-01-04 12:45:00,0.049
2024-01-04 13:00:00,0.049
2024-01-04 13:15:00,0.049
2024-01-04 13:30:00,0.13766666666666666
2024-01-04 13:45:00,0.20099999999999998
2024-01-04 14:00:00,0.049
2024-01-04 14:15:00,0.049
2024-01-04 14:30:00,0.049
2024-01-04 14:45:00,0.09966666666666667
2024-01-04 15:00:00,0.239
2024-01-04 15:15:00,0.049
2024-01-04 15:30:00,0.049
2024-01-04 15:45:00,0.44880000000000003
2024-01-04 16:00:00,0.06166666666666667
2024-01-04 16:15:00,0.239
2024-01-04 16:30:00,0.087
2024-01-04 16:45:00,0.049
2024-01-04 17:00:00,0.049
2024-01-04 17:15:00,0.049
2024-01-04 17:30:00,0.21366666666666667
2024-01-04 17:45:00,0.125
2024-01-04 18:00:00,0.049
2024-01-04 18:15:00,0.049
2024-01-04 18:30:00,0.049
2024-01-04 18:45:00,0.17566666666666667
2024-01-04 19:00:00,0.16299999999999998
2024-01-04 19:15:00,0.049
2024-01-04 19:30:00,0.049
2024-01-04 19:45:00,0.049
2024-01-04 20:00:00,0.13766666666666666
2024-01-04 20:15:00,0.20099999999999998
2024-01-04 20:30:00,0.049
2024-01-04 20:45:00,0.049
2024-01-04 21:00:00,0.049
2024-01-04 21:15:00,0.13193333333333335
2024-01-04 21:30:00,0.36
2024-01-04 21:45:00,0.3004589938981388
2024-01-04 22:00:00,0.3028237423726735
2024-01-04 22:15:00,0.3028237423726735
2024-01-04 22:30:00,0.31549040903934017
2024-01-04 22:45:00,0.3718237423726735
2024-01-04 23:00:00,0.21430599593209257
2024-01-04 23:15:00,0.17
2024-01-04 23:30:00,0.17
2024-01-04 23:45:00,0.5698000000000001
2024-01-05 00:00:00,0.35079999999999995
2024-01-05 00:15:00,0.246
2024-01-05 00:30:00,0.17
2024-01-05 00:45:00,0.17
2024-01-05 01:00:00,0.17
2024-01-05 01:15:00,0.7087333333333333
2024-01-05 01:30:00,0.16299999999999998
2024-01-05 01:45:00,0.049
2024-01-05 02:00:00,0.049
2024-01-05 02:15:00,0.049
2024-01-05 02:30:00,0.13766666666666666
2024-01-05 02:45:00,0.6008
2024-01-05 03:00:00,0.049
2024-01-05 03:15:00,0.049
2024-01-05 03:30:00,0.049
2024-01-05 03:45:00,0.09966666666666667
2024-01-05 04:00:00,0.239
2024-01-05 04:15:00,0.049
2024-01-05 04:30:00,0.049
2024-01-05 04:45:00,0.049
2024-01-05 05:00:00,0.06166666666666667
2024-01-05 05:15:00,0.239
2024-01-05 05:30:00,0.087
2024-01-05 05:45:00,0.049
2024-01-05 06:00:00,0.049
2024-01-05 06:15:00,0.049
2024-01-05 06:30:00,0.21366666666666667
2024-01-05 06:45:00,0.125
2024-01-05 07:00:00,0.049
2024-01-05 07:15:00,0.049
2024-01-05 07:30:00,0.049
2024-01-05 07:45:00,0.17566666666666667
2024-01-05 08:00:00,0.16299999999999998
2024-01-05 08:15:00,0.049
2024-01-05 08:30:00,0.13946666666666666
2024-01-05 08:45:00,0.18469999999999998
2024-01-05 09:00:00,0.27336666666666665
2024-01-05 09:15:00,0.33669999999999994
2024-01-05 09:30:00,0.18469999999999998
2024-01-05 09:45:00,0.18469999999999998
2024-01-05 10:00:00,0.5845
2024-01-05 10:15:00,0.23536666666666664
2024-01-05 10:30:00,0.3747
2024-01-05 10:45:00,0.18469999999999998
2024-01-05 11:00:00,0.18469999999999998
2024-01-05 11:15:00,0.18942949694906938
2024-01-05 11:30:00,0.20919040903934016
2024-01-05 11:45:00,0.38652374237267345
2024-01-05 12:00:00,0.29099040903934015
2024-01-05 12:15:00,0.31515899389813884
2024-01-05 12:30:00,0.30569999999999997
2024-01-05 12:45:00,0.23332666666666665
2024-01-05 13:00:00,0.8795570757060069
2024-01-05 13:15:00,0.23957040903934018
2024-01-05 13:30:00,0.1491437423726735
2024-01-05 13:45:00,0.09701040903934018
2024-01-05 14:00:00,0.19179424542360407
2024-01-05 14:15:00,0.3113666666666666
2024-01-05 14:30:00,0.29869999999999997
2024-01-05 14:45:00,0.18469999999999998
2024-01-05 15:00:00,0.18469999999999998
2024-01-05 15:15:00,0.25094
2024-01-05 15:30:00,0.29544666666666664
2024-01-05 15:45:00,0.9262333333333334
2024-01-05 16:00:00,0.31376666666666664
2024-01-05 16:15:00,0.42669999999999997
2024-01-05 16:30:00,0.42669999999999997
2024-01-05 16:45:00,0.47736666666666666
2024-01-05 17:00:00,0.5844333333333334
2024-01-05 17:15:00,0.42669999999999997
2024-01-05 17:30:00,0.3702333333333333
2024-01-05 17:45:00,0.2559533333333333
2024-01-05 18:00:00,0.19246666666666667
2024-01-05 18:15:00,0.3770266666666667
2024-01-05 18:30:00,0.2953
2024-01-05 18:45:00,0.42669999999999997
2024-01-05 19:00:00,0.42669999999999997
2024-01-05 19:15:00,0.42669999999999997
2024-01-05 19:30:00,0.5862688262144952
2024-01-05 19:45:00,0.46612374237267346
2024-01-05 20:00:00,0.3175237423726735
2024-01-05 20:15:00,0.3175237423726735
2024-01-05 20:30:00,0.3175237423726735
2024-01-05 20:45:00,0.3363549161581782
2024-01-05 21:00:00,0.29869999999999997
2024-01-05 21:15:00,0.18469999999999998
2024-01-05 21:30:00,0.18469999999999998
2024-01-05 21:45:00,0.18469999999999998
2024-01-05 22:00:00,0.27336666666666665
2024-01-05 22:15:00,0.33669999999999994
2024-01-05 22:30:00,0.18469999999999998
2024-01-05 22:45:00,0.11232666666666666
2024-01-05 23:00:00,0.049
2024-01-05 23:15:00,0.09966666666666667
2024-01-05 23:30:00,0.239
2024-01-05 23:45:00,0.049
2024-01-06 00:00:00,0.049
2024-01-06 00:15:00,0.049
2024-01-06 00:30:00,0.06166666666666667
2024-01-06 00:45:00,0.2458
2024-01-06 01:00:00,0.12100000000000001
2024-01-06 01:15:00,0.08073333333333334
2024-01-06 01:30:00,0.049
2024-01-06 01:45:00,0.049
2024-01-06 02:00:00,0.7467333333333334
2024-01-06 02:15:00,0.125
2024-01-06 02:30:00,0.049
2024-01-06 02:45:00,0.44880000000000003
2024-01-06 03:00:00,0.049
2024-01-06 03:15:00,0.17566666666666667
2024-01-06 03:30:00,0.16299999999999998
2024-01-06 03:45:00,0.049
2024-01-06 04:00:00,0.44880000000000003
2024-01-06 04:15:00,0.049
2024-01-06 04:30:00,0.13766666666666666
2024-01-06 04:45:00,0.20099999999999998
2024-01-06 05:00:00,0.057066666666666675
2024-01-06 05:15:00,0.5698000000000001
2024-01-06 05:30:00,0.17
2024-01-06 05:45:00,0.22066666666666668
2024-01-06 06:00:00,0.36
2024-01-06 06:15:00,0.0974
2024-01-06 06:30:00,0.049
2024-01-06 06:45:00,0.049
2024-01-06 07:00:00,0.06166666666666667
2024-01-06 07:15:00,0.239
2024-01-06 07:30:00,0.087
2024-01-06 07:45:00,0.5820666666666666
2024-01-06 08:00:00,0.049
2024-01-06 08:15:00,0.049
2024-01-06 08:30:00,0.21366666666666667
2024-01-06 08:45:00,0.125
2024-01-06 09:00:00,0.44880000000000003
2024-01-06 09:15:00,0.049
2024-01-06 09:30:00,0.049
2024-01-06 09:45:00,0.17566666666666667
2024-01-06 10:00:00,0.16299999999999998
2024-01-06 10:15:00,0.049
2024-01-06 10:30:00,0.049
2024-01-06 10:45:00,0.049
2024-01-06 11:00:00,0.13766666666666666
2024-01-06 11:15:00,0.20099999999999998
2024-01-06 11:30:00,0.049
2024-01-06 11:45:00,0.049
2024-01-06 12:00:00,0.049
2024-01-06 12:15:00,0.09966666666666667
2024-01-06 12:30:00,0.34386666666666665
2024-01-06 12:45:00,0.7030666666666667
2024-01-06 13:00:00,0.17
2024-01-06 13:15:00,0.20971391005631707
2024-01-06 13:30:00,0.33335707570600687
2024-01-06 13:45:00,0.5109570757060068
2024-01-06 14:00:00,0.36349040903934016
2024-01-06 14:15:00,0.6034904090393401
2024-01-06 14:30:00,2.6977412474575577
2024-01-06 14:45:00,0.8406079141242244
2024-01-06 15:00:00,0.3464904090393402
2024-01-06 15:15:00,0.2174904090393402
2024-01-06 15:30:00,0.0608237423726735
2024-01-06 15:45:00,0.0608237423726735
2024-01-06 16:00:00,0.052941247457557836
2024-01-06 16:15:00,0.17566666666666667
2024-01-06 16:30:00,0.16299999999999998
2024-01-06 16:45:00,0.049
2024-01-06 17:00:00,0.049
2024-01-06 17:15:00,0.049
2024-01-06 17:30:00,0.13766666666666666
2024-01-06 17:45:00,0.20099999999999998
2024-01-06 18:00:00,0.049
2024-01-06 18:15:00,0.049
2024-01-06 18:30:00,0.049
2024-01-06 18:45:00,0.09966666666666667
2024-01-06 19:00:00,0.239
2024-01-06 19:15:00,0.049
2024-01-06 19:30:00,0.049
2024-01-06 19:45:00,0.049
2024-01-06 20:00:00,0.06166666666666667
2024-01-06 20:15:00,0.239
2024-01-06 20:30:00,0.087
2024-01-06 20:45:00,0.049
2024-01-06 21:00:00,0.049
2024-01-06 21:15:00,0.049
2024-01-06 21:30:00,0.21366666666666667
2024-01-06 21:45:00,0.125
2024-01-06 22:00:00,0.049
2024-01-06 22:15:00,0.049
2024-01-06 22:30:00,0.049
2024-01-06 22:45:00,0.17566666666666667
2024-01-06 23:00:00,0.43505107977391433
2024-01-06 23:15:00,0.32735707570600686
2024-01-06 23:30:00,0.0608237423726735
2024-01-06 23:45:00,0.0608237423726735
2024-01-07 00:00:00,0.1494904090393402
2024-01-07 00:15:00,0.2057294969490694
2024-01-07 00:30:00,0.0608237423726735
2024-01-07 00:45:00,0.0608237423726735
2024-01-07 01:00:00,0.0608237423726735
2024-01-07 01:15:00,0.11149040903934018
2024-01-07 01:30:00,0.2484589938981388
2024-01-07 01:45:00,0.049
2024-01-07 02:00:00,0.5820666666666666
2024-01-07 02:15:00,0.049
2024-01-07 02:30:00,0.06166666666666667
2024-01-07 02:45:00,0.239
2024-01-07 03:00:00,0.087
2024-01-07 03:15:00,0.049
2024-01-07 03:30:00,0.049
2024-01-07 03:45:00,0.049
2024-01-07 04:00:00,0.21366666666666667
2024-01-07 04:15:00,0.125
2024-01-07 04:30:00,0.44880000000000003
2024-01-07 04:45:00,0.5820666666666666
2024-01-07 05:00:00,0.049
2024-01-07 05:15:00,0.17566666666666667
2024-01-07 05:30:00,0.16299999999999998
2024-01-07 05:45:00,0.049
2024-01-07 06:00:00,0.049
2024-01-07 06:15:00,0.049
2024-01-07 06:30:00,0.13766666666666666
2024-01-07 06:45:00,0.20099999999999998
2024-01-07 07:00:00,0.5820666666666666
2024-01-07 07:15:00,0.049
2024-01-07 07:30:00,0.049
2024-01-07 07:45:00,0.09966666666666667
2024-01-07 08:00:00,0.239
2024-01-07 08:15:00,0.056094245423604104
2024-01-07 08:30:00,0.0608237423726735
2024-01-07 08:45:00,0.17375707570600685
2024-01-07 09:00:00,0.19449040903934017
2024-01-07 09:15:00,0.3718237423726735
2024-01-07 09:30:00,0.20957649898302314
2024-01-07 09:45:00,0.21839999999999998
2024-01-07 10:00:00,0.17
2024-01-07 10:15:00,0.17
2024-01-07 10:30:00,0.3346666666666666
2024-01-07 10:45:00,0.20566666666666666
2024-01-07 11:00:00,0.049
2024-01-07 11:15:00,0.05215299796604626
2024-01-07 11:30:00,0.0608237423726735
2024-01-07 11:45:00,0.29235707570600683
2024-01-07 12:00:00,0.29582374237267356
2024-01-07 12:15:00,0.1818237423726735
2024-01-07 12:30:00,0.4381098323163565
2024-01-07 12:45:00,0.38813333333333333
2024-01-07 13:00:00,0.27627999999999997
2024-01-07 13:15:00,0.38086
2024-01-07 13:30:00,0.18469999999999998
2024-01-07 13:45:00,0.18469999999999998
2024-01-07 14:00:00,0.18469999999999998
2024-01-07 14:15:00,0.23536666666666664
2024-01-07 14:30:00,0.3747
2024-01-07 14:45:00,0.18469999999999998
2024-01-07 15:00:00,0.18469999999999998
2024-01-07 15:15:00,0.18469999999999998
2024-01-07 15:30:00,0.19736666666666663
2024-01-07 15:45:00,0.3747
2024-01-07 16:00:00,0.22269999999999998
2024-01-07 16:15:00,0.18469999999999998
2024-01-07 16:30:00,0.18469999999999998
2024-01-07 16:45:00,0.18469999999999998
2024-01-07 17:00:00,0.34936666666666666
2024-01-07 17:15:00,0.2607
2024-01-07 17:30:00,0.13946666666666666
2024-01-07 17:45:00,0.049
2024-01-07 18:00:00,0.049
2024-01-07 18:15:00,0.17566666666666667
2024-01-07 18:30:00,0.16299999999999998
2024-01-07 18:45:00,0.049
2024-01-07 19:00:00,0.049
2024-01-07 19:15:00,0.049
2024-01-07 19:30:00,0.13766666666666666
2024-01-07 19:45:00,0.20099999999999998
2024-01-07 20:00:00,0.049
2024-01-07 20:15:00,0.049
2024-01-07 20:30:00,0.049
2024-01-07 20:45:00,0.09966666666666667
2024-01-07 21:00:00,0.239
2024-01-07 21:15:00,0.049
2024-01-07 21:30:00,0.049
2024-01-07 21:45:00,0.049
2024-01-07 22:00:00,0.06166666666666667
2024-01-07 22:15:00,0.239
2024-01-07 22:30:00,0.087
2024-01-07 22:45:00,0.049
2024-01-07 23:00:00,0.049
2024-01-07 23:15:00,0.049
2024-01-07 23:30:00,0.21366666666666667
2024-01-07 23:45:00,0.125
2024-01-08 00:00:00,0.049
2024-01-08 00:15:00,0.049
2024-01-08 00:30:00,0.049
2024-01-08 00:45:00,0.17566666666666667
2024-01-08 01:00:00,0.16299999999999998
2024-01-08 01:15:00,0.049
2024-01-08 01:30:00,0.049
2024-01-08 01:45:00,0.049
2024-01-08 02:00:00,0.13766666666666666
2024-01-08 02:15:00,0.20099999999999998
2024-01-08 02:30:00,0.049
2024-01-08 02:45:00,0.049
2024-01-08 03:00:00,0.049
2024-01-08 03:15:00,0.09966666666666667
2024-01-08 03:30:00,0.239
2024-01-08 03:45:00,0.049
2024-01-08 04:00:00,0.049
2024-01-08 04:15:00,0.049
2024-01-08 04:30:00,0.06166666666666667
2024-01-08 04:45:00,0.239
2024-01-08 05:00:00,0.087
2024-01-08 05:15:00,0.049
2024-01-08 05:30:00,0.049
2024-01-08 05:45:00,0.049
2024-01-08 06:00:00,0.21366666666666667
2024-01-08 06:15:00,0.125
2024-01-08 06:30:00,0.049
2024-01-08 06:45:00,0.049
2024-01-08 07:00:00,0.049
2024-01-08 07:15:00,0.17566666666666667
2024-01-08 07:30:00,0.16299999999999998
2024-01-08 07:45:00,0.049
2024-01-08 08:00:00,0.049
2024-01-08 08:15:00,0.049
2024-01-08 08:30:00,0.13766666666666666
2024-01-08 08:45:00,0.20099999999999998
2024-01-08 09:00:00,0.049
2024-01-08 09:15:00,0.049
2024-01-08 09:30:00,0.049
2024-01-08 09:45:00,0.09966666666666667
2024-01-08 10:00:00,0.239
2024-01-08 10:15:00,0.049
2024-01-08 10:30:00,0.049
2024-01-08 10:45:00,0.049
2024-01-08 11:00:00,0.06166666666666667
2024-01-08 11:15:00,0.239
2024-01-08 11:30:00,0.087
2024-01-08 11:45:00,0.049
2024-01-08 12:00:00,0.049
