,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.20573479823527618,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.7493188640195808,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.2162521973529143,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.2922521973529143,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.40625219735291435,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.24794175788233144,0.0,0.0,0.5
2024-01-01 01:30:00,0.001,0.0,0.001,0.18469999999999998,0.0,0.0,1.5
2024-01-01 01:45:00,0.001,0.0,0.001,0.06709333333333332,0.0,0.0,0.8
2024-01-01 02:00:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.22633333333333333,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.17566666666666667,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.13766666666666666,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.239,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.07433333333333333,0.0,0.6,1.1
2024-01-01 04:15:00,0.001,0.0,0.001,0.049,0.0,3.0,1.5
2024-01-01 04:30:00,0.001,0.0,0.001,0.049,0.0,1.2,0.1
2024-01-01 04:45:00,0.001,0.0,0.001,0.049,0.0,0.6,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.239,0.0,2.4,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.16299999999999998,0.0,1.8,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.15033333333333332,0.0,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.239,0.0,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.06166666666666667,0.0,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.049,0.0,0.0,1.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.049,0.0,0.0,1.5
2024-01-01 07:30:00,0.001,0.0,0.001,0.06166666666666667,0.0,0.0,0.2
2024-01-01 07:45:00,0.001,0.0,0.001,0.239,0.0,1.4,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.15033333333333332,0.0,0.4,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.056799999999999996,0.0,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.06199999999999999,0.0,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.17600000000000002,0.0,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.252,0.0,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.056799999999999996,0.0,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.06199999999999999,6.533333333333333,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.06199999999999999,0.4666666666666667,0.0,1.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.08733333333333333,0.0,0.0,1.5
2024-01-01 10:30:00,0.001,0.0,0.001,0.2494,0.0,0.0,0.4
2024-01-01 10:45:00,0.001,0.0,0.001,0.13766666666666666,0.0,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.049,4.2,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.049,0.0,0.2,0.7
2024-01-01 11:45:00,0.001,0.0,0.001,0.17566666666666667,0.0,1.4,1.5
2024-01-01 12:00:00,0.001,0.0,0.001,0.22633333333333333,0.0,0.0,1.3
2024-01-01 12:15:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.087,0.0,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.24609424542360409,0.0,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.13682374237267353,0.0,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.0608237423726735,0.0,0.0,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.0608237423726735,0.0,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.06003549288116194,5.133333333333334,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.18833333333333332,0.0,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.21366666666666667,0.0,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.049,0.0,0.0,1.3
2024-01-01 15:15:00,0.001,0.0,0.001,0.049,0.0,0.0,1.5
2024-01-01 15:30:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.3662,0.0,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.9053333333333333,0.0,0.0,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.11233333333333334,0.0,1.6,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.049,0.9333333333333333,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.049,4.666666666666667,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.20099999999999998,0.0,0.0,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.7340666666666668,0.0,0.0,0.7
2024-01-01 17:45:00,0.001,0.0,0.001,0.049,0.0,0.0,1.5
2024-01-01 18:00:00,0.001,0.0,0.001,0.049,0.0,0.0,0.6
2024-01-01 18:15:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 18:30:00,0.001,0.0,0.001,0.11233333333333334,0.9333333333333333,0.0,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.3116,7.0,0.0,0.0
2024-01-01 19:00:00,0.001,0.0,0.001,0.22066666666666668,0.9333333333333333,0.0,0.0
2024-01-01 19:15:00,0.001,0.0,0.001,0.17,0.0,0.0,0.0
2024-01-01 19:30:00,0.001,0.0,0.001,0.17,0.0,0.0,0.0
2024-01-01 19:45:00,0.001,0.0,0.001,0.17,0.0,0.0,0.0
2024-01-01 20:00:00,0.001,0.0,0.001,0.29433333333333334,0.0,0.0,0.0
2024-01-01 20:15:00,0.001,0.0,0.001,0.18833333333333332,0.0,0.0,0.0
2024-01-01 20:30:00,0.001,0.0,0.001,0.049,0.0,0.0,0.3
2024-01-01 20:45:00,0.001,0.0,0.001,0.07792949694906941,0.0,0.0,1.5
2024-01-01 21:00:00,0.001,0.0,0.001,0.1818237423726735,0.0,1.6,0.9
2024-01-01 21:15:00,0.001,0.0,0.001,0.2578237423726735,0.0,0.0,0.0
2024-01-01 21:30:00,0.001,0.0,0.001,0.3718237423726735,0.0,0.0,0.0
2024-01-01 21:45:00,0.001,0.0,0.001,0.21982374237267352,0.0,0.0,0.0
2024-01-01 22:00:00,0.001,0.0,0.001,0.1092237423726735,0.0,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.001,0.05215299796604626,0.0,0.0,0.0
2024-01-01 22:30:00,0.001,0.0,0.001,0.44880000000000003,0.0,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,0.001,0.22633333333333333,0.0,0.0,0.0
2024-01-01 23:00:00,0.001,0.0,0.001,0.17566666666666667,0.0,0.0,0.0
2024-01-01 23:15:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-01 23:30:00,0.001,0.0,0.001,0.5820666666666666,0.0,0.0,0.0
2024-01-01 23:45:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 00:00:00,0.001,0.0,0.001,0.13766666666666666,0.0,0.0,0.9
2024-01-02 00:15:00,0.001,0.0,0.001,0.24706666666666666,0.0,0.0,1.5
2024-01-02 00:30:00,0.001,0.0,0.001,0.19533333333333333,0.0,0.0,0.5
2024-01-02 00:45:00,0.001,0.0,0.001,0.17,0.0,0.0,0.0
2024-01-02 01:00:00,0.001,0.0,0.001,0.17,0.0,0.0,0.0
2024-01-02 01:15:00,0.001,0.0,0.001,0.17,0.0,0.0,0.0
2024-01-02 01:30:00,0.001,0.0,0.001,0.36,0.0,0.0,0.0
2024-01-02 01:45:00,0.001,0.0,0.001,0.2275333333333333,0.0,0.0,0.0
2024-01-02 02:00:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 02:15:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 02:30:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 02:45:00,0.001,0.0,0.001,0.15033333333333332,0.0,0.0,0.0
2024-01-02 03:00:00,0.001,0.0,0.001,0.239,0.0,0.0,0.0
2024-01-02 03:15:00,0.001,0.0,0.001,0.06166666666666667,0.0,0.0,0.2
2024-01-02 03:30:00,0.001,0.0,0.001,0.049,0.0,0.0,1.5
2024-01-02 03:45:00,0.001,0.0,0.001,0.049,0.0,0.8,1.0
2024-01-02 04:00:00,0.001,0.0,0.001,0.06166666666666667,0.0,1.2,0.0
2024-01-02 04:15:00,0.001,0.0,0.001,0.239,0.0,0.0,0.0
2024-01-02 04:30:00,0.001,0.0,0.001,0.15033333333333332,0.0,0.0,0.0
2024-01-02 04:45:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 05:00:00,0.001,0.0,0.001,0.049,6.533333333333333,0.0,0.0
2024-01-02 05:15:00,0.001,0.0,0.001,0.049,7.0,0.0,0.0
2024-01-02 05:30:00,0.001,0.0,0.001,0.16299999999999998,3.2666666666666666,0.0,0.0
2024-01-02 05:45:00,0.001,0.0,0.001,0.239,0.0,0.0,0.0
2024-01-02 06:00:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 06:15:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 06:30:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 06:45:00,0.001,0.0,0.001,0.07433333333333333,0.0,0.0,0.0
2024-01-02 07:00:00,0.001,0.0,0.001,0.239,0.0,0.0,1.4
2024-01-02 07:15:00,0.001,0.0,0.001,0.13766666666666666,0.0,0.0,1.3
2024-01-02 07:30:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 07:45:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 08:00:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 08:15:00,0.001,0.0,0.001,0.17566666666666667,0.0,0.0,0.0
2024-01-02 08:30:00,0.001,0.0,0.001,0.22633333333333333,0.0,0.0,0.0
2024-01-02 08:45:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 09:00:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 09:15:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 09:30:00,0.001,0.0,0.001,0.087,0.0,0.0,0.0
2024-01-02 09:45:00,0.001,0.0,0.001,0.239,0.0,1.6,0.0
2024-01-02 10:00:00,0.001,0.0,0.001,0.125,0.0,0.0,0.0
2024-01-02 10:15:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 10:30:00,0.001,0.0,0.001,0.049,0.0,0.0,1.4
2024-01-02 10:45:00,0.001,0.0,0.001,0.5820666666666666,0.0,0.0,1.3
2024-01-02 11:00:00,0.001,0.0,0.001,0.18833333333333332,0.0,0.0,0.0
2024-01-02 11:15:00,0.001,0.0,0.001,0.21366666666666667,0.0,0.0,0.0
2024-01-02 11:30:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 11:45:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 12:00:00,0.001,0.0,0.001,0.0516,0.0,0.0,0.0
2024-01-02 12:15:00,0.001,0.0,0.001,0.11266666666666666,0.0,0.0,0.0
2024-01-02 12:30:00,0.001,0.0,0.001,0.252,0.0,0.0,0.0
2024-01-02 12:45:00,0.001,0.0,0.001,0.12533333333333332,0.0,0.0,0.0
2024-01-02 13:00:00,0.001,0.0,0.001,0.057666666666666665,0.0,0.0,0.0
2024-01-02 13:15:00,0.001,0.0,0.001,0.049,0.0,0.0,0.6
2024-01-02 13:30:00,0.001,0.0,0.001,0.049,0.0,0.0,1.5
2024-01-02 13:45:00,0.001,0.0,0.001,0.20099999999999998,0.0,0.0,0.7
2024-01-02 14:00:00,0.001,0.0,0.001,0.20099999999999998,0.0,0.0,0.0
2024-01-02 14:15:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 14:30:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 14:45:00,0.001,0.0,0.001,0.049,0.0,0.0,0.0
2024-01-02 15:00:00,0.001,0.0,0.001,0.11233333333333334,0.0,0.0,0.0
2024-01-02 15:15:00,0.001,0.0,0.001,0.239,3.7333333333333334,0.0,0.0
2024-01-02 15:30:00,0.001,0.0,0.001,0.09966666666666665,3.7333333333333334,0.0,0.0
2024-01-02 15:45:00,0.001,0.0,0.001,0.049,0.0,0.0,1.2
2024-01-02 16:00:00,0.001,0.0,0.001,0.057666666666666665,0.0,0.0,1.5
2024-01-02 16:15:00,0.001,0.0,0.001,0.06199999999999999,0.0,0.0,0.0
2024-01-02 16:30:00,0.001,0.0,0.001,0.22666666666666666,0.0,1.0,0.0
2024-01-02 16:45:00,0.001,0.0,0.001,0.20133333333333334,0.0,0.6,0.0
2024-01-02 17:00:00,0.001,0.0,0.001,0.057666666666666665,0.0,0.0,0.0
2024-01-02 17:15:00,0.001,0.0,0.020933333333333335,0.049,0.0,0.0,0.0
2024-01-02 17:30:00,0.21194260961537684,0.0,0.31359415481395836,0.08061333333333334,0.0,0.0,0.5
2024-01-02 17:45:00,0.7920347860576631,0.0,0.7784300551217537,0.7937733333333333,0.0,0.0,1.5
2024-01-02 18:00:00,0.7920347860576631,0.0,0.19031532135688214,0.37931043947058285,0.0,0.0,1.5
2024-01-02 18:15:00,0.7920347860576631,0.0,0.16125635070014202,0.2525521973529143,0.0,0.0,0.5
2024-01-02 18:30:00,0.7920347860576631,0.0,0.9356263301377817,0.2145521973529143,0.0,0.0,0.0
2024-01-02 18:45:00,0.7920347860576631,0.0,0.8501022392556616,0.537418864019581,0.0,0.0,0.0
2024-01-02 19:00:00,0.7920347860576631,0.0,0.11419909048795261,0.08212869633593743,0.0,0.0,0.0
2024-01-02 19:15:00,0.7920347860576631,0.0,0.2357076404471998,0.2697092730589211,0.0,0.0,0.0
2024-01-02 19:30:00,0.7920347860576631,0.0,0.6393256247629363,0.1895938888628678,0.0,0.0,0.0
2024-01-02 19:45:00,0.7920347860576631,0.0,0.3796138767187912,0.0608237423726735,0.0,0.0,0.0
2024-01-02 20:00:00,0.7920347860576631,0.0,0.001,0.09027245990206018,0.0,0.0,0.0
2024-01-02 20:15:00,0.7920347860576631,0.0,0.001,0.082916945827449,0.0,0.0,0.0
2024-01-02 20:30:00,0.7920347860576631,0.0,0.001,0.16921886401958097,0.0,0.0,0.0
2024-01-02 20:45:00,0.4756208716345978,0.0,0.001,0.2705521973529143,0.0,0.0,0.9
2024-01-02 21:00:00,0.001,0.0,0.001,0.1066737801777592,0.0,0.0,1.5
2024-01-02 21:15:00,0.001,0.0,0.001,0.08816898007853256,0.0,0.0,0.4
2024-01-02 21:30:00,0.001,0.0,0.001,0.0608237423726735,0.0,0.0,0.0
2024-01-02 21:45:00,0.001,0.0,0.001,0.17895707570600683,0.0,0.0,0.0
2024-01-02 22:00:00,0.001,0.0,0.001,0.3848237423726735,0.0,0.0,0.0
2024-01-02 22:15:00,0.001,0.0,0.001,0.30724724338965037,0.0,0.0,0.0
2024-01-02 22:30:00,0.001,0.0,0.001,0.19982783858822098,0.0,0.0,0.0
2024-01-02 22:45:00,0.001,0.0,0.001,0.21021886401958098,0.0,0.0,0.0
