,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,SoC_ref_EV,SoC_arr_EV,EV_plugged,EV_arrival,EV_departure
2024-01-01 00:00:00,2.0,15.0,0.4689817138739174,14.992819662812531,13.503672062369224,12.0,0.0,0.0,0,0,0
2024-01-01 00:15:00,2.0,15.0,0.4689817138739174,14.977572940725718,13.511384489417006,12.0,0.0,0.0,0,0,0
2024-01-01 00:30:00,2.0,15.0,0.4689817138739174,14.962539923594273,13.518858173581005,12.0,0.0,0.0,0,0,0
2024-01-01 00:45:00,2.0,15.0,0.4689817138739174,14.947716460000665,13.526098156189333,12.0,0.0,0.0,0,0,0
2024-01-01 01:00:00,2.0,15.0,0.4689817138739174,14.933098482743238,13.53310937540213,12.0,0.0,0.0,0,0,0
2024-01-01 01:15:00,2.0,15.0,0.4689817138739174,14.918682007119873,13.539896668316093,12.0,0.0,0.0,0,0,0
2024-01-01 01:30:00,2.0,15.0,0.4689817138739174,14.904463129246581,13.546464773026083,12.0,0.0,0.0,0,0,0
2024-01-01 01:45:00,2.0,15.0,0.4689817138739174,14.890438024410454,13.552818330644737,12.0,0.0,0.0,0,0,0
2024-01-01 02:00:00,2.0,15.0,0.4689817138739174,14.876282582961263,13.557148124176708,11.0,0.0,0.0,0,0,0
2024-01-01 02:15:00,2.0,15.0,0.4689817138739174,14.86192938640833,13.559228018750174,11.0,0.0,0.0,0,0,0
2024-01-01 02:30:00,2.0,15.0,0.4689817138739174,14.847731528819473,13.561150376283106,11.0,0.0,0.0,0,0,0
2024-01-01 02:45:00,2.0,15.0,0.4689817138739174,14.833686134186857,13.562918653630962,11.0,0.0,0.0,0,0,0
2024-01-01 03:00:00,2.0,15.0,0.4689817138739174,14.81979038452993,13.56453623663947,11.0,0.0,0.0,0,0,0
2024-01-01 03:15:00,2.0,15.0,0.4689817138739174,14.80604151871347,13.566006441593709,11.0,0.0,0.0,0,0,0
2024-01-01 03:30:00,2.0,15.0,0.4689817138739174,14.792436831289729,13.567332516637679,11.0,0.0,0.0,0,0,0
2024-01-01 03:45:00,1.0,15.466666666666667,0.4689817138739174,14.786530140075604,13.568517643164888,11.0,0.0,0.0,0,0,0
2024-01-01 04:00:00,3.0,18.5,0.4689817138739174,15.782490725569211,13.572697292470542,11.0,0.0,0.0,0,0,0
2024-01-01 04:15:00,3.0,18.5,0.4689817138739174,17.452241036712785,13.590063944047326,11.0,0.0,0.0,0,0,0
2024-01-01 04:30:00,3.0,18.5,0.4689817138739174,18.894904942027168,13.6221339046867,11.0,0.0,0.0,0,0,0
2024-01-01 04:45:00,3.0,18.5,0.4689817138739174,19.052751395040037,13.661465420694388,11.0,0.0,0.0,0,0,0
2024-01-01 05:00:00,3.0,18.5,0.4689817138739174,18.99915601985379,13.698365808147036,10.0,0.0,0.0,0,0,0
2024-01-01 05:15:00,3.0,18.5,0.4689817138739174,18.94602737212282,13.732234981282216,10.0,0.0,0.0,0,0,0
2024-01-01 05:30:00,3.0,18.5,0.4689817138739174,18.89370529278396,13.765181483006677,10.0,0.0,0.0,0,0,0
2024-01-01 05:45:00,3.0,18.5,0.4689817138739174,18.84217392232089,13.797224620680403,10.0,0.0,0.0,0,0,0
2024-01-01 06:00:00,3.0,18.5,0.4689817138739174,18.79141772337038,13.828383306909624,10.0,0.0,0.0,0,0,0
2024-01-01 06:15:00,1.0,18.5,0.4689817138739174,18.74142147415574,13.858676067598664,10.0,0.0,0.0,0,0,0
2024-01-01 06:30:00,1.0,18.5,0.4689817138739174,18.69217026205412,13.888121049837645,10.0,0.0,0.0,0,0,0
2024-01-01 06:45:00,1.0,18.5,0.4689817138739174,18.643649477295014,13.916736029629313,10.0,0.0,0.0,0,0,0
2024-01-01 07:00:00,1.0,18.5,0.4689817138739174,18.595863725038335,13.944538469609236,10.0,0.0,0.0,0,0,0
2024-01-01 07:15:00,1.0,18.5,0.4689817138739174,18.54880143640078,13.971545670529776,10.0,0.0,0.0,0,0,0
2024-01-01 07:30:00,1.0,18.5,0.4689817138739174,18.502427120474238,13.99777440740374,10.0,0.0,0.0,0,0,0
2024-01-01 07:45:00,1.0,18.5,0.4689817138739174,18.456727325254693,14.023241037884139,10.0,0.7261111111111112,0.7076388888888889,1,1,0
2024-01-01 08:00:00,3.0,18.5,0.4689817138739174,18.412910459062516,14.047964823378262,10.0,0.7815277777777778,0.0,1,0,0
2024-01-01 08:15:00,3.0,18.5,0.4689817138739174,18.371122042512898,14.07197723868453,10.0,0.8,0.0,1,0,0
2024-01-01 08:30:00,3.0,18.5,0.4689817138739174,18.329944783754616,14.095298014753697,10.0,0.8,0.0,1,0,0
2024-01-01 08:45:00,3.0,18.5,0.4689817138739174,18.289366731923685,14.117941684058446,10.0,0.8,0.0,1,0,0
2024-01-01 09:00:00,3.0,18.5,0.4689817138739174,18.25053574624622,14.139925555750265,10.0,0.8,0.0,1,0,0
2024-01-01 09:15:00,3.0,18.5,0.4689817138739174,18.213590744589464,14.161278552232694,10.0,0.8,0.0,1,0,1
2024-01-01 09:30:00,3.0,18.5,0.4689817138739174,18.17718716012139,14.18201846782056,10.0,0.0,0.0,0,0,0
2024-01-01 09:45:00,3.0,18.5,0.4689817138739174,18.14131440247797,14.202158181404076,10.0,0.0,0.0,0,0,0
2024-01-01 10:00:00,3.0,18.5,0.4689817138739174,18.11010864359871,14.223534214495112,11.0,0.0,0.0,0,0,0
2024-01-01 10:15:00,3.0,18.5,0.4689817138739174,18.084119697642297,14.246438936035918,11.0,0.0,0.0,0,0,0
2024-01-01 10:30:00,3.0,18.5,0.4689817138739174,18.058581375440085,14.268810096478468,11.0,0.0,0.0,0,0,0
2024-01-01 10:45:00,3.0,18.5,0.4689817138739174,18.03348465648675,14.290658717166986,11.0,0.0,0.0,0,0,0
2024-01-01 11:00:00,3.0,18.5,0.4689817138739174,18.012695919137517,14.313818781165164,12.0,0.0,0.0,0,0,0
2024-01-01 11:15:00,3.0,18.5,0.4689817138739174,18.40398279535225,14.33933915324108,12.0,0.0,0.0,0,0,0
2024-01-01 11:30:00,3.0,18.5,0.4689817138739174,18.992826355965416,14.370911425273912,12.0,0.0,0.0,0,0,0
2024-01-01 11:45:00,1.0,18.5,0.4689817138739174,18.968016165425766,14.403844198954186,12.0,0.0,0.0,0,0,0
2024-01-01 12:00:00,1.0,18.5,0.4689817138739174,18.94191324155064,14.436119198338428,12.0,0.7741388888888889,0.76675,1,1,0
2024-01-01 12:15:00,1.0,18.5,0.4689817138739174,18.914270615803556,14.46772617829987,12.0,0.8,0.0,1,0,0
2024-01-01 12:30:00,1.0,18.5,0.4689817138739174,18.88717139548495,14.498671649414229,12.0,0.8,0.0,1,0,0
2024-01-01 12:45:00,1.0,18.5,0.4689817138739174,18.86060454273041,14.528969136978965,12.0,0.8,0.0,1,0,0
2024-01-01 13:00:00,1.0,18.5,0.4689817138739174,18.835003222713944,14.55863306736627,12.0,0.8,0.0,1,0,0
2024-01-01 13:15:00,3.0,18.5,0.4689817138739174,18.810414424061523,14.587682154696212,12.0,0.8,0.0,1,0,0
2024-01-01 13:30:00,3.0,18.5,0.4689817138739174,18.7863172618896,14.616130696813055,12.0,0.8,0.0,1,0,0
2024-01-01 13:45:00,3.0,18.5,0.4689817138739174,18.7627017316851,14.643990957176243,12.0,0.8,0.0,1,0,0
2024-01-01 14:00:00,3.0,18.5,0.4689817138739174,18.735244313839548,14.671263513779232,12.0,0.8,0.0,1,0,0
2024-01-01 14:15:00,3.0,18.5,0.4689817138739174,18.703375945953425,14.69790441377787,12.0,0.8,0.0,1,0,0
2024-01-01 14:30:00,3.0,18.5,0.4689817138739174,18.672047354365862,14.723909800881602,12.0,0.8,0.0,1,0,0
2024-01-01 14:45:00,3.0,18.5,0.4689817138739174,18.64124776586995,14.749292830097078,12.0,0.8,0.0,1,0,0
2024-01-01 15:00:00,3.0,18.5,0.4689817138739174,18.606958685914673,14.774055763002728,12.0,0.8,0.0,1,0,0
2024-01-01 15:15:00,3.0,18.5,0.4689817138739174,18.568649971053908,14.798159451366255,12.0,0.8,0.0,1,0,0
2024-01-01 15:30:00,3.0,18.5,0.4689817138739174,18.530920024132396,14.82160196643806,12.0,0.8,0.0,1,0,0
2024-01-01 15:45:00,3.0,18.5,0.4689817138739174,18.493757472884845,14.844397150807081,12.0,0.8,0.0,1,0,0
2024-01-01 16:00:00,1.0,18.5,0.4689817138739174,18.456748232659038,14.864744582004931,11.0,0.8,0.0,1,0,0
2024-01-01 16:15:00,1.0,18.5,0.4689817138739174,18.419806930932168,14.882425887690422,11.0,0.8,0.0,1,0,0
2024-01-01 16:30:00,1.0,18.5,0.4689817138739174,18.383374520838114,14.899541784065075,11.0,0.8,0.0,1,0,0
2024-01-01 16:45:00,3.0,18.5,0.4689817138739174,18.347441144156388,14.916104235668472,11.0,0.8,0.0,1,0,0
2024-01-01 17:00:00,1.0,18.5,0.4689817138739174,18.311997142589668,14.932124962140689,11.0,0.8,0.0,1,0,0
2024-01-01 17:15:00,1.0,18.5,0.4689817138739174,18.2770330536894,14.947615443218178,11.0,0.8,0.0,1,0,0
2024-01-01 17:30:00,1.0,18.5,0.4689817138739174,18.24253960686447,14.962586923627715,11.0,0.8,0.0,1,0,0
2024-01-01 17:45:00,1.0,18.5,0.4689817138739174,18.208507719471253,14.977050417880582,11.0,0.8,0.0,1,0,0
