,WashingMachine,BaseLoad
2024-01-05 12:45:00,0.10709226375653774,0.7224666666666667
2024-01-05 13:00:00,0.21072525923273164,0.6591333333333333
2024-01-05 13:15:00,0.9959464484620395,0.2233215828248449
2024-01-05 13:30:00,0.5939537189297499,0.1940237423726735
2024-01-05 13:45:00,0.001,0.1698237423726735
2024-01-05 14:00:00,0.001,0.30349040903934016
2024-01-05 14:15:00,0.001,0.6140904090393402
2024-01-05 14:30:00,0.001,0.6206904090393403
2024-01-05 14:45:00,0.001,0.28294124745755783
2024-01-05 15:00:00,0.001,0.2280510797739143
2024-01-05 15:15:00,0.001,0.1698237423726735
2024-01-05 15:30:00,0.001,0.1640237423726735
2024-01-05 15:45:00,0.001,0.7718904090393403
2024-01-05 16:00:00,0.001,0.07415707570600684
2024-01-05 16:15:00,0.001,0.044882494915115666
2024-01-05 16:30:00,0.001,0.037
2024-01-05 16:45:00,0.001,0.037
2024-01-05 17:00:00,0.001,0.1296079141242245
2024-01-05 17:15:00,0.001,0.22615707570600685
2024-01-05 17:30:00,0.001,2.053557075706007
2024-01-05 17:45:00,0.001,2.300237661666784
2024-01-05 18:00:00,0.001,0.20137593972558782
2024-01-05 18:15:00,0.001,0.19822294175954153
2024-01-05 18:30:00,0.001,0.316218864019581
2024-01-05 18:45:00,0.001,0.3143286963359374
2024-01-05 19:00:00,0.001,0.13684260639225446
2024-01-05 19:15:00,0.001,0.7344426063922546
2024-01-05 19:30:00,0.001,0.20137593972558782
2024-01-05 19:45:00,0.001,0.29817593972558776
2024-01-05 20:00:00,0.001,0.39436802560136325
2024-01-05 20:15:00,0.001,0.8884855306862477
2024-01-05 20:30:00,0.001,0.31291694582744894
2024-01-05 20:45:00,0.001,0.32237593972558776
2024-01-05 21:00:00,0.001,0.32237593972558776
2024-01-05 21:15:00,0.001,0.3350426063922544
2024-01-05 21:30:00,0.001,0.5123759397255878
2024-01-05 21:45:00,0.001,0.38570927305892105
2024-01-05 22:00:00,0.001,0.31606994379349523
2024-01-05 22:15:00,0.001,0.2968773567307396
2024-01-05 22:30:00,0.001,0.7095550607844222
2024-01-05 22:45:00,0.001,0.32464260639225445
2024-01-05 23:00:00,0.001,0.5123759397255878
2024-01-05 23:15:00,0.001,0.34770927305892113
2024-01-05 23:30:00,0.001,0.31212869633593743
2024-01-05 23:45:00,0.001,0.6377521973529144
2024-01-06 00:00:00,0.001,0.158
2024-01-06 00:15:00,0.001,0.14319232723147213
2024-01-06 00:30:00,0.001,0.22615707570600685
2024-01-06 00:45:00,0.001,0.0488237423726735
2024-01-06 01:00:00,0.001,0.0488237423726735
2024-01-06 01:15:00,0.001,0.5818904090393401
2024-01-06 01:30:00,0.001,0.0393647484745347
2024-01-06 01:45:00,0.001,0.6967333333333333
2024-01-06 02:00:00,0.001,0.17633333333333334
2024-01-06 02:15:00,0.001,0.037
2024-01-06 02:30:00,0.001,0.037
2024-01-06 02:45:00,0.001,0.037
2024-01-06 03:00:00,0.001,0.037
2024-01-06 03:15:00,0.001,0.20166666666666666
2024-01-06 03:30:00,0.001,0.13833333333333334
2024-01-06 03:45:00,0.001,0.037
2024-01-06 04:00:00,0.001,0.037
2024-01-06 04:15:00,0.001,0.037
2024-01-06 04:30:00,0.001,0.049666666666666665
2024-01-06 04:45:00,0.001,0.7600666666666667
2024-01-06 05:00:00,0.001,0.10033333333333334
2024-01-06 05:15:00,0.001,0.037
2024-01-06 05:30:00,0.001,0.037
2024-01-06 05:45:00,0.001,0.037
2024-01-06 06:00:00,0.001,0.08766666666666666
2024-01-06 06:15:00,0.001,0.227
2024-01-06 06:30:00,0.001,0.06233333333333333
2024-01-06 06:45:00,0.001,0.037
2024-01-06 07:00:00,0.001,0.037
2024-01-06 07:15:00,0.001,0.037
2024-01-06 07:30:00,0.001,0.12566666666666668
2024-01-06 07:45:00,0.001,0.21433333333333335
2024-01-06 08:00:00,0.001,0.037
2024-01-06 08:15:00,0.001,0.037
2024-01-06 08:30:00,0.001,0.037
2024-01-06 08:45:00,0.001,0.037
2024-01-06 09:00:00,0.001,0.16366666666666668
2024-01-06 09:15:00,0.001,0.17633333333333334
2024-01-06 09:30:00,0.001,0.037
2024-01-06 09:45:00,0.001,0.037
2024-01-06 10:00:00,0.001,0.037
2024-01-06 10:15:00,0.001,0.037
2024-01-06 10:30:00,0.001,0.20166666666666666
2024-01-06 10:45:00,0.001,0.5389215828248449
2024-01-06 11:00:00,0.001,0.6141570757060067
2024-01-06 11:15:00,0.001,0.1698237423726735
2024-01-06 11:30:00,0.001,0.1698237423726735
2024-01-06 11:45:00,0.001,0.18249040903934016
2024-01-06 12:00:00,0.001,0.3666656062222512
2024-01-06 12:15:00,0.001,0.3321521973529143
2024-01-06 12:30:00,0.0836337114293139,2.4675521973529144
2024-01-06 12:45:00,0.35241852509254945,0.0685521973529143
2024-01-06 13:00:00,0.759159940451665,0.07661886401958098
2024-01-06 13:15:00,0.1313832674071484,0.21918406578430477
2024-01-06 13:30:00,0.16556550051723923,0.348
2024-01-06 13:45:00,1.1133278462578373,0.1888510797739143
2024-01-06 14:00:00,0.6646948238997311,0.18454810113736686
2024-01-06 14:15:00,0.12497312234815415,0.7344426063922546
2024-01-06 14:30:00,0.2759831373647351,0.1045759397255878
2024-01-06 14:45:00,0.8756974757013526,0.7869013589346967
2024-01-06 15:00:00,0.07226666666666669,0.6334188640195809
2024-01-06 15:15:00,0.001,0.322818864019581
2024-01-06 15:30:00,0.001,0.18955219735291431
2024-01-06 15:45:00,0.001,0.16535219735291432
2024-01-06 16:00:00,0.001,0.17086994379349527
2024-01-06 16:15:00,0.001,0.32804260639225447
2024-01-06 16:30:00,0.001,0.34070927305892107
2024-01-06 16:45:00,0.001,0.20137593972558782
