,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.22,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.10333333333333333,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.07400000000000001,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,2.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.20733333333333331,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.042666666666666665,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.06666666666666667,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.11066666666666668,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.19466666666666665,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.05533333333333333,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.14,0.0,0.0,1.4
2024-01-01 04:00:00,0.001,0.0,0.001,0.037333333333333336,0.0,0.0,0.6
2024-01-01 04:15:00,0.001,0.0,0.001,0.029999999999999995,0.0,1.8,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.182,0.0,3.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.068,0.0,1.4,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.029999999999999995,0.0,3.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.10333333333333333,0.0,1.4,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.07400000000000001,0.0,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.16933333333333334,0.0,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.08066666666666666,0.0,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,2.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.06666666666666667,0.0,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.11066666666666668,0.0,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.15666666666666668,0.0,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.09333333333333332,0.0,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.14,0.0,0.6,0.0
2024-01-01 08:45:00,0.40165028568849453,0.0,0.001,0.037333333333333336,0.0,1.4,0.0
2024-01-01 09:00:00,1.7936349296414096,0.0,0.001,0.14400000000000002,0.0,0.0,1.6
2024-01-01 09:15:00,1.9742961391433866,0.0,0.001,0.10600000000000001,0.0,0.0,0.4
2024-01-01 09:30:00,1.9603980523329312,0.0,0.001,1.4966666666666666,0.0,0.0,0.0
2024-01-01 09:45:00,0.9100461729923902,0.0,0.001,1.6341333333333334,0.0,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.11633333333333333,0.0,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.087,0.0,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.14433333333333334,0.0,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.1290666666666667,0.0,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,1.4693999999999998,0.0,0.0,0.2
2024-01-01 11:30:00,0.001,0.0,0.001,1.352443772803916,0.0,0.0,2.0
2024-01-01 11:45:00,0.001,0.0,0.001,2.541218864019581,0.0,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.550018864019581,0.0,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.16288553068624761,0.0,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.0615521973529143,8.066666666666666,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.04472435876469334,11.0,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.029999999999999995,5.866666666666666,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.14,0.0,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.11333333333333333,0.0,0.4,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.14400000000000002,0.0,1.6,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,1.2
2024-01-01 14:15:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.8
2024-01-01 14:30:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.10333333333333333,0.0,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.13733333333333334,0.0,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.15666666666666668,0.0,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.06666666666666667,0.0,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.16133333333333333,0.0,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.16933333333333334,0.0,0.0,2.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.029999999999999995,0.0,0.0,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.04126666666666667,0.0,0.0,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.191,0.0,0.0,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,0.20233333333333334,0.0,0.0,0.0
2024-01-01 18:30:00,0.001,0.0,0.001,0.043,0.0,0.0,0.6
2024-01-01 18:45:00,0.001,0.0,0.001,0.036066666666666664,0.0,1.4,1.6
2024-01-01 19:00:00,0.001,0.0,0.001,0.037094245423604094,0.0,0.6,0.0
2024-01-01 19:15:00,0.001,0.0,0.001,0.050237661666783985,0.0,0.0,0.0
2024-01-01 19:30:00,0.001,0.0,0.001,0.17204260639225447,0.0,0.0,0.0
