,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.046,0.0
2024-01-01 00:15:00,0.001,0.046,0.0
2024-01-01 00:30:00,0.001,0.046,0.0
2024-01-01 00:45:00,0.001,0.284,0.0
2024-01-01 01:00:00,0.001,0.298,0.0
2024-01-01 01:15:00,0.001,0.058666666666666666,0.0
2024-01-01 01:30:00,0.001,0.046,0.0
2024-01-01 01:45:00,0.001,0.046,0.0
2024-01-01 02:00:00,0.001,0.046,0.0
2024-01-01 02:15:00,0.001,0.30233333333333334,0.0
2024-01-01 02:30:00,0.001,0.267,0.0
2024-01-01 02:45:00,0.001,0.07133333333333333,0.0
2024-01-01 03:00:00,0.001,0.046,0.0
2024-01-01 03:15:00,0.001,0.046,0.0
2024-01-01 03:30:00,0.001,0.077,0.0
2024-01-01 03:45:00,0.001,0.2896666666666667,0.0
2024-01-01 04:00:00,0.001,0.23600000000000002,0.0
2024-01-01 04:15:00,0.001,0.084,2.0
2024-01-01 04:30:00,0.001,0.046,0.6
2024-01-01 04:45:00,0.001,0.046,0.0
2024-01-01 05:00:00,0.001,0.10800000000000001,0.0
2024-01-01 05:15:00,0.001,0.246,2.4
2024-01-01 05:30:00,0.001,0.23600000000000002,0.0
2024-01-01 05:45:00,0.001,0.09666666666666666,0.0
2024-01-01 06:00:00,0.001,0.046,1.6
2024-01-01 06:15:00,0.001,0.046,0.8
2024-01-01 06:30:00,0.001,0.13899999999999998,0.0
2024-01-01 06:45:00,0.001,0.20233333333333334,0.0
2024-01-01 07:00:00,0.001,0.23600000000000002,2.4
2024-01-01 07:15:00,0.001,0.10933333333333332,0.0
2024-01-01 07:30:00,0.001,0.046,0.0
2024-01-01 07:45:00,0.001,0.046,0.0
2024-01-01 08:00:00,0.001,0.17,0.0
2024-01-01 08:15:00,0.001,0.15866666666666665,0.0
2024-01-01 08:30:00,0.001,0.23600000000000002,0.4
2024-01-01 08:45:00,0.001,0.12199999999999998,3.0
2024-01-01 09:00:00,0.001,0.046,2.6
2024-01-01 09:15:00,0.001,0.046,0.0
2024-01-01 09:30:00,0.001,0.201,0.0
2024-01-01 09:45:00,0.001,0.115,0.0
2024-01-01 10:00:00,0.001,0.23600000000000002,0.0
2024-01-01 10:15:00,0.001,0.13466666666666666,0.0
2024-01-01 10:30:00,0.001,0.046,0.0
2024-01-01 10:45:00,0.001,0.077,0.0
2024-01-01 11:00:00,0.001,0.201,0.0
2024-01-01 11:15:00,0.001,0.07133333333333332,0.0
2024-01-01 11:30:00,0.001,0.23600000000000002,0.0
2024-01-01 11:45:00,0.001,0.14733333333333334,0.4
2024-01-01 12:00:00,0.001,0.046,2.6
2024-01-01 12:15:00,0.001,0.10800000000000001,0.0
2024-01-01 12:30:00,0.001,0.17,0.0
2024-01-01 12:45:00,0.001,0.058666666666666666,0.0
2024-01-01 13:00:00,0.001,0.23600000000000002,0.0
2024-01-01 13:15:00,0.001,0.16,0.0
2024-01-01 13:30:00,0.001,0.046,0.0
2024-01-01 13:45:00,0.001,0.13899999999999998,0.0
2024-01-01 14:00:00,0.001,0.13899999999999998,0.0
2024-01-01 14:15:00,0.001,0.046,0.0
2024-01-01 14:30:00,0.001,0.23600000000000002,0.0
2024-01-01 14:45:00,0.001,0.17266666666666666,0.0
2024-01-01 15:00:00,0.001,0.046,0.0
2024-01-01 15:15:00,0.001,0.17,0.0
2024-01-01 15:30:00,0.001,0.10800000000000001,0.0
2024-01-01 15:45:00,0.001,0.046,1.0
2024-01-01 16:00:00,0.001,0.2233333333333333,0.2
2024-01-01 16:15:00,0.001,0.18533333333333332,0.0
2024-01-01 16:30:00,0.001,0.046,0.0
2024-01-01 16:45:00,0.001,0.201,0.0
2024-01-01 17:00:00,0.001,0.077,1.8
2024-01-01 17:15:00,0.001,0.046,0.4
2024-01-01 17:30:00,0.001,0.21066666666666664,0.0
2024-01-01 17:45:00,0.001,0.19799999999999998,0.0
2024-01-01 18:00:00,0.001,0.077,0.0
2024-01-01 18:15:00,0.001,0.201,0.0
2024-01-01 18:30:00,0.001,0.046,0.0
2024-01-01 18:45:00,0.001,0.046,0.0
2024-01-01 19:00:00,0.001,0.19799999999999998,0.0
2024-01-01 19:15:00,0.001,0.21066666666666664,0.0
2024-01-01 19:30:00,0.001,0.10800000000000001,0.0
2024-01-01 19:45:00,0.001,0.17,0.0
2024-01-01 20:00:00,0.001,0.046,0.0
2024-01-01 20:15:00,0.001,0.046,0.0
2024-01-01 20:30:00,0.001,0.18533333333333332,0.4
2024-01-01 20:45:00,0.001,0.3337333333333333,2.2
2024-01-01 21:00:00,0.001,0.13899999999999998,0.0
2024-01-01 21:15:00,0.001,0.6736431656496898,0.0
2024-01-01 21:30:00,0.001,0.16822374237267348,0.0
2024-01-01 21:45:00,0.001,0.0578237423726735,0.0
2024-01-01 22:00:00,0.001,0.2728104090393402,0.0
2024-01-01 22:15:00,0.001,0.2625481011373668,0.0
2024-01-01 22:30:00,0.001,0.21101119125105314,0.0
2024-01-01 22:45:00,0.001,0.14585819328500682,0.0
2024-01-01 23:00:00,0.001,0.0893759397255878,0.0
2024-01-01 23:15:00,0.001,0.07044462131383922,0.0
2024-01-01 23:30:00,0.001,0.20409040903934017,0.0
2024-01-01 23:45:00,0.001,0.3688237423726735,0.0
2024-01-02 00:00:00,0.001,0.33703141514120133,0.0
2024-01-02 00:15:00,0.001,0.198,0.0
2024-01-02 00:30:00,0.001,0.167,0.0
2024-01-02 00:45:00,0.001,0.12666666666666668,0.0
2024-01-02 01:00:00,0.001,0.14733333333333334,0.0
2024-01-02 01:15:00,0.001,0.267,0.0
2024-01-02 01:30:00,0.001,0.22633333333333333,0.0
2024-01-02 01:45:00,0.001,0.046,0.0
2024-01-02 02:00:00,0.001,0.046,0.0
2024-01-02 02:15:00,0.001,0.046,0.0
2024-01-02 02:30:00,0.001,0.13466666666666666,0.0
2024-01-02 02:45:00,0.001,0.298,0.0
2024-01-02 03:00:00,0.001,0.20800000000000002,0.0
2024-01-02 03:15:00,0.001,0.046,0.0
2024-01-02 03:30:00,0.001,0.046,0.0
2024-01-02 03:45:00,0.001,0.046,0.0
2024-01-02 04:00:00,0.001,0.12199999999999998,0.0
2024-01-02 04:15:00,0.001,0.329,1.0
2024-01-02 04:30:00,0.001,0.18966666666666668,0.0
2024-01-02 04:45:00,0.001,0.046,0.0
2024-01-02 05:00:00,0.001,0.046,0.0
2024-01-02 05:15:00,0.001,0.046,1.4
2024-01-02 05:30:00,0.001,0.10933333333333332,1.0
2024-01-02 05:45:00,0.001,0.36000000000000004,0.0
2024-01-02 06:00:00,0.001,0.17133333333333337,0.0
2024-01-02 06:15:00,0.001,0.046,0.0
2024-01-02 06:30:00,0.001,0.046,0.0
2024-01-02 06:45:00,0.001,0.046,0.0
2024-01-02 07:00:00,0.001,0.09666666666666666,1.8
2024-01-02 07:15:00,0.001,0.391,0.4
2024-01-02 07:30:00,0.001,0.153,0.0
2024-01-02 07:45:00,0.001,0.046,0.0
2024-01-02 08:00:00,0.001,0.046,0.0
2024-01-02 08:15:00,0.001,0.046,0.0
2024-01-02 08:30:00,0.001,0.115,0.0
2024-01-02 08:45:00,0.001,0.391,0.0
2024-01-02 09:00:00,0.001,0.13466666666666666,0.0
2024-01-02 09:15:00,0.001,0.046,0.0
2024-01-02 09:30:00,0.001,0.17926666666666666,0.0
2024-01-02 09:45:00,0.001,0.4458,0.0
2024-01-02 10:00:00,0.001,0.23013333333333333,0.0
2024-01-02 10:15:00,0.001,0.481,0.0
2024-01-02 10:30:00,0.001,0.26833333333333337,0.2
2024-01-02 10:45:00,0.001,0.167,0.4
2024-01-02 11:00:00,0.001,0.24766666666666665,0.0
2024-01-02 11:15:00,0.001,0.21539999999999998,0.0
2024-01-02 11:30:00,0.001,0.27266666666666667,0.0
2024-01-02 11:45:00,0.001,0.45,1.2
2024-01-02 12:00:00,0.001,0.2568,1.0
2024-01-02 12:15:00,0.001,0.046,0.0
2024-01-02 12:30:00,0.001,0.046,0.0
2024-01-02 12:45:00,0.001,0.046,0.0
2024-01-02 13:00:00,0.001,0.17,0.0
2024-01-02 13:15:00,0.001,0.298,0.0
2024-01-02 13:30:00,0.001,0.17266666666666666,0.0
2024-01-02 13:45:00,0.001,0.046,0.0
2024-01-02 14:00:00,0.001,0.046,0.0
2024-01-02 14:15:00,0.001,0.046,0.0
2024-01-02 14:30:00,0.001,0.201,0.0
2024-01-02 14:45:00,0.001,0.25433333333333336,0.0
2024-01-02 15:00:00,0.001,0.18533333333333332,0.0
2024-01-02 15:15:00,0.001,0.046,0.0
2024-01-02 15:30:00,0.001,0.046,0.0
2024-01-02 15:45:00,0.001,0.077,0.8
2024-01-02 16:00:00,0.001,0.201,1.4
2024-01-02 16:15:00,0.001,0.21066666666666664,0.0
2024-01-02 16:30:00,0.001,0.19799999999999998,0.0
2024-01-02 16:45:00,0.001,0.046,0.0
2024-01-02 17:00:00,0.001,0.046,0.0
2024-01-02 17:15:00,0.001,0.6410666666666667,0.0
2024-01-02 17:30:00,0.001,0.17,0.0
2024-01-02 17:45:00,0.001,0.21413333333333331,0.0
2024-01-02 18:00:00,0.001,0.33166666666666667,0.0
2024-01-02 18:15:00,0.001,0.167,0.0
2024-01-02 18:30:00,0.001,0.167,0.0
2024-01-02 18:45:00,0.001,0.26,0.0
2024-01-02 19:00:00,0.001,0.21966666666666665,0.0
2024-01-02 19:15:00,0.001,0.18533333333333332,0.0
2024-01-02 19:30:00,0.001,0.2233333333333333,0.0
2024-01-02 19:45:00,0.001,0.046,0.4
2024-01-02 20:00:00,0.001,0.046,1.8
2024-01-02 20:15:00,0.001,0.19524175788233142,0.0
2024-01-02 20:30:00,0.001,0.1395521973529143,0.0
2024-01-02 20:45:00,0.001,0.20421886401958095,0.0
2024-01-02 21:00:00,0.001,0.2675521973529143,0.0
2024-01-02 21:15:00,0.001,0.07755219735291431,0.0
2024-01-02 21:30:00,0.001,0.06072435876469335,0.0
2024-01-02 21:45:00,0.001,0.201,0.0
2024-01-02 22:00:00,0.001,0.077,0.0
2024-01-02 22:15:00,0.001,0.16,0.0
2024-01-02 22:30:00,0.001,0.23600000000000002,0.0
2024-01-02 22:45:00,0.001,0.058666666666666666,0.0
2024-01-02 23:00:00,0.001,0.077,0.0
2024-01-02 23:15:00,0.001,0.201,0.0
2024-01-02 23:30:00,0.001,0.046,0.0
2024-01-02 23:45:00,0.001,0.14733333333333334,0.0
2024-01-03 00:00:00,0.001,0.23600000000000002,0.0
2024-01-03 00:15:00,0.001,0.07133333333333333,0.0
2024-01-03 00:30:00,0.001,0.10800000000000001,0.0
2024-01-03 00:45:00,0.001,0.17,0.0
2024-01-03 01:00:00,0.001,0.046,0.0
2024-01-03 01:15:00,0.001,0.13466666666666666,0.0
2024-01-03 01:30:00,0.001,0.23600000000000002,0.0
2024-01-03 01:45:00,0.001,0.084,0.0
2024-01-03 02:00:00,0.001,0.6720666666666667,0.0
2024-01-03 02:15:00,0.001,0.13899999999999998,0.0
2024-01-03 02:30:00,0.001,0.046,0.0
2024-01-03 02:45:00,0.001,0.12199999999999998,0.0
2024-01-03 03:00:00,0.001,0.23600000000000002,0.0
2024-01-03 03:15:00,0.001,0.09666666666666666,0.0
2024-01-03 03:30:00,0.001,0.17,0.0
2024-01-03 03:45:00,0.001,0.10800000000000001,0.0
2024-01-03 04:00:00,0.001,0.5790666666666666,0.2
2024-01-03 04:15:00,0.001,0.10933333333333332,1.6
2024-01-03 04:30:00,0.001,0.23600000000000002,0.6
2024-01-03 04:45:00,0.001,0.10933333333333332,0.0
2024-01-03 05:00:00,0.001,0.6008,0.0
2024-01-03 05:15:00,0.001,0.077,1.4
2024-01-03 05:30:00,0.001,0.046,1.0
2024-01-03 05:45:00,0.001,0.09666666666666666,0.0
2024-01-03 06:00:00,0.001,0.23600000000000002,0.0
2024-01-03 06:15:00,0.001,0.153,0.0
2024-01-03 06:30:00,0.001,0.201,0.0
2024-01-03 06:45:00,0.001,0.046,0.0
2024-01-03 07:00:00,0.001,0.046,0.0
2024-01-03 07:15:00,0.001,0.084,0.0
2024-01-03 07:30:00,0.001,0.23600000000000002,0.0
2024-01-03 07:45:00,0.001,0.7297333333333333,0.0
2024-01-03 08:00:00,0.001,0.17,0.0
2024-01-03 08:15:00,0.001,0.046,0.0
2024-01-03 08:30:00,0.001,0.046,0.0
2024-01-03 08:45:00,0.001,0.07133333333333332,0.0
2024-01-03 09:00:00,0.001,0.23600000000000002,0.0
2024-01-03 09:15:00,0.001,0.35073333333333334,0.0
2024-01-03 09:30:00,0.001,0.13899999999999998,0.0
2024-01-03 09:45:00,0.001,0.046,0.0
2024-01-03 10:00:00,0.001,0.046,0.0
2024-01-03 10:15:00,0.001,0.058666666666666666,2.2
2024-01-03 10:30:00,0.001,0.23600000000000002,1.0
2024-01-03 10:45:00,0.001,0.284,0.0
2024-01-03 11:00:00,0.001,0.19899999999999998,0.0
2024-01-03 11:15:00,0.001,0.137,0.0
2024-01-03 11:30:00,0.001,0.137,0.0
2024-01-03 11:45:00,0.001,0.07633333333333334,0.0
2024-01-03 12:00:00,0.001,0.23600000000000002,0.0
2024-01-03 12:15:00,0.001,0.32766666666666666,0.0
2024-01-03 12:30:00,0.001,0.077,0.0
2024-01-03 12:45:00,0.001,0.046,0.0
2024-01-03 13:00:00,0.001,0.4458,0.0
2024-01-03 13:15:00,0.001,0.046,0.0
2024-01-03 13:30:00,0.001,0.25433333333333336,0.0
2024-01-03 13:45:00,0.001,0.3403333333333334,0.0
2024-01-03 14:00:00,0.001,0.046,0.0
2024-01-03 14:15:00,0.001,0.046,0.2
2024-01-03 14:30:00,0.001,0.13473333333333332,2.4
2024-01-03 14:45:00,0.001,0.167,0.0
2024-01-03 15:00:00,0.001,0.39366666666666666,0.0
2024-01-03 15:15:00,0.001,0.443,0.0
2024-01-03 15:30:00,0.001,0.08633333333333333,0.0
2024-01-03 15:45:00,0.001,0.046,0.0
2024-01-03 16:00:00,0.001,0.5790666666666666,0.0
2024-01-03 16:15:00,0.001,0.046,0.0
2024-01-03 16:30:00,0.001,0.29100000000000004,0.0
2024-01-03 16:45:00,0.001,0.31173333333333336,0.0
2024-01-03 17:00:00,0.001,0.167,0.0
2024-01-03 17:15:00,0.001,0.167,0.0
2024-01-03 17:30:00,0.001,0.167,0.0
2024-01-03 17:45:00,0.001,1.7231333333333334,0.8
2024-01-03 18:00:00,0.001,2.4878,1.4
2024-01-03 18:15:00,0.001,1.2756,0.0
2024-01-03 18:30:00,0.001,0.046,0.0
2024-01-03 18:45:00,0.001,0.046,0.0
2024-01-03 19:00:00,0.001,0.046,0.0
2024-01-03 19:15:00,0.001,0.046,0.0
2024-01-03 19:30:00,0.001,0.32766666666666666,0.0
2024-01-03 19:45:00,0.001,0.267,0.0
2024-01-03 20:00:00,0.001,0.046,0.0
2024-01-03 20:15:00,0.001,0.046,0.0
2024-01-03 20:30:00,0.001,0.046,0.0
2024-01-03 20:45:00,0.001,0.077,0.0
2024-01-03 21:00:00,0.001,0.31500000000000006,0.8
2024-01-03 21:15:00,0.001,0.23600000000000002,1.4
2024-01-03 21:30:00,0.001,0.058666666666666666,0.0
2024-01-03 21:45:00,0.001,0.046,0.0
2024-01-03 22:00:00,0.001,0.046,0.0
2024-01-03 22:15:00,0.001,0.10800000000000001,0.0
2024-01-03 22:30:00,0.001,0.27133333333333337,0.0
2024-01-03 22:45:00,0.001,0.23600000000000002,0.0
2024-01-03 23:00:00,0.001,0.07133333333333333,0.0
2024-01-03 23:15:00,0.001,0.046,0.0
2024-01-03 23:30:00,0.001,0.046,0.0
2024-01-03 23:45:00,0.001,0.13899999999999998,0.0
2024-01-04 00:00:00,0.001,0.22766666666666666,0.0
2024-01-04 00:15:00,0.001,0.23600000000000002,0.0
2024-01-04 00:30:00,0.001,0.084,0.0
