,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.8866874087714837,0.0,0.001,0.5173737801777593,0.0
2024-01-01 00:15:00,1.1058366019133432,0.0,0.001,0.6010910254313601,0.2
2024-01-01 00:30:00,1.2602513978962238,0.0,0.001,0.38564296295299083,1.5
2024-01-01 00:45:00,0.001,0.0,0.001,0.29087593972558784,1.5
2024-01-01 01:00:00,0.001,0.0,0.001,0.37807593972558784,1.5
2024-01-01 01:15:00,0.001,0.0,0.001,0.2540759397255878,0.9
2024-01-01 01:30:00,0.001,0.0,0.001,0.37576550025500494,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.4985824949151157,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.30069999999999997,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.32136666666666663,0.1
2024-01-01 02:30:00,0.001,0.0,0.001,0.4557,1.5
2024-01-01 02:45:00,0.001,0.0,0.001,0.3143,1.5
2024-01-01 03:00:00,0.001,0.0,0.001,0.19236666666666666,1.5
2024-01-01 03:15:00,0.001,0.0,0.001,0.31542,1.5
2024-01-01 03:30:00,0.001,0.0,0.001,0.06933333333333333,1.5
2024-01-01 03:45:00,0.001,0.0,0.001,0.044,1.5
2024-01-01 04:00:00,0.001,0.0,0.001,0.18866666666666668,1.5
2024-01-01 04:15:00,0.001,0.0,0.001,0.6700666666666667,1.5
2024-01-01 04:30:00,0.001,0.0,0.001,0.44380000000000003,1.5
2024-01-01 04:45:00,0.001,0.0,0.001,0.22133333333333335,1.5
2024-01-01 05:00:00,0.001,0.0,0.001,0.09466666666666666,1.5
2024-01-01 05:15:00,0.001,0.0,0.001,0.044,1.5
2024-01-01 05:30:00,0.001,0.0,0.001,0.15766666666666668,1.5
2024-01-01 05:45:00,0.001,0.0,0.001,0.168,1.5
2024-01-01 06:00:00,0.001,0.0,0.001,0.044,1.5
2024-01-01 06:15:00,0.001,0.0,0.001,0.196,1.5
2024-01-01 06:30:00,0.001,0.0,0.001,0.12000000000000001,1.5
2024-01-01 06:45:00,0.001,0.0,0.001,0.44380000000000003,1.5
2024-01-01 07:00:00,0.001,0.0,0.001,1.0418666666666667,1.5
2024-01-01 07:15:00,0.001,0.0,0.001,1.9800666666666666,1.5
2024-01-01 07:30:00,0.001,0.0,0.001,0.6264000000000001,1.5
2024-01-01 07:45:00,0.001,0.0,0.001,0.17153333333333334,1.5
2024-01-01 08:00:00,0.001,0.0,0.001,0.15833333333333333,1.5
2024-01-01 08:15:00,0.001,0.0,0.001,0.45680000000000004,0.8
2024-01-01 08:30:00,0.001,0.0,0.001,0.37520000000000003,0.8
2024-01-01 08:45:00,0.001,0.0,0.001,0.47506666666666664,1.5
2024-01-01 09:00:00,0.001,0.0,0.001,0.075,1.5
2024-01-01 09:15:00,0.001,0.0,0.001,0.14533333333333334,1.5
2024-01-01 09:30:00,0.001,0.0,0.001,0.17066666666666666,1.4
2024-01-01 09:45:00,0.001,0.0,0.001,0.044,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.06466666666666666,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.199,0.4
2024-01-01 10:30:00,0.001,0.0,0.001,0.10600000000000001,1.5
2024-01-01 10:45:00,0.001,0.0,0.001,0.13213333333333332,0.4
2024-01-01 11:00:00,0.001,0.0,0.001,0.287,0.4
2024-01-01 11:15:00,0.001,0.0,0.001,0.2237333333333333,1.5
2024-01-01 11:30:00,0.001,0.0,0.001,0.256,1.5
2024-01-01 11:45:00,0.001,0.0,0.001,0.3642666666666666,1.5
2024-01-01 12:00:00,0.001,0.0,0.001,0.258,1.5
2024-01-01 12:15:00,0.001,0.0,0.001,0.3489333333333333,1.5
2024-01-01 12:30:00,0.001,0.0,0.001,0.49593333333333334,1.5
2024-01-01 12:45:00,0.001,0.0,0.001,0.5770666666666667,1.5
2024-01-01 13:00:00,0.001,0.0,0.001,0.044,1.5
2024-01-01 13:15:00,0.001,0.0,0.001,0.15766666666666668,1.5
2024-01-01 13:30:00,0.001,0.0,0.001,0.168,1.5
2024-01-01 13:45:00,0.001,0.0,0.001,0.06933333333333333,1.5
2024-01-01 14:00:00,0.001,0.0,0.001,0.234,1.5
2024-01-01 14:15:00,0.001,0.0,0.001,0.056666666666666664,1.5
2024-01-01 14:30:00,0.001,0.0,0.001,0.044,1.5
2024-01-01 14:45:00,0.001,0.0,0.001,0.12666666666666668,1.5
2024-01-01 15:00:00,0.001,0.0,0.001,0.199,1.5
2024-01-01 15:15:00,0.001,0.0,0.001,0.4438000000000001,1.1
2024-01-01 15:30:00,0.001,0.0,0.001,0.234,1.5
2024-01-01 15:45:00,0.001,0.0,0.001,0.4818,1.5
2024-01-01 16:00:00,0.001,0.0,0.001,0.17726666666666668,1.5
2024-01-01 16:15:00,0.001,0.0,0.001,0.10693333333333334,1.5
2024-01-01 16:30:00,0.001,0.0,0.001,0.212,1.5
2024-01-01 16:45:00,1.3312494268995703,0.0,0.001,0.08800000000000001,1.5
2024-01-01 17:00:00,1.9120072957021788,0.0,0.001,0.2942666666666666,1.5
2024-01-01 17:15:00,1.975589256962361,0.0,0.001,0.23986666666666664,1.5
2024-01-01 17:30:00,1.7335662512467718,0.0,0.001,0.286,1.0
2024-01-01 17:45:00,0.08761334898773074,0.0,0.001,0.30666666666666664,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.4056,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,0.24000000000000002,0.0
2024-01-01 18:30:00,0.001,0.0,0.001,0.8100666666666666,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.15373333333333333,0.0
2024-01-01 19:00:00,0.001,0.0,0.001,0.17725073245097142,0.9
2024-01-01 19:15:00,0.001,0.0,0.001,0.7414426063922546,1.5
2024-01-01 19:30:00,0.001,0.0,0.001,0.3853092730589211,1.5
2024-01-01 19:45:00,0.001,0.0,0.001,0.4223759397255878,0.8
2024-01-01 20:00:00,0.001,0.0,0.001,0.44337593972558775,0.0
2024-01-01 20:15:00,0.001,0.0,0.001,0.4009391265687268,0.0
2024-01-01 20:30:00,0.001,0.0,0.001,0.17682374237267354,0.0
2024-01-01 20:45:00,0.001,0.0,0.001,0.28036741844713686,1.4
2024-01-01 21:00:00,0.001,0.0,0.001,0.4278816943019837,1.5
2024-01-01 21:15:00,0.001,0.0,0.001,0.3323759397255878,1.5
2024-01-01 21:30:00,0.001,0.0,0.001,0.2970426063922545,1.5
2024-01-01 21:45:00,0.001,0.0,0.001,0.34770927305892113,1.5
2024-01-01 22:00:00,0.001,0.0,0.001,0.11263766166678398,1.5
2024-01-01 22:15:00,0.001,0.0,0.001,0.04951774644058096,1.5
2024-01-01 22:30:00,0.001,0.0,0.001,0.12666666666666668,1.5
2024-01-01 22:45:00,0.001,0.0,0.001,0.199,0.9
2024-01-01 23:00:00,0.001,0.0,0.001,0.20413333333333333,0.0
2024-01-01 23:15:00,0.001,0.0,0.001,0.3392,0.0
2024-01-01 23:30:00,0.001,0.0,0.001,0.178,0.0
2024-01-01 23:45:00,0.001,0.0,0.001,0.178,0.0
2024-01-02 00:00:00,0.001,0.0,0.001,0.22966666666666666,0.0
2024-01-02 00:15:00,0.001,0.0,0.001,0.20246666666666666,1.2
2024-01-02 00:30:00,0.001,0.0,0.001,0.6460666666666667,1.5
2024-01-02 00:45:00,0.001,0.0,0.001,0.234,1.5
2024-01-02 01:00:00,0.001,0.0,0.001,0.044,1.5
2024-01-02 01:15:00,0.001,0.0,0.001,0.044,1.5
2024-01-02 01:30:00,0.001,0.0,0.001,0.06466666666666666,1.5
2024-01-02 01:45:00,0.001,0.0,0.001,0.199,1.5
2024-01-02 02:00:00,0.001,0.0,0.001,0.11866666666666667,0.3
2024-01-02 02:15:00,0.001,0.0,0.001,0.234,0.0
2024-01-02 02:30:00,0.001,0.0,0.001,0.06933333333333333,0.2
2024-01-02 02:45:00,0.001,0.0,0.001,0.044,1.5
2024-01-02 03:00:00,0.001,0.0,0.001,0.044,1.4
2024-01-02 03:15:00,0.001,0.0,0.001,0.18866666666666668,0.1
2024-01-02 03:30:00,0.001,0.0,0.001,0.137,1.5
2024-01-02 03:45:00,0.001,0.0,0.001,0.22133333333333335,1.0
2024-01-02 04:00:00,0.001,0.0,0.001,0.09466666666666666,0.0
2024-01-02 04:15:00,0.001,0.0,0.001,0.044,0.0
2024-01-02 04:30:00,0.001,0.0,0.001,0.044,0.0
