,TumbleDryer,DishWasher,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.0,0.045,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.13366666666666666,0.0,0.6666666666666666
2024-01-01 00:30:00,0.001,0.0,0.311,0.0,1.6666666666666667
2024-01-01 00:45:00,0.001,0.0,0.19699999999999998,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.045,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.09126347982352762,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.13337886401958096,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.2665521973529143,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.19055219735291432,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.2665521973529143,0.0,1.0
2024-01-01 02:30:00,0.001,0.0,0.07655219735291431,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.05972435876469335,0.0,1.0
2024-01-01 03:00:00,0.001,0.0,0.17166666666666666,0.0,0.6666666666666666
2024-01-01 03:15:00,0.001,0.0,0.121,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.121,0.0,3.0
2024-01-01 03:45:00,0.001,0.0,0.235,0.0,0.6666666666666666
2024-01-01 04:00:00,0.001,0.0,0.08299999999999999,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.09566666666666666,0.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.19699999999999998,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.045,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.08299999999999999,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.235,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.121,0.0,0.6666666666666666
2024-01-01 05:45:00,0.001,0.0,0.20966666666666667,0.0,0.6666666666666666
2024-01-01 06:00:00,0.001,0.0,0.08299999999999999,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.045,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.045,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.235,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.24766666666666665,0.0,1.0
2024-01-01 07:15:00,0.001,0.0,0.15899999999999997,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.045,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.045,0.0,4.333333333333333
2024-01-01 08:00:00,0.001,0.0,0.045,0.0,5.0
2024-01-01 08:15:00,0.001,0.0,0.22093333333333334,0.0,5.0
2024-01-01 08:30:00,0.001,0.0,0.4,0.0,5.0
2024-01-01 08:45:00,0.001,0.0,0.1308,0.0,5.0
2024-01-01 09:00:00,0.001,0.0,0.149,0.0,5.0
2024-01-01 09:15:00,0.001,0.0,0.149,0.0,5.0
2024-01-01 09:30:00,0.001,0.0,0.14293333333333333,0.0,5.0
2024-01-01 09:45:00,0.001,0.0,0.3220666666666666,0.0,3.3333333333333335
2024-01-01 10:00:00,0.001,0.0,0.311,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.045,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.055400000000000005,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.058,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.7143333333333334,0.0,2.0
2024-01-01 11:15:00,0.001,0.0,0.4018,0.0,2.0
2024-01-01 11:30:00,0.001,0.0,0.36813333333333337,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.28324,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.20108,0.0,1.6666666666666667
2024-01-01 12:15:00,0.001,0.0,0.1740863312993796,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.23102374237267354,0.0,1.0
2024-01-01 12:45:00,0.001,0.0,0.18122374237267352,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.3686904090393402,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.27734114149031164,0.0,0.0
2024-01-01 13:30:00,0.001,0.0003333333333333333,0.21606994379349528,0.0,1.0
2024-01-01 13:45:00,0.001,2.25,0.299218864019581,0.0,0.0
2024-01-01 14:00:00,0.001,1.2004666666666668,0.22081886401958092,0.0,0.0
2024-01-01 14:15:00,0.001,1.2004666666666668,0.0860111912510531,0.0,3.6666666666666665
2024-01-01 14:30:00,0.001,0.0004,0.26365158096089447,0.0,0.0
2024-01-01 14:45:00,0.001,0.0008666666666666667,0.27569040903934017,0.0,0.0
2024-01-01 15:00:00,0.001,1.2004666666666668,0.19049040903934017,0.0,0.3333333333333333
2024-01-01 15:15:00,0.001,0.001,0.3678237423726735,0.0,5.0
2024-01-01 15:30:00,0.001,0.001,0.17718824949151157,0.0,1.3333333333333333
2024-01-01 15:45:00,0.001,0.0002,0.10568553068624764,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.25258769023407623,0.0,3.0
2024-01-01 16:15:00,0.001,0.0,0.2533759397255878,0.0,2.6666666666666665
2024-01-01 16:30:00,0.001,0.0,0.2193759397255878,0.0,2.3333333333333335
2024-01-01 16:45:00,0.001,0.0,0.16437593972558778,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.4655646425072885,0.0,0.0
2024-01-01 17:15:00,0.001,0.0,0.045,0.0,0.0
2024-01-01 17:30:00,0.001,0.0,0.2235333333333333,0.0,0.0
2024-01-01 17:45:00,0.001,0.0,0.4177021595478286,0.0,5.0
2024-01-01 18:00:00,0.001,0.0,0.34195707570600686,0.0,1.0
2024-01-01 18:15:00,0.001,0.0,0.1908237423726735,0.0,0.0
2024-01-01 18:30:00,0.001,0.0,0.1908237423726735,0.0,0.0
2024-01-01 18:45:00,0.001,0.0,0.10569424542360409,0.0,0.0
2024-01-01 19:00:00,0.001,0.0,0.14307999999999998,0.0,0.0
2024-01-01 19:15:00,0.001,0.0,0.5153319043725257,0.0,2.6666666666666665
2024-01-01 19:30:00,0.001,0.0,0.2526959397255878,0.0,0.3333333333333333
2024-01-01 19:45:00,0.001,0.0,0.1932426063922545,0.0,5.0
2024-01-01 20:00:00,0.001,0.0,0.20937593972558782,0.0,1.0
2024-01-01 20:15:00,0.001,0.0,0.28168839411775537,0.0,1.6666666666666667
2024-01-01 20:30:00,0.001,0.0,0.39549040903934013,0.0,2.0
2024-01-01 20:45:00,0.001,0.0,0.5633647484745347,0.0,0.0
2024-01-01 21:00:00,0.001,0.0,0.21286666666666668,0.0,0.0
2024-01-01 21:15:00,0.001,0.0,0.6204855306862477,0.0,1.0
2024-01-01 21:30:00,0.001,0.0,0.2105521973529143,0.0,1.3333333333333333
2024-01-01 21:45:00,0.001,0.0,0.2318896084262082,0.0,1.0
2024-01-01 22:00:00,0.001,0.0,0.8032426063922545,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.2783759397255878,0.0,0.0
2024-01-01 22:30:00,0.001,0.0,0.1873903123098874,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,0.07655219735291431,0.0,3.3333333333333335
2024-01-01 23:00:00,0.001,0.0,0.07655219735291431,0.0,3.0
2024-01-01 23:15:00,0.001,0.0,0.21425435690074288,0.0,0.0
2024-01-01 23:30:00,0.001,0.0,0.19664260639225445,0.0,0.0
2024-01-01 23:45:00,0.001,0.0,0.34244462131383924,0.0,2.0
2024-01-02 00:00:00,0.001,0.0,0.32982374237267353,0.0,0.0
2024-01-02 00:15:00,0.001,0.0,0.26614374237267346,0.0,0.0
2024-01-02 00:30:00,0.001,0.0,0.6282904090393403,0.0,0.0
2024-01-02 00:45:00,0.001,0.0,0.3056237423726735,0.0,0.3333333333333333
2024-01-02 01:00:00,0.001,0.0,0.48607245990206027,0.0,2.0
2024-01-02 01:15:00,0.001,0.0,0.19134044684442586,0.0,1.3333333333333333
2024-01-02 01:30:00,0.001,0.0,0.2665521973529143,0.0,0.0
2024-01-02 01:45:00,0.001,0.0,0.08758769023407623,0.0,0.0
2024-01-02 02:00:00,0.001,0.0,0.25304260639225445,0.0,0.0
2024-01-02 02:15:00,0.001,0.0,0.21153418184325637,0.0,0.0
2024-01-02 02:30:00,0.001,0.0,0.05524724338965037,0.0,0.0
2024-01-02 02:45:00,0.001,0.0,0.121,0.0,0.0
2024-01-02 03:00:00,0.001,0.0,0.235,0.0,0.0
2024-01-02 03:15:00,0.001,0.0,0.17166666666666666,0.0,1.3333333333333333
2024-01-02 03:30:00,0.001,0.0,0.15899999999999997,0.0,0.0
2024-01-02 03:45:00,0.001,0.0,0.4448,0.0,0.0
2024-01-02 04:00:00,0.001,0.0,0.045,0.0,0.0
