,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP
2024-01-01 00:00:00,2.0,14.5,0.3244441944697795,14.486279195250543,13.257726412962432,12.0
2024-01-01 00:15:00,2.0,14.5,0.3244441944697795,14.457538596878729,13.273518080110886,12.0
2024-01-01 00:30:00,2.0,14.5,0.3244441944697795,14.429787961445811,13.28816727611354,12.0
2024-01-01 00:45:00,2.0,14.5,0.3244441944697795,14.4029802105369,13.301732295857558,12.0
2024-01-01 01:00:00,2.0,14.5,0.3244441944697795,14.377070590542989,13.31426853652366,12.0
2024-01-01 01:15:00,2.0,14.5,0.3244441944697795,14.352016557446085,13.325828641281156,12.0
2024-01-01 01:30:00,2.0,14.5,0.3244441944697795,14.327777667316157,13.336462635858835,12.0
2024-01-01 01:45:00,2.0,14.5,0.3244441944697795,14.30431547223675,13.346218058344906,12.0
2024-01-01 02:00:00,2.0,14.5,0.3244441944697795,14.281215018121825,13.350782709267564,11.0
2024-01-01 02:15:00,2.0,14.5,0.3244441944697795,14.258268186326172,13.349756547750083,11.0
2024-01-01 02:30:00,2.0,14.5,0.3244441944697795,14.235816084915644,13.348249735720591,11.0
2024-01-01 02:45:00,2.0,14.5,0.3244441944697795,14.213837144712517,13.346288548105948,11.0
2024-01-01 03:00:00,2.0,14.5,0.3244441944697795,14.192310852266353,13.343897945944272,11.0
2024-01-01 03:15:00,2.0,14.5,0.3244441944697795,14.17121769757668,13.341101641575534,11.0
2024-01-01 03:30:00,2.0,14.5,0.3244441944697795,14.150539124407144,13.33792216060001,11.0
2024-01-01 03:45:00,2.0,14.5,0.3244441944697795,14.13025748306266,13.334380900764739,11.0
2024-01-01 04:00:00,2.0,14.5,0.3244441944697795,14.110355985507455,13.330498187930345,11.0
2024-01-01 04:15:00,2.0,15.6,0.3244441944697795,14.708613942465792,13.330701984111524,11.0
2024-01-01 04:30:00,2.0,15.6,0.3244441944697795,15.28296048214938,13.348136303485237,11.0
2024-01-01 04:45:00,2.0,14.5,0.3244441944697795,15.275896838882625,13.3703779697943,11.0
2024-01-01 05:00:00,2.0,14.5,0.3244441944697795,15.230586744223173,13.386616918562057,10.0
2024-01-01 05:15:00,2.0,18.9,0.3244441944697795,15.849736983862304,13.40089757930661,10.0
2024-01-01 05:30:00,2.0,14.5,0.3244441944697795,16.29459926351775,13.431998558316279,10.0
2024-01-01 05:45:00,2.0,14.5,0.3244441944697795,16.227208662266616,13.464137296290179,10.0
2024-01-01 06:00:00,1.0,17.8,0.3244441944697795,16.396983739009492,13.494588899476438,10.0
2024-01-01 06:15:00,2.0,15.6,0.3244441944697795,17.22164171184874,13.537840163477007,10.0
2024-01-01 06:30:00,2.0,14.5,0.3244441944697795,17.174169934162276,13.588142744750684,10.0
2024-01-01 06:45:00,2.0,14.5,0.3244441944697795,17.090348999786652,13.635008300075812,10.0
2024-01-01 07:00:00,3.0,19.0,0.3244441944697795,17.672997727459954,13.683014973327685,10.0
2024-01-01 07:15:00,3.0,15.0,0.3244441944697795,18.082925532242257,13.745958537558439,10.0
2024-01-01 07:30:00,3.0,15.0,0.3244441944697795,17.98207803517035,13.80815089363295,10.0
2024-01-01 07:45:00,3.0,15.0,0.3244441944697795,17.884851258431546,13.86611983214308,10.0
2024-01-01 08:00:00,3.0,15.0,0.3244441944697795,17.79226825242598,13.920087878161008,10.0
2024-01-01 08:15:00,3.0,15.0,0.3244441944697795,17.70429817109576,13.97029690085797,10.0
2024-01-01 08:30:00,1.0,16.0,0.3244441944697795,17.639037989687186,14.016959741800246,10.0
2024-01-01 08:45:00,1.0,20.0,0.3244441944697795,18.511788486728626,14.068281166653572,10.0
2024-01-01 09:00:00,3.0,19.0,0.3244441944697795,19.85079566408705,14.145420310268342,10.0
2024-01-01 09:15:00,3.0,15.0,0.3244441944697795,20.227527536208314,14.242490538119732,10.0
2024-01-01 09:30:00,3.0,15.0,0.3244441944697795,20.094972047998752,14.336987179051258,10.0
2024-01-01 09:45:00,3.0,15.0,0.3244441944697795,19.96745217990322,14.425528972337883,10.0
2024-01-01 10:00:00,1.0,20.0,0.3244441944697795,19.849969083907315,14.512806467303413,11.0
2024-01-01 10:15:00,3.0,17.0,0.3244441944697795,19.743009574660487,14.599702910021676,11.0
2024-01-01 10:30:00,3.0,15.0,0.3244441944697795,19.640344204873646,14.681457408025507,11.0
2024-01-01 10:45:00,3.0,15.0,0.3244441944697795,19.54176472416629,14.758328721038266,11.0
2024-01-01 11:00:00,3.0,15.0,0.3244441944697795,19.451763660280637,14.83494859295239,12.0
2024-01-01 11:15:00,3.0,15.0,0.3244441944697795,19.370808397978863,14.912130328605,12.0
2024-01-01 11:30:00,3.0,15.0,0.3244441944697795,19.29335074240464,14.985059073505775,12.0
2024-01-01 11:45:00,1.0,16.0,0.3244441944697795,19.238858832096653,15.053957660672598,12.0
2024-01-01 12:00:00,3.0,19.0,0.3244441944697795,20.101355627444736,15.127031167991454,12.0
2024-01-01 12:15:00,1.0,18.0,0.3244441944697795,20.51154146660593,15.217383632110993,12.0
2024-01-01 12:30:00,3.0,18.0,0.3244441944697795,20.411540563339482,15.306123201273376,12.0
2024-01-01 12:45:00,1.0,16.0,0.3244441944697795,20.31571699380083,15.389818098476544,12.0
2024-01-01 13:00:00,1.0,20.0,0.3244441944697795,20.22408209248651,15.468722810766836,12.0
2024-01-01 13:15:00,1.0,20.0,0.3244441944697795,20.136466446381842,15.543084654815111,12.0
2024-01-01 13:30:00,3.0,17.0,0.3244441944697795,20.052437312369428,15.613133817449096,12.0
2024-01-01 13:45:00,3.0,15.0,0.3244441944697795,19.971820365538115,15.6790869896024,12.0
2024-01-01 14:00:00,3.0,15.0,0.3244441944697795,19.88926306414886,15.741115875957895,12.0
2024-01-01 14:15:00,3.0,15.0,0.3244441944697795,19.804027924464158,15.799251837350345,12.0
2024-01-01 14:30:00,3.0,15.0,0.3244441944697795,19.721973800311517,15.853641877762145,12.0
2024-01-01 14:45:00,3.0,15.0,0.3244441944697795,19.64294779288223,15.904475683338982,12.0
2024-01-01 15:00:00,3.0,15.0,0.3244441944697795,19.561683830047723,15.951899724063164,12.0
2024-01-01 15:15:00,3.0,15.0,0.3244441944697795,19.47747116301964,15.99592305228576,12.0
2024-01-01 15:30:00,3.0,15.0,0.3244441944697795,19.39611043758181,16.03666997053114,12.0
2024-01-01 15:45:00,1.0,17.0,0.3244441944697795,19.415511937952832,16.074507778495086,12.0
2024-01-01 16:00:00,2.0,14.9,0.3244441944697795,19.821845112797156,16.113035685090075,11.0
2024-01-01 16:15:00,2.0,14.5,0.3244441944697795,19.73397061088836,16.14848492275189,11.0
2024-01-01 16:30:00,2.0,14.5,0.3244441944697795,19.648844617724247,16.180847225125763,11.0
2024-01-01 16:45:00,1.0,17.8,0.3244441944697795,19.566338269069583,16.21028175076607,11.0
2024-01-01 17:00:00,1.0,20.0,0.3244441944697795,19.779868005331593,16.238134317726715,11.0
2024-01-01 17:15:00,3.0,19.0,0.3244441944697795,20.464954382946857,16.27874317196043,11.0
2024-01-01 17:30:00,1.0,17.0,0.3244441944697795,20.37259612044857,16.323465861781877,11.0
2024-01-01 17:45:00,1.0,20.0,0.3244441944697795,20.27687667639648,16.36457090977162,11.0
2024-01-01 18:00:00,1.0,20.0,0.3244441944697795,20.184205133037946,16.40223459802818,11.0
2024-01-01 18:15:00,1.0,20.0,0.3244441944697795,20.09443819512042,16.436633997063783,11.0
2024-01-01 18:30:00,1.0,20.0,0.3244441944697795,20.007439635621225,16.46793736902686,11.0
2024-01-01 18:45:00,3.0,19.0,0.3244441944697795,19.923079945490233,16.496304604532362,11.0
2024-01-01 19:00:00,1.0,19.0,0.3244441944697795,19.841236000756574,16.521887637834542,11.0
2024-01-01 19:15:00,1.0,20.0,0.3244441944697795,19.76179074613851,16.54483084141608,11.0
2024-01-01 19:30:00,1.0,20.0,0.3244441944697795,19.684632894338204,16.565271401013952,11.0
2024-01-01 19:45:00,3.0,18.0,0.3244441944697795,19.609656640243895,16.58333967205202,11.0
2024-01-01 20:00:00,3.0,15.0,0.3244441944697795,19.536761389300377,16.599159518402026,11.0
2024-01-01 20:15:00,3.0,15.0,0.3244441944697795,19.46585149934531,16.612848634349223,11.0
2024-01-01 20:30:00,1.0,16.0,0.3244441944697795,19.416475201275084,16.624528869876816,11.0
2024-01-01 20:45:00,1.0,20.0,0.3244441944697795,20.2385960503537,16.642230024911935,11.0
2024-01-01 21:00:00,1.0,20.0,0.3244441944697795,20.50668268698114,16.67183777673687,10.0
2024-01-01 21:15:00,2.0,18.9,0.3244441944697795,20.41465269673383,16.695628524747832,10.0
2024-01-01 21:30:00,2.0,14.5,0.3244441944697795,20.32521201778932,16.716608390605117,10.0
2024-01-01 21:45:00,2.0,14.5,0.3244441944697795,20.238241358889617,16.73492423622718,10.0
2024-01-01 22:00:00,1.0,15.6,0.3244441944697795,20.153627301120725,16.750715607999382,10.0
2024-01-01 22:15:00,1.0,20.0,0.3244441944697795,20.071262006970816,16.764115099616124,10.0
2024-01-01 22:30:00,1.0,20.0,0.3244441944697795,19.99104294381154,16.775248696933627,10.0
2024-01-01 22:45:00,2.0,14.5,0.3244441944697795,19.91287262108752,16.784236105725153,10.0
2024-01-01 23:00:00,2.0,14.5,0.3244441944697795,19.83665834053436,16.7911910631863,10.0
2024-01-01 23:15:00,2.0,14.5,0.3244441944697795,19.762311958779204,16.79622163399608,10.0
2024-01-01 23:30:00,2.0,14.5,0.3244441944697795,19.6897496617101,16.799430491699397,10.0
2024-01-01 23:45:00,2.0,14.5,0.3244441944697795,19.61889175003054,16.800915186138642,10.0
2024-01-02 00:00:00,2.0,14.5,0.3244441944697795,19.54966243544479,16.800768397626147,10.0
2024-01-02 00:15:00,2.0,14.5,0.3244441944697795,19.48198964694688,16.79907817851471,10.0
2024-01-02 00:30:00,2.0,14.5,0.3244441944697795,19.415804846712387,16.795928182791098,10.0
2024-01-02 00:45:00,2.0,14.5,0.3244441944697795,19.35104285511697,16.791397884286223,10.0
2024-01-02 01:00:00,2.0,14.5,0.3244441944697795,19.288020087697355,16.789920157350476,11.0
2024-01-02 01:15:00,2.0,14.5,0.3244441944697795,19.22685096146673,16.792009695055793,11.0
2024-01-02 01:30:00,2.0,14.5,0.3244441944697795,19.1671052640664,16.792665263757197,11.0
2024-01-02 01:45:00,2.0,14.5,0.3244441944697795,19.10871983001887,16.791964076857223,11.0
2024-01-02 02:00:00,2.0,14.5,0.3244441944697795,19.051256188074923,16.78562211828888,10.0
2024-01-02 02:15:00,2.0,14.5,0.3244441944697795,18.99448384342691,16.773266112730596,10.0
2024-01-02 02:30:00,2.0,14.5,0.3244441944697795,18.938722612526057,16.760031640203657,10.0
2024-01-02 02:45:00,2.0,14.5,0.3244441944697795,18.88393066547311,16.745969113163785,10.0
2024-01-02 03:00:00,2.0,14.5,0.3244441944697795,18.83006820799409,16.731126413194247,10.0
2024-01-02 03:15:00,2.0,14.5,0.3244441944697795,18.777097380695412,16.715549016624554,10.0
2024-01-02 03:30:00,2.0,14.5,0.3244441944697795,18.724982163312994,16.6992801139206,10.0
2024-01-02 03:45:00,2.0,14.5,0.3244441944697795,18.67368828370747,16.68236072315523,10.0
2024-01-02 04:00:00,2.0,14.5,0.3244441944697795,18.623183131370457,16.66482979785251,10.0
2024-01-02 04:15:00,2.0,16.333333333333332,0.3244441944697795,18.83397793579167,16.64816553181272,10.0
2024-01-02 04:30:00,2.0,14.5,0.3244441944697795,19.00460185763241,16.63903679948269,10.0
2024-01-02 04:45:00,2.0,14.5,0.3244441944697795,18.94570185607524,16.630276768863535,10.0
2024-01-02 05:00:00,2.0,14.5,0.3244441944697795,18.887938883678828,16.620476885485903,10.0
2024-01-02 05:15:00,1.0,17.433333333333334,0.3244441944697795,19.014096938240183,16.610253982876657,10.0
2024-01-02 05:30:00,2.0,18.166666666666668,0.3244441944697795,19.87376979306489,16.613209279829142,10.0
2024-01-02 05:45:00,1.0,18.533333333333335,0.3244441944697795,19.858942512969534,16.625976455333447,10.0
2024-01-02 06:00:00,2.0,14.866666666666667,0.3244441944697795,19.780511333419373,16.636734167671953,10.0
2024-01-02 06:15:00,1.0,20.0,0.3244441944697795,19.70408046277479,16.645397567653635,10.0
2024-01-02 06:30:00,2.0,15.6,0.3244441944697795,19.62955941886995,16.65207766765415,10.0
2024-01-02 06:45:00,1.0,16.7,0.3244441944697795,19.55686216541397,16.656879943325084,10.0
2024-01-02 07:00:00,1.0,20.0,0.3244441944697795,19.779824244994973,16.66545655979744,11.0
2024-01-02 07:15:00,3.0,16.0,0.3244441944697795,20.47417826042317,16.692540229484766,11.0
2024-01-02 07:30:00,1.0,20.0,0.3244441944697795,20.390585540520718,16.724373028611016,11.0
2024-01-02 07:45:00,1.0,20.0,0.3244441944697795,20.303154632453865,16.753192145875484,11.0
2024-01-02 08:00:00,3.0,18.0,0.3244441944697795,20.21870782295742,16.779146651741893,11.0
