,TumbleDryer,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.001,0.042,0.0
2024-01-01 00:15:00,0.001,0.001,0.042,0.0
2024-01-01 00:30:00,0.001,0.001,0.232,0.0
2024-01-01 00:45:00,0.001,0.001,0.1686666666666667,0.0
2024-01-01 01:00:00,0.001,0.001,0.042,0.0
2024-01-01 01:15:00,0.001,0.001,0.042,0.0
2024-01-01 01:30:00,0.001,0.001,0.042,0.0
2024-01-01 01:45:00,0.001,0.001,0.042,0.0
2024-01-01 02:00:00,0.001,0.001,0.05466666666666667,2.3333333333333335
2024-01-01 02:15:00,0.001,0.001,0.232,0.0
2024-01-01 02:30:00,0.001,0.001,0.15600000000000003,0.0
2024-01-01 02:45:00,0.001,0.001,0.042,0.0
2024-01-01 03:00:00,0.001,0.001,0.042,0.0
2024-01-01 03:15:00,0.001,0.001,0.042,0.0
2024-01-01 03:30:00,0.001,0.001,0.042,0.0
2024-01-01 03:45:00,0.001,0.001,0.06733333333333333,0.0
2024-01-01 04:00:00,0.001,0.001,0.232,0.0
2024-01-01 04:15:00,0.001,0.001,0.14333333333333334,1.3333333333333333
2024-01-01 04:30:00,0.001,0.001,0.042,0.0
2024-01-01 04:45:00,0.001,0.001,0.042,0.0
2024-01-01 05:00:00,0.001,0.001,0.042,0.0
2024-01-01 05:15:00,0.001,0.001,0.042,0.0
2024-01-01 05:30:00,0.001,0.001,0.08000000000000002,3.0
2024-01-01 05:45:00,0.001,0.001,0.232,4.333333333333333
2024-01-01 06:00:00,0.001,0.001,0.13066666666666668,1.6666666666666667
2024-01-01 06:15:00,0.001,0.001,0.042,0.0
2024-01-01 06:30:00,0.001,0.001,0.042,2.0
2024-01-01 06:45:00,0.001,0.001,0.042,4.333333333333333
2024-01-01 07:00:00,0.001,0.001,0.042,0.0
2024-01-01 07:15:00,0.001,0.001,0.09266666666666667,0.0
2024-01-01 07:30:00,0.001,0.001,0.232,0.0
2024-01-01 07:45:00,0.001,0.001,0.11800000000000001,0.6666666666666666
2024-01-01 08:00:00,0.001,0.001,0.042,1.6666666666666667
2024-01-01 08:15:00,0.001,0.001,0.042,0.0
2024-01-01 08:30:00,0.001,0.001,0.042,0.0
2024-01-01 08:45:00,0.001,0.001,0.042,0.0
2024-01-01 09:00:00,0.001,0.001,0.10533333333333333,2.3333333333333335
2024-01-01 09:15:00,0.001,0.001,0.232,0.0
2024-01-01 09:30:00,0.001,0.001,0.10533333333333333,0.0
2024-01-01 09:45:00,0.001,0.001,0.042,0.0
2024-01-01 10:00:00,0.001,0.001,0.042,0.0
2024-01-01 10:15:00,0.001,0.001,0.042,0.3333333333333333
2024-01-01 10:30:00,0.001,0.001,0.042,2.0
2024-01-01 10:45:00,0.001,0.001,0.11800000000000001,0.0
2024-01-01 11:00:00,0.001,0.001,0.23831043947058286,0.0
2024-01-01 11:15:00,0.001,0.001,0.12421886401958097,0.0
2024-01-01 11:30:00,0.001,0.001,0.07355219735291431,0.0
2024-01-01 11:45:00,0.001,0.001,0.07355219735291431,0.0
2024-01-01 12:00:00,0.001,0.001,0.46914523770585903,2.3333333333333335
