,DishWasher,BaseLoad,P_EV
2024-01-01 00:00:00,0.0,0.1857,0.0
2024-01-01 00:15:00,0.0,0.1857,0.0
2024-01-01 00:30:00,0.0,0.3407,0.0
2024-01-01 00:45:00,0.0,0.4460333333333333,0.0
2024-01-01 01:00:00,0.0,0.2763666666666666,0.0
2024-01-01 01:15:00,0.0,0.16760666666666663,0.0
2024-01-01 01:30:00,0.0,0.05,0.0
2024-01-01 01:45:00,0.0,0.16366666666666668,0.0
2024-01-01 02:00:00,0.0,0.12233333333333334,0.0
2024-01-01 02:15:00,0.0,0.29533333333333334,0.0
2024-01-01 02:30:00,0.0,0.12466666666666666,0.0
2024-01-01 02:45:00,0.0,0.05,0.0
2024-01-01 03:00:00,0.0,0.12233333333333334,0.0
2024-01-01 03:15:00,0.0,0.16366666666666668,0.0
2024-01-01 03:30:00,0.0,0.07212566056480547,0.0
2024-01-01 03:45:00,0.0,0.31049040903934016,0.0
2024-01-01 04:00:00,0.0,0.12049040903934016,0.0
2024-01-01 04:15:00,0.0,0.0928237423726735,0.0
2024-01-01 04:30:00,0.0,0.21682374237267352,0.0
2024-01-01 04:45:00,0.0,0.050788249491511575,0.0
2024-01-01 05:00:00,0.0,0.10066666666666667,0.0
2024-01-01 05:15:00,0.0,0.23866666666666667,0.0
2024-01-01 05:30:00,0.0,0.13066666666666665,0.0
2024-01-01 05:45:00,0.0,0.19466666666666665,0.0
2024-01-01 06:00:00,0.0,0.09133333333333332,0.0
2024-01-01 06:15:00,0.0,0.05,0.0
2024-01-01 06:30:00,0.0,0.13866666666666666,0.0
2024-01-01 06:45:00,0.0,0.17866666666666664,0.0
2024-01-01 07:00:00,0.0,0.256,0.0
2024-01-01 07:15:00,0.0,0.13266666666666665,0.0
2024-01-01 07:30:00,0.0,0.05,0.0
2024-01-01 07:45:00,0.0,0.05,0.0
2024-01-01 08:00:00,0.0,0.17666666666666667,0.0
2024-01-01 08:15:00,0.0,0.188,0.0
2024-01-01 08:30:00,0.0,0.27666666666666667,0.0
2024-01-01 08:45:00,0.0,0.06466666666666668,0.0
2024-01-01 09:00:00,0.0,0.05,0.0
2024-01-01 09:15:00,0.0,0.05,0.0
2024-01-01 09:30:00,0.0,0.2353333333333333,0.0
2024-01-01 09:45:00,0.0,0.243,0.0
2024-01-01 10:00:00,0.0,0.14100000000000001,0.0
2024-01-01 10:15:00,0.0,0.08666666666666667,0.0
2024-01-01 10:30:00,0.0,0.05,10.266666666666667
2024-01-01 10:45:00,0.0,0.06266666666666668,11.0
2024-01-01 11:00:00,0.0,0.37433333333333335,11.0
2024-01-01 11:15:00,0.0,0.10166666666666666,0.0
2024-01-01 11:30:00,0.0,0.10866666666666668,0.0
2024-01-01 11:45:00,0.0,0.10866666666666668,0.0
2024-01-01 12:00:00,0.0,0.05,0.0
2024-01-01 12:15:00,0.0,0.19366666666666668,0.0
2024-01-01 12:30:00,0.0,0.295,2.933333333333333
2024-01-01 12:45:00,0.0,0.05,0.0
2024-01-01 13:00:00,0.0,0.08666666666666667,0.0
2024-01-01 13:15:00,0.0,0.13066666666666665,0.0
2024-01-01 13:30:00,0.0,0.10166666666666666,0.0
2024-01-01 13:45:00,0.0,0.8178904090393402,0.0
2024-01-01 14:00:00,0.0,0.19896202043147732,0.0
2024-01-01 14:15:00,0.0,0.09337593972558782,0.0
2024-01-01 14:30:00,0.0,0.10804260639225448,0.0
2024-01-01 14:45:00,0.0,0.20401119125105313,0.0
2024-01-01 15:00:00,0.0,0.24695219735291432,0.0
2024-01-01 15:15:00,0.0,0.23557509121566475,0.0
2024-01-01 15:30:00,0.0,0.13899999999999998,0.0
2024-01-01 15:45:00,0.0,0.063,0.0
2024-01-01 16:00:00,0.0,0.5882666666666666,0.0
2024-01-01 16:15:00,0.0,0.6764666666666667,0.0
2024-01-01 16:30:00,0.0,0.12666666666666665,3.6666666666666665
2024-01-01 16:45:00,0.0,0.21466666666666664,0.0
2024-01-01 17:00:00,0.0,0.08800000000000001,0.0
2024-01-01 17:15:00,0.0,0.09840000000000002,0.0
2024-01-01 17:30:00,0.0,0.4276,0.0
2024-01-01 17:45:00,0.0,0.7553570757060069,0.0
2024-01-01 18:00:00,0.0,0.4767092730589211,0.0
2024-01-01 18:15:00,0.0,0.6173759397255877,0.0
2024-01-01 18:30:00,0.0,0.4395092730589212,0.0
2024-01-01 18:45:00,0.0,0.7654229417595416,0.0
2024-01-01 19:00:00,0.0,0.8425521973529142,0.0
2024-01-01 19:15:00,0.0,2.6806855306862474,0.0
