,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0814863312993796,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.243,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.14166666666666666,0.0,0.0,4.333333333333333
2024-01-01 00:45:00,0.001,0.001,0.5860666666666667,0.0,0.0,1.0
2024-01-01 01:00:00,0.001,0.001,0.13441999999999998,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.18869999999999998,0.0,0.0,3.0
2024-01-01 01:30:00,0.001,0.001,0.35336666666666666,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.3280333333333333,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.18869999999999998,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.18869999999999998,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.18869999999999998,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.30269999999999997,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.3787,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.18869999999999998,0.0,0.0,3.0
2024-01-01 03:30:00,0.001,0.001,0.18869999999999998,0.0,0.0,0.6666666666666666
2024-01-01 03:45:00,0.001,0.001,0.18869999999999998,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.2520333333333333,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.3787,0.0,2.4,0.0
2024-01-01 04:30:00,0.001,0.001,0.23936666666666664,0.0,4.0,4.666666666666667
2024-01-01 04:45:00,0.001,0.001,0.18869999999999998,0.0,4.0,3.0
2024-01-01 05:00:00,0.001,0.001,0.5884999999999999,0.0,4.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.20136666666666664,0.0,4.0,0.0
