,TumbleDryer,WashingMachine,BaseLoad
2024-01-01 00:00:00,0.001,0.001,0.19169999999999998
2024-01-01 00:15:00,0.001,0.001,0.19169999999999998
2024-01-01 00:30:00,0.001,0.001,0.3080333333333333
2024-01-01 00:45:00,0.001,0.001,0.42136666666666667
2024-01-01 01:00:00,0.001,0.001,0.19169999999999998
2024-01-01 01:15:00,0.001,0.001,0.19169999999999998
2024-01-01 01:30:00,0.001,0.001,0.19169999999999998
2024-01-01 01:45:00,0.001,0.001,0.11027999999999999
2024-01-01 02:00:00,0.001,0.001,0.24733333333333332
2024-01-01 02:15:00,0.001,0.001,0.21066666666666667
2024-01-01 02:30:00,0.001,0.001,0.056
2024-01-01 02:45:00,0.001,0.001,0.056
2024-01-01 03:00:00,0.001,0.001,0.056
2024-01-01 03:15:00,0.001,0.001,0.078
2024-01-01 03:30:00,0.001,0.001,0.30033333333333334
2024-01-01 03:45:00,0.001,0.001,0.13566666666666669
2024-01-01 04:00:00,0.001,0.001,0.056
2024-01-01 04:15:00,0.001,0.001,0.056
2024-01-01 04:30:00,0.001,0.001,0.056
2024-01-01 04:45:00,0.001,0.001,0.13233333333333333
2024-01-01 05:00:00,0.001,0.001,0.2843333333333333
2024-01-01 05:15:00,0.001,0.001,0.09733333333333333
2024-01-01 05:30:00,0.001,0.001,0.056
2024-01-01 05:45:00,0.001,0.001,0.056
2024-01-01 06:00:00,0.001,0.001,0.056
2024-01-01 06:15:00,0.001,0.001,0.20733333333333334
2024-01-01 06:30:00,0.001,0.001,0.24033333333333334
2024-01-01 06:45:00,0.001,0.001,0.06633333333333333
2024-01-01 07:00:00,0.001,0.001,0.056
2024-01-01 07:15:00,0.001,0.001,0.056
2024-01-01 07:30:00,0.001,0.001,0.1
2024-01-01 07:45:00,0.001,0.001,0.22366666666666665
2024-01-01 08:00:00,0.001,0.001,0.19033333333333333
2024-01-01 08:15:00,0.001,0.001,0.056
2024-01-01 08:30:00,0.001,0.001,0.056
2024-01-01 08:45:00,0.001,0.001,0.056
2024-01-01 09:00:00,0.001,0.001,0.14400000000000002
2024-01-01 09:15:00,0.001,0.001,0.21066666666666667
2024-01-01 09:30:00,0.001,0.001,0.15933333333333335
2024-01-01 09:45:00,0.001,0.001,0.056
2024-01-01 10:00:00,0.001,0.001,0.056
2024-01-01 10:15:00,0.001,0.001,0.078
2024-01-01 10:30:00,0.001,0.001,0.166
2024-01-01 10:45:00,0.001,0.001,0.19766666666666666
2024-01-01 11:00:00,0.001,0.001,0.12833333333333333
2024-01-01 11:15:00,0.001,0.001,0.056
2024-01-01 11:30:00,0.001,0.001,0.056
2024-01-01 11:45:00,0.001,0.001,0.12200000000000001
2024-01-01 12:00:00,0.001,0.001,0.1396666666666667
2024-01-01 12:15:00,0.001,0.001,0.211
2024-01-01 12:30:00,0.001,0.001,0.09733333333333333
2024-01-01 12:45:00,0.001,0.001,0.056
2024-01-01 13:00:00,0.001,0.001,0.056
2024-01-01 13:15:00,0.001,0.001,0.166
2024-01-01 13:30:00,0.001,0.001,0.12666666666666665
2024-01-01 13:45:00,0.001,0.001,0.211
2024-01-01 14:00:00,0.001,0.001,0.06633333333333333
2024-01-01 14:15:00,0.001,0.001,0.056
2024-01-01 14:30:00,0.001,0.001,0.1
2024-01-01 14:45:00,0.001,0.001,0.15133333333333335
2024-01-01 15:00:00,0.001,0.001,0.12833333333333333
2024-01-01 15:15:00,0.001,0.001,0.19033333333333333
2024-01-01 15:30:00,0.001,0.001,0.056
2024-01-01 15:45:00,0.001,0.001,0.056
2024-01-01 16:00:00,0.001,0.001,0.14400000000000002
2024-01-01 16:15:00,0.001,0.001,0.10733333333333334
2024-01-01 16:30:00,0.001,0.001,0.15933333333333335
2024-01-01 16:45:00,0.001,0.001,0.15933333333333335
2024-01-01 17:00:00,0.001,0.001,0.056
2024-01-01 17:15:00,0.001,0.001,0.078
2024-01-01 17:30:00,0.001,0.001,0.166
2024-01-01 17:45:00,0.001,0.001,0.06333333333333334
2024-01-01 18:00:00,0.001,0.001,0.19033333333333333
2024-01-01 18:15:00,0.001,0.001,0.12833333333333333
2024-01-01 18:30:00,0.001,0.001,0.056
2024-01-01 18:45:00,0.001,0.001,0.12200000000000001
2024-01-01 19:00:00,0.001,0.001,0.12933333333333336
2024-01-01 19:15:00,0.001,0.001,0.06633333333333333
2024-01-01 19:30:00,0.001,0.001,0.211
2024-01-01 19:45:00,0.001,0.001,0.09733333333333333
2024-01-01 20:00:00,0.001,0.001,0.056
2024-01-01 20:15:00,0.001,0.001,0.166
2024-01-01 20:30:00,0.001,0.001,0.08533333333333333
2024-01-01 20:45:00,0.001,0.001,0.09733333333333333
2024-01-01 21:00:00,0.001,0.001,0.211
2024-01-01 21:15:00,0.001,0.001,0.06633333333333333
2024-01-01 21:30:00,0.001,0.001,0.1
2024-01-01 21:45:00,0.001,0.001,0.15133333333333335
2024-01-01 22:00:00,0.001,0.001,0.056
2024-01-01 22:15:00,0.001,0.001,0.12833333333333333
2024-01-01 22:30:00,0.001,0.001,0.19033333333333333
2024-01-01 22:45:00,0.001,0.001,0.056
2024-01-01 23:00:00,0.001,0.001,0.21799232723147216
2024-01-01 23:15:00,0.001,0.001,0.24857099500011734
2024-01-01 23:30:00,0.001,0.001,0.2203759397255878
2024-01-01 23:45:00,0.001,0.001,0.7880426063922545
