,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.036,0.0,0.0
2024-01-01 00:15:00,0.001,0.15,0.0,0.0
2024-01-01 00:30:00,0.001,0.21333333333333335,0.0,0.0
2024-01-01 00:45:00,0.001,0.036,0.0,0.0
2024-01-01 01:00:00,0.001,0.036,0.0,0.0
2024-01-01 01:15:00,0.001,0.036,0.0,0.0
2024-01-01 01:30:00,0.001,0.036,0.0,0.0
2024-01-01 01:45:00,0.001,0.15,0.0,0.0
2024-01-01 02:00:00,0.001,0.21333333333333335,0.0,0.0
2024-01-01 02:15:00,0.001,0.036,0.0,0.0
2024-01-01 02:30:00,0.001,0.036,0.0,0.0
2024-01-01 02:45:00,0.001,0.036,0.0,0.0
2024-01-01 03:00:00,0.001,0.036,0.0,0.0
2024-01-01 03:15:00,0.001,0.15,0.0,0.0
2024-01-01 03:30:00,0.001,0.21333333333333335,0.0,0.0
2024-01-01 03:45:00,0.001,0.036,0.0,0.0
2024-01-01 04:00:00,0.001,0.036,0.0,0.0
2024-01-01 04:15:00,0.001,0.036,0.0,0.0
2024-01-01 04:30:00,0.001,0.036,0.0,0.0
2024-01-01 04:45:00,0.001,0.15,0.0,0.0
2024-01-01 05:00:00,0.001,0.21333333333333335,0.0,0.0
2024-01-01 05:15:00,0.001,0.036,0.0,0.0
2024-01-01 05:30:00,0.001,0.036,0.0,0.4
2024-01-01 05:45:00,0.001,0.036,0.0,1.5
2024-01-01 06:00:00,0.001,0.036,0.0,1.5
2024-01-01 06:15:00,0.001,0.15,0.0,1.5
2024-01-01 06:30:00,0.001,0.21333333333333335,0.0,0.7
2024-01-01 06:45:00,0.001,0.036,0.0,0.0
2024-01-01 07:00:00,0.001,0.5690666666666666,0.0,0.0
2024-01-01 07:15:00,0.001,0.036,0.0,0.0
2024-01-01 07:30:00,0.001,0.036,0.0,0.6
2024-01-01 07:45:00,0.001,0.15,0.0,1.5
2024-01-01 08:00:00,0.001,0.21333333333333335,0.0,1.5
2024-01-01 08:15:00,0.001,0.036,0.0,1.5
2024-01-01 08:30:00,0.001,0.036,0.0,1.5
2024-01-01 08:45:00,0.001,0.048133333333333334,0.0,1.5
2024-01-01 09:00:00,0.001,0.049,0.0,1.5
2024-01-01 09:15:00,0.001,0.16299999999999998,11.0,1.5
2024-01-01 09:30:00,0.001,0.22633333333333333,13.0,1.5
2024-01-01 09:45:00,0.001,0.038599999999999995,0.0,1.5
2024-01-01 10:00:00,0.001,0.03773333333333333,0.0,1.5
2024-01-01 10:15:00,0.001,0.08933333333333333,0.0,1.5
2024-01-01 10:30:00,0.001,0.17,0.0,1.5
2024-01-01 10:45:00,0.001,0.284,0.0,1.5
2024-01-01 11:00:00,0.001,0.3473333333333333,0.0,1.5
2024-01-01 11:15:00,0.001,0.16913333333333336,0.0,1.5
2024-01-01 11:30:00,0.001,0.13773333333333335,0.0,1.5
2024-01-01 11:45:00,0.001,0.049,0.0,1.5
2024-01-01 12:00:00,0.001,0.049,0.0,1.5
2024-01-01 12:15:00,0.001,0.15953333333333333,0.0,0.9
2024-01-01 12:30:00,0.001,0.21333333333333335,0.0,0.0
2024-01-01 12:45:00,0.001,0.036,0.0,0.0
2024-01-01 13:00:00,0.001,0.036,0.0,0.0
2024-01-01 13:15:00,0.001,0.036,0.0,0.0
2024-01-01 13:30:00,0.001,0.036,0.0,0.0
2024-01-01 13:45:00,0.001,0.15,0.0,0.0
2024-01-01 14:00:00,0.001,0.21333333333333335,0.0,0.0
2024-01-01 14:15:00,0.001,0.036,0.0,0.0
2024-01-01 14:30:00,0.001,0.036,0.0,0.0
2024-01-01 14:45:00,0.001,0.036,0.0,0.0
2024-01-01 15:00:00,0.001,0.036,0.0,0.0
2024-01-01 15:15:00,0.001,0.15867074440662723,0.0,0.2
2024-01-01 15:30:00,0.001,0.3300237423726735,0.0,1.5
2024-01-01 15:45:00,0.001,0.17489040903934017,0.0,1.5
2024-01-01 16:00:00,0.001,0.1818237423726735,0.0,1.4
2024-01-01 16:15:00,0.001,0.7306189938981389,0.0,0.0
2024-01-01 16:30:00,0.001,0.2815,0.0,0.0
2024-01-01 16:45:00,0.001,0.29696666666666666,0.0,0.0
2024-01-01 17:00:00,0.001,0.34903333333333325,0.0,0.0
2024-01-01 17:15:00,0.001,0.17976666666666666,0.0,0.0
2024-01-01 17:30:00,0.001,0.2927,0.0,0.0
2024-01-01 17:45:00,0.001,0.2927,0.0,0.0
2024-01-01 18:00:00,0.001,0.2927,0.0,0.5
2024-01-01 18:15:00,0.001,0.5038472526274439,0.0,1.5
2024-01-01 18:30:00,0.001,0.5741855306862476,0.0,1.5
2024-01-01 18:45:00,0.001,0.32425219735291433,0.0,0.9
2024-01-01 19:00:00,0.001,0.32425219735291433,0.0,0.0
2024-01-01 19:15:00,0.001,0.32425219735291433,0.0,0.0
2024-01-01 19:30:00,0.001,0.25726813156860956,0.0,0.0
2024-01-01 19:45:00,0.001,0.2857,0.0,0.0
2024-01-01 20:00:00,0.001,0.34903333333333325,0.0,0.0
2024-01-01 20:15:00,0.001,0.1717,0.0,0.0
2024-01-01 20:30:00,0.001,0.1717,0.0,0.0
2024-01-01 20:45:00,0.001,0.1717,0.0,0.0
2024-01-01 21:00:00,0.001,0.18783333333333332,0.0,0.0
2024-01-01 21:15:00,0.001,0.40906474847453467,0.0,0.0
2024-01-01 21:30:00,0.001,0.48185707570600683,0.0,0.0
2024-01-01 21:45:00,0.001,0.3045237423726735,0.0,0.0
2024-01-01 22:00:00,0.001,0.6771837423726734,0.0,0.0
2024-01-01 22:15:00,0.001,0.28839040903934016,0.0,0.0
2024-01-01 22:30:00,0.001,0.2997942454236041,0.0,0.0
2024-01-01 22:45:00,0.001,0.40669999999999995,0.0,0.5
2024-01-01 23:00:00,0.001,0.4700333333333333,0.0,1.5
2024-01-01 23:15:00,0.001,0.24430000000000002,0.0,1.3
2024-01-01 23:30:00,0.001,0.1717,0.0,0.0
2024-01-01 23:45:00,0.001,0.3249666666666667,0.0,0.0
