,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.001,0.055,0.0,1.0
2024-01-01 00:15:00,0.0,0.001,0.055,0.0,0.0
2024-01-01 00:30:00,0.0,0.001,0.12833333333333333,0.0,0.0
2024-01-01 00:45:00,0.0,0.001,0.12833333333333333,0.0,0.4
2024-01-01 01:00:00,0.0,0.001,0.055,0.0,0.8
2024-01-01 01:15:00,0.0,0.001,0.055,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.055,0.0,1.2
2024-01-01 01:45:00,0.0,0.001,0.055,0.0,2.2
2024-01-01 02:00:00,0.0,0.001,0.12833333333333333,0.0,1.2
2024-01-01 02:15:00,0.0,0.001,0.1396,0.0,0.2
2024-01-01 02:30:00,0.0,0.001,0.068,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.07351774644058097,0.0,0.0
2024-01-01 03:00:00,0.0,0.001,0.6120237423726737,0.0,1.6
2024-01-01 03:15:00,0.0,0.001,0.06682374237267351,0.0,0.0
2024-01-01 03:30:00,0.0,0.001,0.27342374237267353,0.0,0.0
2024-01-01 03:45:00,0.0,0.001,0.40590215954782866,0.0,0.0
2024-01-01 04:00:00,0.0,0.001,0.5880666666666666,0.6,1.4
2024-01-01 04:15:00,0.0,0.001,0.055,2.4,0.0
2024-01-01 04:30:00,0.0,0.001,0.5880666666666666,0.6,0.0
2024-01-01 04:45:00,0.0,0.001,0.055,0.0,1.4
2024-01-01 05:00:00,0.0,0.001,0.12833333333333333,0.0,2.8
2024-01-01 05:15:00,0.0,0.001,0.12833333333333333,0.0,1.2
2024-01-01 05:30:00,0.0,0.001,0.055,0.0,2.8
2024-01-01 05:45:00,0.0,0.001,0.055,0.0,2.2
2024-01-01 06:00:00,0.0,0.001,0.055,0.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.18826666666666667,0.0,1.0
2024-01-01 06:30:00,0.0,0.001,0.5281333333333333,0.0,3.0
2024-01-01 06:45:00,0.0,0.001,0.12833333333333333,0.0,1.0
2024-01-01 07:00:00,0.0,0.001,0.055,0.0,0.0
2024-01-01 07:15:00,0.0,0.001,0.05846666666666667,0.0,0.0
2024-01-01 07:30:00,0.0,0.001,0.5084666666666667,0.0,1.8
2024-01-01 07:45:00,0.0,0.001,0.19,0.0,0.0
2024-01-01 08:00:00,0.0,0.001,0.2633333333333333,0.0,0.0
2024-01-01 08:15:00,0.0,0.001,0.2607333333333333,0.0,0.0
2024-01-01 08:30:00,0.0,0.001,0.19,0.0,2.2
2024-01-01 08:45:00,0.0,0.001,0.19,0.0,1.4
2024-01-01 09:00:00,0.0,0.001,0.10866666666666668,2.6,0.2
2024-01-01 09:15:00,0.0,0.001,0.13253333333333334,0.0,3.0
2024-01-01 09:30:00,0.0,0.001,0.26233333333333336,0.0,3.0
2024-01-01 09:45:00,0.0,0.001,1.1952,0.0,0.6
2024-01-01 10:00:00,0.0002,0.001,0.189,0.0,0.0
2024-01-01 10:15:00,0.30086666666666667,0.001,0.189,0.0,0.0
2024-01-01 10:30:00,0.9006000000000001,0.001,0.1138,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.055,0.0,2.2
2024-01-01 11:00:00,0.001,0.001,0.12833333333333333,0.0,1.0
2024-01-01 11:15:00,0.0008,0.001,0.13526666666666667,0.0,1.0
2024-01-01 11:30:00,0.0,0.001,0.19795333333333331,0.0,2.6
2024-01-01 11:45:00,0.0,0.001,0.8277666666666667,0.0,0.0
2024-01-01 12:00:00,0.0,0.001,0.29469999999999996,0.0,1.0
2024-01-01 12:15:00,0.0,0.001,0.2860333333333333,0.0,1.2
2024-01-01 12:30:00,0.0,0.001,0.3428333333333333,0.0,3.0
2024-01-01 12:45:00,0.0,0.001,0.960798081807868,0.0,1.0
2024-01-01 13:00:00,0.0,0.001,0.6304437423726734,0.0,0.4
2024-01-01 13:15:00,0.0,0.001,0.5970176616667839,0.0,1.2
2024-01-01 13:30:00,0.0,0.001,0.5980759397255878,0.0,1.4
2024-01-01 13:45:00,0.0,0.001,0.5254759397255878,0.0,0.4
2024-01-01 14:00:00,0.0,0.001,0.9222521973529143,0.0,0.0
2024-01-01 14:15:00,0.0,0.001,0.3606521973529143,0.0,0.0
2024-01-01 14:30:00,0.0,0.001,0.28854175788233144,0.2,0.0
2024-01-01 14:45:00,0.0,0.001,0.3117,2.4,0.0
2024-01-01 15:00:00,0.0,0.001,0.41638249491511564,0.0,2.6
2024-01-01 15:15:00,0.0,0.001,0.4445237423726735,0.0,2.8
2024-01-01 15:30:00,0.0,0.001,0.5178570757060068,0.0,0.0
2024-01-01 15:45:00,0.0,0.001,0.44560432833345065,0.0,0.0
2024-01-01 16:00:00,0.0,0.001,0.3704210235674096,0.0,2.6
2024-01-01 16:15:00,0.0,0.001,2.209918864019581,0.0,2.0
2024-01-01 16:30:00,0.0,0.001,0.9739896084262082,0.0,0.0
2024-01-01 16:45:00,0.0,0.001,0.43084260639225447,0.0,0.0
2024-01-01 17:00:00,0.0,0.001,0.38712520727461636,0.0,0.0
2024-01-01 17:15:00,0.0,0.001,0.9346037423726735,0.0,0.0
2024-01-01 17:30:00,0.0,0.001,0.5584570757060068,0.0,0.0
2024-01-01 17:45:00,0.0,0.001,0.4360647484745347,0.0,0.0
2024-01-01 18:00:00,0.0,0.0687316897825012,0.5143666666666667,0.0,1.8
2024-01-01 18:15:00,0.0,0.22682445028681286,0.5547000000000001,0.0,0.0
2024-01-01 18:30:00,0.0,1.0480917842527124,0.6111932909464349,0.0,0.0
2024-01-01 18:45:00,0.0,0.23935650167967457,1.0834759397255878,0.0,0.0
2024-01-01 19:00:00,0.0,0.13825657016981338,0.5707426063922545,0.0,1.6
2024-01-01 19:15:00,0.0,0.23973158958077476,0.6029426063922545,0.0,3.0
2024-01-01 19:30:00,0.0,0.6691374043641064,0.6110759397255878,0.0,1.0
2024-01-01 19:45:00,0.0,0.12481499771125158,0.601616945827449,1.4,0.8
2024-01-01 20:00:00,0.0,0.25295079774059637,0.6452402929803885,1.2,0.2
2024-01-01 20:15:00,0.00013333333333333334,0.7380025933861958,1.025631058580465,0.0,0.0
2024-01-01 20:30:00,0.1509333333333333,0.001,0.5785426063922545,0.0,0.0
2024-01-01 20:45:00,1.0505333333333333,0.001,0.6032759397255878,0.0,1.6
2024-01-01 21:00:00,0.001,0.001,0.6076092730589212,0.0,1.8
2024-01-01 21:15:00,0.001,0.001,0.6110759397255878,0.0,3.0
