,DishWasher,BaseLoad,P_WB
2024-01-01 00:00:00,0.0,0.17445899389813882,0.0
2024-01-01 00:15:00,0.0,0.09240000000000001,1.0
2024-01-01 00:30:00,0.0,0.044,1.5
2024-01-01 00:45:00,0.0,0.044,1.5
2024-01-01 01:00:00,0.0,0.13933333333333334,1.5
2024-01-01 01:15:00,0.0,0.07333333333333332,0.6
2024-01-01 01:30:00,0.0,0.044,0.3
2024-01-01 01:45:00,0.0,0.045576498983023135,1.5
2024-01-01 02:00:00,0.0,0.45562374237267356,1.5
2024-01-01 02:15:00,0.0,0.09982374237267351,1.5
2024-01-01 02:30:00,0.0,0.13649040903934015,1.1
2024-01-01 02:45:00,0.0,0.0558237423726735,0.0
2024-01-01 03:00:00,0.0,0.05267074440662723,1.0
2024-01-01 03:15:00,0.0,0.044,1.5
2024-01-01 03:30:00,0.0,0.044,1.5
2024-01-01 03:45:00,0.0,0.14666666666666667,1.5
2024-01-01 04:00:00,0.0,0.066,1.5
2024-01-01 04:15:00,0.0,0.044,1.5
2024-01-01 04:30:00,0.0,0.044,1.5
2024-01-01 04:45:00,0.0,0.44380000000000003,0.0
2024-01-01 05:00:00,0.0,0.09533333333333333,0.0
2024-01-01 05:15:00,0.0,0.11733333333333333,0.0
2024-01-01 05:30:00,0.0,0.44380000000000003,0.0
2024-01-01 05:45:00,0.0,0.44380000000000003,1.0
2024-01-01 06:00:00,0.0,0.17726666666666668,1.5
2024-01-01 06:15:00,0.0,0.3105333333333334,1.5
2024-01-01 06:30:00,0.0,0.2957666666666666,1.5
2024-01-01 06:45:00,0.0,0.20736666666666664,1.5
2024-01-01 07:00:00,0.0,0.19269999999999998,1.5
2024-01-01 07:15:00,0.0,0.19269999999999998,1.5
2024-01-01 07:30:00,0.0,0.1797,1.5
2024-01-01 07:45:00,0.0,0.23836666666666667,1.5
2024-01-01 08:00:00,0.0,0.25594724338965036,1.5
2024-01-01 08:15:00,0.0,0.1915237423726735,1.5
2024-01-01 08:30:00,0.0,0.1915237423726735,1.5
2024-01-01 08:45:00,0.0,0.1915237423726735,1.5
2024-01-01 09:00:00,0.0,0.21012374237267348,1.5
2024-01-01 09:15:00,0.0,0.3050647484745347,1.5
2024-01-01 09:30:00,0.0,0.2000333333333333,1.5
2024-01-01 09:45:00,0.0,0.19096666666666665,1.5
2024-01-01 10:00:00,0.0,0.1797,1.5
2024-01-01 10:15:00,0.0,0.1797,1.5
2024-01-01 10:30:00,0.0,0.36669999999999997,1.5
2024-01-01 10:45:00,0.0,0.3593666666666666,1.5
2024-01-01 11:00:00,0.0,0.30069999999999997,1.5
2024-01-01 11:15:00,0.0,0.30069999999999997,1.4
2024-01-01 11:30:00,0.0,0.3125237423726735,0.0
2024-01-01 11:45:00,0.0,0.3349904090393402,0.0
2024-01-01 12:00:00,0.0,0.4355237423726735,0.9
2024-01-01 12:15:00,0.0,0.22872374237267348,1.4
2024-01-01 12:30:00,0.0,0.20373549288116194,0.0
2024-01-01 12:45:00,0.0,2.028433333333333,0.0
2024-01-01 13:00:00,0.0,1.4721666666666666,0.0
2024-01-01 13:15:00,0.0,0.7388333333333333,0.0
2024-01-01 13:30:00,0.0,2.335033333333333,1.4
2024-01-01 13:45:00,0.0,0.4144333333333333,1.5
2024-01-01 14:00:00,0.0,0.2707,0.2
2024-01-01 14:15:00,0.0,0.20396666666666666,0.0
2024-01-01 14:30:00,0.0,0.21194724338965037,1.2
2024-01-01 14:45:00,0.0,1.0939237423726735,1.5
2024-01-01 15:00:00,0.0,2.1915237423726737,1.4
2024-01-01 15:15:00,0.0,0.5915237423726736,0.0
2024-01-01 15:30:00,0.0,0.1915237423726735,0.0
2024-01-01 15:45:00,0.0,0.27158633129937954,0.0
2024-01-01 16:00:00,0.0,0.7658504090393402,0.0
2024-01-01 16:15:00,0.0,0.2286237423726735,0.0
2024-01-01 16:30:00,0.0,0.18982374237267352,1.5
2024-01-01 16:45:00,0.0,0.19403070201972875,1.3
2024-01-01 17:00:00,0.0,0.20524260639225447,0.8
2024-01-01 17:15:00,0.0,0.1210385286522939,1.5
2024-01-01 17:30:00,0.0,0.1838855306862476,1.5
2024-01-01 17:45:00,0.0,0.09722294175954155,1.5
2024-01-01 18:00:00,0.0,0.06683766166678398,1.5
2024-01-01 18:15:00,0.00046666666666666666,0.0558237423726735,1.5
2024-01-01 18:30:00,0.9006000000000001,1.0048904090393402,1.5
2024-01-01 18:45:00,0.30086666666666667,1.4315529979660462,1.5
2024-01-01 19:00:00,0.001,1.3782863312993794,1.5
2024-01-01 19:15:00,0.001,0.18982374237267352,1.5
2024-01-01 19:30:00,0.001,0.18982374237267352,1.5
2024-01-01 19:45:00,0.001,0.5896237423726736,1.5
2024-01-01 20:00:00,0.001,0.2204237423726735,1.5
2024-01-01 20:15:00,0.001,0.6646237423726736,1.5
2024-01-01 20:30:00,1.8002,0.32147447482364494,1.5
2024-01-01 20:45:00,0.6007333333333332,0.2213759397255878,1.5
2024-01-01 21:00:00,0.001,0.2213759397255878,1.5
2024-01-01 21:15:00,0.0005333333333333334,0.1729759397255878,1.5
2024-01-01 21:30:00,0.0,0.2011759397255878,1.5
2024-01-01 21:45:00,0.0,0.22298491429422782,1.5
2024-01-01 22:00:00,0.0,0.17682374237267354,1.5
2024-01-01 22:15:00,0.0,0.2062724599020602,1.5
2024-01-01 22:30:00,0.0,0.19734044684442587,1.5
2024-01-01 22:45:00,0.0,0.1797759397255878,1.5
2024-01-01 23:00:00,0.0,0.23257593972558782,1.5
2024-01-01 23:15:00,0.0,0.20837593972558782,1.5
2024-01-01 23:30:00,0.0,0.20206550025500497,1.5
2024-01-01 23:45:00,0.0,0.17682374237267354,1.5
