,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.047,0.0,0.0
2024-01-01 00:15:00,0.16066666666666668,0.0,0.0
2024-01-01 00:30:00,0.109,0.0,0.0
2024-01-01 00:45:00,0.11033333333333334,0.0,0.0
2024-01-01 01:00:00,0.237,0.0,0.0
2024-01-01 01:15:00,0.047,0.0,0.0
2024-01-01 01:30:00,0.047,0.0,0.0
2024-01-01 01:45:00,0.15033333333333332,0.0,0.0
2024-01-01 02:00:00,0.11933333333333333,0.0,0.0
2024-01-01 02:15:00,0.22433333333333333,1.2,0.0
2024-01-01 02:30:00,0.123,2.8,0.0
2024-01-01 02:45:00,0.047,0.0,0.0
2024-01-01 03:00:00,0.047,0.0,0.0
2024-01-01 03:15:00,0.14,0.0,0.0
2024-01-01 03:30:00,0.23099999999999998,0.0,0.0
2024-01-01 03:45:00,0.19899999999999998,0.0,0.0
2024-01-01 04:00:00,0.047,0.0,0.0
2024-01-01 04:15:00,0.18026666666666666,0.0,0.2
2024-01-01 04:30:00,0.4467999999999999,0.0,1.5
2024-01-01 04:45:00,0.155,0.0,0.8
2024-01-01 05:00:00,0.33,2.4,0.0
2024-01-01 05:15:00,0.08499999999999999,0.2,0.0
2024-01-01 05:30:00,0.047,0.0,0.0
2024-01-01 05:45:00,0.047,0.0,0.0
2024-01-01 06:00:00,0.047,0.0,0.0
2024-01-01 06:15:00,0.25866666666666666,0.0,0.0
2024-01-01 06:30:00,0.26433333333333336,0.0,0.4
2024-01-01 06:45:00,0.047,0.0,1.5
2024-01-01 07:00:00,0.047,0.0,1.5
2024-01-01 07:15:00,0.047,0.0,1.5
2024-01-01 07:30:00,0.11033333333333334,0.0,1.5
2024-01-01 07:45:00,0.6988000000000001,0.0,1.5
2024-01-01 08:00:00,0.16066666666666668,0.0,1.5
2024-01-01 08:15:00,0.047,0.0,0.4
2024-01-01 08:30:00,0.0564589938981388,0.0,0.5
2024-01-01 08:45:00,0.0588237423726735,0.0,1.5
2024-01-01 09:00:00,0.23615707570600683,0.0,1.5
2024-01-01 09:15:00,0.1864904090393402,0.0,1.5
2024-01-01 09:30:00,0.18282374237267351,2.8,1.5
2024-01-01 09:45:00,0.05015299796604626,2.0,1.5
2024-01-01 10:00:00,0.047,0.0,0.4
2024-01-01 10:15:00,0.14833333333333334,0.0,0.0
2024-01-01 10:30:00,0.20506666666666667,0.0,1.5
2024-01-01 10:45:00,0.1438,0.0,1.5
2024-01-01 11:00:00,0.2853333333333333,0.0,1.5
2024-01-01 11:15:00,0.151,0.0,1.5
2024-01-01 11:30:00,0.17373333333333332,0.0,1.5
2024-01-01 11:45:00,0.328,0.0,1.5
2024-01-01 12:00:00,0.1032,0.0,1.5
2024-01-01 12:15:00,0.16673333333333334,0.0,0.3
2024-01-01 12:30:00,0.3126666666666667,0.0,0.0
2024-01-01 12:45:00,0.18693131841174856,0.0,1.4
2024-01-01 13:00:00,0.3388855306862476,0.0,1.5
2024-01-01 13:15:00,0.3135521973529143,0.0,1.5
2024-01-01 13:30:00,0.11888553068624765,0.0,1.5
2024-01-01 13:45:00,0.09290842454899811,0.0,0.5
2024-01-01 14:00:00,0.202,0.0,1.5
2024-01-01 14:15:00,0.11033333333333334,0.0,1.4
2024-01-01 14:30:00,0.6368000000000001,0.0,0.0
2024-01-01 14:45:00,0.047,0.0,0.0
2024-01-01 15:00:00,0.047,0.0,0.3
2024-01-01 15:15:00,0.05733333333333333,0.0,1.5
2024-01-01 15:30:00,0.202,0.0,1.5
2024-01-01 15:45:00,0.3234,1.6,1.5
2024-01-01 16:00:00,0.24400000000000002,2.4,1.5
2024-01-01 16:15:00,0.5678,0.0,1.5
2024-01-01 16:30:00,0.168,0.0,1.4
2024-01-01 16:45:00,0.168,0.0,0.0
2024-01-01 17:00:00,0.45167857103919234,0.0,0.0
2024-01-01 17:15:00,0.275418864019581,0.0,0.0
2024-01-01 17:30:00,0.07855219735291431,0.0,0.0
2024-01-01 17:45:00,0.07855219735291431,0.0,0.0
2024-01-01 18:00:00,0.07855219735291431,0.0,1.1
2024-01-01 18:15:00,0.47213333333333335,0.0,1.5
2024-01-01 18:30:00,0.3816666666666667,0.0,1.5
2024-01-01 18:45:00,0.116,0.0,1.5
2024-01-01 19:00:00,2.2643084245489984,0.0,1.5
2024-01-01 19:15:00,0.5194188640195809,0.0,1.5
2024-01-01 19:30:00,0.1995521973529143,0.0,1.5
2024-01-01 19:45:00,0.3388855306862476,0.0,1.5
2024-01-01 20:00:00,0.45655627509287483,0.0,1.5
2024-01-01 20:15:00,0.1411849142942278,0.0,1.5
2024-01-01 20:30:00,0.0588237423726735,0.0,1.5
2024-01-01 20:45:00,0.0588237423726735,0.0,1.5
2024-01-01 21:00:00,0.12215707570600684,0.0,1.5
2024-01-01 21:15:00,0.237,0.0,1.5
2024-01-01 21:30:00,0.171,2.6,1.5
2024-01-01 21:45:00,0.09866666666666667,1.4,1.5
2024-01-01 22:00:00,0.047,0.0,1.5
2024-01-01 22:15:00,0.047,0.0,1.5
2024-01-01 22:30:00,0.22433333333333333,0.0,1.5
2024-01-01 22:45:00,0.123,0.0,1.5
2024-01-01 23:00:00,0.16066666666666668,0.0,1.5
2024-01-01 23:15:00,0.109,0.0,1.5
2024-01-01 23:30:00,0.047,0.0,1.5
2024-01-01 23:45:00,0.14833333333333334,0.0,1.5
