,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.43158553068624766,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.314118864019581,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.19452783858822095,0.0,0.0,1.2
2024-01-01 00:45:00,0.001,0.31096666666666667,0.0,0.0,1.4
2024-01-01 01:00:00,0.001,0.4949,0.0,0.0,2.0
2024-01-01 01:15:00,0.001,0.36769999999999997,0.0,0.0,3.0
2024-01-01 01:30:00,0.001,0.1777,0.0,0.0,0.6
2024-01-01 01:45:00,0.001,0.1777,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.1777,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.1777,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.3297,0.0,0.0,0.2
2024-01-01 02:45:00,0.001,0.26636666666666664,0.0,0.0,3.0
2024-01-01 03:00:00,0.001,0.1777,0.0,0.0,2.4
2024-01-01 03:15:00,0.001,0.1777,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.1777,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.24103333333333332,0.0,0.0,0.4
2024-01-01 04:00:00,0.001,0.3550333333333333,0.0,4.666666666666667,3.0
2024-01-01 04:15:00,0.001,0.1777,0.0,2.3333333333333335,1.0
2024-01-01 04:30:00,0.001,0.1777,0.0,5.0,0.0
2024-01-01 04:45:00,0.001,0.05104666666666667,0.0,2.6666666666666665,3.0
2024-01-01 05:00:00,0.001,0.042,0.0,0.0,0.4
2024-01-01 05:15:00,0.001,0.20666666666666667,0.0,0.0,1.0
2024-01-01 05:30:00,0.001,0.6510666666666667,0.0,0.0,3.0
2024-01-01 05:45:00,0.001,0.042,0.0,0.0,3.0
2024-01-01 06:00:00,0.001,0.042,0.0,0.0,3.0
2024-01-01 06:15:00,0.001,0.042,0.0,0.0,3.0
2024-01-01 06:30:00,0.001,0.11800000000000001,0.0,0.0,0.8
2024-01-01 06:45:00,0.001,0.6064666666666666,0.0,0.0,0.0
2024-01-01 07:00:00,0.001,0.17526666666666665,0.0,0.0,0.0
2024-01-01 07:15:00,0.001,0.042,0.0,0.0,0.0
2024-01-01 07:30:00,0.001,0.042,0.0,0.0,0.0
2024-01-01 07:45:00,0.001,0.5750666666666666,0.0,3.6666666666666665,3.0
2024-01-01 08:00:00,0.001,0.21933333333333332,0.0,0.0,1.4
2024-01-01 08:15:00,0.001,0.10533333333333333,0.0,0.0,1.0
2024-01-01 08:30:00,0.001,0.042,0.0,0.0,3.0
2024-01-01 08:45:00,0.001,0.042,0.0,0.0,3.0
2024-01-01 09:00:00,0.001,0.042,0.0,0.0,3.0
2024-01-01 09:15:00,0.001,0.13066666666666668,0.0,0.0,3.0
2024-01-01 09:30:00,0.001,0.194,0.0,0.0,2.8
2024-01-01 09:45:00,0.001,0.042,0.0,0.0,0.0
2024-01-01 10:00:00,0.001,0.042,0.0,0.0,0.0
2024-01-01 10:15:00,0.001,0.042,0.0,0.0,0.0
2024-01-01 10:30:00,0.001,0.042,0.0,0.0,0.0
2024-01-01 10:45:00,0.001,0.232,0.0,2.6666666666666665,0.0
2024-01-01 11:00:00,0.001,0.09266666666666667,0.0,0.0,0.0
2024-01-01 11:15:00,0.001,0.042,0.0,0.0,0.0
2024-01-01 11:30:00,0.001,0.042,0.0,0.0,0.0
2024-01-01 11:45:00,0.001,0.042,0.0,0.0,0.0
2024-01-01 12:00:00,0.001,0.14333333333333334,0.0,0.0,0.0
2024-01-01 12:15:00,0.001,0.18133333333333335,0.0,0.0,1.6
2024-01-01 12:30:00,0.001,0.042,0.0,0.0,1.8
2024-01-01 12:45:00,0.001,0.5750666666666666,0.0,0.0,0.0
2024-01-01 13:00:00,0.001,0.042,0.0,0.0,0.0
2024-01-01 13:15:00,0.001,0.05466666666666667,0.0,0.0,0.0
2024-01-01 13:30:00,0.001,0.232,0.0,0.0,0.0
2024-01-01 13:45:00,0.001,0.08000000000000002,0.0,0.0,0.0
2024-01-01 14:00:00,0.001,0.44179999999999997,0.0,0.0,0.0
2024-01-01 14:15:00,0.001,0.042,0.0,0.0,0.0
2024-01-01 14:30:00,0.001,0.44179999999999997,0.0,2.6666666666666665,1.4
2024-01-01 14:45:00,0.001,0.15600000000000003,0.0,0.0,3.0
2024-01-01 15:00:00,0.001,0.1686666666666667,0.0,0.0,3.0
2024-01-01 15:15:00,0.001,0.042,1.8666666666666667,0.0,2.2
2024-01-01 15:30:00,0.001,0.042,7.0,0.0,0.0
2024-01-01 15:45:00,0.001,0.042,7.0,0.0,2.4
2024-01-01 16:00:00,0.001,0.6004,6.066666666666666,0.0,0.8
2024-01-01 16:15:00,0.001,0.232,0.0,0.0,0.0
2024-01-01 16:30:00,0.001,0.06733333333333333,0.0,0.0,0.0
2024-01-01 16:45:00,0.001,0.042,0.0,0.0,0.2
2024-01-01 17:00:00,0.001,0.042,0.0,0.0,3.0
2024-01-01 17:15:00,0.001,0.44179999999999997,0.4666666666666667,0.0,1.2
2024-01-01 17:30:00,0.001,0.1686666666666667,0.0,0.0,0.0
2024-01-01 17:45:00,0.001,0.15600000000000003,0.0,0.0,0.0
2024-01-01 18:00:00,0.001,1.1615333333333333,0.0,2.6666666666666665,0.0
2024-01-01 18:15:00,0.001,1.5699491615817822,0.0,0.0,0.0
2024-01-01 18:30:00,0.001,0.5746237423726736,0.0,0.0,0.0
2024-01-01 18:45:00,0.001,0.21282374237267349,0.0,0.0,0.0
2024-01-01 19:00:00,0.001,0.7646237423726735,0.0,0.0,1.2
2024-01-01 19:15:00,0.001,0.1916973686863954,0.0,0.0,3.0
2024-01-01 19:30:00,0.001,0.19612869633593746,0.0,0.0,1.0
2024-01-01 19:45:00,0.014266666666666669,0.19455219735291432,0.0,0.0,0.0
2024-01-01 20:00:00,0.10510630079405671,0.1953404468444259,0.0,0.0,0.0
2024-01-01 20:15:00,0.19214710767787047,0.34570927305892113,0.0,0.0,0.0
2024-01-01 20:30:00,1.2027958555259315,0.30770927305892115,0.0,0.0,0.0
2024-01-01 20:45:00,0.10547570046788418,0.20637593972558782,0.0,0.0,2.4
2024-01-01 21:00:00,0.19810219016477396,0.20637593972558782,0.0,0.0,1.0
2024-01-01 21:15:00,0.4055025913590631,0.20637593972558782,0.0,0.0,0.0
2024-01-01 21:30:00,0.45188089508402235,0.7901092730589212,0.0,0.0,0.0
2024-01-01 21:45:00,0.11496419182045223,1.022645500255005,0.0,2.6666666666666665,0.0
2024-01-01 22:00:00,0.30229283432497456,0.3420759397255878,0.0,0.0,0.0
2024-01-01 22:15:00,1.2576084272631076,0.3420759397255878,0.0,0.0,0.0
2024-01-01 22:30:00,0.001,0.28560927305892114,0.0,0.0,0.0
2024-01-01 22:45:00,0.001,0.3420759397255878,0.0,0.0,0.0
2024-01-01 23:00:00,0.001,0.4940759397255878,0.0,0.0,1.8
2024-01-01 23:15:00,0.001,0.4307426063922544,0.0,0.0,3.0
2024-01-01 23:30:00,0.001,1.1101237423726735,0.0,0.0,1.8
2024-01-01 23:45:00,0.001,0.44379040903934014,0.0,0.0,2.4
