,Occupancy,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,EV_arrival,EV_departure,EV_plugged,SoC_arr_EV
2024-01-01 00:00:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:15:00,2.0,58.46992573339705,60.0,3.594378666666667,0.0,0.0,0,0,0,0.0
2024-01-01 00:30:00,2.0,58.15475248924991,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 00:45:00,2.0,59.76326115623513,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:00:00,2.0,61.139276445293916,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:15:00,2.0,61.139276445293916,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:30:00,2.0,61.00679644529392,60.0,2.053930666666667,0.0,0.0,0,0,0,0.0
2024-01-01 01:45:00,2.0,59.31927912087921,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 02:00:00,2.0,60.72383296703308,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 02:15:00,2.0,60.4561032011468,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:30:00,2.0,60.4561032011468,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:45:00,2.0,58.00395161012913,60.0,7.188757333333334,0.0,0.0,0,0,0,0.0
2024-01-01 03:00:00,1.0,57.5417395126614,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:15:00,2.0,60.110301385571134,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:30:00,2.0,61.15377964644071,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:45:00,2.0,60.29522041089365,60.0,3.337637333333334,0.0,0.0,0,0,0,0.0
2024-01-01 04:00:00,1.0,59.836840668896535,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 04:15:00,1.0,60.69627107501217,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 04:30:00,1.0,59.43872580984256,60.0,1.0269653333333333,0.0,0.0,0,0,0,0.0
2024-01-01 04:45:00,1.0,60.66151812709055,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 05:00:00,1.0,60.647442713808196,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:15:00,1.0,60.6327227138082,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 05:30:00,1.0,59.64168347826114,60.0,3.594378666666667,0.0,0.0,0,0,0,0.0
2024-01-01 05:45:00,1.0,58.81530373626401,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 06:00:00,1.0,60.84988666985219,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 06:15:00,1.0,61.02188858098454,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 06:30:00,1.0,61.02188858098454,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 06:45:00,1.0,60.830528580984534,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 07:00:00,1.0,60.80108858098454,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:15:00,1.0,60.80108858098454,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:30:00,1.0,60.80108858098454,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:45:00,1.0,60.34151537506003,60.0,3.3376373333333333,0.0,0.0,0,0,0,0.0
2024-01-01 08:00:00,1.0,59.08126578117567,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 08:15:00,3.0,60.98646077400894,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 08:30:00,3.0,61.10112871476384,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 08:45:00,3.0,61.10112871476384,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 09:00:00,3.0,61.10112871476384,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 09:15:00,1.0,60.085448714763835,60.0,2.053930666666667,0.0,0.0,0,0,0,0.0
2024-01-01 09:30:00,1.0,59.055854448160886,60.0,2.053930666666667,0.0,0.0,0,0,0,0.0
2024-01-01 09:45:00,1.0,60.37769326325886,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 10:00:00,1.0,61.008366937410806,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 10:15:00,1.0,60.905326937410805,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 10:30:00,1.0,60.78756693741081,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 10:45:00,1.0,60.59620693741081,60.0,0.2567413333333333,0.0,0.6739999999999998,1,0,1,0.66
2024-01-01 11:00:00,1.0,60.139886937410814,60.0,0.770224,0.0,0.7089999999999993,0,0,1,0.0
2024-01-01 11:15:00,1.0,59.68356693741082,60.0,0.5134826666666666,0.0,0.7439999999999988,0,0,1,0.0
2024-01-01 11:30:00,1.0,59.28612693741083,60.0,1.0269653333333333,0.0,0.7789999999999982,0,0,1,0.0
2024-01-01 11:45:00,1.0,58.98406222646962,60.0,3.0808960000000005,0.0,0.0,0,1,0,0.0
2024-01-01 12:00:00,1.0,59.67993089345483,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 12:15:00,1.0,60.820426182513614,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 12:30:00,1.0,59.81621297658911,60.0,3.0808960000000005,0.0,0.7883333333333332,1,0,1,0.7813333333333333
2024-01-01 12:45:00,1.0,58.58540338270474,60.0,1.7971893333333335,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 13:00:00,1.0,59.031032049689955,60.0,4.6213440000000015,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 13:15:00,1.0,59.13810071667517,60.0,0.0,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 13:30:00,1.0,60.96132097467806,60.0,0.0,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 13:45:00,1.0,60.956521739131,60.0,0.5134826666666666,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 14:00:00,1.0,60.588521739131004,60.0,0.0,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 14:15:00,1.0,60.514921739131005,60.0,0.5134826666666666,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 14:30:00,3.0,59.94084173913101,60.0,0.2567413333333333,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 14:45:00,1.0,59.92612173913101,60.0,0.2567413333333333,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 15:00:00,1.0,59.51232000000059,60.0,1.5404480000000003,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 15:15:00,1.0,59.83287652173974,60.0,3.0808960000000005,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 15:30:00,1.0,60.733858308648514,60.0,3.0808960000000005,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 15:45:00,1.0,59.60267436216022,60.0,0.2567413333333333,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 16:00:00,1.0,61.08221309125723,60.0,0.0,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 16:15:00,1.0,61.05773347348371,60.0,0.2567413333333333,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 16:30:00,1.0,60.60141347348371,60.0,1.0269653333333333,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 16:45:00,1.0,60.01261347348372,60.0,0.0,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 17:00:00,1.0,60.01261347348372,60.0,0.0,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 17:15:00,1.0,59.76237347348373,60.0,0.770224,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 17:30:00,1.0,59.35021347348373,60.0,0.0,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 17:45:00,1.0,58.74733806020136,60.0,2.053930666666667,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 18:00:00,1.0,59.96784405160128,60.0,0.5134826666666666,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 18:15:00,1.0,60.96577742952772,60.0,0.770224,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 18:30:00,1.0,60.43585742952772,60.0,0.0,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 18:45:00,1.0,60.36225742952772,60.0,0.2567413333333333,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 19:00:00,1.0,59.80785781175419,60.0,3.337637333333334,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 19:15:00,1.0,58.75555654085119,60.0,0.770224,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 19:30:00,1.0,60.5585172670815,60.0,4.621344,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 19:45:00,1.0,52.83992431915987,60.0,8.215722666666666,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 20:00:00,1.0,54.242352986145086,60.0,0.0,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 20:15:00,1.0,56.82238165313031,60.0,0.0,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 20:30:00,1.0,56.679210320115516,60.0,3.594378666666667,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 20:45:00,1.0,58.65571898710073,60.0,0.770224,0.0,0.7999999999999997,0,0,1,0.0
2024-01-01 21:00:00,1.0,60.636865742953596,60.0,0.0,0.0,0.7999999999999997,0,0,1,0.0
