,Occupancy,EV_plugged,SoC_ref_EV,T_ref_WB,T_set_WB,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,P_use_WB,P_loss_WB,EV_arrival,EV_departure,SoC_arr_EV
2024-01-01 00:21:00,2.0,0.0,0.0,58.89599999999999,60.0,15.5,0.5790360513319585,15.472098989557969,13.765622259769692,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:22:00,2.0,0.0,0.0,59.111002388915416,60.0,15.5,0.5790360513319585,15.470786182242332,13.766348599905225,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:23:00,2.0,0.0,0.0,59.326004777830846,60.0,15.5,0.5790360513319585,15.46947479642547,13.767073361096351,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:24:00,2.0,0.0,0.0,59.541007166746276,60.0,15.5,0.5790360513319585,15.468164830042245,13.767796545794265,12.0,3.85112,0.0,0.0,0.0,0.0
2024-01-01 00:25:00,2.0,0.0,0.0,59.48000955566171,60.0,15.5,0.5790360513319585,15.466856281030626,13.768518156446454,12.0,3.85112,0.0,0.0,0.0,0.0
2024-01-01 00:26:00,2.0,0.0,0.0,59.41901194457714,60.0,15.5,0.5790360513319585,15.465549147331682,13.769238195496698,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:27:00,2.0,0.0,0.0,59.63401433349257,60.0,15.5,0.5790360513319585,15.464243426889576,13.769956665385081,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:28:00,2.0,0.0,0.0,59.849016722408,60.0,15.5,0.5790360513319585,15.462939117651562,13.770673568547997,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:29:00,2.0,0.0,0.0,60.06401911132343,60.0,15.5,0.5790360513319585,15.461636217567978,13.771388907418153,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:30:00,2.0,0.0,0.0,60.27902150023886,60.0,15.5,0.5790360513319585,15.460334724592247,13.772102684424578,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:31:00,2.0,0.0,0.0,60.49402388915429,60.0,15.5,0.5790360513319585,15.459034636680867,13.772814901992623,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:32:00,2.0,0.0,0.0,60.70902627806972,60.0,15.5,0.5790360513319585,15.457735951793408,13.773525562543972,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:33:00,2.0,0.0,0.0,60.92402866698515,60.0,15.5,0.5790360513319585,15.456438667892506,13.774234668496643,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:34:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.455142782943861,13.774942222264997,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:35:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.45384829491623,13.775648226259742,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:36:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.452555201781427,13.776352682887941,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:37:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.45126350151431,13.777055594553012,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:38:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.449973192092784,13.777756963654738,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:39:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.448684271497795,13.778456792589273,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:40:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.447396737713321,13.779155083749144,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:41:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.446110588726372,13.779851839523259,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:42:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.444825822526983,13.780547062296911,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:43:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.443542437108214,13.781240754451785,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:44:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.442260430466137,13.781932918365962,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:45:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.44097980059984,13.782623556413926,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:46:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.439700545511416,13.783312670966566,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:47:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.438422663205962,13.784000264391189,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:48:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.437146151691575,13.784686339051515,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:49:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.435871008979346,13.785370897307688,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:50:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.434597233083354,13.786053941516286,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:51:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.433324822020664,13.786735474030317,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:52:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.43205377381132,13.787415497199232,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:53:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.430784086478347,13.788094013368925,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:54:00,2.0,0.0,0.0,61.13903105590058,60.0,15.5,0.5790360513319585,15.429515758047737,13.78877102488174,12.0,3.85112,0.0,0.0,0.0,0.0
2024-01-01 00:55:00,2.0,0.0,0.0,60.86303105590058,60.0,15.5,0.5790360513319585,15.42824878654845,13.78944653407648,12.0,3.85112,0.0,0.0,0.0,0.0
2024-01-01 00:56:00,2.0,0.0,0.0,60.587031055900574,60.0,15.5,0.5790360513319585,15.42698317001241,13.790120543288408,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:57:00,2.0,0.0,0.0,60.587031055900574,60.0,15.5,0.5790360513319585,15.425718906474497,13.790793054849253,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:58:00,2.0,0.0,0.0,60.587031055900574,60.0,15.5,0.5790360513319585,15.424455993972549,13.791464071087216,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:59:00,2.0,0.0,0.0,60.587031055900574,60.0,15.5,0.5790360513319585,15.42319443054735,13.792133594326975,12.0,3.85112,0.0,0.0,0.0,0.0
2024-01-01 01:00:00,2.0,0.0,0.0,60.31103105590057,60.0,15.5,0.5790360513319585,15.421934214242627,13.792801626889693,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:01:00,2.0,0.0,0.0,60.31103105590057,60.0,15.5,0.5790360513319585,15.420675343105053,13.793468171093018,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:02:00,2.0,0.0,0.0,60.31103105590057,60.0,15.5,0.5790360513319585,15.419417815184232,13.794133229251093,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:03:00,2.0,0.0,0.0,60.31103105590057,60.0,15.5,0.5790360513319585,15.418161628532703,13.794796803674561,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:04:00,2.0,0.0,0.0,60.31103105590057,60.0,15.5,0.5790360513319585,15.416906781205928,13.795458896670565,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:05:00,2.0,0.0,0.0,60.31103105590057,60.0,15.5,0.5790360513319585,15.415653271262295,13.796119510542761,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:06:00,2.0,0.0,0.0,60.31103105590057,60.0,15.5,0.5790360513319585,15.414401096763111,13.796778647591317,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:07:00,2.0,0.0,0.0,60.31103105590057,60.0,15.5,0.5790360513319585,15.413150255772594,13.797436310112921,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:08:00,2.0,0.0,0.0,60.31103105590057,60.0,15.5,0.5790360513319585,15.411900746357874,13.798092500400786,12.0,23.106720000000003,0.0,0.0,0.0,0.0
2024-01-01 01:09:00,2.0,0.0,0.0,58.65503105590057,60.0,15.5,0.5790360513319585,15.410652566588984,13.798747220744657,12.0,23.106720000000003,0.0,0.0,0.0,0.0
2024-01-01 01:10:00,2.0,0.0,0.0,57.214033444816,60.0,15.5,0.5790360513319585,15.40940571453886,13.799400473430811,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:11:00,2.0,0.0,0.0,57.42903583373143,60.0,15.5,0.5790360513319585,15.408160188283333,13.800052260742069,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:12:00,2.0,0.0,0.0,57.64403822264686,60.0,15.5,0.5790360513319585,15.406915985901124,13.800702584957794,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:13:00,2.0,0.0,0.0,57.85904061156229,60.0,15.5,0.5790360513319585,15.405673105473847,13.801351448353904,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:14:00,2.0,0.0,0.0,58.07404300047772,60.0,15.5,0.5790360513319585,15.404431545085993,13.801998853202871,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:15:00,2.0,0.0,0.0,58.28904538939315,60.0,15.5,0.5790360513319585,15.403191302824938,13.802644801773729,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:16:00,2.0,0.0,0.0,58.50404777830858,60.0,15.5,0.5790360513319585,15.401952376780928,13.803289296332078,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:17:00,2.0,0.0,0.0,58.71905016722401,60.0,15.5,0.5790360513319585,15.40071476504708,13.803932339140093,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:18:00,2.0,0.0,0.0,58.93405255613944,60.0,15.5,0.5790360513319585,15.39947846571938,13.804573932456522,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:19:00,2.0,0.0,0.0,59.14905494505487,60.0,15.5,0.5790360513319585,15.39824347689667,13.805214078536697,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:20:00,2.0,0.0,0.0,59.3640573339703,60.0,15.5,0.5790360513319585,15.397009796680656,13.805852779632536,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:21:00,2.0,0.0,0.0,59.57905972288573,60.0,15.5,0.5790360513319585,15.395777423175893,13.806490037992551,12.0,23.106720000000003,0.0,0.0,0.0,0.0
2024-01-01 01:22:00,2.0,0.0,0.0,58.13806211180116,60.0,15.5,0.5790360513319585,15.394546354489783,13.807125855861852,12.0,0.0,0.0,0.0,0.0,0.0
