,Occupancy,EV_plugged,SoC_ref_EV,T_ref_WB,T_set_WB,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,P_use_WB,P_loss_WB,EV_arrival,EV_departure,SoC_arr_EV
2024-01-01 00:39:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.96391564552325,13.516268162723806,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:40:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.963005286437586,13.516668857243717,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:41:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.962095659724435,13.51706874417355,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:42:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.961186764541045,13.517467824546364,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:43:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.960278600045687,13.517866099393952,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:44:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.959371165397654,13.518263569746837,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:45:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.958464459757261,13.518660236634272,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:46:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.957558482285844,13.519056101084246,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:47:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.956653232145758,13.519451164123481,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:48:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.955748708500375,13.51984542677744,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:49:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.954844910514085,13.520238890070322,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:50:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.953941837352291,13.520631555025066,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:51:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.953039488181412,13.521023422663353,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:52:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.952137862168879,13.521414494005608,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:53:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.951236958483133,13.521804770071,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:54:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.950336776293627,13.522194251877446,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:55:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.949437314770824,13.522582940441607,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:56:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.948538573086195,13.522970836778898,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:57:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.947640550412213,13.523357941903479,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:58:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.946743245922361,13.523744256828268,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:59:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.945846658791124,13.524129782564936,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:00:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.944950788193992,13.524514520123907,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:01:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.944055633307455,13.524898470514362,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:02:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.943161193309004,13.525281634744244,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:03:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.942267467377128,13.525664013820254,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:04:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.941374454691315,13.526045608747852,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:05:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.940482154432052,13.526426420531266,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:06:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.939590565780817,13.526806450173485,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:07:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.938699687920085,13.527185698676265,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:08:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.937809520033325,13.52756416704013,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:09:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.936920061304995,13.527941856264372,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:10:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.936031310920548,13.528318767347054,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:11:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.935143268066422,13.528694901285014,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:12:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.934255931930048,13.52907025907386,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:13:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.93336930169984,13.529444841707976,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:14:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.932483376565196,13.529818650180523,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:15:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.931598155716506,13.530191685483443,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:16:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.930713638345138,13.530563948607451,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:17:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.929829823643443,13.530935440542049,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:18:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.928946710804754,13.531306162275518,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:19:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.928064299023383,13.531676114794926,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:20:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.927182587494622,13.532045299086125,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:21:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.92630157541474,13.532413716133753,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:22:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.925421261980983,13.53278136692124,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:23:00,2.0,0.0,0.0,60.0,60.0,15.0,0.30411293812092444,14.924541646391567,13.533148252430802,12.0,23.106720000000003,0.0,0.0,0.0,0.0
2024-01-01 01:24:00,2.0,0.0,0.0,58.344,60.0,15.0,0.30411293812092444,14.92366272784569,13.53351437364345,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:25:00,2.0,0.0,0.0,58.55900238891543,60.0,15.0,0.30411293812092444,14.922784505543516,13.533879731538986,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:26:00,2.0,0.0,0.0,58.77400477783086,60.0,15.0,0.30411293812092444,14.921906978686184,13.534244327096006,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:27:00,2.0,0.0,0.0,58.98900716674629,60.0,15.0,0.30411293812092444,14.921030146475804,13.534608161291905,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:28:00,2.0,0.0,0.0,59.20400955566172,60.0,15.0,0.30411293812092444,14.920154008115452,13.534971235102871,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:29:00,2.0,0.0,0.0,59.41901194457715,60.0,15.0,0.30411293812092444,14.919278562809172,13.535333549503894,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:30:00,2.0,0.0,0.0,59.63401433349258,60.0,15.0,0.30411293812092444,14.918403809761978,13.535695105468765,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:31:00,2.0,0.0,0.0,59.84901672240801,60.0,15.0,0.30411293812092444,14.917529748179847,13.536055903970075,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:32:00,2.0,0.0,0.0,60.06401911132344,60.0,15.0,0.30411293812092444,14.916656377269721,13.536415945979218,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:33:00,2.0,0.0,0.0,60.27902150023887,60.0,15.0,0.30411293812092444,14.915783696239506,13.536775232466395,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:34:00,2.0,0.0,0.0,60.4940238891543,60.0,15.0,0.30411293812092444,14.91491170429807,13.537133764400611,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:35:00,2.0,0.0,0.0,60.70902627806973,60.0,15.0,0.30411293812092444,14.91404040065524,13.53749154274968,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:36:00,2.0,0.0,0.0,60.92402866698516,60.0,15.0,0.30411293812092444,14.913169784521806,13.537848568480223,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:37:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.912299855109511,13.538204842557677,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:38:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.911430611631062,13.538560365946285,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:39:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.910562053300117,13.538915139609108,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:40:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.909694179331291,13.539269164508019,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:41:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.908826988940154,13.539622441603708,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:42:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.907960481343228,13.539974971855683,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:43:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.907094655757984,13.540326756222273,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:44:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.906229511402847,13.540677795660626,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:45:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.905365047497188,13.541028091126714,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:46:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.904501263261329,13.54137764357533,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:47:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.903638157916538,13.541726453960095,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:48:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.902775730685025,13.542074523233454,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:49:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.901913980789951,13.542421852346683,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:50:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.901052907455414,13.542768442249884,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:51:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.900192509906459,13.54311429389199,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:52:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.89933278736907,13.543459408220771,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:53:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.898473739070171,13.543803786182826,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:54:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.897615364237625,13.54414742872359,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:55:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.896757662100233,13.544490336787337,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:56:00,2.0,0.0,0.0,61.13903105590059,60.0,15.0,0.30411293812092444,14.89590063188773,13.544832511317177,12.0,23.106720000000003,0.0,0.0,0.0,0.0
2024-01-01 01:57:00,2.0,0.0,0.0,59.48303105590059,60.0,15.0,0.30411293812092444,14.895044272830793,13.545173953255059,12.0,23.106720000000003,0.0,0.0,0.0,0.0
2024-01-01 01:58:00,2.0,0.0,0.0,57.82703105590059,60.0,15.0,0.30411293812092444,14.894188584161025,13.545514663541773,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:59:00,2.0,0.0,0.0,58.04203344481602,60.0,15.0,0.30411293812092444,14.893333565110966,13.545854643116954,12.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:00:00,2.0,0.0,0.0,58.25703583373145,60.0,15.0,0.30411293812092444,14.892479214914088,13.546193892919076,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:01:00,2.0,0.0,0.0,58.47203822264688,60.0,15.0,0.30411293812092444,14.891573619360303,13.546281720561739,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:02:00,2.0,0.0,0.0,58.68704061156231,60.0,15.0,0.30411293812092444,14.89066858994874,13.54636899036722,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:03:00,2.0,0.0,0.0,58.90204300047774,60.0,15.0,0.30411293812092444,14.889764126062659,13.546455703081604,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:04:00,2.0,0.0,0.0,59.11704538939317,60.0,15.0,0.30411293812092444,14.888860227086056,13.54654185945005,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:05:00,2.0,0.0,0.0,59.3320477783086,60.0,15.0,0.30411293812092444,14.887956892403677,13.5466274602168,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:06:00,2.0,0.0,0.0,59.54705016722403,60.0,15.0,0.30411293812092444,14.887054121401006,13.546712506125175,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:07:00,2.0,0.0,0.0,59.76205255613946,60.0,15.0,0.30411293812092444,14.88615191346427,13.546796997917573,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:08:00,2.0,0.0,0.0,59.97705494505489,60.0,15.0,0.30411293812092444,14.885250267980435,13.54688093633548,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:09:00,2.0,0.0,0.0,60.19205733397032,60.0,15.0,0.30411293812092444,14.884349184337212,13.546964322119464,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:10:00,2.0,0.0,0.0,60.40705972288575,60.0,15.0,0.30411293812092444,14.883448661923044,13.547047156009176,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:11:00,2.0,0.0,0.0,60.62206211180118,60.0,15.0,0.30411293812092444,14.882548700127115,13.547129438743355,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:12:00,2.0,0.0,0.0,60.83706450071661,60.0,15.0,0.30411293812092444,14.881649298339347,13.547211171059823,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:13:00,2.0,0.0,0.0,61.05206688963204,60.0,15.0,0.30411293812092444,14.880750455950396,13.547292353695495,11.0,23.106720000000003,0.0,0.0,0.0,0.0
2024-01-01 02:14:00,2.0,0.0,0.0,59.39606688963204,60.0,15.0,0.30411293812092444,14.879852172351654,13.547372987386373,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:15:00,2.0,0.0,0.0,59.39606688963204,60.0,15.0,0.30411293812092444,14.878954446935246,13.547453072867548,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:16:00,2.0,0.0,0.0,59.39606688963204,60.0,15.0,0.30411293812092444,14.878057279094033,13.547532610873205,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:17:00,2.0,0.0,0.0,59.39606688963204,60.0,15.0,0.30411293812092444,14.877160668221606,13.54761160213662,11.0,23.106720000000003,0.0,0.0,0.0,0.0
2024-01-01 02:18:00,2.0,0.0,0.0,57.74006688963204,60.0,15.0,0.30411293812092444,14.876264613712289,13.54769004739016,11.0,23.106720000000003,0.0,0.0,0.0,0.0
2024-01-01 02:19:00,2.0,0.0,0.0,56.29906927854747,60.0,15.0,0.30411293812092444,14.875369114961137,13.547767947365292,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:20:00,2.0,0.0,0.0,56.5140716674629,60.0,15.0,0.30411293812092444,14.874474171363932,13.547845302792576,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:21:00,2.0,0.0,0.0,56.72907405637833,60.0,15.0,0.30411293812092444,14.873579782317188,13.547922114401667,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:22:00,2.0,0.0,0.0,56.94407644529376,60.0,15.0,0.30411293812092444,14.872685947218145,13.547998382921321,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:23:00,2.0,0.0,0.0,57.15907883420919,60.0,15.0,0.30411293812092444,14.87179266546477,13.548074109079392,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:24:00,2.0,0.0,0.0,57.37408122312462,60.0,15.0,0.30411293812092444,14.87089993645576,13.548149293602837,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:25:00,2.0,0.0,0.0,57.58908361204005,60.0,15.0,0.30411293812092444,14.870007759590534,13.548223937217708,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:26:00,2.0,0.0,0.0,57.80408600095548,60.0,15.0,0.30411293812092444,14.869116134269232,13.548298040649165,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:27:00,2.0,0.0,0.0,58.01908838987091,60.0,15.0,0.30411293812092444,14.868225059892724,13.548371604621469,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:28:00,2.0,0.0,0.0,58.23409077878634,60.0,15.0,0.30411293812092444,14.867334535862602,13.548444629857988,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:29:00,2.0,0.0,0.0,58.44909316770177,60.0,15.0,0.30411293812092444,14.866444561581174,13.548517117081193,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:30:00,2.0,0.0,0.0,58.6640955566172,60.0,15.0,0.30411293812092444,14.865555136451475,13.548589067012662,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:31:00,2.0,0.0,0.0,58.87909794553263,60.0,15.0,0.30411293812092444,14.864666259877257,13.548660480373083,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:32:00,2.0,0.0,0.0,59.09410033444806,60.0,15.0,0.30411293812092444,14.863777931262993,13.548731357882252,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:33:00,2.0,0.0,0.0,59.30910272336349,60.0,15.0,0.30411293812092444,14.862890150013872,13.548801700259075,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:34:00,2.0,0.0,0.0,59.52410511227892,60.0,15.0,0.30411293812092444,14.8620029155358,13.548871508221568,11.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:35:00,2.0,0.0,0.0,59.73910750119435,60.0,15.0,0.30411293812092444,14.861116227235405,13.548940782486861,11.0,0.0,0.0,0.0,0.0,0.0
