,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.0,0.001,0.2152521973529143,4.0
2024-01-01 00:15:00,0.0,0.001,0.20311886401958099,2.3333333333333335
2024-01-01 00:30:00,0.0,0.001,0.2720333333333333,0.0
2024-01-01 00:45:00,0.0,0.001,0.33536666666666665,0.0
2024-01-01 01:00:00,0.0,0.001,0.17763333333333334,0.0
2024-01-01 01:15:00,0.0,0.001,0.1837,0.0
2024-01-01 01:30:00,0.0,0.001,0.12037333333333335,2.0
2024-01-01 01:45:00,0.0,0.001,0.048,1.3333333333333333
2024-01-01 02:00:00,0.0,0.001,0.19133333333333333,2.3333333333333335
2024-01-01 02:15:00,0.0,0.001,0.5488000000000001,3.0
2024-01-01 02:30:00,0.0,0.001,0.035,0.0
2024-01-01 02:45:00,0.0,0.001,0.035,0.0
2024-01-01 03:00:00,0.0,0.001,0.035,0.0
2024-01-01 03:15:00,0.0,0.001,0.04766666666666667,0.0
2024-01-01 03:30:00,0.0,0.001,0.225,0.0
2024-01-01 03:45:00,0.0,0.001,0.09833333333333334,0.0
2024-01-01 04:00:00,0.0,0.001,0.035,0.0
2024-01-01 04:15:00,0.0,0.001,0.035,0.0
2024-01-01 04:30:00,0.0,0.001,0.035,0.0
2024-01-01 04:45:00,0.0,0.001,0.09833333333333334,0.0
2024-01-01 05:00:00,0.0,0.001,0.225,0.0
2024-01-01 05:15:00,0.0,0.001,0.04766666666666667,0.0
2024-01-01 05:30:00,0.0,0.001,0.035,0.0
2024-01-01 05:45:00,0.0,0.001,0.035,0.0
2024-01-01 06:00:00,0.0,0.001,0.035,0.0
2024-01-01 06:15:00,0.0,0.001,0.149,0.0
2024-01-01 06:30:00,0.0,0.001,0.187,0.0
2024-01-01 06:45:00,0.0,0.001,0.035,0.0
2024-01-01 07:00:00,0.0,0.001,0.035,0.0
2024-01-01 07:15:00,0.0,0.001,0.035,0.0
2024-01-01 07:30:00,0.0,0.001,0.03673333333333333,0.0
2024-01-01 07:45:00,0.0,0.001,0.21266666666666667,0.0
2024-01-01 08:00:00,0.0,0.001,0.14933333333333332,0.0
2024-01-01 08:15:00,0.0,0.001,0.048,0.0
2024-01-01 08:30:00,0.0,0.001,0.048,0.0
2024-01-01 08:45:00,0.0,0.001,0.03586666666666667,3.0
2024-01-01 09:00:00,0.0,0.001,0.060333333333333336,5.0
2024-01-01 09:15:00,0.0,0.001,0.2302,5.0
2024-01-01 09:30:00,0.0,0.001,0.09866666666666667,3.3333333333333335
2024-01-01 09:45:00,0.0,0.001,0.048,0.0
2024-01-01 10:00:00,0.0002,0.001,0.048,0.0
2024-01-01 10:15:00,0.30086666666666667,0.001,0.048,0.0
2024-01-01 10:30:00,0.9006000000000001,0.001,0.11273333333333334,0.0
2024-01-01 10:45:00,0.001,0.001,0.225,0.0
2024-01-01 11:00:00,0.0006666666666666666,0.001,0.035,0.0
2024-01-01 11:15:00,0.0,0.001,0.035,0.0
2024-01-01 11:30:00,0.0,0.001,0.035,3.0
2024-01-01 11:45:00,0.0,0.001,0.035,0.3333333333333333
2024-01-01 12:00:00,0.0,0.001,0.16166666666666668,0.0
2024-01-01 12:15:00,0.0,0.001,0.17433333333333334,3.3333333333333335
2024-01-01 12:30:00,0.0,0.001,0.035,0.0
2024-01-01 12:45:00,0.0,0.001,0.43479999999999996,0.0
2024-01-01 13:00:00,0.0,0.001,0.035,0.0
2024-01-01 13:15:00,0.0,0.001,0.16826666666666668,0.0
2024-01-01 13:30:00,0.0,0.001,0.6121333333333333,1.3333333333333333
2024-01-01 13:45:00,0.0,0.001,0.6567333333333334,0.6666666666666666
2024-01-01 14:00:00,0.0,0.001,0.035,0.0
2024-01-01 14:15:00,0.0,0.001,0.035,0.0
2024-01-01 14:30:00,0.0,0.001,0.035,0.0
2024-01-01 14:45:00,0.0,0.001,0.073,3.6666666666666665
2024-01-01 15:00:00,0.0,0.001,0.225,3.0
2024-01-01 15:15:00,0.0,0.001,0.073,3.0
2024-01-01 15:30:00,0.0,0.001,0.12546666666666667,0.3333333333333333
2024-01-01 15:45:00,0.0,0.001,0.1707,0.0
2024-01-01 16:00:00,0.0,0.001,0.2811,3.3333333333333335
2024-01-01 16:15:00,0.0,0.001,0.2654333333333333,0.0
2024-01-01 16:30:00,0.0,0.001,0.7608333333333334,0.0
2024-01-01 16:45:00,0.0,0.001,0.1837,0.0
2024-01-01 17:00:00,0.0,0.001,0.24016666666666667,2.3333333333333335
2024-01-01 17:15:00,0.0,0.001,0.3045736263137219,3.3333333333333335
2024-01-01 17:30:00,0.0,0.001,0.32325219735291433,0.0
2024-01-01 17:45:00,0.0,0.001,0.46258553068624764,3.6666666666666665
2024-01-01 18:00:00,0.0,0.001,0.462918864019581,0.0
2024-01-01 18:15:00,0.0,0.001,0.33625219735291434,0.0
2024-01-01 18:30:00,0.0,0.001,0.31732087894116573,0.0
2024-01-01 18:45:00,0.0,0.001,0.5712333333333333,2.0
2024-01-01 19:00:00,0.0,0.001,0.5712333333333333,0.0
2024-01-01 19:15:00,0.0,0.001,0.48256666666666664,0.0
2024-01-01 19:30:00,0.0,0.001,0.2870333333333333,0.0
2024-01-01 19:45:00,0.0,0.001,0.14356,2.3333333333333335
2024-01-01 20:00:00,0.0,0.001,0.5845472526274438,0.0
2024-01-01 20:15:00,0.0,0.001,0.1875521973529143,0.0
2024-01-01 20:30:00,0.0,0.001,0.23821886401958098,0.0
2024-01-01 20:45:00,0.0,0.001,0.3775521973529143,0.0
2024-01-01 21:00:00,0.0,0.001,0.3232855306862476,0.0
2024-01-01 21:15:00,0.0,0.001,0.1633521973529143,5.0
2024-01-01 21:30:00,0.0,0.001,0.5680666666666666,1.3333333333333333
2024-01-01 21:45:00,0.0,0.001,0.060241757882331444,0.6666666666666666
2024-01-01 22:00:00,0.0,0.001,0.16788553068624762,1.6666666666666667
2024-01-01 22:15:00,0.0,0.001,0.23121886401958094,0.0
2024-01-01 22:30:00,0.0,0.001,0.0665521973529143,0.0
2024-01-01 22:45:00,0.0,0.001,0.060241757882331444,0.0
2024-01-01 23:00:00,0.0,0.001,0.035,0.0
2024-01-01 23:15:00,0.0,0.001,0.035,0.0
2024-01-01 23:30:00,0.0,0.001,0.187,3.0
2024-01-01 23:45:00,0.0,0.001,0.149,1.3333333333333333
2024-01-02 00:00:00,0.0,0.001,0.035,0.0
2024-01-02 00:15:00,0.0,0.001,0.035,0.0
2024-01-02 00:30:00,0.0,0.001,0.0665521973529143,0.0
2024-01-02 00:45:00,0.0,0.001,0.07921886401958096,3.6666666666666665
2024-01-02 01:00:00,0.0,0.001,0.2565521973529143,0.0
2024-01-02 01:15:00,0.0,0.001,0.1298855306862476,0.0
2024-01-02 01:30:00,0.0,0.001,0.04972435876469335,0.0
2024-01-02 01:45:00,0.0,0.001,0.035,0.0
2024-01-02 02:00:00,0.0,0.001,0.035,0.0
2024-01-02 02:15:00,0.0,0.001,0.09833333333333334,0.0
