,WasherDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.7920347860576631,0.001,0.25533333333333336,0.0,0.0
2024-01-01 00:15:00,0.7920347860576631,0.001,0.22,0.0,0.0
2024-01-01 00:30:00,0.7920347860576631,0.001,0.068,0.0,0.0
2024-01-01 00:45:00,0.7920347860576631,0.001,0.029999999999999995,0.0,0.0
2024-01-01 01:00:00,0.7920347860576631,0.001,0.092,0.0,0.0
2024-01-01 01:15:00,0.7920347860576631,0.001,0.13333333333333333,0.0,0.0
2024-01-01 01:30:00,0.7920347860576631,0.001,0.13133333333333333,0.0,0.0
2024-01-01 01:45:00,0.4756208716345978,0.001,0.22,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.068,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.11266666666666666,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.11266666666666666,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.13133333333333333,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.22,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.1713333333333333,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.092,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.029999999999999995,3.0,1.6666666666666667
2024-01-01 04:30:00,0.001,0.001,0.13133333333333333,0.0,0.3333333333333333
2024-01-01 04:45:00,0.001,0.001,0.34400000000000003,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.10933333333333332,0.0,4.0
2024-01-01 05:15:00,0.001,0.001,0.029999999999999995,3.6666666666666665,0.0
2024-01-01 05:30:00,0.001,0.001,0.038066666666666665,3.6666666666666665,3.0
2024-01-01 05:45:00,0.001,0.001,0.151,3.6666666666666665,3.6666666666666665
2024-01-01 06:00:00,0.001,0.001,0.397,0.0,0.3333333333333333
2024-01-01 06:15:00,0.001,0.001,0.3616666666666667,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.189,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.07033333333333333,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.05246666666666667,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.2794666666666667,0.0,0.0
2024-01-01 07:30:00,0.05373565240384421,0.001,0.23533333333333334,0.0,4.333333333333333
2024-01-01 07:45:00,0.7920347860576631,0.001,0.324,2.3333333333333335,3.0
2024-01-01 08:00:00,0.7920347860576631,0.001,0.13560000000000003,0.3333333333333333,0.0
2024-01-01 08:15:00,0.7920347860576631,0.001,0.06446666666666666,0.0,0.0
2024-01-01 08:30:00,0.7920347860576631,0.001,0.16433333333333333,0.0,0.0
2024-01-01 08:45:00,0.7920347860576631,0.001,0.029999999999999995,0.0,0.0
2024-01-01 09:00:00,0.7920347860576631,0.001,0.13133333333333333,0.0,2.3333333333333335
2024-01-01 09:15:00,0.7920347860576631,0.001,0.22,0.0,3.0
2024-01-01 09:30:00,0.7920347860576631,0.001,0.11966666666666666,0.0,0.3333333333333333
2024-01-01 09:45:00,0.7920347860576631,0.001,0.15666666666666668,0.0,0.0
2024-01-01 10:00:00,0.7920347860576631,0.001,0.043,0.0,0.0
2024-01-01 10:15:00,0.7920347860576631,0.001,0.043,1.3333333333333333,0.0
2024-01-01 10:30:00,0.7920347860576631,0.001,0.1374,1.0,0.0
2024-01-01 10:45:00,0.264678262019221,0.001,0.29233333333333333,0.0,1.0
2024-01-01 11:00:00,0.001,0.001,0.161,0.0,4.333333333333333
2024-01-01 11:15:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 11:30:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 12:00:00,0.001,0.001,0.22433333333333336,0.0,0.0
2024-01-01 12:15:00,0.001,0.001,0.29233333333333333,0.0,0.0
2024-01-01 12:30:00,0.001,0.001,0.068,0.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.029999999999999995,0.0,1.3333333333333333
2024-01-01 13:00:00,0.001,0.001,0.9633333333333333,0.0,1.6666666666666667
2024-01-01 13:15:00,0.001,0.001,2.143666666666667,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.44966666666666666,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.22,1.6666666666666667,0.0
2024-01-01 14:00:00,0.001,0.001,0.068,0.6666666666666666,0.0
2024-01-01 14:15:00,0.001,0.001,0.029999999999999995,0.0,2.0
2024-01-01 14:30:00,0.001,0.001,0.16433333333333333,0.0,3.0
2024-01-01 14:45:00,0.001,0.001,0.06273333333333334,0.0,5.0
2024-01-01 15:00:00,0.001,0.001,0.14433333333333334,0.0,5.0
2024-01-01 15:15:00,0.001,0.001,0.233,0.0,5.0
2024-01-01 15:30:00,0.001,0.001,0.08013333333333333,0.0,5.0
2024-01-01 15:45:00,0.001,0.001,0.185,0.0,5.0
2024-01-01 16:00:00,0.001,0.001,0.04033333333333333,0.0,5.0
2024-01-01 16:15:00,0.001,0.001,0.029999999999999995,0.0,5.0
2024-01-01 16:30:00,0.001,0.001,0.13133333333333333,0.0,3.6666666666666665
2024-01-01 16:45:00,0.001,0.001,0.24066666666666667,0.0,0.0
2024-01-01 17:00:00,0.001,0.001,0.21266666666666667,0.0,0.0
2024-01-01 17:15:00,0.001,0.001,0.029999999999999995,2.3333333333333335,0.0
2024-01-01 17:30:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.17266666666666666,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.34400000000000003,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.068,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 19:00:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 19:15:00,0.001,0.001,0.092,0.0,0.0
2024-01-01 19:30:00,0.001,0.001,0.23466666666666666,0.0,0.0
2024-01-01 19:45:00,0.001,0.001,0.22,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.068,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.11266666666666666,0.0,0.0
2024-01-01 20:45:00,0.001,0.001,0.11266666666666666,2.0,0.0
2024-01-01 21:00:00,0.001,0.001,0.13133333333333333,0.3333333333333333,0.0
2024-01-01 21:15:00,0.001,0.001,0.22,0.0,0.0
2024-01-01 21:30:00,0.001,0.001,0.068,0.0,0.0
2024-01-01 21:45:00,0.001,0.001,0.13333333333333333,0.0,0.0
2024-01-01 22:00:00,0.001,0.001,0.092,0.0,0.0
2024-01-01 22:15:00,0.001,0.001,0.029999999999999995,0.0,0.0
2024-01-01 22:30:00,0.001,0.001,0.13133333333333333,0.0,0.0
