,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV
2024-01-01 00:00:00,0.001,0.0,0.001,0.04533333333333333,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.21,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.04533333333333333,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.5530666666666667,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.4699333333333333,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.7626666666666666,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.033,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.033,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.0304,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.6923999999999999,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.12133333333333332,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.02,11.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.02,11.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.41980000000000006,2.933333333333333
2024-01-01 04:00:00,0.001,0.0,0.001,0.12133333333333332,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.15933333333333335,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.08333333333333333,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.19733333333333333,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.04533333333333333,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.21,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.04533333333333333,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.19733333333333333,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.08333333333333333,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.15933333333333335,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.12133333333333332,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.02,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.12133333333333332,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.1706,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.10537333333333333,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.2171,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.2897,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.34263333333333335,4.4
2024-01-01 12:00:00,0.001,0.0,0.001,0.4601,8.066666666666666
2024-01-01 12:15:00,0.001,0.0,0.001,0.2897,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.20096666666666665,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.1687,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.19056666666666666,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.3457,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.1810333333333333,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.5554999999999999,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.15569999999999998,0.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.15569999999999998,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.33303333333333335,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.21903333333333333,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.15569999999999998,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.15569999999999998,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.15569999999999998,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.2950333333333333,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.25703333333333334,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.15569999999999998,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.15569999999999998,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.11046666666666666,4.4
