,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.293018864019581,0.0,0.0,2.0
2024-01-01 00:15:00,0.0,0.04641391929411048,0.0,0.0,2.3333333333333335
2024-01-01 00:30:00,0.0,0.038,0.0,0.0,0.0
2024-01-01 00:45:00,0.0,0.05272435876469334,0.0,0.0,2.0
2024-01-01 01:00:00,0.0,0.07664644277651839,0.0,0.0,0.0
2024-01-01 01:15:00,0.0,0.14470927305892112,0.0,0.0,1.0
2024-01-01 01:30:00,0.0,0.27137593972558777,0.0,0.0,1.6666666666666667
2024-01-01 01:45:00,0.0,0.09404260639225445,0.0,0.0,2.3333333333333335
2024-01-01 02:00:00,0.0,0.06744427399089635,0.0,0.0,1.3333333333333333
2024-01-01 02:15:00,0.0,0.038,0.0,0.0,0.0
2024-01-01 02:30:00,0.0,0.038,0.0,0.0,0.0
2024-01-01 02:45:00,0.0,0.038,0.0,0.0,0.3333333333333333
2024-01-01 03:00:00,0.0,0.21533333333333332,0.0,0.0,4.0
2024-01-01 03:15:00,0.0,0.12666666666666668,0.0,0.0,0.0
2024-01-01 03:30:00,0.0,0.038,0.0,0.0,0.0
2024-01-01 03:45:00,0.0,0.038,0.0,1.3333333333333333,0.0
2024-01-01 04:00:00,0.0,0.5710666666666666,0.0,1.6,0.3333333333333333
2024-01-01 04:15:00,0.0,0.038,0.0,2.4,2.0
2024-01-01 04:30:00,0.0,0.13933333333333334,0.0,4.0,0.0
2024-01-01 04:45:00,0.0,0.20266666666666666,0.0,4.0,0.0
2024-01-01 05:00:00,0.0,0.43779999999999997,0.0,4.0,0.0
2024-01-01 05:15:00,0.0,0.038,0.0,3.7333333333333334,0.0
2024-01-01 05:30:00,0.0,0.038,0.0,0.0,2.3333333333333335
2024-01-01 05:45:00,0.0,0.038,0.0,0.0,0.0
2024-01-01 06:00:00,0.0,0.06333333333333332,0.0,0.0,0.0
2024-01-01 06:15:00,0.0,0.228,0.0,0.0,0.3333333333333333
2024-01-01 06:30:00,0.0,0.08866666666666667,8.8,0.0,4.333333333333333
2024-01-01 06:45:00,0.0,0.038,7.333333333333333,3.466666666666667,0.0
2024-01-01 07:00:00,0.0,0.038,0.0,0.0,2.0
2024-01-01 07:15:00,0.0,0.038,0.0,0.0,2.3333333333333335
2024-01-01 07:30:00,0.0,0.038,0.0,0.0,0.0
2024-01-01 07:45:00,0.0,0.17733333333333334,0.0,0.0,4.0
2024-01-01 08:00:00,0.0,0.16466666666666668,6.6,0.0,5.0
2024-01-01 08:15:00,0.0,0.038,1.4666666666666666,0.0,5.0
2024-01-01 08:30:00,0.0,0.038,0.0,0.0,5.0
2024-01-01 08:45:00,0.0,0.5710666666666666,0.0,0.8,5.0
2024-01-01 09:00:00,0.0,0.038,0.0,2.4,5.0
2024-01-01 09:15:00,0.0,0.10133333333333333,0.0,0.0,5.0
2024-01-01 09:30:00,0.0,0.228,0.0,0.0,5.0
2024-01-01 09:45:00,0.0,0.050666666666666665,0.0,0.0,4.333333333333333
2024-01-01 10:00:00,0.0,0.038,0.0,0.0,1.6666666666666667
2024-01-01 10:15:00,0.0,0.09446666666666667,0.0,0.0,0.0
2024-01-01 10:30:00,0.0,0.159,0.0,0.0,0.0
2024-01-01 10:45:00,0.0,0.159,0.0,0.0,0.0
2024-01-01 11:00:00,0.0,0.7361333333333333,0.0,0.0,2.3333333333333335
2024-01-01 11:15:00,0.0,0.23959999999999998,0.0,1.0666666666666667,0.0
2024-01-01 11:30:00,0.0,0.038,0.0,2.1333333333333333,3.3333333333333335
2024-01-01 11:45:00,0.0,0.038,0.0,0.0,0.0
2024-01-01 12:00:00,0.0,0.04606666666666667,0.0,0.0,0.0
2024-01-01 12:15:00,0.0,0.159,2.2,0.0,0.0
2024-01-01 12:30:00,0.0,0.2603333333333333,5.133333333333334,0.0,3.6666666666666665
2024-01-01 12:45:00,0.0,0.32366666666666666,0.0,0.0,0.6666666666666666
2024-01-01 13:00:00,0.0,0.159,0.0,0.0,0.0
2024-01-01 13:15:00,0.0,0.0718431656496898,0.0,0.0,0.0
2024-01-01 13:30:00,0.0,0.0498237423726735,0.0,0.0,0.0
2024-01-01 13:45:00,0.0,0.3205640353530621,0.0,0.0,0.0
2024-01-01 14:00:00,0.0,0.2399759397255878,0.0,0.0,0.3333333333333333
2024-01-01 14:15:00,0.0,0.27137593972558777,0.0,0.0,2.3333333333333335
2024-01-01 14:30:00,0.4503333333333333,0.12573661046016193,0.0,3.2,0.0
2024-01-01 14:45:00,2.25,0.12601886401958098,0.0,0.0,3.3333333333333335
2024-01-01 15:00:00,0.9006000000000001,0.19055219735291432,0.0,0.0,1.6666666666666667
2024-01-01 15:15:00,1.0505333333333333,0.1716208789411657,0.0,0.0,2.0
2024-01-01 15:30:00,0.0002666666666666667,0.16793645659612463,0.0,0.0,1.3333333333333333
2024-01-01 15:45:00,0.0,0.3417092730589211,0.0,0.0,0.0
2024-01-01 16:00:00,0.0,0.8621092730589212,0.0,0.0,0.0
2024-01-01 16:15:00,0.0,0.16204260639225448,0.0,0.0,0.0
2024-01-01 16:30:00,0.0,1.1480426063922546,0.0,0.0,4.333333333333333
2024-01-01 16:45:00,0.0,1.8606585406079499,0.0,0.0,0.0
2024-01-01 17:00:00,0.0,0.1708237423726735,0.0,0.0,0.0
2024-01-01 17:15:00,0.0,0.2502904090393402,0.0,1.3333333333333333,0.0
2024-01-01 17:30:00,0.0,0.48103549288116193,0.0,1.8666666666666667,0.0
2024-01-01 17:45:00,0.0,0.9593333333333333,0.0,0.0,1.6666666666666667
2024-01-01 18:00:00,0.0,3.503,0.0,0.0,4.0
2024-01-01 18:15:00,0.0,1.9465764989830232,0.0,0.0,0.0
2024-01-01 18:30:00,0.0,0.1708237423726735,0.0,0.0,0.0
2024-01-01 18:45:00,0.0,0.0982237423726735,0.0,0.0,0.0
2024-01-01 19:00:00,0.0,0.3481570757060068,0.0,0.0,2.0
2024-01-01 19:15:00,0.0,0.28893912656872683,0.0,0.0,5.0
2024-01-01 19:30:00,0.0,0.20237593972558782,0.0,0.0,5.0
2024-01-01 19:45:00,0.0,0.713532774075898,0.0,0.0,5.0
2024-01-01 20:00:00,0.0,0.4566426063922544,0.0,0.0,5.0
2024-01-01 20:15:00,0.0,0.3128585406079497,0.0,0.5333333333333333,5.0
2024-01-01 20:30:00,0.0,0.41839883358833824,0.0,2.6666666666666665,5.0
2024-01-01 20:45:00,0.0,0.3751092730589211,0.0,0.0,5.0
2024-01-01 21:00:00,0.0,0.27497593972558776,0.0,0.0,4.666666666666667
2024-01-01 21:15:00,0.0,0.6747759397255879,0.0,0.0,0.0
2024-01-01 21:30:00,0.0,0.32337593972558776,0.0,0.0,0.0
2024-01-01 21:45:00,0.0,0.32337593972558776,0.0,0.0,0.0
2024-01-01 22:00:00,0.0,0.3487092730589211,0.0,0.0,4.333333333333333
2024-01-01 22:15:00,0.0,0.5133759397255877,0.0,0.0,0.0
2024-01-01 22:30:00,0.0,0.37167785791771973,0.0,0.0,1.6666666666666667
2024-01-01 22:45:00,0.0,0.3115521973529143,0.0,0.0,1.6666666666666667
2024-01-01 23:00:00,0.0,0.2884139192941105,0.0,0.0,0.0
2024-01-01 23:15:00,0.0,0.28,0.0,0.0,3.0
2024-01-01 23:30:00,0.0,0.28,0.0,0.0,3.6666666666666665
2024-01-01 23:45:00,0.0,0.41933333333333334,0.0,0.0,0.0
2024-01-02 00:00:00,0.0,0.4066666666666666,0.0,0.0,0.0
2024-01-02 00:15:00,0.0,0.28,0.0,0.0,0.0
2024-01-02 00:30:00,0.0,0.28,0.0,0.0,0.0
2024-01-02 00:45:00,0.0,0.2316,0.0,0.0,0.0
2024-01-02 01:00:00,0.0,0.038,0.0,0.0,3.3333333333333335
2024-01-02 01:15:00,0.0,0.10133333333333333,0.0,0.0,0.0
2024-01-02 01:30:00,0.0,0.228,0.0,0.0,3.3333333333333335
2024-01-02 01:45:00,0.0,0.050666666666666665,0.0,0.0,0.0
2024-01-02 02:00:00,0.0,0.038,0.0,0.0,0.0
2024-01-02 02:15:00,0.0,0.038,0.0,0.0,0.0
2024-01-02 02:30:00,0.0,0.038,0.0,0.0,1.3333333333333333
2024-01-02 02:45:00,0.0,0.5710666666666666,0.0,0.0,2.3333333333333335
2024-01-02 03:00:00,0.0,0.7484,0.0,0.0,0.0
2024-01-02 03:15:00,0.0,0.12666666666666668,0.0,0.0,0.0
2024-01-02 03:30:00,0.0,0.038,0.0,0.0,0.0
2024-01-02 03:45:00,0.0,0.038,0.0,0.0,2.3333333333333335
2024-01-02 04:00:00,0.0,0.038,0.0,0.0,0.6666666666666666
2024-01-02 04:15:00,0.0,0.038,0.0,2.6666666666666665,0.0
2024-01-02 04:30:00,0.0,0.5391333333333334,0.0,4.0,2.3333333333333335
2024-01-02 04:45:00,0.0,0.20266666666666666,0.0,0.26666666666666666,0.0
2024-01-02 05:00:00,0.0,0.038,0.0,0.0,0.0
2024-01-02 05:15:00,0.0,0.038,0.0,0.0,0.0
2024-01-02 05:30:00,0.0,0.038,0.0,0.0,3.0
2024-01-02 05:45:00,0.0,0.038,0.0,0.0,0.6666666666666666
2024-01-02 06:00:00,0.0,0.06333333333333332,0.0,0.0,0.0
2024-01-02 06:15:00,0.0,0.228,0.0,0.0,4.666666666666667
2024-01-02 06:30:00,0.0,0.08866666666666667,0.0,0.0,0.0
2024-01-02 06:45:00,0.0,0.038,0.0,0.0,0.0
2024-01-02 07:00:00,0.0,0.038,0.0,0.0,1.3333333333333333
2024-01-02 07:15:00,0.0,0.5710666666666666,0.0,0.0,1.3333333333333333
2024-01-02 07:30:00,0.0,0.038,0.0,1.0666666666666667,0.3333333333333333
2024-01-02 07:45:00,0.0,0.17733333333333334,0.0,2.4,3.3333333333333335
2024-01-02 08:00:00,0.0,0.16466666666666668,0.0,0.0,0.0
2024-01-02 08:15:00,0.0,0.038,0.0,0.0,0.0
2024-01-02 08:30:00,0.0,0.43779999999999997,0.0,0.0,0.0
2024-01-02 08:45:00,0.0,0.159,0.0,0.0,0.0
2024-01-02 09:00:00,0.0,0.17582783858822099,0.0,0.0,0.0
2024-01-02 09:15:00,0.0,0.35875219735291425,0.0,0.0,0.0
2024-01-02 09:30:00,0.0,0.5015521973529142,0.0,0.0,0.0
2024-01-02 09:45:00,0.0,0.2435521973529143,0.0,0.0,0.0
2024-01-02 10:00:00,0.0,0.19861886401958098,0.0,0.0,5.0
2024-01-02 10:15:00,0.0,0.2849014649019429,0.0,0.0,0.3333333333333333
2024-01-02 10:30:00,0.0,0.159,0.0,0.0,0.0
2024-01-02 10:45:00,0.0,0.1800347982352762,0.0,0.0,0.0
2024-01-02 11:00:00,0.0,0.3678855306862476,0.0,1.8666666666666667,0.0
2024-01-02 11:15:00,0.0,0.279218864019581,0.0,1.3333333333333333,0.0
2024-01-02 11:30:00,0.0,0.7275601114771388,0.0,0.0,1.6666666666666667
2024-01-02 11:45:00,0.0,2.601375939725588,0.0,0.0,3.6666666666666665
2024-01-02 12:00:00,0.0,0.9728904090393402,0.0,0.0,0.0
2024-01-02 12:15:00,0.0,0.320564035353062,0.0,0.0,0.0
2024-01-02 12:30:00,6.666666666666667e-05,0.28757593972558776,0.0,0.0,0.0
2024-01-02 12:45:00,0.001,0.36704260639225444,0.0,0.0,1.6666666666666667
2024-01-02 13:00:00,1.2004666666666668,0.20237593972558782,0.0,0.0,0.3333333333333333
2024-01-02 13:15:00,0.001,0.2588426063922544,8.066666666666666,0.0,0.0
2024-01-02 13:30:00,0.001,0.32337593972558776,11.0,0.0,0.0
2024-01-02 13:45:00,0.0002666666666666667,0.32337593972558776,7.333333333333333,0.0,4.666666666666667
2024-01-02 14:00:00,0.0,0.3487092730589211,0.0,0.0,0.0
2024-01-02 14:15:00,0.0,0.49286812233081606,0.0,0.0,3.6666666666666665
2024-01-02 14:30:00,0.0,0.31277710613724957,0.0,1.3333333333333333,5.0
2024-01-02 14:45:00,0.0,0.15828553068624765,0.0,1.8666666666666667,5.0
2024-01-02 15:00:00,0.0,0.22360711351109253,0.0,0.0,5.0
2024-01-02 15:15:00,0.0,0.4566426063922544,0.0,0.0,5.0
2024-01-02 15:30:00,0.0,1.1229759397255878,0.0,0.0,5.0
2024-01-02 15:45:00,0.0,0.45219187394128296,0.0,0.0,5.0
2024-01-02 16:00:00,0.0,0.33710927305892113,0.0,0.0,5.0
2024-01-02 16:15:00,0.0,0.09672102356740957,0.0,0.0,5.0
2024-01-02 16:30:00,0.0,0.0695521973529143,0.0,0.0,5.0
2024-01-02 16:45:00,0.0,0.0695521973529143,0.0,0.0,5.0
2024-01-02 17:00:00,0.0,0.19861886401958095,10.266666666666667,0.0,5.0
2024-01-02 17:15:00,0.0,0.5032666666666666,2.2,0.0,5.0
2024-01-02 17:30:00,0.0,2.8837243587646935,0.0,0.0,1.3333333333333333
2024-01-02 17:45:00,0.0,0.4904581932850068,0.0,0.0,0.0
2024-01-02 18:00:00,0.0,0.2588426063922544,0.0,1.0666666666666667,0.0
2024-01-02 18:15:00,0.0,0.24270927305892115,0.0,2.1333333333333333,2.0
2024-01-02 18:30:00,0.0,0.27497593972558776,0.0,0.0,3.3333333333333335
2024-01-02 18:45:00,0.0,0.18554810113736683,0.0,0.0,0.0
2024-01-02 19:00:00,0.0,0.3884904090393402,0.0,0.0,0.0
2024-01-02 19:15:00,0.0,0.3686666666666667,0.0,0.0,0.0
2024-01-02 19:30:00,0.0,0.7387104394705829,0.0,0.0,0.0
2024-01-02 19:45:00,0.0,0.20668553068624765,0.0,0.0,0.0
2024-01-02 20:00:00,0.0,0.3115521973529143,0.0,0.0,0.0
2024-01-02 20:15:00,0.0,0.31628169430198366,0.0,0.0,0.0
2024-01-02 20:30:00,0.0,0.4247092730589211,0.0,0.0,0.0
2024-01-02 20:45:00,0.0,0.4859391265687268,0.0,0.0,0.0
2024-01-02 21:00:00,0.0,0.3153092730589211,0.0,0.0,0.0
2024-01-02 21:15:00,0.0,0.3072426063922544,0.0,0.0,0.0
2024-01-02 21:30:00,0.0,0.24683469226802995,0.0,1.0666666666666667,0.0
2024-01-02 21:45:00,0.0,0.20001119125105313,0.0,2.1333333333333333,1.3333333333333333
2024-01-02 22:00:00,0.0,0.2648973686863954,0.0,0.0,2.0
2024-01-02 22:15:00,0.0,0.500755060784422,0.0,0.0,0.0
2024-01-02 22:30:00,0.0,0.37404260639225445,0.0,0.0,0.0
2024-01-02 22:45:00,0.0,0.2830426063922545,0.0,0.0,0.0
2024-01-02 23:00:00,0.0,0.1952816943019837,0.0,0.0,0.0
2024-01-02 23:15:00,0.0,0.19861886401958098,0.0,0.0,0.0
2024-01-02 23:30:00,0.0,0.3094487175293867,0.0,0.0,0.0
2024-01-02 23:45:00,0.0,0.3064,0.0,0.0,0.0
2024-01-03 00:00:00,0.0,0.2856666666666667,0.0,0.0,0.0
2024-01-03 00:15:00,0.0,0.6920666666666667,0.0,0.0,3.3333333333333335
2024-01-03 00:30:00,0.0,0.0864,0.0,0.0,2.6666666666666665
2024-01-03 00:45:00,0.0,0.159,0.0,0.0,0.0
2024-01-03 01:00:00,0.0,1.0918666666666668,0.0,0.0,0.0
2024-01-03 01:15:00,0.0,0.35559999999999997,0.0,0.0,0.0
