,TumbleDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.18576666666666666,0.0
2024-01-01 00:15:00,0.001,0.001,0.2397,0.2
2024-01-01 00:30:00,0.001,0.001,0.3327,1.5
2024-01-01 00:45:00,0.001,0.001,0.2767,1.5
2024-01-01 01:00:00,0.001,0.001,0.3043666666666667,0.9
2024-01-01 01:15:00,0.001,0.001,0.1777,0.0
2024-01-01 01:30:00,0.001,0.001,0.1777,0.0
2024-01-01 01:45:00,0.001,0.001,0.31203333333333333,0.7
2024-01-01 02:00:00,0.001,0.001,0.3340333333333333,0.3
2024-01-01 02:15:00,0.001,0.001,0.3297,0.0
2024-01-01 02:30:00,0.001,0.001,0.1777,0.2
2024-01-01 02:45:00,0.001,0.001,0.1777,1.5
2024-01-01 03:00:00,0.001,0.001,0.22936666666666666,1.5
2024-01-01 03:15:00,0.001,0.001,0.37070000000000003,0.7
2024-01-01 03:30:00,0.001,0.001,0.9087666666666666,0.4
2024-01-01 03:45:00,0.001,0.001,0.7107666666666665,1.5
2024-01-01 04:00:00,0.001,0.001,0.16865333333333332,1.5
2024-01-01 04:15:00,0.001,0.001,0.042,0.2
2024-01-01 04:30:00,0.001,0.001,0.17866666666666667,0.6
2024-01-01 04:45:00,0.001,0.001,0.33533333333333337,1.5
2024-01-01 05:00:00,0.001,0.001,0.05466666666666667,1.5
2024-01-01 05:15:00,0.001,0.001,0.042,1.5
2024-01-01 05:30:00,0.001,0.001,0.44179999999999997,1.5
2024-01-01 05:45:00,0.001,0.001,0.08333333333333333,1.5
2024-01-01 06:00:00,0.001,0.001,0.37433333333333335,1.5
2024-01-01 06:15:00,0.001,0.001,0.111,1.5
2024-01-01 06:30:00,0.001,0.001,0.042,0.4
2024-01-01 06:45:00,0.001,0.001,0.042,0.0
2024-01-01 07:00:00,0.001,0.001,0.042,0.0
2024-01-01 07:15:00,0.001,0.001,0.3076666666666667,1.4
2024-01-01 07:30:00,0.001,0.001,0.219,1.5
2024-01-01 07:45:00,0.001,0.001,0.042,1.5
2024-01-01 08:00:00,0.001,0.001,0.042,1.5
2024-01-01 08:15:00,0.001,0.001,0.0446,0.6
2024-01-01 08:30:00,0.001,0.001,0.21266666666666667,0.0
2024-01-01 08:45:00,0.001,0.001,0.2986666666666667,0.0
2024-01-01 09:00:00,0.001,0.001,0.09633333333333334,0.0
2024-01-01 09:15:00,0.001,0.001,0.055,0.0
2024-01-01 09:30:00,0.001,0.001,0.051533333333333334,0.0
2024-01-01 09:45:00,0.001,0.001,0.14333333333333334,0.0
2024-01-01 10:00:00,0.001,0.001,0.25933333333333336,0.0
2024-01-01 10:15:00,0.001,0.001,0.166,0.0
2024-01-01 10:30:00,0.001,0.001,0.042,0.0
2024-01-01 10:45:00,0.001,0.001,0.042,0.0
2024-01-01 11:00:00,0.001,0.001,0.11800000000000001,0.0
2024-01-01 11:15:00,0.001,0.001,0.202,0.0
2024-01-01 11:30:00,0.001,0.001,0.197,0.2
2024-01-01 11:45:00,0.001,0.001,0.6267333333333334,1.5
2024-01-01 12:00:00,0.001,0.001,0.042,0.1
2024-01-01 12:15:00,0.001,0.001,0.09266666666666667,0.0
2024-01-01 12:30:00,0.001,0.001,0.20666666666666667,0.0
2024-01-01 12:45:00,0.001,0.001,0.13499999999999998,0.7
2024-01-01 13:00:00,0.001,0.001,0.17633333333333334,1.5
2024-01-01 13:15:00,0.001,0.001,0.042,1.5
2024-01-01 13:30:00,0.001,0.001,0.06733333333333333,1.5
2024-01-01 13:45:00,0.001,0.001,0.232,1.5
2024-01-01 14:00:00,0.001,0.001,0.052333333333333336,1.2
2024-01-01 14:15:00,0.001,0.001,0.197,0.4
2024-01-01 14:30:00,0.001,0.001,0.10400000000000001,1.5
2024-01-01 14:45:00,0.001,0.001,0.042,1.5
2024-01-01 15:00:00,0.001,0.001,0.24326666666666666,0.7
2024-01-01 15:15:00,0.001,0.001,0.08033333333333334,1.1
2024-01-01 15:30:00,0.001,0.001,0.13766666666666666,1.5
2024-01-01 15:45:00,0.001,0.001,0.23193333333333335,0.3
2024-01-01 16:00:00,0.001,0.001,0.1656,1.5
