,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.23101896074903375,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.3807,0.0,1.8
2024-01-01 00:30:00,0.001,0.0,0.001,0.27936666666666665,0.0,2.6
2024-01-01 00:45:00,0.001,0.0,0.001,0.19069999999999998,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.19069999999999998,0.0,0.4
2024-01-01 01:15:00,0.001,0.0,0.001,0.19069999999999998,0.0,2.4
2024-01-01 01:30:00,0.001,0.0,0.001,0.27936666666666665,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.3807,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.21603333333333333,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.19069999999999998,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.7237666666666666,0.0,1.6
2024-01-01 02:45:00,0.001,0.0,0.001,0.19069999999999998,0.0,1.4
2024-01-01 03:00:00,0.001,0.0,0.001,0.34269999999999995,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.34269999999999995,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.19069999999999998,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.19069999999999998,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.19069999999999998,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.21603333333333333,0.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.3807,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.27936666666666665,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.19069999999999998,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.19069999999999998,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.19069999999999998,0.0,0.8
2024-01-01 05:45:00,0.001,0.0,0.001,0.27936666666666665,0.0,3.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.28118666666666664,0.0,0.4
2024-01-01 06:15:00,0.001,0.0,0.001,0.08033333333333334,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.06524724338965036,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.06682374237267351,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.06682374237267351,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.21882374237267352,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.21882374237267352,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.05578824949151157,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.055,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.055,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.08033333333333334,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.245,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.14366666666666666,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.055,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.055,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.055,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.14366666666666666,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.245,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.08033333333333334,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.055,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.055,0.0,2.4
2024-01-01 11:15:00,0.001,0.0,0.001,0.055,0.0,1.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.207,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.207,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.05673333333333333,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.6057961636157361,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.1092724599020602,0.0,1.6
2024-01-01 12:45:00,0.001,0.0,0.001,0.16090927305892114,0.0,3.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.8221759397255879,0.0,0.4
2024-01-01 13:15:00,0.001,0.0,0.001,0.3132426063922545,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.2193759397255878,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.6272426063922545,0.0,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.8695013589346967,0.0,0.0
2024-01-01 14:15:00,1.568549757829581,0.0,0.001,0.4198188640195809,0.0,0.0
2024-01-01 14:30:00,1.9363518725068227,0.0,0.001,0.37900000000000006,0.0,0.8
2024-01-01 14:45:00,1.9801249026137313,0.0,0.001,0.32726666666666665,0.0,3.0
2024-01-01 15:00:00,1.553999046848477,0.0,0.001,0.3001726625987592,0.0,2.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.19909040903934017,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.2088585406079497,0.0,2.6
2024-01-01 15:45:00,0.001,0.0,0.001,0.7147092730589211,0.0,1.4
