,TumbleDryer,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.19166666666666668,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.20966666666666667,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.05233333333333333,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.24366666666666664,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.24966666666666665,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.07033333333333333,0.0,0.8,0.0
2024-01-01 02:00:00,0.001,0.045,0.0,1.6,0.0
2024-01-01 02:15:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.08299999999999999,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.345,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.143,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.22233333333333333,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.27433333333333326,0.0,1.7333333333333334,0.0
2024-01-01 04:30:00,0.001,0.07433333333333333,0.0,1.2,0.0
2024-01-01 04:45:00,0.001,0.045,0.0,0.5333333333333333,0.0
2024-01-01 05:00:00,0.001,0.045,0.0,0.26666666666666666,0.0
2024-01-01 05:15:00,0.001,0.17166666666666666,2.933333333333333,0.0,0.0
2024-01-01 05:30:00,0.001,0.22233333333333333,11.0,1.7333333333333334,0.0
2024-01-01 05:45:00,0.001,0.14033333333333334,7.333333333333333,2.0,0.0
2024-01-01 06:00:00,0.001,0.08166666666666668,0.0,2.0,0.0
2024-01-01 06:15:00,0.001,0.045,0.0,2.0,0.0
2024-01-01 06:30:00,0.001,0.121,0.0,2.0,0.0
2024-01-01 06:45:00,0.001,0.235,0.0,2.0,0.0
2024-01-01 07:00:00,0.001,0.08299999999999999,0.0,2.0,0.0
2024-01-01 07:15:00,0.001,0.13299999999999998,0.0,1.8666666666666667,0.0
2024-01-01 07:30:00,0.001,0.089,0.0,0.0,0.0
2024-01-01 07:45:00,0.001,0.07033333333333333,0.0,0.0,0.0
2024-01-01 08:00:00,0.001,0.235,0.0,0.0,0.0
2024-01-01 08:15:00,0.001,0.13366666666666666,0.0,0.5333333333333333,0.0
2024-01-01 08:30:00,0.001,0.045,0.0,2.0,0.0
2024-01-01 08:45:00,0.001,0.12566666666666668,0.0,0.5333333333333333,0.0
2024-01-01 09:00:00,0.001,0.09633333333333334,0.0,0.0,0.0
2024-01-01 09:15:00,0.001,0.20966666666666667,0.0,0.0,0.0
2024-01-01 09:30:00,0.001,0.18433333333333332,0.0,0.0,0.0
2024-01-01 09:45:00,0.001,0.045,0.0,0.5333333333333333,0.0
2024-01-01 10:00:00,0.001,0.045,0.0,2.0,0.0
2024-01-01 10:15:00,0.001,0.11833333333333333,0.0,0.4,0.0
2024-01-01 10:30:00,0.001,0.21766666666666665,0.0,0.0,0.0
2024-01-01 10:45:00,0.001,0.235,0.0,0.0,0.0
2024-01-01 11:00:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 11:15:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 11:30:00,0.001,0.045,0.0,0.13333333333333333,0.0
2024-01-01 11:45:00,0.001,0.1743333333333333,0.0,2.0,0.0
2024-01-01 12:00:00,0.001,0.301,0.0,0.5333333333333333,0.0
2024-01-01 12:15:00,0.001,0.09566666666666665,0.0,0.0,0.0
2024-01-01 12:30:00,0.001,0.045,5.133333333333334,0.0,0.0
2024-01-01 12:45:00,0.001,0.045,11.0,0.0,0.0
2024-01-01 13:00:00,0.001,0.057666666666666665,11.0,0.0,0.0
2024-01-01 13:15:00,0.001,0.29366666666666663,11.0,0.0,0.0
2024-01-01 13:30:00,0.001,0.21966666666666665,5.866666666666666,0.13333333333333333,0.0
2024-01-01 13:45:00,0.001,0.045,0.0,2.0,0.0
2024-01-01 14:00:00,0.001,0.045,0.0,0.5333333333333333,0.0
2024-01-01 14:15:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 14:30:00,0.001,0.197,0.0,0.0,0.0
2024-01-01 14:45:00,0.001,0.24833333333333332,0.0,0.0,0.0
2024-01-01 15:00:00,0.001,0.12566666666666668,0.0,0.0,0.0
2024-01-01 15:15:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 15:30:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 15:45:00,0.001,0.14633333333333332,0.0,0.4,0.0
2024-01-01 16:00:00,0.001,0.235,0.0,2.0,0.0
2024-01-01 16:15:00,0.001,0.10166666666666666,0.0,0.26666666666666666,0.0
2024-01-01 16:30:00,0.001,0.13299999999999998,0.0,0.0,0.0
2024-01-01 16:45:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 17:00:00,0.001,0.6287333333333333,0.0,0.0,0.0
2024-01-01 17:15:00,0.001,0.235,0.0,0.0,0.0
2024-01-01 17:30:00,0.001,0.11266666666666666,0.0,0.0,1.8
2024-01-01 17:45:00,0.001,0.09466666666666668,0.0,0.0,0.8
2024-01-01 18:00:00,0.001,0.15333333333333335,0.0,0.0,0.0
2024-01-01 18:15:00,0.001,0.12112435876469334,0.0,1.8666666666666667,0.0
2024-01-01 18:30:00,0.001,0.3970855306862476,0.0,0.8,0.0
2024-01-01 18:45:00,0.001,0.3115521973529143,0.0,0.0,0.0
2024-01-01 19:00:00,0.001,0.1975521973529143,0.0,0.0,0.0
2024-01-01 19:15:00,0.001,0.22688553068624762,0.0,0.0,0.0
2024-01-01 19:30:00,0.001,0.17221391929411048,0.0,0.0,0.0
2024-01-01 19:45:00,0.001,0.18433333333333332,0.0,0.0,0.0
2024-01-01 20:00:00,0.001,0.20966666666666667,0.0,0.0,0.0
2024-01-01 20:15:00,0.001,0.045,0.0,0.0,0.0
2024-01-01 20:30:00,0.001,0.058,0.0,0.8,0.0
2024-01-01 20:45:00,0.001,0.08867074440662724,0.0,1.2,0.0
2024-01-01 21:00:00,0.001,0.29793912656872684,0.0,0.0,0.0
2024-01-01 21:15:00,0.001,0.3317092730589211,0.0,0.0,0.0
2024-01-01 21:30:00,0.001,0.23644260639225448,0.0,0.0,0.0
2024-01-01 21:45:00,0.001,0.20937593972558782,0.0,0.0,2.2
2024-01-01 22:00:00,0.001,0.20070519531896058,0.0,0.0,1.0
2024-01-01 22:15:00,0.001,0.19060695964705526,0.0,0.0,2.6
2024-01-01 22:30:00,0.001,0.48751391005631706,0.0,0.0,0.0
2024-01-01 22:45:00,0.001,0.27415707570600684,0.0,0.0,0.0
2024-01-01 23:00:00,0.001,0.21575707570600683,0.0,0.0,0.0
2024-01-01 23:15:00,0.001,0.22903070201972875,0.0,0.0,2.2
2024-01-01 23:30:00,0.001,0.2318426063922545,0.0,0.0,0.6
2024-01-01 23:45:00,0.001,0.28050519531896057,0.0,0.0,0.0
2024-01-02 00:00:00,0.001,0.313218864019581,0.0,0.0,3.0
2024-01-02 00:15:00,0.001,0.09121886401958099,0.0,0.0,1.2
2024-01-02 00:30:00,0.001,0.609618864019581,0.0,0.0,0.0
2024-01-02 00:45:00,0.001,0.04920695964705524,0.0,0.0,1.4
2024-01-02 01:00:00,0.001,0.17166666666666666,0.0,0.0,2.2
2024-01-02 01:15:00,0.001,0.22233333333333333,0.0,0.0,1.2
2024-01-02 01:30:00,0.001,0.155,0.0,0.0,1.8
2024-01-02 01:45:00,0.001,0.06699999999999999,0.0,0.0,0.0
2024-01-02 02:00:00,0.001,0.045,0.0,0.0,2.6
2024-01-02 02:15:00,0.001,0.121,0.0,0.0,0.6
2024-01-02 02:30:00,0.001,0.235,0.0,0.0,0.0
2024-01-02 02:45:00,0.001,0.08299999999999999,0.0,0.0,0.0
2024-01-02 03:00:00,0.001,0.14766666666666667,0.0,0.0,0.0
2024-01-02 03:15:00,0.001,0.07433333333333333,0.0,1.3333333333333333,0.0
2024-01-02 03:30:00,0.001,0.07033333333333333,0.0,2.0,0.0
2024-01-02 03:45:00,0.001,0.235,0.0,2.0,0.0
2024-01-02 04:00:00,0.001,0.13366666666666666,0.0,1.0666666666666667,0.0
2024-01-02 04:15:00,0.001,0.045,0.0,0.0,0.0
2024-01-02 04:30:00,0.001,0.14033333333333334,0.0,0.0,0.0
2024-01-02 04:45:00,0.001,0.08166666666666668,0.0,0.0,0.0
2024-01-02 05:00:00,0.001,0.20966666666666667,0.0,0.0,0.0
2024-01-02 05:15:00,0.001,0.18433333333333332,0.0,0.0,0.0
2024-01-02 05:30:00,0.001,0.045,0.0,0.13333333333333333,2.4
2024-01-02 05:45:00,0.001,0.045,0.0,1.4666666666666666,2.0
2024-01-02 06:00:00,0.001,0.6660666666666667,0.0,0.0,0.0
2024-01-02 06:15:00,0.001,0.7360666666666666,0.0,0.0,1.4
2024-01-02 06:30:00,0.001,0.235,0.0,0.0,2.6
2024-01-02 06:45:00,0.001,0.045,0.0,0.0,0.0
2024-01-02 07:00:00,0.001,0.045,0.0,0.9333333333333333,0.0
2024-01-02 07:15:00,0.001,0.045,0.0,2.0,0.0
2024-01-02 07:30:00,1.097658519979849,0.189,0.0,0.26666666666666666,2.0
2024-01-02 07:45:00,1.885593053077702,0.4196,0.0,0.0,2.6
2024-01-02 08:00:00,1.9703161243890035,0.4954666666666666,0.0,0.0,0.0
2024-01-02 08:15:00,1.6458746314593633,0.045,0.0,0.0,0.0
2024-01-02 08:30:00,0.001,0.05626666666666667,0.0,0.0,0.0
2024-01-02 08:45:00,0.001,0.07539616361573608,0.0,0.0,1.0
2024-01-02 09:00:00,0.001,0.33315707570600683,0.0,0.0,3.0
2024-01-02 09:15:00,0.001,0.22982374237267353,0.0,2.0,2.0
2024-01-02 09:30:00,0.001,0.06289040903934016,0.0,0.6666666666666666,0.0
2024-01-02 09:45:00,0.001,0.0497294969490694,5.133333333333334,0.0,0.0
2024-01-02 10:00:00,0.001,0.045,10.266666666666667,0.0,0.0
2024-01-02 10:15:00,0.001,0.197,0.0,0.0,0.0
2024-01-02 10:30:00,0.001,0.263,0.0,0.0,0.0
2024-01-02 10:45:00,0.001,0.111,0.0,0.0,0.0
