,WasherDryer,TumbleDryer,BaseLoad,P_HP,P_WB
2024-01-01 16:00:00,0.001,0.001,0.2222521973529143,0.0,0.0
2024-01-01 16:15:00,0.001,0.001,0.2222521973529143,0.0,0.0
2024-01-01 16:30:00,0.001,0.001,0.4122521973529143,0.0,0.7
2024-01-01 16:45:00,0.001,0.001,0.35297538419605334,0.0,1.5
2024-01-01 17:00:00,0.001,0.001,0.27307333333333333,0.0,1.3
2024-01-01 17:15:00,0.001,0.001,0.31949999999999995,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.3247,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.8523399999999999,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.37093333333333334,1.0666666666666667,0.0
2024-01-01 18:15:00,0.001,0.001,0.5844,1.6,0.0
2024-01-01 18:30:00,0.001,0.001,0.17810347982352762,0.0,1.3
2024-01-01 18:45:00,0.001,0.001,0.23981886401958097,0.0,0.8
2024-01-01 19:00:00,0.001,0.001,0.3285521973529143,0.0,0.2
2024-01-01 19:15:00,0.001,0.001,0.6559521973529142,0.0,1.5
2024-01-01 19:30:00,0.001,0.001,2.6261521973529143,0.0,0.4
2024-01-01 19:45:00,0.001,0.001,2.100818864019581,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.34644260639225444,0.0,1.4
2024-01-01 20:15:00,0.001,0.001,2.563695939725588,0.0,1.5
2024-01-01 20:30:00,0.001,0.001,2.741909273058921,0.0,1.4
2024-01-01 20:45:00,0.001,0.001,0.6579092730589211,0.0,0.0
2024-01-01 21:00:00,0.001,0.001,2.1347092730589217,0.0,0.0
2024-01-01 21:15:00,0.001,0.001,1.4577092730589212,0.0,1.2
2024-01-01 21:30:00,0.001,0.001,0.7378111912510531,0.0,1.5
2024-01-01 21:45:00,0.001,0.001,0.45077593972558777,0.0,1.5
2024-01-01 22:00:00,0.001,0.001,0.3403759397255878,0.0,1.5
2024-01-01 22:15:00,0.001,0.001,0.5267426063922545,0.0,0.5
2024-01-01 22:30:00,0.001,0.001,0.6660759397255878,0.0,1.5
2024-01-01 22:45:00,0.001,0.001,0.5140759397255878,0.0,1.3
2024-01-01 23:00:00,0.001,0.001,0.4760759397255878,0.0,0.3
2024-01-01 23:15:00,0.001,0.001,0.4680092730589211,0.0,1.5
2024-01-01 23:30:00,0.001,0.001,0.4680092730589211,0.0,1.5
2024-01-01 23:45:00,0.001,0.001,0.4184092730589211,0.0,1.5
2024-01-02 00:00:00,0.001,0.001,0.8116092730589212,0.0,1.5
2024-01-02 00:15:00,0.001,0.001,0.9134759397255878,0.0,1.5
2024-01-02 00:30:00,0.001,0.001,0.7430521973529144,0.0,1.4
2024-01-02 00:45:00,0.001,0.001,0.3550759397255879,0.0,0.0
2024-01-02 01:00:00,0.001,0.001,0.3664092730589212,0.0,0.0
2024-01-02 01:15:00,0.001,0.001,0.46507593972558775,0.0,0.0
2024-01-02 01:30:00,0.001,0.001,0.5640252072746162,0.0,1.0
2024-01-02 01:45:00,0.001,0.001,0.3346139100563171,0.0,1.5
2024-01-02 02:00:00,0.001,0.001,0.3117,0.0,1.5
2024-01-02 02:15:00,0.001,0.001,0.19069999999999998,0.0,0.9
2024-01-02 02:30:00,0.001,0.001,0.19069999999999998,0.0,0.0
2024-01-02 02:45:00,0.001,0.001,0.27936666666666665,0.0,0.0
2024-01-02 03:00:00,0.001,0.001,0.49363333333333337,0.0,0.0
2024-01-02 03:15:00,0.001,0.001,0.2212333333333333,0.0,0.0
2024-01-02 03:30:00,0.001,0.001,0.5757999999999999,0.0,0.0
2024-01-02 03:45:00,0.001,0.001,0.176,0.0,0.9
2024-01-02 04:00:00,0.001,0.001,0.176,0.0,1.2
2024-01-02 04:15:00,0.001,0.001,0.16440000000000002,3.466666666666667,0.0
2024-01-02 04:30:00,0.001,0.001,0.6321333333333334,0.8,0.2
2024-01-02 04:45:00,0.001,0.001,0.055,0.0,1.5
2024-01-02 05:00:00,0.001,0.001,0.055,0.0,1.5
2024-01-02 05:15:00,0.001,0.001,1.1621333333333335,0.0,0.4
2024-01-02 05:30:00,0.001,0.001,2.5768,0.0,0.0
2024-01-02 05:45:00,0.001,0.001,1.0178,0.0,1.5
2024-01-02 06:00:00,0.001,0.001,0.6281333333333333,0.0,1.5
2024-01-02 06:15:00,0.001,0.001,0.20126666666666668,0.0,1.5
2024-01-02 06:30:00,0.001,0.001,0.068,0.0,1.5
2024-01-02 06:45:00,0.001,0.001,0.068,0.0,1.5
2024-01-02 07:00:00,0.001,0.001,0.05586666666666666,0.0,1.5
2024-01-02 07:15:00,0.001,0.001,0.186,0.0,1.2
2024-01-02 07:30:00,0.001,0.001,0.8319333333333333,0.0,0.6
2024-01-02 07:45:00,0.001,0.001,0.159,0.0,1.5
2024-01-02 08:00:00,0.001,0.001,0.159,0.0,1.3
2024-01-02 08:15:00,0.001,0.001,0.11653333333333334,0.0,0.0
2024-01-02 08:30:00,0.001,0.001,0.08620000000000001,0.0,1.0
2024-01-02 08:45:00,0.001,0.001,0.2983333333333333,0.0,1.5
2024-01-02 09:00:00,0.001,0.001,0.9639333333333333,0.0,1.5
2024-01-02 09:15:00,0.001,0.001,1.799,0.0,1.5
2024-01-02 09:30:00,0.001,0.001,0.6424,0.0,1.5
2024-01-02 09:45:00,0.001,0.001,0.068,0.0,0.9
2024-01-02 10:00:00,0.001,0.001,0.068,0.0,0.0
2024-01-02 10:15:00,0.001,0.001,0.22000000000000003,0.5333333333333333,1.4
2024-01-02 10:30:00,0.001,0.001,0.19677014649019428,2.1333333333333333,1.5
2024-01-02 10:45:00,0.001,0.001,0.2352521973529143,0.0,1.5
2024-01-02 11:00:00,0.001,0.001,0.2352521973529143,0.0,1.5
2024-01-02 11:15:00,0.001,0.001,0.2399816943019837,0.0,1.5
2024-01-02 11:30:00,0.001,0.001,0.24100927305892114,0.0,1.5
2024-01-02 11:45:00,0.001,0.001,0.39874260639225445,0.0,1.5
2024-01-02 12:00:00,0.001,0.001,0.3270411414903116,0.0,1.5
2024-01-02 12:15:00,0.001,0.001,0.3357904090393402,0.0,1.5
2024-01-02 12:30:00,0.001,0.001,3.115923742372674,0.0,1.5
2024-01-02 12:45:00,0.001,0.001,2.2300647484745344,0.0,1.5
2024-01-02 13:00:00,0.001,0.001,0.3117,0.0,1.5
2024-01-02 13:15:00,0.001,0.001,1.0116844131072475,0.0,1.5
2024-01-02 13:30:00,0.001,0.001,0.9709237423726734,0.0,1.5
2024-01-02 13:45:00,0.001,0.001,0.8695904090393402,0.0,1.5
2024-01-02 14:00:00,0.001,0.001,0.8373237423726735,0.0,1.5
2024-01-02 14:15:00,0.001,0.001,0.2146570757060068,0.0,1.5
2024-01-02 14:30:00,0.001,0.001,0.21059040903934018,0.0,1.5
2024-01-02 14:45:00,0.001,0.001,0.5040647484745348,0.0,0.6
2024-01-02 15:00:00,0.31741391442306527,0.001,0.40036666666666665,0.0,1.0
2024-01-02 15:15:00,0.7920347860576631,0.001,0.4449666666666666,0.0,1.5
2024-01-02 15:30:00,0.7920347860576631,0.001,0.5782333333333333,0.0,1.5
2024-01-02 15:45:00,0.7920347860576631,0.001,0.10536,0.0,1.5
2024-01-02 16:00:00,0.7920347860576631,0.001,0.0858,0.0,1.5
2024-01-02 16:15:00,0.7920347860576631,0.001,0.6788000000000001,0.0,1.5
2024-01-02 16:30:00,0.7920347860576631,0.001,0.16046666666666667,0.0,1.5
2024-01-02 16:45:00,0.7920347860576631,0.001,0.055,0.0,1.5
2024-01-02 17:00:00,0.7920347860576631,0.001,0.055,0.0,1.5
2024-01-02 17:15:00,0.7920347860576631,0.001,0.6267131094431851,2.6666666666666665,1.5
2024-01-02 17:30:00,0.7920347860576631,0.001,0.12370927305892114,0.0,1.5
2024-01-02 17:45:00,0.7920347860576631,0.001,0.2883759397255878,0.0,1.5
2024-01-02 18:00:00,0.7920347860576631,0.001,0.1617092730589211,0.0,1.5
2024-01-02 18:15:00,0.7920347860576631,0.001,0.08575506078442209,0.0,1.5
2024-01-02 18:30:00,0.264678262019221,0.001,0.6807412474575578,0.0,1.5
2024-01-02 18:45:00,0.001,0.001,0.20826666666666666,0.0,1.5
2024-01-02 19:00:00,0.001,0.001,0.33499999999999996,0.0,1.5
2024-01-02 19:15:00,0.001,0.001,0.487,0.0,1.5
2024-01-02 19:30:00,0.001,0.001,0.35187362631372193,0.0,1.5
2024-01-02 19:45:00,0.001,0.001,0.36040553068624764,0.0,1.5
2024-01-02 20:00:00,0.001,0.001,0.2075521973529143,0.0,1.5
2024-01-02 20:15:00,0.001,0.001,0.724958864019581,0.0,1.5
2024-01-02 20:30:00,0.001,0.001,0.35358553068624765,0.0,1.5
2024-01-02 20:45:00,0.001,0.001,0.5290452377058591,0.0,1.5
2024-01-02 21:00:00,0.001,0.001,0.47729161139213716,0.0,1.5
2024-01-02 21:15:00,0.001,0.001,1.097367690234076,0.0,1.5
2024-01-02 21:30:00,0.001,0.001,1.494209273058921,0.0,1.5
2024-01-02 21:45:00,0.001,0.001,1.1767426063922544,0.0,1.5
2024-01-02 22:00:00,0.001,0.001,0.6458626063922545,0.0,1.5
2024-01-02 22:15:00,0.001,0.001,0.6660759397255878,0.0,1.5
2024-01-02 22:30:00,0.001,0.001,0.5135426063922545,0.0,1.5
2024-01-02 22:45:00,0.001,0.047599999999999996,0.4890759397255878,0.0,1.5
2024-01-02 23:00:00,0.001,1.643048217049416,0.4890759397255878,0.0,1.5
2024-01-02 23:15:00,0.001,1.9473821803476017,0.4890759397255878,0.0,1.5
2024-01-02 23:30:00,0.001,1.9800067705896622,1.08797785791772,0.0,1.5
2024-01-02 23:45:00,0.001,0.8716485868319482,0.6311139192941105,0.0,1.5
2024-01-03 00:00:00,0.001,0.001,0.32436666666666664,0.0,1.5
2024-01-03 00:15:00,0.001,0.001,0.3117,0.0,1.5
2024-01-03 00:30:00,0.001,0.001,0.7114999999999999,0.0,1.5
2024-01-03 00:45:00,0.001,0.001,0.3117,0.0,1.5
2024-01-03 01:00:00,0.001,0.001,0.6791666666666666,0.0,1.5
2024-01-03 01:15:00,0.001,0.001,0.3807,0.0,1.5
2024-01-03 01:30:00,0.001,0.001,0.19069999999999998,0.0,1.5
2024-01-03 01:45:00,0.001,0.001,0.6152066666666667,0.0,1.5
2024-01-03 02:00:00,0.001,0.001,0.055,0.0,1.5
2024-01-03 02:15:00,0.001,0.001,0.3215333333333333,0.0,1.5
2024-01-03 02:30:00,0.001,0.001,1.3557333333333332,0.0,1.5
2024-01-03 02:45:00,0.001,0.001,0.313,0.0,1.5
2024-01-03 03:00:00,0.001,0.001,0.7090666666666666,0.0,1.5
2024-01-03 03:15:00,0.001,0.001,0.176,1.8666666666666667,1.5
2024-01-03 03:30:00,0.001,0.001,0.176,0.5333333333333333,1.5
2024-01-03 03:45:00,0.001,0.001,0.1518,0.0,1.5
2024-01-03 04:00:00,0.001,0.001,0.4355333333333334,0.0,1.5
2024-01-03 04:15:00,0.001,0.001,0.4862,0.0,1.5
2024-01-03 04:30:00,0.001,0.001,0.055,0.0,1.5
2024-01-03 04:45:00,0.001,0.001,0.055,0.0,1.5
2024-01-03 05:00:00,0.001,0.001,0.4547999999999999,0.0,0.2
2024-01-03 05:15:00,0.001,0.001,0.055,0.0,0.0
2024-01-03 05:30:00,0.001,0.001,0.44820000000000004,0.0,0.0
2024-01-03 05:45:00,0.001,0.001,0.47353333333333336,0.0,0.0
2024-01-03 06:00:00,0.001,0.001,0.4548,0.0,0.5
2024-01-03 06:15:00,0.001,0.001,0.055,0.0,1.5
2024-01-03 06:30:00,0.001,0.001,0.06280000000000001,0.0,1.3
2024-01-03 06:45:00,0.001,0.001,0.46780000000000005,0.0,0.0
2024-01-03 07:00:00,0.001,0.001,0.20733333333333334,1.0666666666666667,0.0
2024-01-03 07:15:00,0.7920347860576631,0.001,0.21539999999999998,1.6,0.3
2024-01-03 07:30:00,0.7920347860576631,0.001,0.9790666666666666,0.0,1.5
2024-01-03 07:45:00,0.7920347860576631,0.001,0.22055219735291434,0.0,1.5
2024-01-03 08:00:00,0.7920347860576631,0.001,0.22055219735291434,0.0,1.5
2024-01-03 08:15:00,0.7920347860576631,0.001,0.22055219735291434,0.0,0.1
2024-01-03 08:30:00,0.7920347860576631,0.001,0.38301886401958096,0.0,1.5
2024-01-03 08:45:00,0.7920347860576631,0.001,0.2633521973529143,0.0,1.5
2024-01-03 09:00:00,0.7920347860576631,0.001,0.09028754560783239,0.0,1.5
2024-01-03 09:15:00,0.7920347860576631,0.001,0.055,0.0,1.5
2024-01-03 09:30:00,0.7920347860576631,0.001,0.055,0.0,1.5
2024-01-03 09:45:00,0.7920347860576631,0.001,0.055,0.0,1.5
2024-01-03 10:00:00,0.7920347860576631,0.001,0.21966666666666665,0.0,1.5
2024-01-03 10:15:00,0.7920347860576631,0.001,0.169,0.0,1.5
2024-01-03 10:30:00,0.3701495668269094,0.001,0.36811999999999995,0.0,1.5
2024-01-03 10:45:00,0.001,0.001,0.3369666666666666,0.0,1.5
2024-01-03 11:00:00,0.001,0.001,0.2037,0.0,1.5
2024-01-03 11:15:00,0.001,0.001,0.2037,0.0,1.5
2024-01-03 11:30:00,0.001,0.001,0.3741,0.0,1.5
2024-01-03 11:45:00,0.001,0.001,0.2920333333333333,0.0,1.5
2024-01-03 12:00:00,0.001,0.001,0.19069999999999998,0.0,0.1
2024-01-03 12:15:00,0.001,0.001,0.19069999999999998,0.0,0.0
2024-01-03 12:30:00,0.001,0.001,0.2068333333333333,0.0,0.0
2024-01-03 12:45:00,0.001,0.001,1.5603,0.0,0.0
2024-01-03 13:00:00,0.001,0.001,3.1203,0.0,0.0
2024-01-03 13:15:00,0.001,0.001,0.6752491615817823,0.0,0.0
2024-01-03 13:30:00,0.001,0.001,2.034657075706007,0.0,0.0
2024-01-03 13:45:00,0.001,0.001,2.685515353764811,0.0,1.4
2024-01-03 14:00:00,0.001,0.001,0.5034759397255878,1.0666666666666667,1.5
2024-01-03 14:15:00,0.001,0.001,0.30656610740923135,0.5333333333333333,1.5
2024-01-03 14:30:00,0.001,0.001,0.8250521973529142,0.0,1.5
2024-01-03 14:45:00,0.001,0.001,0.3112521973529143,0.0,1.5
2024-01-03 15:00:00,0.001,0.001,0.2173049447254705,0.0,1.5
2024-01-03 15:15:00,0.26467826201922107,0.001,0.20443333333333333,0.0,1.5
2024-01-03 15:30:00,0.7920347860576631,0.001,0.6375,0.0,1.5
2024-01-03 15:45:00,0.7920347860576631,0.001,0.7915666666666666,0.0,0.7
2024-01-03 16:00:00,0.7920347860576631,0.001,0.3937,0.0,0.0
2024-01-03 16:15:00,0.7920347860576631,0.001,0.2670333333333333,0.0,0.0
2024-01-03 16:30:00,0.7920347860576631,0.001,0.22485219735291428,0.0,0.0
2024-01-03 16:45:00,0.7920347860576631,0.001,0.302918864019581,0.0,0.0
2024-01-03 17:00:00,0.7920347860576631,0.001,0.7430521973529144,0.0,0.6
2024-01-03 17:15:00,0.7920347860576631,0.001,0.49006011147713885,0.0,1.5
2024-01-03 17:30:00,0.7920347860576631,0.001,0.6660759397255878,1.6,0.2
2024-01-03 17:45:00,0.7920347860576631,0.001,0.5156112879805058,1.0666666666666667,0.0
2024-01-03 18:00:00,0.7920347860576631,0.001,1.2575237423726735,0.0,0.0
2024-01-03 18:15:00,0.7920347860576631,0.001,1.921657075706007,0.0,0.0
2024-01-03 18:30:00,0.7920347860576631,0.001,0.7703237423726735,0.0,0.0
2024-01-03 18:45:00,0.7920347860576631,0.001,1.2599814344707,0.0,0.5
2024-01-03 19:00:00,0.7920347860576631,0.001,2.667075939725588,0.0,1.5
2024-01-03 19:15:00,0.7920347860576631,0.001,1.9549245245843865,0.0,0.5
2024-01-03 19:30:00,0.7920347860576631,0.001,1.526718864019581,0.0,0.0
2024-01-03 19:45:00,0.7920347860576631,0.001,1.6748876902340764,0.0,1.0
2024-01-03 20:00:00,0.7920347860576631,1.2288399048342362,1.1755426063922545,0.0,1.5
2024-01-03 20:15:00,0.7920347860576631,1.949257526753119,0.5394092730589211,0.0,1.4
2024-01-03 20:30:00,0.7920347860576631,1.7245844062633329,0.7440359397255878,0.0,0.0
2024-01-03 20:45:00,0.7920347860576631,0.34645293866492205,1.1376892730589212,0.0,0.0
2024-01-03 21:00:00,0.3701495668269094,1.1098798792441467,0.9798759397255878,0.0,0.0
2024-01-03 21:15:00,0.21194260961537684,0.9808338158094145,0.5783426063922544,0.0,0.0
2024-01-03 21:30:00,0.7920347860576631,1.8718670002722217,0.5185426063922545,0.0,0.0
2024-01-03 21:45:00,0.7920347860576631,1.9694928551016753,0.5520759397255878,0.0,0.1
2024-01-03 22:00:00,0.7920347860576631,1.8811419253958235,0.7323159397255877,0.0,1.5
2024-01-03 22:15:00,0.7920347860576631,0.3366899832194773,0.5329026063922544,0.0,1.5
2024-01-03 22:30:00,0.7920347860576631,0.001,0.4760759397255878,0.0,1.5
2024-01-03 22:45:00,0.7920347860576631,0.001,0.8758759397255879,0.0,1.5
2024-01-03 23:00:00,0.7920347860576631,0.001,0.4729426063922545,0.0,1.5
2024-01-03 23:15:00,0.7920347860576631,0.001,0.5777426063922545,0.0,1.1
2024-01-03 23:30:00,0.7920347860576631,0.001,0.5686915266183401,0.0,0.7
2024-01-03 23:45:00,0.7920347860576631,0.001,0.3581464427765184,0.0,1.5
2024-01-04 00:00:00,0.7920347860576631,0.001,0.3550759397255879,0.0,1.5
2024-01-04 00:15:00,0.7920347860576631,0.001,0.3550759397255879,0.0,1.5
2024-01-04 00:30:00,0.7920347860576631,0.001,0.8881426063922545,0.0,1.5
2024-01-04 00:45:00,0.21194260961537684,0.001,0.566809273058921,0.0,1.5
2024-01-04 01:00:00,0.001,0.001,0.40042722219620114,0.0,1.5
2024-01-04 01:15:00,0.001,0.001,0.2155237423726735,0.0,1.5
2024-01-04 01:30:00,0.001,0.001,0.6153237423726735,0.0,1.5
2024-01-04 01:45:00,0.001,0.001,0.6128904090393402,0.0,1.5
2024-01-04 02:00:00,0.001,0.001,0.3291764989830231,0.0,1.0
2024-01-04 02:15:00,0.001,0.001,0.7020666666666667,0.0,0.0
2024-01-04 02:30:00,0.001,0.001,0.3529333333333334,0.0,0.0
2024-01-04 02:45:00,0.001,0.001,0.4547999999999999,0.0,0.0
2024-01-04 03:00:00,0.001,0.001,0.21093333333333333,0.0,0.0
2024-01-04 03:15:00,0.001,0.001,0.4888,0.0,0.0
2024-01-04 03:30:00,0.001,0.001,0.06633333333333333,0.0,0.3
2024-01-04 03:45:00,0.001,0.001,0.18166666666666667,1.3333333333333333,1.5
2024-01-04 04:00:00,0.001,0.001,0.2312,0.8,0.2
2024-01-04 04:15:00,0.001,0.001,0.176,0.0,0.0
2024-01-04 04:30:00,0.001,0.001,0.176,0.0,0.0
2024-01-04 04:45:00,0.001,0.001,0.176,0.0,0.0
2024-01-04 05:00:00,0.001,0.001,0.2647333333333333,0.0,1.2
2024-01-04 05:15:00,0.001,0.001,0.4544666666666667,2.6666666666666665,1.5
2024-01-04 05:30:00,0.001,0.001,0.7733333333333333,0.0,1.5
2024-01-04 05:45:00,0.001,0.001,0.19186666666666666,0.0,0.2
2024-01-04 06:00:00,0.001,0.001,0.176,0.0,0.0
2024-01-04 06:15:00,0.001,0.001,0.07113333333333333,0.0,0.0
2024-01-04 06:30:00,0.001,0.001,0.5941333333333334,0.0,1.1
2024-01-04 06:45:00,0.001,0.001,0.6444,0.0,1.5
2024-01-04 07:00:00,0.001,0.001,2.316666666666667,0.0,0.5
2024-01-04 07:15:00,0.001,0.001,0.7753333333333333,0.0,1.3
2024-01-04 07:30:00,0.001,0.001,0.068,0.0,1.5
2024-01-04 07:45:00,0.001,0.001,0.068,0.0,0.4
2024-01-04 08:00:00,0.001,0.001,0.068,0.0,1.5
2024-01-04 08:15:00,0.001,0.001,0.7806,0.0,1.5
2024-01-04 08:30:00,0.001,0.001,0.27580000000000005,0.0,1.5
2024-01-04 08:45:00,0.001,0.001,0.16413333333333333,0.0,1.5
2024-01-04 09:00:00,0.001,0.001,0.146,0.0,1.5
2024-01-04 09:15:00,0.001,0.001,0.146,0.0,1.5
2024-01-04 09:30:00,0.001,0.001,0.07926666666666667,0.0,1.5
2024-01-04 09:45:00,0.001,0.001,0.7654000000000001,0.0,1.5
2024-01-04 10:00:00,0.001,0.001,0.24465333333333333,0.0,0.9
2024-01-04 10:15:00,0.001,0.001,0.05673333333333333,0.0,0.0
2024-01-04 10:30:00,0.001,0.001,0.068,0.0,0.0
2024-01-04 10:45:00,0.001,0.001,0.20126666666666668,2.6666666666666665,0.0
2024-01-04 11:00:00,0.001,0.001,0.8676,0.0,0.0
2024-01-04 11:15:00,0.001,0.001,0.5132666666666666,0.0,0.4
2024-01-04 11:30:00,0.001,0.001,0.14366666666666666,0.0,1.5
2024-01-04 11:45:00,0.001,0.001,0.055,0.0,1.5
2024-01-04 12:00:00,0.001,0.001,0.055,0.0,1.5
2024-01-04 12:15:00,0.001,0.001,0.055,0.0,1.5
2024-01-04 12:30:00,0.001,0.001,0.07200000000000001,0.0,0.8
2024-01-04 12:45:00,0.001,0.001,0.7910666666666667,0.0,0.0
2024-01-04 13:00:00,0.001,0.001,0.14400000000000002,0.0,0.0
2024-01-04 13:15:00,0.001,0.001,0.068,0.0,0.0
2024-01-04 13:30:00,0.001,0.001,0.06366666666666668,0.0,0.0
2024-01-04 13:45:00,0.001,0.001,0.055,0.0,0.0
2024-01-04 14:00:00,0.001,0.001,0.08033333333333334,0.0,1.4
2024-01-04 14:15:00,0.001,0.001,0.245,0.0,1.5
2024-01-04 14:30:00,0.001,0.001,0.11833333333333333,0.0,1.5
2024-01-04 14:45:00,0.001,0.001,0.055,0.0,1.5
2024-01-04 15:00:00,0.001,0.001,0.055,0.0,0.5
2024-01-04 15:15:00,0.001,0.001,0.055,0.0,0.0
2024-01-04 15:30:00,0.001,0.001,0.49279999999999996,0.0,0.4
2024-01-04 15:45:00,0.001,0.001,0.245,0.0,1.5
2024-01-04 16:00:00,0.001,0.001,0.10566666666666666,2.6666666666666665,1.5
2024-01-04 16:15:00,0.001,0.001,0.055,0.0,0.0
2024-01-04 16:30:00,0.001,0.001,0.055,0.0,0.0
2024-01-04 16:45:00,0.001,0.001,0.055,0.0,0.0
2024-01-04 17:00:00,0.001,0.001,0.10566666666666666,0.0,0.1
2024-01-04 17:15:00,0.001,0.001,0.245,0.0,1.5
2024-01-04 17:30:00,0.001,0.001,0.093,0.0,1.2
2024-01-04 17:45:00,0.001,0.001,0.055,0.0,0.0
2024-01-04 18:00:00,0.001,0.001,0.055,0.0,0.0
2024-01-04 18:15:00,0.001,0.001,0.055,0.0,0.0
2024-01-04 18:30:00,0.001,0.001,0.11833333333333333,0.0,0.0
