,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.22269999999999998,0.0,0.0
2024-01-01 00:15:00,0.001,0.0002,0.001,0.3747,0.0,4.333333333333333
2024-01-01 00:30:00,0.001,0.0,0.001,0.3927,0.0,0.3333333333333333
2024-01-01 00:45:00,0.001,0.0,0.001,0.13427999999999998,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.049,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.049,0.0,3.3333333333333335
2024-01-01 01:30:00,0.001,0.0,0.001,0.07433333333333333,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.301,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.6384666666666666,0.0,2.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.049,0.0,2.6666666666666665
2024-01-01 02:30:00,0.001,0.0,0.001,0.049,0.0,1.6666666666666667
2024-01-01 02:45:00,0.001,0.0,0.001,0.049,0.0,3.6666666666666665
2024-01-01 03:00:00,0.001,0.0,0.001,0.06166666666666667,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.37333333333333335,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.179,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.049,0.0,2.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.5820666666666666,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.049,0.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.10066666666666667,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.36300000000000004,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.15033333333333332,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.049,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.049,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.049,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.173,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.27799999999999997,0.0,1.3333333333333333
2024-01-01 06:30:00,0.001,0.0,0.001,0.16299999999999998,0.0,1.6666666666666667
2024-01-01 06:45:00,0.001,0.0,0.001,0.049,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,2.171,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,2.1540666666666666,0.0,2.0
2024-01-01 07:30:00,0.001,0.0,0.001,1.4339333333333333,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,1.3914666666666666,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.18866666666666668,0.0,1.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.06199999999999999,0.0,1.6666666666666667
2024-01-01 08:30:00,0.001,0.0,0.001,0.06199999999999999,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.4252666666666667,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,1.372,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,1.3787999999999998,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.20133333333333334,0.0,0.0
2024-01-01 09:45:00,0.1994010000042566,0.0,0.001,0.6378,0.0,1.3333333333333333
2024-01-01 10:00:00,1.7395046901474833,0.0,0.001,2.1839999999999997,0.0,3.6666666666666665
2024-01-01 10:15:00,1.9652734587760878,0.0,0.001,0.6853333333333332,0.0,0.0
2024-01-01 10:30:00,1.973531797843911,0.0,0.001,0.3192333333333333,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.4883666666666667,0.0,2.3333333333333335
2024-01-01 11:00:00,0.001,0.0,0.001,0.4707,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.86649102543136,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.35678553068624763,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.7013855306862476,0.0,3.3333333333333335
2024-01-01 12:00:00,0.001,0.0,0.001,0.22665219735291428,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.342918864019581,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.3725049447254705,0.0,0.0
2024-01-01 12:45:00,0.001,0.0006666666666666666,0.001,0.3386333333333333,0.0,0.0
2024-01-01 13:00:00,0.001,1.2004666666666668,0.001,0.7394999999999999,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.001,0.18469999999999998,0.0,1.0
2024-01-01 13:30:00,0.001,0.001,0.001,0.19100599593209253,0.0,3.0
