,TumbleDryer,WashingMachine,BaseLoad
2024-01-01 00:00:00,0.001,0.001,0.04
2024-01-01 00:15:00,0.001,0.001,0.04
2024-01-01 00:30:00,0.001,0.001,0.04
2024-01-01 00:45:00,0.001,0.001,0.116
2024-01-01 01:00:00,0.001,0.001,0.36933333333333335
2024-01-01 01:15:00,0.001,0.001,0.078
2024-01-01 01:30:00,0.001,0.001,0.04
2024-01-01 01:45:00,0.001,0.001,0.04
2024-01-01 02:00:00,0.001,0.001,0.04
2024-01-01 02:15:00,0.001,0.001,0.078
2024-01-01 02:30:00,0.001,0.001,0.39466666666666667
2024-01-01 02:45:00,0.001,0.001,0.09066666666666667
2024-01-01 03:00:00,0.001,0.001,0.04
2024-01-01 03:15:00,0.001,0.001,0.04
2024-01-01 03:30:00,0.001,0.001,0.04
2024-01-01 03:45:00,0.001,0.001,0.04
2024-01-01 04:00:00,0.001,0.001,0.39466666666666667
2024-01-01 04:15:00,0.001,0.001,0.12866666666666668
2024-01-01 04:30:00,0.001,0.001,0.04
2024-01-01 04:45:00,0.001,0.001,0.04
2024-01-01 05:00:00,0.001,0.001,0.04
2024-01-01 05:15:00,0.001,0.001,0.06533333333333333
2024-01-01 05:30:00,0.001,0.001,0.3313333333333333
2024-01-01 05:45:00,0.001,0.001,0.16666666666666666
2024-01-01 06:00:00,0.001,0.001,0.04
2024-01-01 06:15:00,0.001,0.001,0.04
2024-01-01 06:30:00,0.001,0.001,0.04
2024-01-01 06:45:00,0.001,0.001,0.09066666666666667
2024-01-01 07:00:00,0.001,0.001,0.268
2024-01-01 07:15:00,0.001,0.001,0.2046666666666667
2024-01-01 07:30:00,0.001,0.001,0.04
2024-01-01 07:45:00,0.001,0.001,0.04
2024-01-01 08:00:00,0.001,0.001,0.04
2024-01-01 08:15:00,0.001,0.001,0.116
2024-01-01 08:30:00,0.001,0.001,0.2046666666666667
2024-01-01 08:45:00,0.001,0.001,0.23
2024-01-01 09:00:00,0.001,0.001,0.05266666666666667
2024-01-01 09:15:00,0.001,0.001,0.04
2024-01-01 09:30:00,0.001,0.001,0.04
2024-01-01 09:45:00,0.001,0.001,0.14133333333333334
2024-01-01 10:00:00,0.001,0.001,0.14133333333333334
2024-01-01 10:15:00,0.001,0.001,0.23
2024-01-01 10:30:00,0.001,0.001,0.09066666666666667
2024-01-01 10:45:00,0.001,0.001,0.04
2024-01-01 11:00:00,0.001,0.001,0.056827838588220964
2024-01-01 11:15:00,0.001,0.001,0.19821886401958097
2024-01-01 11:30:00,0.001,0.001,0.1337521973529143
2024-01-01 11:45:00,0.001,0.001,0.3825521973529143
2024-01-01 12:00:00,0.001,0.001,0.28121886401958096
2024-01-01 12:15:00,0.001,0.001,0.7087910254313601
2024-01-01 12:30:00,0.001,0.001,0.18238205086272002
2024-01-01 12:45:00,0.001,0.001,0.23221886401958092
2024-01-01 13:00:00,0.001,0.001,0.10352485995167351
2024-01-01 13:15:00,0.001,0.001,0.29677593972558775
2024-01-01 13:30:00,0.001,0.001,0.3440426063922545
2024-01-01 13:45:00,0.001,0.001,0.18359388886286782
2024-01-01 14:00:00,0.001,0.001,0.17282374237267348
2024-01-01 14:15:00,0.001,0.001,0.2876858780091905
2024-01-01 14:30:00,0.001,0.001,0.0715521973529143
2024-01-01 14:45:00,0.001,0.001,0.2738721973529143
2024-01-01 15:00:00,0.001,0.001,0.23621886401958095
2024-01-01 15:15:00,0.001,0.001,0.052620878941165725
2024-01-01 15:30:00,0.001,0.001,0.05266666666666667
2024-01-01 15:45:00,0.001,0.001,0.19200000000000003
2024-01-01 16:00:00,0.001,0.001,0.04
2024-01-01 16:15:00,0.001,0.001,0.116
2024-01-01 16:30:00,0.001,0.001,0.23
2024-01-01 16:45:00,0.001,0.001,0.05266666666666667
2024-01-01 17:00:00,0.001,0.001,0.08666666666666667
2024-01-01 17:15:00,0.001,0.001,0.17966666666666667
2024-01-01 17:30:00,0.001,0.001,0.053
2024-01-01 17:45:00,0.001,0.001,0.10993131841174857
2024-01-01 18:00:00,0.001,0.001,0.3759521973529143
2024-01-01 18:15:00,0.001,0.001,0.24321886401958098
2024-01-01 18:30:00,0.001,0.001,0.25588553068624764
2024-01-01 18:45:00,0.001,0.001,0.2938855306862476
2024-01-01 19:00:00,0.001,0.001,0.1820347982352762
2024-01-01 19:15:00,0.001,0.001,0.11188553068624764
