,TumbleDryer,WashingMachine,BaseLoad
2024-01-01 00:00:00,0.001,0.001,0.048
2024-01-01 00:15:00,0.001,0.001,0.048
2024-01-01 00:30:00,0.001,0.001,0.16199999999999998
2024-01-01 00:45:00,0.001,0.001,0.12399999999999999
2024-01-01 01:00:00,0.001,0.001,0.048
2024-01-01 01:15:00,0.001,0.001,0.048
2024-01-01 01:30:00,0.001,0.001,0.048
2024-01-01 01:45:00,0.001,0.001,0.08600000000000001
2024-01-01 02:00:00,0.001,0.001,0.2
2024-01-01 02:15:00,0.001,0.001,0.048
2024-01-01 02:30:00,0.001,0.001,0.048
2024-01-01 02:45:00,0.001,0.001,0.048
2024-01-01 03:00:00,0.001,0.001,0.048
2024-01-01 03:15:00,0.001,0.001,0.2
2024-01-01 03:30:00,0.001,0.001,0.08600000000000001
2024-01-01 03:45:00,0.001,0.001,0.31453333333333333
2024-01-01 04:00:00,0.001,0.001,0.31453333333333333
2024-01-01 04:15:00,0.001,0.001,0.048
2024-01-01 04:30:00,0.001,0.001,0.12399999999999999
2024-01-01 04:45:00,0.001,0.001,0.16199999999999998
2024-01-01 05:00:00,0.001,0.001,0.048
2024-01-01 05:15:00,0.001,0.001,0.048
2024-01-01 05:30:00,0.001,0.001,0.048
2024-01-01 05:45:00,0.001,0.001,0.048
2024-01-01 06:00:00,0.001,0.001,0.238
2024-01-01 06:15:00,0.001,0.001,0.048
2024-01-01 06:30:00,0.001,0.001,0.048
2024-01-01 06:45:00,0.001,0.001,0.048
2024-01-01 07:00:00,0.001,0.001,0.048
2024-01-01 07:15:00,0.001,0.001,0.16199999999999998
2024-01-01 07:30:00,0.001,0.001,0.12399999999999999
2024-01-01 07:45:00,0.001,0.001,0.048
2024-01-01 08:00:00,0.001,0.001,0.048
2024-01-01 08:15:00,0.001,0.001,0.048
2024-01-01 08:30:00,0.001,0.001,0.09206666666666667
2024-01-01 08:45:00,0.001,0.001,0.213
2024-01-01 09:00:00,0.001,0.001,0.061000000000000006
2024-01-01 09:15:00,0.001,0.001,0.061000000000000006
2024-01-01 09:30:00,0.001,0.001,0.07139102543136001
2024-01-01 09:45:00,0.001,0.001,0.0795521973529143
2024-01-01 10:00:00,0.001,0.001,0.2315521973529143
2024-01-01 10:15:00,0.001,0.001,0.1175521973529143
2024-01-01 10:30:00,0.001,0.001,0.0795521973529143
2024-01-01 10:45:00,0.001,0.001,0.060620878941165725
2024-01-01 11:00:00,0.001,0.001,0.048
2024-01-01 11:15:00,0.001,0.001,0.12399999999999999
2024-01-01 11:30:00,0.001,0.001,0.16199999999999998
2024-01-01 11:45:00,0.001,0.001,0.13632
2024-01-01 12:00:00,0.001,0.001,0.048
2024-01-01 12:15:00,0.001,0.001,0.07015421227449907
2024-01-01 12:30:00,0.001,0.001,0.0925521973529143
2024-01-01 12:45:00,0.001,0.001,0.28255219735291426
2024-01-01 13:00:00,0.001,0.001,0.09885819328500685
2024-01-01 13:15:00,0.001,0.001,0.09830927305892115
2024-01-01 13:30:00,0.001,0.001,0.0913759397255878
2024-01-01 13:45:00,0.001,0.001,0.0598237423726735
2024-01-01 14:00:00,0.001,0.001,0.1738237423726735
2024-01-01 14:15:00,0.001,0.001,0.13424724338965038
2024-01-01 14:30:00,0.001,0.001,0.048
2024-01-01 14:45:00,0.001,0.001,0.048
2024-01-01 15:00:00,0.001,0.001,0.056666666666666664
2024-01-01 15:15:00,0.001,0.001,0.6320666666666667
2024-01-01 15:30:00,0.001,0.001,0.6128
2024-01-01 15:45:00,0.001,0.001,0.19426666666666667
2024-01-01 16:00:00,0.001,0.001,0.054066666666666666
2024-01-01 16:15:00,0.001,0.001,0.048
2024-01-01 16:30:00,0.001,0.001,0.048
2024-01-01 16:45:00,0.001,0.001,0.2
2024-01-01 17:00:00,0.001,0.001,0.08600000000000001
2024-01-01 17:15:00,0.001,0.001,0.048
2024-01-01 17:30:00,0.001,0.001,0.048
2024-01-01 17:45:00,0.001,0.001,0.048
2024-01-01 18:00:00,0.001,0.001,0.12399999999999999
2024-01-01 18:15:00,0.001,0.001,0.16199999999999998
2024-01-01 18:30:00,0.001,0.001,0.048
2024-01-01 18:45:00,0.001,0.001,0.048
2024-01-01 19:00:00,0.001,0.001,0.0795521973529143
2024-01-01 19:15:00,0.001,0.001,0.7094188640195809
2024-01-01 19:30:00,0.001,0.001,0.3905521973529143
2024-01-01 19:45:00,0.001,0.001,0.18162087894116571
2024-01-01 20:00:00,0.001,0.001,0.169
2024-01-01 20:15:00,0.001,0.001,0.22160000000000002
2024-01-01 20:30:00,0.001,0.001,0.46883479823527624
2024-01-01 20:45:00,0.001,0.001,0.20161886401958098
2024-01-01 21:00:00,0.001,0.001,0.2765521973529143
2024-01-01 21:15:00,0.001,0.001,0.20370519531896056
2024-01-01 21:30:00,0.001,0.001,0.21237593972558783
2024-01-01 21:45:00,0.001,0.001,0.23173476780403351
2024-01-01 22:00:00,0.001,0.001,0.2899904090393402
2024-01-01 22:15:00,0.001,0.001,0.402928687098144
2024-01-01 22:30:00,0.001,0.001,0.3480759397255878
2024-01-01 22:45:00,0.001,0.001,0.3480759397255878
2024-01-01 23:00:00,0.001,0.001,0.3480759397255878
2024-01-01 23:15:00,0.001,0.001,0.3412429629529908
2024-01-01 23:30:00,0.001,0.001,0.45669999999999994
2024-01-01 23:45:00,0.001,0.001,0.2701
2024-01-02 00:00:00,0.001,0.001,0.1837
2024-01-02 00:15:00,0.001,0.001,0.1837
2024-01-02 00:30:00,0.001,0.001,0.1837
2024-01-02 00:45:00,0.001,0.001,0.2597
2024-01-02 01:00:00,0.001,0.001,0.29769999999999996
2024-01-02 01:15:00,0.001,0.001,0.1837
2024-01-02 01:30:00,0.001,0.001,0.7167666666666666
2024-01-02 01:45:00,0.001,0.001,0.1837
2024-01-02 02:00:00,0.001,0.001,0.7167666666666666
2024-01-02 02:15:00,0.001,0.001,0.3737
2024-01-02 02:30:00,0.001,0.001,0.1837
2024-01-02 02:45:00,0.001,0.001,0.1837
2024-01-02 03:00:00,0.001,0.001,0.09323333333333333
