,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.1738237423726735,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.18849040903934017,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.2838237423726735,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.08509040903934016,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.0528237423726735,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.0528237423726735,0.0,0.0,3.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.04888249491511567,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.3662,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.24026666666666668,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.041,0.0,3.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.14366666666666666,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.063,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.041,0.0,4.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.07766666666666668,8.0,0.6666666666666666,0.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.129,15.0,0.0,2.3333333333333335
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.041,15.0,1.3333333333333333,0.3333333333333333
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.041,15.0,5.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.041,15.0,0.6666666666666666,0.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.041,15.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.12166666666666666,0.0,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.08499999999999999,0.0,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.041,0.0,1.3333333333333333,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.041,0.0,1.6666666666666667,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.05566666666666666,0.0,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.151,0.0,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0,0.0
