,Occupancy,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,SoC_arr_EV,EV_plugged,EV_arrival,EV_departure
2024-01-01 00:00:00,2.0,59.969513478657184,60.0,0.0,0.07593902695731437,0.0,0.0,0,0,0
2024-01-01 00:15:00,2.0,59.90425758515628,60.0,0.0,0.07580851517031256,0.0,0.0,0,0,0
2024-01-01 00:30:00,2.0,59.839113842990656,60.0,0.0,0.07567822768598131,0.0,0.0,0,0,0
2024-01-01 00:45:00,2.0,59.77408205941263,60.0,0.0,0.07554816411882527,0.0,0.0,0,0,0
2024-01-01 01:00:00,2.0,59.70916204200579,60.0,0.0,0.07541832408401157,0.0,0.0,0,0,0
2024-01-01 01:15:00,2.0,59.64435359868439,60.0,0.0,0.07528870719736878,0.0,0.0,0,0,0
2024-01-01 01:30:00,2.0,59.57965653769289,60.0,0.0,0.07515931307538579,0.0,0.0,0,0,0
2024-01-01 01:45:00,2.0,59.51507066760523,60.0,0.0,0.07503014133521048,0.0,0.0,0,0,0
2024-01-01 02:00:00,2.0,59.45059579732436,60.0,0.0,0.07490119159464873,0.0,0.0,0,0,0
2024-01-01 02:15:00,2.0,59.386231736081655,60.0,0.0,0.07477246347216332,0.0,0.0,0,0,0
2024-01-01 02:30:00,2.0,59.32197829343638,60.0,0.0,0.07464395658687277,0.0,0.0,0,0,0
2024-01-01 02:45:00,2.0,59.257835279275064,60.0,0.0,0.07451567055855013,0.0,0.0,0,0,0
2024-01-01 03:00:00,2.0,59.193802503810986,60.0,0.0,0.07438760500762198,0.0,0.0,0,0,0
2024-01-01 03:15:00,2.0,59.129879777583625,60.0,0.0,0.07425975955516725,0.0,0.0,0,0,0
2024-01-01 03:30:00,2.0,59.06606691145803,60.0,0.0,0.07413213382291607,0.0,0.0,0,0,0
2024-01-01 03:45:00,2.0,59.47927365143705,60.0,2.6957840000000006,0.07495854730287409,0.0,0.0,0,0,0
2024-01-01 04:00:00,2.0,60.91819442335421,60.0,0.0,0.07783638884670842,0.0,0.0,0,0,0
2024-01-01 04:15:00,1.0,61.137561846166896,60.0,0.0,0.07827512369233379,0.0,0.0,0,0,0
2024-01-01 04:30:00,2.0,60.98938490059597,60.0,0.12837066666666666,0.07797876980119195,0.0,0.0,0,0,0
2024-01-01 04:45:00,2.0,60.49561939751156,60.0,1.5404480000000003,0.07699123879502312,0.0,0.0,0,0,0
2024-01-01 05:00:00,2.0,59.93529037770453,60.0,1.5404480000000003,0.07587058075540906,0.0,0.0,0,0,0
2024-01-01 05:15:00,1.0,60.97854557552612,60.0,0.0,0.07795709115105225,0.0,0.0,0,0,0
2024-01-01 05:30:00,2.0,60.911555519929884,60.0,0.0,0.07782311103985977,0.0,0.0,0,0,0
2024-01-01 05:45:00,1.0,60.72698724092571,60.0,0.385112,0.07745397448185141,0.0,0.0,0,0,0
2024-01-01 06:00:00,1.0,60.04254299319355,60.0,1.155336,0.0760850859863871,0.0,0.0,0,0,0
2024-01-01 06:15:00,3.0,59.19036869803243,60.0,1.0269653333333335,0.07438073739606485,0.0,0.0,0,0,0
2024-01-01 06:30:00,3.0,60.075763880744816,60.0,0.8985946666666668,0.07615152776148963,0.0,0.0,0,0,0
2024-01-01 06:45:00,3.0,60.94664173657801,60.0,0.12837066666666666,0.07789328347315602,0.0,0.0,0,0,0
2024-01-01 07:00:00,3.0,60.55597788447218,60.0,0.8985946666666667,0.07711195576894435,0.0,0.0,0,0,0
2024-01-01 07:15:00,3.0,59.98976884372686,60.0,0.2567413333333333,0.07597953768745372,0.0,0.0,0,0,0
2024-01-01 07:30:00,3.0,59.6450022826646,60.0,0.2567413333333333,0.07529000456532921,0.0,0.0,0,0,0
2024-01-01 07:45:00,3.0,59.7011287133778,60.0,1.5404480000000003,0.0754022574267556,0.0,0.0,0,0,0
2024-01-01 08:00:00,3.0,61.15878121351798,60.0,0.12837066666666666,0.07831756242703597,0.0,0.0,0,0,0
2024-01-01 08:15:00,3.0,61.040026343909375,60.0,0.0,0.07808005268781876,0.0,0.0,0,0,0
2024-01-01 08:30:00,3.0,60.9729306250558,60.0,0.0,0.0779458612501116,0.0,0.0,0,0,0
2024-01-01 08:45:00,3.0,60.39526811549819,60.0,2.3106720000000007,0.0767905362309964,0.0,0.0,0,0,0
2024-01-01 09:00:00,3.0,60.745105218361836,60.0,1.0269653333333333,0.07749021043672367,0.0,0.0,0,0,0
2024-01-01 09:15:00,3.0,58.08273754403115,60.0,5.391568,0.0721654750880623,0.0,0.0,0,0,0
2024-01-01 09:30:00,1.0,60.69611836796794,60.0,0.0,0.07739223673593587,0.0,0.0,0,0,0
2024-01-01 09:45:00,1.0,61.163994905187856,60.0,0.0,0.0783279898103757,0.0,0.0,0,0,0
2024-01-01 10:00:00,1.0,61.0966861291078,60.0,0.0,0.07819337225821561,0.0,0.0,0,0,0
2024-01-01 10:15:00,3.0,61.02949303252748,60.0,0.0,0.07805898606505496,0.0,0.0,0,0,0
2024-01-01 10:30:00,3.0,60.9403379484069,60.0,0.12837066666666666,0.07788067589681381,0.0,0.0,0,0,0
2024-01-01 10:45:00,3.0,60.78517959753152,60.0,0.0,0.07757035919506304,0.6854722222222223,0.6706944444444445,1,1,0
2024-01-01 11:00:00,3.0,60.718521868281115,60.0,0.0,0.07743704373656225,0.7131805555555556,0.0,1,0,0
2024-01-01 11:15:00,3.0,60.41659284121888,60.0,0.385112,0.07683318568243777,0.7408888888888889,0.0,1,0,0
2024-01-01 11:30:00,3.0,60.1078935481301,60.0,0.385112,0.07621578709626022,0.7685972222222223,0.0,1,0,0
2024-01-01 11:45:00,3.0,59.85123214729959,60.0,0.12837066666666666,0.07570246429459918,0.7963055555555556,0.0,1,0,0
2024-01-01 12:00:00,1.0,59.68322810809626,60.0,0.0,0.0753664562161925,0.8,0.0,1,0,0
2024-01-01 12:15:00,1.0,59.55225461013969,60.0,0.12837066666666666,0.07510450922027939,0.8,0.0,1,0,0
2024-01-01 12:30:00,1.0,59.443614031155676,60.0,0.0,0.07488722806231136,0.8,0.0,1,0,0
2024-01-01 12:45:00,1.0,59.74693618288765,60.0,1.5404480000000003,0.07549387236577529,0.8,0.0,1,0,0
2024-01-01 13:00:00,1.0,60.619178852713134,60.0,1.0269653333333335,0.07723835770542627,0.8,0.0,1,0,0
2024-01-01 13:15:00,1.0,59.65863346553342,60.0,3.2092666666666667,0.07531726693106686,0.8,0.0,1,0,0
2024-01-01 13:30:00,3.0,61.074756333456705,60.0,0.0,0.07814951266691342,0.8,0.0,1,0,0
2024-01-01 13:45:00,3.0,61.026681592212945,60.0,0.0,0.07805336318442588,0.8,0.0,1,0,0
2024-01-01 14:00:00,3.0,60.959608808172476,60.0,0.0,0.07791921761634497,0.8,0.0,1,0,0
2024-01-01 14:15:00,3.0,60.80433636178282,60.0,0.7702240000000001,0.07760867272356566,0.8,0.0,1,0,0
2024-01-01 14:30:00,3.0,60.16409207343417,60.0,0.0,0.07632818414686834,0.8,0.0,1,0,0
2024-01-01 14:45:00,1.0,59.67914208199832,60.0,1.0269653333333335,0.07535828416399665,0.8,0.0,1,0,0
2024-01-01 15:00:00,1.0,59.15125349063296,60.0,0.0,0.07430250698126593,0.8,0.0,1,0,0
2024-01-01 15:15:00,1.0,59.926357762822974,60.0,1.0269653333333335,0.07585271552564594,0.8,0.0,1,0,0
2024-01-01 15:30:00,1.0,60.43124964369693,60.0,0.0,0.07686249928739386,0.8,0.0,1,0,0
2024-01-01 15:45:00,1.0,60.35784019233207,60.0,0.12837066666666666,0.07671568038466413,0.8,0.0,1,0,0
2024-01-01 16:00:00,1.0,60.030799114776606,60.0,1.7971893333333335,0.0760615982295532,0.8,0.0,1,0,0
2024-01-01 16:15:00,1.0,60.62792704282513,60.0,1.0269653333333335,0.07725585408565025,0.8,0.0,1,0,0
2024-01-01 16:30:00,1.0,59.92188426287752,60.0,0.0,0.07584376852575506,0.8,0.0,1,0,0
2024-01-01 16:45:00,1.0,59.85671022681296,60.0,0.0,0.0757134204536259,0.8,0.0,1,0,0
2024-01-01 17:00:00,1.0,59.65917326513652,60.0,1.668818666666667,0.07531834653027306,0.8,0.0,1,0,0
2024-01-01 17:15:00,1.0,60.2983831288896,60.0,0.7702240000000001,0.0765967662577792,0.8,0.0,1,0,0
2024-01-01 17:30:00,1.0,59.47024117614601,60.0,2.6957840000000006,0.07494048235229203,0.8,0.0,1,0,0
2024-01-01 17:45:00,1.0,60.326659436770306,60.0,0.8985946666666668,0.0766533188735406,0.8,0.0,1,0,0
2024-01-01 18:00:00,1.0,60.36143702931225,60.0,0.0,0.0767228740586245,0.8,0.0,1,0,0
2024-01-01 18:15:00,1.0,60.25871599923445,60.0,0.12837066666666666,0.07651743199846889,0.8,0.0,1,0,0
2024-01-01 18:30:00,1.0,59.92086576941221,60.0,0.2567413333333333,0.07584173153882443,0.8,0.0,1,0,0
2024-01-01 18:45:00,1.0,59.66447014225026,60.0,0.2567413333333333,0.07532894028450052,0.8,0.0,1,0,0
