,TumbleDryer,BaseLoad,P_HP
2024-01-12 08:45:00,0.001,0.142,0.0
2024-01-12 09:00:00,0.001,0.174,0.0
2024-01-12 09:15:00,0.001,0.08339999999999999,0.0
2024-01-12 09:30:00,0.001,0.06919999999999998,0.0
2024-01-12 09:45:00,0.001,0.2524,0.0
2024-01-12 10:00:00,0.001,2.2132,0.0
2024-01-12 10:15:00,0.001,1.4812666666666667,0.0
2024-01-12 10:30:00,0.001,0.23,0.0
2024-01-12 10:45:00,0.001,0.13839999999999997,0.0
2024-01-12 11:00:00,0.001,0.17993333333333333,0.0
2024-01-12 11:15:00,0.001,0.186,0.0
2024-01-12 11:30:00,0.001,0.3506666666666666,0.0
2024-01-12 11:45:00,0.001,2.565733333333333,2.4
2024-01-12 12:00:00,0.001,0.27899999999999997,0.0
2024-01-12 12:15:00,0.001,0.051,0.0
2024-01-12 12:30:00,0.001,0.051,0.0
2024-01-12 12:45:00,0.001,0.24558666666666665,0.0
2024-01-12 13:00:00,0.001,0.42208,0.0
2024-01-12 13:15:00,0.001,0.3213333333333333,0.0
2024-01-12 13:30:00,0.001,0.186,0.0
2024-01-12 13:45:00,0.001,0.47413333333333335,0.0
2024-01-12 14:00:00,0.001,2.3425333333333334,0.0
2024-01-12 14:15:00,0.001,2.294,0.0
2024-01-12 14:30:00,0.001,1.1662666666666666,0.0
2024-01-12 14:45:00,0.001,0.37266666666666665,0.0
