,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.18533333333333332,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.046,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.001,0.046,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.17266666666666666,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.084,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.001,0.23600000000000002,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.001,0.12199999999999998,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.001,0.046,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.001,0.046,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.001,0.21066666666666664,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.001,0.10933333333333332,0.0,0.0,1.2
2024-01-01 02:45:00,0.001,0.001,0.001,0.23600000000000002,0.0,0.0,1.4
2024-01-01 03:00:00,0.001,0.001,0.001,0.058666666666666666,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.001,0.046,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.001,0.058666666666666666,0.0,0.4,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.19799999999999998,0.0,2.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.001,0.17266666666666666,0.0,0.6666666666666666,0.0
2024-01-01 04:15:00,0.001,0.001,0.001,0.18533333333333332,0.0,1.2,0.0
2024-01-01 04:30:00,0.001,0.001,0.001,0.046,0.0,0.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.001,0.046,0.0,0.4,0.0
2024-01-01 05:00:00,0.001,0.001,0.001,0.09666666666666666,0.0,0.5333333333333333,0.0
2024-01-01 05:15:00,0.001,0.001,0.001,0.16,0.0,2.0,0.0
