,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.0,0.001,0.31536666666666663,0.0,0.0
2024-01-01 00:15:00,0.0,0.001,0.49269999999999997,0.0,0.6666666666666666
2024-01-01 00:30:00,0.0,0.001,0.36369999999999997,0.0,2.0
2024-01-01 00:45:00,0.0,0.001,0.1817,0.0,0.0
2024-01-01 01:00:00,0.0,0.001,0.08218666666666666,0.0,0.0
2024-01-01 01:15:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 01:30:00,0.0,0.001,0.12199999999999998,0.0,0.0
2024-01-01 01:45:00,0.0,0.001,0.23600000000000002,0.0,0.0
2024-01-01 02:00:00,0.0,0.001,0.084,0.0,0.0
2024-01-01 02:15:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 02:30:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 02:45:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 03:00:00,0.0,0.001,0.18533333333333332,0.0,0.0
2024-01-01 03:15:00,0.0,0.001,0.21066666666666664,0.0,3.3333333333333335
2024-01-01 03:30:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 03:45:00,0.0,0.001,0.5790666666666666,0.0,0.0
2024-01-01 04:00:00,0.0,0.001,0.046,0.0,1.3333333333333333
2024-01-01 04:15:00,0.0,0.001,0.058666666666666666,0.0,1.3333333333333333
2024-01-01 04:30:00,0.0,0.001,0.23600000000000002,0.0,0.0
2024-01-01 04:45:00,0.0,0.001,0.14733333333333334,0.0,0.0
2024-01-01 05:00:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 05:15:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 05:30:00,0.0,0.001,0.046,0.0,0.3333333333333333
2024-01-01 05:45:00,0.0,0.001,0.5218,0.0,2.6666666666666665
2024-01-01 06:00:00,0.0,0.001,0.23600000000000002,0.0,0.0
2024-01-01 06:15:00,0.0,0.001,0.21726666666666666,0.0,2.6666666666666665
2024-01-01 06:30:00,0.0,0.001,0.31253333333333333,0.0,0.0
2024-01-01 06:45:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 07:00:00,0.0,0.001,0.05553333333333333,0.0,0.0
2024-01-01 07:15:00,0.0,0.001,0.19833333333333333,0.0,2.6666666666666665
2024-01-01 07:30:00,0.0,0.001,0.22366666666666665,0.0,0.0
2024-01-01 07:45:00,0.0,0.001,0.4588,0.0,0.0
2024-01-01 08:00:00,0.0,0.001,0.04686666666666666,0.0,0.0
2024-01-01 08:15:00,0.0,0.001,0.046,0.0,2.6666666666666665
2024-01-01 08:30:00,0.0,0.001,0.058666666666666666,0.0,2.0
2024-01-01 08:45:00,0.0,0.001,0.23600000000000002,0.0,2.6666666666666665
2024-01-01 09:00:00,0.0,0.001,0.14733333333333334,0.0,0.0
2024-01-01 09:15:00,0.0,0.001,0.046,0.0,0.0
2024-01-01 09:30:00,0.0,0.001,0.05726666666666667,0.0,0.0
2024-01-01 09:45:00,0.0,0.001,0.059000000000000004,0.0,0.0
2024-01-01 10:00:00,0.0,0.001,0.256,1.8666666666666667,0.0
2024-01-01 10:15:00,0.0,0.001,0.37,7.0,2.6666666666666665
2024-01-01 10:30:00,0.0,0.001,0.20500000000000002,7.0,0.0
2024-01-01 10:45:00,0.0,0.001,0.30033333333333334,0.0,0.0
2024-01-01 11:00:00,0.0,0.001,2.158933333333333,0.0,0.0
2024-01-01 11:15:00,0.0,0.001,0.8458,0.0,0.0
2024-01-01 11:30:00,0.0,0.001,0.18533333333333332,0.0,0.0
2024-01-01 11:45:00,0.0,0.001,0.21066666666666664,0.0,4.666666666666667
2024-01-01 12:00:00,0.0,0.001,0.046,0.0,0.6666666666666666
2024-01-01 12:15:00,0.0,0.001,0.6152533333333333,0.0,0.0
2024-01-01 12:30:00,0.0,0.001,0.1817,0.0,0.0
2024-01-01 12:45:00,0.0,0.001,0.2992333333333333,0.0,0.0
2024-01-01 13:00:00,0.0,0.001,0.49269999999999997,0.0,0.0
2024-01-01 13:15:00,0.0,0.001,0.41703333333333337,0.0,0.0
2024-01-01 13:30:00,0.0,0.001,0.3157,0.0,0.0
2024-01-01 13:45:00,0.0,0.001,0.3157,0.0,0.0
2024-01-01 14:00:00,0.0,0.001,0.22696666666666665,0.0,0.0
2024-01-01 14:15:00,0.0,0.001,0.27069999999999994,0.0,0.0
2024-01-01 14:30:00,0.0,0.001,0.3717,0.0,0.0
2024-01-01 14:45:00,0.0,0.001,0.2197,0.0,0.0
2024-01-01 15:00:00,0.0,0.001,0.1817,0.0,0.0
2024-01-01 15:15:00,0.0,0.001,0.7147666666666666,0.0,0.0
2024-01-01 15:30:00,0.0,0.001,0.1817,0.0,2.6666666666666665
2024-01-01 15:45:00,0.0,0.001,0.32103333333333334,2.8,0.0
2024-01-01 16:00:00,0.0,0.001,0.34636666666666666,0.0,1.6666666666666667
2024-01-01 16:15:00,0.0,0.001,0.18976666666666667,0.0,1.6666666666666667
2024-01-01 16:30:00,0.0,0.001,0.30269999999999997,0.0,0.0
2024-01-01 16:45:00,0.0,0.001,0.30269999999999997,0.0,0.0
2024-01-01 17:00:00,0.0,0.001,0.31536666666666663,0.0,0.0
2024-01-01 17:15:00,0.0,0.001,0.49269999999999997,0.0,0.0
2024-01-01 17:30:00,0.0,0.001,0.2519733333333333,0.0,0.0
2024-01-01 17:45:00,0.0,0.001,0.056517399117638104,0.0,1.0
2024-01-01 18:00:00,0.0,0.001,0.07834044684442588,0.0,1.6666666666666667
2024-01-01 18:15:00,0.0,0.001,0.0893759397255878,0.0,0.0
2024-01-01 18:30:00,0.0,0.001,0.16537593972558778,0.0,0.0
2024-01-01 18:45:00,0.0,0.001,0.2793759397255878,0.0,0.0
2024-01-01 19:00:00,0.0,0.001,0.10423766166678397,0.0,0.0
2024-01-01 19:15:00,0.0,0.001,0.0578237423726735,0.0,0.0
