,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.082,0.0,0.0
2024-01-01 00:15:00,0.165,0.0,0.0
2024-01-01 00:30:00,0.241,0.0,0.0
2024-01-01 00:45:00,0.06366666666666666,0.0,0.0
2024-01-01 01:00:00,0.09233333333333334,0.0,0.0
2024-01-01 01:15:00,0.206,0.0,0.0
2024-01-01 01:30:00,0.06133333333333333,0.0,0.0
2024-01-01 01:45:00,0.165,0.0,0.0
2024-01-01 02:00:00,0.241,0.0,0.9333333333333333
2024-01-01 02:15:00,0.06366666666666666,0.0,2.0
2024-01-01 02:30:00,0.11299999999999999,0.0,1.2
2024-01-01 02:45:00,0.19566666666666668,0.0,0.0
2024-01-01 03:00:00,0.051,0.0,0.0
2024-01-01 03:15:00,0.165,0.0,0.0
2024-01-01 03:30:00,0.241,0.0,0.0
2024-01-01 03:45:00,0.06366666666666666,0.0,0.0
2024-01-01 04:00:00,0.13366666666666666,0.0,0.0
2024-01-01 04:15:00,0.175,0.0,0.0
2024-01-01 04:30:00,0.051,0.0,0.4
2024-01-01 04:45:00,0.165,0.0,2.0
2024-01-01 05:00:00,0.241,0.0,0.26666666666666666
2024-01-01 05:15:00,0.06366666666666666,0.0,0.0
2024-01-01 05:30:00,0.15433333333333332,0.0,0.0
2024-01-01 05:45:00,0.15433333333333332,0.0,0.0
2024-01-01 06:00:00,0.051,0.0,0.0
2024-01-01 06:15:00,0.165,0.0,0.0
2024-01-01 06:30:00,0.241,0.0,0.0
2024-01-01 06:45:00,0.06366666666666666,0.0,0.0
2024-01-01 07:00:00,0.175,0.0,0.0
2024-01-01 07:15:00,0.6667333333333333,0.0,0.0
2024-01-01 07:30:00,0.051,0.0,0.26666666666666666
2024-01-01 07:45:00,0.6980666666666667,0.0,2.0
2024-01-01 08:00:00,0.241,0.0,1.8666666666666667
2024-01-01 08:15:00,0.06366666666666666,0.0,0.0
2024-01-01 08:30:00,0.19566666666666663,0.0,0.0
2024-01-01 08:45:00,0.11299999999999999,0.0,0.0
2024-01-01 09:00:00,0.051,0.0,0.0
2024-01-01 09:15:00,0.165,0.0,0.0
2024-01-01 09:30:00,0.241,0.0,0.0
2024-01-01 09:45:00,0.074,0.0,0.0
2024-01-01 10:00:00,0.206,4.666666666666667,0.0
2024-01-01 10:15:00,0.12266666666666666,7.0,0.0
2024-01-01 10:30:00,0.23073333333333335,7.0,0.0
2024-01-01 10:45:00,0.377,0.4666666666666667,0.0
2024-01-01 11:00:00,0.453,0.0,0.0
2024-01-01 11:15:00,1.2435779850784152,0.0,0.0
2024-01-01 11:30:00,2.6162521973529143,0.0,0.0
2024-01-01 11:45:00,1.3019855306862476,0.0,0.0
2024-01-01 12:00:00,0.34025219735291434,0.0,0.0
2024-01-01 12:15:00,1.4526521973529145,4.666666666666667,0.0
2024-01-01 12:30:00,1.7614243587646934,7.0,0.0
2024-01-01 12:45:00,0.3730333333333333,0.9333333333333333,0.0
2024-01-01 13:00:00,0.3905,0.0,0.0
2024-01-01 13:15:00,0.18669999999999998,0.0,0.0
2024-01-01 13:30:00,0.18669999999999998,0.0,0.0
2024-01-01 13:45:00,0.30069999999999997,0.0,0.0
2024-01-01 14:00:00,0.3767,0.0,0.5333333333333333
2024-01-01 14:15:00,0.2717,0.0,2.0
2024-01-01 14:30:00,0.32103333333333334,0.0,1.4666666666666666
2024-01-01 14:45:00,0.18669999999999998,0.0,0.0
2024-01-01 15:00:00,0.18669999999999998,0.0,0.0
2024-01-01 15:15:00,0.30069999999999997,0.0,0.0
2024-01-01 15:30:00,0.3767,0.0,0.0
2024-01-01 15:45:00,0.22904,0.0,0.0
2024-01-01 16:00:00,0.16466666666666666,0.0,0.0
2024-01-01 16:15:00,0.051,0.0,0.0
2024-01-01 16:30:00,0.051,0.0,0.0
2024-01-01 16:45:00,0.165,0.0,0.0
2024-01-01 17:00:00,0.241,0.0,0.0
2024-01-01 17:15:00,0.17733333333333332,0.0,0.0
2024-01-01 17:30:00,0.144,0.0,0.0
2024-01-01 17:45:00,0.051,0.0,0.0
2024-01-01 18:00:00,0.051,0.0,0.0
2024-01-01 18:15:00,0.165,0.0,0.0
2024-01-01 18:30:00,0.241,0.0,0.0
2024-01-01 18:45:00,0.19799999999999998,0.0,0.0
2024-01-01 19:00:00,0.12333333333333332,0.0,0.0
2024-01-01 19:15:00,0.051,0.0,0.0
2024-01-01 19:30:00,0.051,0.0,0.4
2024-01-01 19:45:00,0.165,0.0,2.0
2024-01-01 20:00:00,0.241,0.0,1.6
2024-01-01 20:15:00,0.21866666666666665,0.0,0.0
2024-01-01 20:30:00,0.10266666666666666,0.0,0.0
2024-01-01 20:45:00,0.1242,0.0,0.0
2024-01-01 21:00:00,0.3042516869281407,0.0,0.0
2024-01-01 21:15:00,0.4513759397255877,0.0,0.0
2024-01-01 21:30:00,0.5480426063922543,0.0,0.0
2024-01-01 21:45:00,0.5412292730589211,0.0,0.0
2024-01-01 22:00:00,0.4390092730589211,0.0,0.0
2024-01-01 22:15:00,0.2654668112929105,0.0,0.0
2024-01-01 22:30:00,0.45449187394128304,0.0,0.0
2024-01-01 22:45:00,0.5870759397255878,0.0,0.0
2024-01-01 23:00:00,0.7044092730589211,0.0,0.0
2024-01-01 23:15:00,0.6407426063922544,0.0,0.0
2024-01-01 23:30:00,0.36286056476732786,0.0,0.0
2024-01-01 23:45:00,0.3205237423726735,0.0,0.0
2024-01-02 00:00:00,0.3205237423726735,0.0,0.0
2024-01-02 00:15:00,0.4345237423726735,0.0,0.0
2024-01-02 00:30:00,0.5725237423726736,0.0,0.0
2024-01-02 00:45:00,0.5207393292654259,0.0,0.0
2024-01-02 01:00:00,0.37276666666666664,0.0,0.0
2024-01-02 01:15:00,0.3077,0.0,0.0
2024-01-02 01:30:00,0.3077,0.0,0.0
2024-01-02 01:45:00,0.4217,0.0,0.0
2024-01-02 02:00:00,0.39212,0.0,0.0
2024-01-02 02:15:00,0.18766666666666668,0.0,0.0
2024-01-02 02:30:00,0.051,0.0,0.0
2024-01-02 02:45:00,0.051,0.0,0.0
2024-01-02 03:00:00,0.051,0.0,0.0
2024-01-02 03:15:00,0.165,0.0,0.0
2024-01-02 03:30:00,0.3443333333333333,0.0,0.0
2024-01-02 03:45:00,0.16699999999999998,0.0,0.0
2024-01-02 04:00:00,0.051,0.0,0.0
2024-01-02 04:15:00,0.051,0.0,1.8666666666666667
2024-01-02 04:30:00,0.051,0.0,2.0
2024-01-02 04:45:00,0.165,0.0,2.0
2024-01-02 05:00:00,0.36500000000000005,0.0,0.0
2024-01-02 05:15:00,0.14633333333333332,0.0,0.0
2024-01-02 05:30:00,0.051,5.6,0.0
2024-01-02 05:45:00,0.051,7.0,0.0
2024-01-02 06:00:00,0.051,3.7333333333333334,0.0
2024-01-02 06:15:00,0.165,0.0,0.0
2024-01-02 06:30:00,0.38566666666666666,0.0,0.0
2024-01-02 06:45:00,0.12566666666666668,0.0,0.0
2024-01-02 07:00:00,0.051,0.0,0.0
2024-01-02 07:15:00,0.051,0.0,0.0
2024-01-02 07:30:00,0.051,0.0,0.0
2024-01-02 07:45:00,0.1753333333333333,0.0,0.0
2024-01-02 08:00:00,0.396,0.0,0.0
2024-01-02 08:15:00,0.105,0.0,0.0
2024-01-02 08:30:00,0.051,0.0,0.0
2024-01-02 08:45:00,0.051,0.0,0.0
2024-01-02 09:00:00,0.051,0.0,0.0
2024-01-02 09:15:00,0.196,0.0,0.0
2024-01-02 09:30:00,0.396,0.0,0.0
2024-01-02 09:45:00,0.08433333333333333,0.0,0.0
2024-01-02 10:00:00,0.051,0.0,0.5333333333333333
2024-01-02 10:15:00,0.051,0.0,2.0
2024-01-02 10:30:00,0.051,0.0,1.4666666666666666
2024-01-02 10:45:00,0.21666666666666667,0.0,0.0
2024-01-02 11:00:00,0.396,5.6,0.0
2024-01-02 11:15:00,0.06366666666666666,7.0,0.0
2024-01-02 11:30:00,0.051,7.0,0.0
2024-01-02 11:45:00,0.051,7.0,0.0
2024-01-02 12:00:00,0.051,4.2,0.0
2024-01-02 12:15:00,0.23733333333333334,0.0,0.0
2024-01-02 12:30:00,0.37533333333333335,0.0,0.0
2024-01-02 12:45:00,0.06366666666666666,0.0,0.0
2024-01-02 13:00:00,0.051,0.0,0.0
2024-01-02 13:15:00,0.051,0.0,0.0
2024-01-02 13:30:00,0.051,0.0,0.0
2024-01-02 13:45:00,0.258,0.0,0.0
2024-01-02 14:00:00,0.3546666666666667,0.0,0.0
2024-01-02 14:15:00,0.06366666666666666,0.0,0.0
2024-01-02 14:30:00,0.051,1.4,0.0
2024-01-02 14:45:00,0.051,7.0,0.0
2024-01-02 15:00:00,0.051,0.9333333333333333,0.0
2024-01-02 15:15:00,0.2786666666666667,0.0,0.0
2024-01-02 15:30:00,0.33399999999999996,0.0,0.0
2024-01-02 15:45:00,0.06366666666666666,0.0,0.0
2024-01-02 16:00:00,0.051,0.0,0.0
2024-01-02 16:15:00,0.051,0.0,0.13333333333333333
2024-01-02 16:30:00,0.051,0.0,2.0
2024-01-02 16:45:00,0.29933333333333334,0.0,1.8666666666666667
2024-01-02 17:00:00,0.31333333333333335,0.0,0.0
2024-01-02 17:15:00,0.06366666666666666,0.0,0.0
2024-01-02 17:30:00,0.051,0.0,0.0
2024-01-02 17:45:00,0.1452347982352762,0.0,0.0
2024-01-02 18:00:00,0.20455219735291433,0.0,0.0
2024-01-02 18:15:00,0.47355219735291426,0.0,0.0
2024-01-02 18:30:00,0.446218864019581,0.0,0.0
2024-01-02 18:45:00,0.217218864019581,0.0,0.0
2024-01-02 19:00:00,0.20244871752938667,0.0,0.0
2024-01-02 19:15:00,0.13186666666666666,0.0,0.0
2024-01-02 19:30:00,0.2158049447254705,0.0,0.0
2024-01-02 19:45:00,0.5782855306862477,0.0,0.0
2024-01-02 20:00:00,0.6594855306862475,0.0,0.0
2024-01-02 20:15:00,0.45921886401958095,0.0,0.0
2024-01-02 20:30:00,0.3574716113921371,0.0,0.0
2024-01-02 20:45:00,0.3213452377058591,0.0,0.0
2024-01-02 21:00:00,0.39767886401958097,0.0,0.0
2024-01-02 21:15:00,0.49531886401958103,0.0,0.0
2024-01-02 21:30:00,0.42331502763531703,0.0,0.0
2024-01-02 21:45:00,0.24063912656872685,0.0,0.0
2024-01-02 22:00:00,0.40840927305892116,0.0,0.0
2024-01-02 22:15:00,0.48920927305892115,0.0,0.0
