,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV
2024-01-01 00:00:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.19333333333333333,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.19333333333333333,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.11733333333333333,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.07933333333333333,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.2313333333333333,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.15533333333333335,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.18726666666666666,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.4538,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.15533333333333335,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.2313333333333333,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.054,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.07933333333333333,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.24659999999999999,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.22713333333333333,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.188,0.0
2024-01-01 07:30:00,0.2961258633825041,0.0,0.001,0.32126666666666664,0.0
2024-01-01 07:45:00,1.8140885884329891,0.0,0.001,0.45193333333333335,0.0
2024-01-01 08:00:00,1.8922650708095505,0.0,0.001,0.175,0.0
2024-01-01 08:15:00,1.1641807619465079,0.0,0.001,0.35886666666666667,0.0
2024-01-01 08:30:00,0.23433273017180742,0.0,0.001,0.6009333333333333,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.4668,5.133333333333334
2024-01-01 09:00:00,0.001,0.0,0.1613153268107452,0.067,0.9333333333333333
2024-01-01 09:15:00,0.001,0.0,0.4742561237541715,0.0788237423726735,0.0
2024-01-01 09:30:00,0.001,0.0,0.614273171681349,0.1756237423726735,0.0
2024-01-01 09:45:00,0.001,0.0,0.15269830158935585,0.2631570757060068,0.0
2024-01-01 10:00:00,0.001,0.0,0.3591484120935252,0.38982374237267353,0.0
2024-01-01 10:15:00,0.001,0.0,1.3103478708408682,0.22429040903934017,0.0
2024-01-01 10:30:00,0.001,0.0,0.24717629226994017,0.27729040903934016,2.8
2024-01-01 10:45:00,0.001,0.0,0.08451660689920173,0.24679040903934016,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.2145237423726735,0.0
2024-01-01 11:15:00,0.001,0.0,0.030528685607001272,0.34779040903934016,0.0
2024-01-01 11:30:00,0.001,0.0,0.13127529386954348,0.6583904090393402,0.0
2024-01-01 11:45:00,0.001,0.0,0.4035889908621166,0.3048215828248449,0.0
2024-01-01 12:00:00,0.001,0.0,0.967440270205737,0.2027,0.0
2024-01-01 12:15:00,0.001,0.0,0.127732778090345,1.1622999999999999,0.0
2024-01-01 12:30:00,0.001,0.0,0.2795297395044324,1.7365437728039161,0.0
2024-01-01 12:45:00,0.001,0.0,0.6215710321512413,0.35013469226803,0.0
2024-01-01 13:00:00,0.001,0.0,0.14483182563310534,0.5199426063922544,3.7333333333333334
2024-01-01 13:15:00,0.001,0.0,0.12370632987967563,0.6524092730589212,0.0
2024-01-01 13:30:00,0.001,0.0,0.4627587167084743,0.4750759397255878,0.0
2024-01-01 13:45:00,0.001,0.0,1.2448840179857823,0.9516759397255878,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.8745217274510888,0.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.2983237423726735,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.2542023134118659,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.4144051953189606,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.28458553068624765,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.2212521973529143,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.2212521973529143,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.2833347982352762,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.34225219735291434,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.48158553068624765,2.8
2024-01-01 16:30:00,0.001,0.0,0.001,0.48158553068624765,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,2.4536521973529144,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.822918864019581,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.7445347982352762,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.3237,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.39412757875693744,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.7889237423726735,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,3.3590570757060068,0.0
2024-01-01 18:30:00,0.001,0.0,0.001,1.96399040903934,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.46445707570600686,0.0
2024-01-01 19:00:00,0.001,0.0,0.001,0.8366726625987593,0.0
2024-01-01 19:15:00,0.001,0.0,0.001,1.7270583959817059,0.0
2024-01-01 19:30:00,0.001,0.0,0.001,2.7445426063922542,0.0
2024-01-01 19:45:00,0.001,0.0,0.001,0.5885426063922544,0.0
2024-01-01 20:00:00,0.001,0.0,0.001,0.4750759397255878,0.0
2024-01-01 20:15:00,0.001,0.0,0.001,0.4750759397255878,0.0
2024-01-01 20:30:00,0.001,0.0,0.001,0.47271119125105315,0.0
2024-01-01 20:45:00,0.001,0.0,0.001,0.4719229417595416,0.0
2024-01-01 21:00:00,0.001,0.0,0.001,1.509275939725588,0.0
2024-01-01 21:15:00,0.001,0.0,0.001,1.1693426063922545,0.0
2024-01-01 21:30:00,0.40165028568849453,0.0,0.001,0.3863426063922545,0.0
2024-01-01 21:45:00,1.7936349296414096,0.0,0.001,0.4024759397255878,0.0
2024-01-01 22:00:00,1.9742961391433866,0.0,0.001,0.4750759397255878,0.0
2024-01-01 22:15:00,1.9603980523329312,0.0,0.001,1.0010483609686505,0.0
2024-01-01 22:30:00,0.9100461729923902,0.0,0.001,0.5004092730589211,0.0
2024-01-01 22:45:00,0.001,0.0,0.001,0.6650759397255878,0.0
2024-01-01 23:00:00,0.001,0.0,0.001,0.9382092730589212,0.0
2024-01-01 23:15:00,0.001,0.0,0.001,0.4750759397255878,0.0
2024-01-01 23:30:00,0.001,0.0,0.001,0.4750759397255878,0.0
2024-01-01 23:45:00,0.001,0.0,0.001,0.8569985829948482,0.0
2024-01-02 00:00:00,0.001,0.0,0.001,0.2499237423726735,0.0
2024-01-02 00:15:00,0.001,0.0,0.001,0.3408570757060068,0.0
2024-01-02 00:30:00,0.001,0.0,0.001,0.3731237423726735,0.0
2024-01-02 00:45:00,0.001,0.0,0.001,0.3225237423726735,0.0
2024-01-02 01:00:00,0.001,0.0,0.001,0.852437411073294,0.0
2024-01-02 01:15:00,0.001,0.0,0.001,0.34445333333333333,0.0
2024-01-02 01:30:00,0.001,0.0,0.001,0.5748,0.0
2024-01-02 01:45:00,0.001,0.0,0.001,0.1727382780588038,0.0
2024-01-02 02:00:00,0.001,0.0,0.001,0.2755521973529143,0.0
2024-01-02 02:15:00,0.001,0.0,0.001,0.11088553068624764,0.0
2024-01-02 02:30:00,0.001,0.0,0.001,0.1398321973529143,0.0
2024-01-02 02:45:00,0.001,0.0,0.001,0.19390695964705523,0.0
2024-01-02 03:00:00,0.001,0.0,0.001,0.21914871752938667,0.0
2024-01-02 03:15:00,0.001,0.0,0.001,0.7543188640195809,0.0
2024-01-02 03:30:00,0.001,0.0,0.001,0.39858553068624764,0.0
2024-01-02 03:45:00,0.001,0.0,0.001,0.3225855306862476,0.0
2024-01-02 04:00:00,0.001,0.0,0.001,0.22558553068624762,0.0
2024-01-02 04:15:00,0.001,0.0,0.001,0.2342521973529143,0.0
2024-01-02 04:30:00,0.001,0.0,0.001,0.6109139192941104,0.0
2024-01-02 04:45:00,0.001,0.0,0.001,0.2027,0.0
2024-01-02 05:00:00,1.568549757829581,0.0,0.001,0.29883333333333334,0.0
2024-01-02 05:15:00,1.9363518725068227,0.0,0.001,0.9001,0.0
2024-01-02 05:30:00,1.9801249026137313,0.0,0.001,0.18969999999999995,0.0
2024-01-02 05:45:00,1.553999046848477,0.0,0.001,0.25594,0.0
2024-01-02 06:00:00,0.001,0.0,0.001,0.23385999999999998,0.0
2024-01-02 06:15:00,0.001,0.0,0.001,0.5894999999999999,0.0
2024-01-02 06:30:00,0.001,0.0,0.001,0.21503333333333333,0.0
2024-01-02 06:45:00,0.001,0.0,0.1613153268107452,0.3797,0.0
2024-01-02 07:00:00,0.001,0.0,0.4742561237541715,0.39449999999999996,0.0
2024-01-02 07:15:00,0.001,0.0,0.614273171681349,2.3116999999999996,0.0
2024-01-02 07:30:00,0.001,0.0,0.15269830158935585,2.3116999999999996,0.0
2024-01-02 07:45:00,0.001,0.0,0.3591484120935252,0.06304666666666667,0.0
2024-01-02 08:00:00,0.001,0.0,1.3103478708408682,0.054,0.0
2024-01-02 08:15:00,0.001,0.0,0.24717629226994017,0.19333333333333333,0.0
2024-01-02 08:30:00,0.001,0.0,0.10649224540073976,0.2843333333333334,0.0
2024-01-02 08:45:00,0.001,0.0,0.3213968434492331,0.6780666666666667,0.0
2024-01-02 09:00:00,0.001,0.0,0.8709994292464647,0.145,0.0
2024-01-02 09:15:00,0.001,0.0,0.001,0.145,0.0
2024-01-02 09:30:00,0.001,0.0,0.001,0.09646666666666666,0.0
2024-01-02 09:45:00,0.001,0.0,0.001,0.11733333333333333,0.0
2024-01-02 10:00:00,0.001,0.0,0.001,0.24400000000000002,0.0
2024-01-02 10:15:00,0.001,0.0,0.001,0.12456666666666666,0.0
2024-01-02 10:30:00,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-02 10:45:00,0.001,0.00046666666666666666,0.001,0.18969999999999995,0.0
2024-01-02 11:00:00,0.001,0.9006000000000001,0.001,0.18969999999999995,0.0
2024-01-02 11:15:00,0.001,0.30086666666666667,0.001,0.7010521973529144,0.0
2024-01-02 11:30:00,0.001,0.001,0.001,2.7975855306862476,0.0
2024-01-02 11:45:00,0.001,0.0009333333333333333,0.001,0.48251886401958094,0.0
2024-01-02 12:00:00,0.001,0.0,0.001,2.3003855306862477,0.0
2024-01-02 12:15:00,0.001,0.0,0.001,0.2145945052548876,0.0
2024-01-02 12:30:00,0.001,0.0,0.001,0.3228333333333333,0.0
2024-01-02 12:45:00,0.001,0.0,0.001,0.7290177464405809,0.0
2024-01-02 13:00:00,0.001,0.0,0.001,0.43685707570600685,0.0
2024-01-02 13:15:00,0.001,0.0,0.001,0.5128570757060068,0.0
2024-01-02 13:30:00,0.001,0.0,0.001,0.3540759397255878,0.0
2024-01-02 13:45:00,0.001,0.0,0.001,0.3863426063922545,0.0
2024-01-02 14:00:00,0.001,0.0,0.001,0.5468483609686504,0.0
2024-01-02 14:15:00,0.001,0.0,0.001,0.5672521973529143,0.0
2024-01-02 14:30:00,0.001,0.0,0.001,0.9923855306862476,0.0
2024-01-02 14:45:00,1.5960292412518486,0.0,0.001,0.8249437728039162,0.0
2024-01-02 15:00:00,1.9486174013484907,0.0,0.001,0.3965666666666667,4.666666666666667
2024-01-02 15:15:00,1.5492703100199001,0.0,0.001,0.27036666666666664,7.0
2024-01-02 15:30:00,0.11916007790348954,0.0,0.001,0.2784333333333333,7.0
2024-01-02 15:45:00,0.001,0.0,0.001,0.7104999999999999,1.8666666666666667
2024-01-02 16:00:00,0.001,0.0,0.001,0.3107,0.0
2024-01-02 16:15:00,0.001,0.0,0.001,0.4500333333333334,0.0
2024-01-02 16:30:00,0.001,0.0,0.001,0.5604333333333334,0.0
2024-01-02 16:45:00,0.001,0.0,0.001,0.2784333333333333,0.0
2024-01-02 17:00:00,0.001,0.0,0.001,0.2468611719215543,0.0
2024-01-02 17:15:00,0.001,0.0,0.001,2.6458521973529145,0.0
2024-01-02 17:30:00,0.001,0.0,0.001,0.7917896084262083,0.0
2024-01-02 17:45:00,0.001,0.0,0.001,1.287209273058921,0.0
2024-01-02 18:00:00,0.001,0.0,0.001,1.918275939725588,0.0
2024-01-02 18:15:00,0.001,0.0,0.001,0.9192391265687269,0.0
2024-01-02 18:30:00,0.001,0.0,0.001,2.511457075706007,0.0
2024-01-02 18:45:00,0.001,0.0,0.001,1.0782759397255879,0.0
2024-01-02 19:00:00,0.001,0.0,0.001,0.48460927305892115,0.0
2024-01-02 19:15:00,0.001,0.0,0.001,0.48807593972558777,0.0
2024-01-02 19:30:00,0.001,0.0,0.001,0.6654092730589212,0.0
2024-01-02 19:45:00,0.001,0.0,0.001,0.5894092730589211,0.0
2024-01-02 20:00:00,0.001,0.0,0.001,0.48200927305892116,0.0
2024-01-02 20:15:00,0.001,0.0,0.001,0.4660292730589211,0.0
2024-01-02 20:30:00,0.001,0.0,0.001,0.33937593972558777,0.0
2024-01-02 20:45:00,0.001,0.0,0.001,0.33937593972558777,0.0
2024-01-02 21:00:00,0.001,0.0,0.001,0.4407092730589211,0.0
2024-01-02 21:15:00,0.001,0.0,0.001,0.5167092730589211,0.0
2024-01-02 21:30:00,0.001,0.0,0.001,0.33937593972558777,0.0
2024-01-02 21:45:00,0.001,0.0,0.1907336200641085,0.33937593972558777,0.0
2024-01-02 22:00:00,0.001,0.0,0.5904714082723814,0.4276959397255878,0.0
2024-01-02 22:15:00,0.001,0.0,0.4854863435082232,0.8495759397255879,0.0
2024-01-02 22:30:00,0.001,0.0,0.16616168836457856,0.8977759397255878,0.0
2024-01-02 22:45:00,0.001,0.0,0.5149083967827618,0.9291759397255878,0.0
2024-01-02 23:00:00,0.001,0.0,1.2575608255053539,0.40270927305892107,0.0
2024-01-02 23:15:00,0.001,0.0,0.12384923520517449,0.33701119125105305,0.0
2024-01-02 23:30:00,0.001,0.0,0.1218282831049564,0.8724426063922546,0.0
2024-01-02 23:45:00,0.001,0.0,0.3680441955704638,0.5413759397255878,0.0
2024-01-03 00:00:00,0.001,0.0,0.7990600207583909,0.3516426063922545,0.0
2024-01-03 00:15:00,0.001,0.0,0.001,0.9069092730589212,0.0
2024-01-03 00:30:00,0.001,0.0,0.001,0.6242426063922545,0.0
2024-01-03 00:45:00,0.001,0.0,0.001,0.6543626063922545,0.0
2024-01-03 01:00:00,0.001,0.0,0.001,0.4873426063922545,0.0
2024-01-03 01:15:00,0.001,0.0,0.001,0.34855819328500687,0.0
2024-01-03 01:30:00,0.001,0.0,0.001,0.22931886401958096,0.0
2024-01-03 01:45:00,0.001,0.0,0.001,0.28458553068624765,0.0
2024-01-03 02:00:00,0.001,0.0,0.001,0.3860104394705829,0.0
2024-01-03 02:15:00,0.001,0.0,0.001,0.21503333333333333,0.0
2024-01-03 02:30:00,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-03 02:45:00,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-03 03:00:00,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-03 03:15:00,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-03 03:30:00,0.001,0.0,0.001,0.3670333333333333,0.0
2024-01-03 03:45:00,0.001,0.0,0.001,0.2910333333333333,0.0
2024-01-03 04:00:00,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-03 04:15:00,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-03 04:30:00,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-03 04:45:00,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-03 05:00:00,0.001,0.0,0.001,0.2910333333333333,0.0
2024-01-03 05:15:00,0.001,0.0,0.001,0.3670333333333333,2.3333333333333335
2024-01-03 05:30:00,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-03 05:45:00,0.001,0.0,0.001,0.18969999999999995,0.0
2024-01-03 06:00:00,0.001,0.0,0.001,0.1750733333333333,0.0
2024-01-03 06:15:00,0.001,0.0,0.001,0.067,0.0
2024-01-03 06:30:00,0.001,0.0,0.001,0.4921333333333333,2.8
2024-01-03 06:45:00,0.001,0.0,0.001,0.39026666666666665,0.0
2024-01-03 07:00:00,0.001,0.0,0.001,0.12686666666666666,0.0
2024-01-03 07:15:00,0.001,0.0,0.001,0.054,0.0
2024-01-03 07:30:00,0.001,0.0,0.001,0.054,0.0
2024-01-03 07:45:00,0.001,0.0,0.001,0.06093333333333333,0.0
2024-01-03 08:00:00,0.001,0.0,0.001,0.35246465174508196,0.0
2024-01-03 08:15:00,0.001,0.0,0.001,0.5083601114771388,0.0
2024-01-03 08:30:00,0.001,0.0,0.001,0.24970927305892113,0.0
2024-01-03 08:45:00,0.001,0.0,0.001,0.6837759397255879,0.0
2024-01-03 09:00:00,0.001,0.0,0.001,0.23137593972558781,0.0
2024-01-03 09:15:00,0.001,0.0,0.001,3.0112446213138395,0.0
2024-01-03 09:30:00,0.001,0.0,0.001,0.3589688262144953,0.0
