,TumbleDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.154,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.19200000000000003,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.12866666666666668,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.21733333333333335,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.04,0.0,1.2
2024-01-01 03:00:00,0.001,0.001,0.04,0.0,1.0
2024-01-01 03:15:00,0.001,0.001,0.5031333333333333,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.23,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.05266666666666667,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.04,0.26666666666666666,0.0
2024-01-01 04:30:00,0.001,0.001,0.04,4.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.47780000000000006,2.933333333333333,0.8
2024-01-01 05:00:00,0.001,0.001,0.23,1.8666666666666667,2.4
2024-01-01 05:15:00,0.001,0.001,0.078,2.1333333333333333,0.0
2024-01-01 05:30:00,0.001,0.001,0.4398,2.6666666666666665,1.2
2024-01-01 05:45:00,0.001,0.001,0.5730666666666667,2.4,0.8
2024-01-01 06:00:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.05266666666666667,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.23,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.10333333333333333,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.21733333333333335,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.12866666666666668,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.192,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.154,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.04,1.0666666666666667,0.0
2024-01-01 10:15:00,0.001,0.001,0.04,1.8666666666666667,0.0
2024-01-01 10:30:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.16666666666666666,0.0,0.0
2024-01-01 11:15:00,0.001,0.001,0.17933333333333332,0.0,0.0
2024-01-01 11:30:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.04,0.0,0.0
2024-01-01 12:00:00,0.001,0.001,0.056827838588220964,0.0,0.4
2024-01-01 12:15:00,0.001,0.001,0.14415219735291432,0.0,1.6
2024-01-01 12:30:00,0.001,0.001,0.33297977610985174,0.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.5030426063922544,0.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.33837593972558777,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.3173411414903116,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.30249040903934016,0.0,1.6
2024-01-01 13:45:00,0.001,0.001,0.11648249491511568,0.0,0.6
2024-01-01 14:00:00,0.001,0.001,0.7104666666666667,0.0,2.0
2024-01-01 14:15:00,0.001,0.001,0.364,0.0,0.0
2024-01-01 14:30:00,0.001,0.297276234069305,0.174,0.0,0.0
2024-01-01 14:45:00,0.9887669884116619,0.7682342728211028,0.6975333333333334,0.0,1.0
2024-01-01 15:00:00,1.9270935187488678,0.23075527013400157,0.12066666666666667,0.0,1.2
2024-01-01 15:15:00,1.7897319924923003,0.1654467459191263,0.04,0.0,0.0
2024-01-01 15:30:00,0.5252236169965309,0.862219893075306,0.6508084153112047,0.0,0.0
2024-01-01 15:45:00,1.0781792581538319,0.927589509504157,0.3379092730589211,0.0,0.0
2024-01-01 16:00:00,0.7991305740280013,0.10276240932223042,0.23404260639225447,0.0,0.0
