,DishWasher,BaseLoad,P_HP
2024-01-01 00:00:00,0.0,0.045,0.0
2024-01-01 00:15:00,0.0,0.23366666666666666,0.0
2024-01-01 00:30:00,0.0,0.3973333333333333,0.0
2024-01-01 00:45:00,0.0,0.2033333333333333,0.0
2024-01-01 01:00:00,0.0,0.06699999999999999,0.0
2024-01-01 01:15:00,0.0,0.045,0.0
2024-01-01 01:30:00,0.0,0.045,0.0
2024-01-01 01:45:00,0.0,0.221,0.0
2024-01-01 02:00:00,0.0,0.456,0.0
2024-01-01 02:15:00,0.0,0.17933333333333332,0.0
2024-01-01 02:30:00,0.0,0.045,0.0
2024-01-01 02:45:00,0.0,0.045,0.0
2024-01-01 03:00:00,0.0,0.045,0.0
2024-01-01 03:15:00,0.0,0.223,0.0
2024-01-01 03:30:00,0.0,0.5,0.0
2024-01-01 03:45:00,0.0,0.13333333333333333,0.0
2024-01-01 04:00:00,0.0,0.045,1.0
2024-01-01 04:15:00,0.0,0.045,3.0
2024-01-01 04:30:00,0.0,0.5780666666666666,3.0
2024-01-01 04:45:00,0.0,0.2894,3.0
2024-01-01 05:00:00,0.0,0.49000000000000005,2.2
2024-01-01 05:15:00,0.0,0.14946666666666666,0.0
2024-01-01 05:30:00,0.0,0.045,0.0
2024-01-01 05:45:00,0.0,0.045,0.0
2024-01-01 06:00:00,0.0,0.06960000000000001,0.0
2024-01-01 06:15:00,0.0,0.306,0.0
2024-01-01 06:30:00,0.0,0.4103333333333333,0.0
2024-01-01 06:45:00,0.0,0.157,0.0
2024-01-01 07:00:00,0.0,0.09833333333333334,0.0
2024-01-01 07:15:00,0.0,0.5701333333333333,0.0
2024-01-01 07:30:00,0.0,0.24666666666666667,0.0
2024-01-01 07:45:00,0.0,0.7498,0.0
2024-01-01 08:00:00,0.0,0.511,0.0
2024-01-01 08:15:00,0.0,0.6826666666666666,0.0
2024-01-01 08:30:00,0.0,0.13686666666666666,0.0
2024-01-01 08:45:00,0.0,0.17833333333333332,0.0
2024-01-01 09:00:00,0.0,0.259,0.0
2024-01-01 09:15:00,0.0,0.24346666666666666,0.0
2024-01-01 09:30:00,0.0,0.4072069596470553,0.0
2024-01-01 09:45:00,0.0,0.6119521973529143,0.0
2024-01-01 10:00:00,0.0,0.07655219735291431,2.0
2024-01-01 10:15:00,0.0,0.16455219735291432,0.4
2024-01-01 10:30:00,0.0,0.12788553068624764,0.0
2024-01-01 10:45:00,0.0,0.15551739911763812,0.0
2024-01-01 11:00:00,0.0,0.39,0.0
2024-01-01 11:15:00,0.0,0.182,0.0
2024-01-01 11:30:00,0.0,0.08166666666666668,0.0
2024-01-01 11:45:00,0.0,0.5474666666666667,0.0
2024-01-01 12:00:00,0.0,0.045,0.0
2024-01-01 12:15:00,0.0,0.13233333333333333,0.0
2024-01-01 12:30:00,0.0,0.5232666666666667,0.0
2024-01-01 12:45:00,0.0,0.9942666666666666,0.0
2024-01-01 13:00:00,0.0,0.14033333333333334,0.0
2024-01-01 13:15:00,0.0,0.089,0.0
2024-01-01 13:30:00,0.0,0.045,0.0
2024-01-01 13:45:00,0.0,0.11966666666666666,0.0
2024-01-01 14:00:00,0.0,0.39,0.0
2024-01-01 14:15:00,0.0,0.25133333333333335,0.0
2024-01-01 14:30:00,0.0,0.6733999999999999,0.0
2024-01-01 14:45:00,0.0,0.045,0.0
2024-01-01 15:00:00,0.0,0.045,0.0
2024-01-01 15:15:00,0.0,0.107,0.0
2024-01-01 15:30:00,0.0,0.4868,0.0
2024-01-01 15:45:00,0.0,0.4436666666666667,0.0
2024-01-01 16:00:00,0.0,0.20266666666666666,0.0
2024-01-01 16:15:00,0.0,0.166,0.0
2024-01-01 16:30:00,0.0,0.14986666666666668,0.4
2024-01-01 16:45:00,0.0,0.107,1.8
2024-01-01 17:00:00,0.0,0.5335333333333333,0.0
2024-01-01 17:15:00,0.0,0.46690842454899806,0.0
2024-01-01 17:30:00,0.0,0.1975521973529143,0.0
2024-01-01 17:45:00,0.0,0.1975521973529143,0.0
2024-01-01 18:00:00,0.0,0.1975521973529143,0.0
2024-01-01 18:15:00,0.0,0.17081886401958096,0.0
2024-01-01 18:30:00,0.0,0.4746666666666667,0.0
2024-01-01 18:45:00,0.0,0.27466666666666667,0.0
2024-01-01 19:00:00,0.0,0.05524724338965037,0.0
2024-01-01 19:15:00,0.0,0.19009040903934019,0.0
2024-01-01 19:30:00,0.0,0.4566237423726735,0.0
2024-01-01 19:45:00,0.0,0.17670215954782859,0.0
2024-01-01 20:00:00,0.0,0.8324666666666667,0.0
2024-01-01 20:15:00,0.0,1.7435521973529144,0.0
2024-01-01 20:30:00,0.0,1.5558855306862476,0.0
2024-01-01 20:45:00,0.0,0.08569344481047216,0.0
2024-01-01 21:00:00,0.0,1.1464426063922546,0.0
2024-01-01 21:15:00,0.0,0.37965158096089446,0.0
2024-01-01 21:30:00,0.0,0.9343023134118659,0.0
2024-01-01 21:45:00,0.0,0.42270927305892114,0.0
2024-01-01 22:00:00,0.0,0.23157593972558782,0.0
2024-01-01 22:15:00,0.0,0.2223759397255878,0.0
2024-01-01 22:30:00,0.0,0.2883759397255878,0.0
2024-01-01 22:45:00,0.0,0.3559759397255878,0.0
2024-01-01 23:00:00,0.0,0.49104260639225444,0.0
2024-01-01 23:15:00,0.0,0.28870927305892113,0.0
2024-01-01 23:30:00,0.0,0.1263759397255878,0.0
2024-01-01 23:45:00,0.0,0.10090614979612983,0.0
