,DishWasher,BaseLoad,P_EV
2024-01-01 00:00:00,0.0,0.3030347982352762,0.0
2024-01-01 00:15:00,0.0,0.7133521973529143,0.0
2024-01-01 00:30:00,0.0,0.6972188640195809,0.0
2024-01-01 00:45:00,0.0,0.2685521973529143,0.0
2024-01-01 01:00:00,0.0,0.25524175788233144,0.0
2024-01-01 01:15:00,0.0,0.05266666666666667,0.0
2024-01-01 01:30:00,0.0,0.04,0.0
2024-01-01 01:45:00,0.0,0.04,0.0
2024-01-01 02:00:00,0.0,0.04,0.0
2024-01-01 02:15:00,0.0,0.14133333333333334,0.0
2024-01-01 02:30:00,0.0,0.21733333333333335,0.0
2024-01-01 02:45:00,0.0,0.04,7.0
2024-01-01 03:00:00,0.0,0.04,0.0
2024-01-01 03:15:00,0.0,0.04,0.0
2024-01-01 03:30:00,0.0,0.04,0.0
2024-01-01 03:45:00,0.0,0.16666666666666666,0.0
2024-01-01 04:00:00,0.0,0.19200000000000003,0.0
2024-01-01 04:15:00,0.0,0.04,0.0
2024-01-01 04:30:00,0.0,0.04,0.0
2024-01-01 04:45:00,0.0,0.04,0.0
2024-01-01 05:00:00,0.0,0.04,0.0
2024-01-01 05:15:00,0.0,0.45853333333333335,0.0
2024-01-01 05:30:00,0.0,0.43320000000000003,0.0
2024-01-01 05:45:00,0.0,0.04,0.0
2024-01-01 06:00:00,0.0,0.04,0.0
2024-01-01 06:15:00,0.0,0.07226666666666667,0.0
2024-01-01 06:30:00,0.0,0.161,0.0
2024-01-01 06:45:00,0.0,0.33833333333333326,0.0
2024-01-01 07:00:00,0.0,0.2744666666666667,0.0
2024-01-01 07:15:00,0.0,0.174,5.0
2024-01-01 07:30:00,0.0,0.10139999999999999,15.0
2024-01-01 07:45:00,0.0,0.053,3.0
2024-01-01 08:00:00,0.0,0.0648,0.0
2024-01-01 08:15:00,0.0,0.243,0.0
2024-01-01 08:30:00,0.0,0.129,0.0
2024-01-01 08:45:00,0.0,0.053,0.0
2024-01-01 09:00:00,0.0,0.047799999999999995,0.0
2024-01-01 09:15:00,0.0,0.04,0.0
2024-01-01 09:30:00,0.0,0.078,0.0
2024-01-01 09:45:00,0.0,0.23,0.0
2024-01-01 10:00:00,0.0,0.09066666666666667,0.0
2024-01-01 10:15:00,0.0,0.04,0.0
2024-01-01 10:30:00,0.0,0.04,0.0
2024-01-01 10:45:00,0.0,0.04,0.0
2024-01-01 11:00:00,0.0,0.10333333333333333,0.0
2024-01-01 11:15:00,0.0,0.23,0.0
2024-01-01 11:30:00,0.0,0.06533333333333333,0.0
2024-01-01 11:45:00,0.0,0.04,0.0
2024-01-01 12:00:00,0.0,0.04,8.0
2024-01-01 12:15:00,0.0,0.04,15.0
2024-01-01 12:30:00,0.0,0.12866666666666668,3.0
2024-01-01 12:45:00,0.0,0.23,0.0
2024-01-01 13:00:00,0.0,0.04,0.0
2024-01-01 13:15:00,0.0,0.04,2.0
2024-01-01 13:30:00,0.0,0.04,3.0
2024-01-01 13:45:00,0.0,0.04,0.0
2024-01-01 14:00:00,0.0,0.154,0.0
2024-01-01 14:15:00,0.0,0.2046666666666667,0.0
2024-01-01 14:30:00,0.0,0.04,0.0
2024-01-01 14:45:00,0.0,0.04,0.0
2024-01-01 15:00:00,0.0,0.04,0.0
2024-01-01 15:15:00,0.0,0.04,0.0
2024-01-01 15:30:00,0.0,0.17933333333333332,0.0
2024-01-01 15:45:00,0.0,0.17933333333333332,0.0
2024-01-01 16:00:00,0.0,0.04,0.0
2024-01-01 16:15:00,0.0,0.04,0.0
2024-01-01 16:30:00,0.0,0.04,0.0
2024-01-01 16:45:00,0.0,0.3065333333333334,4.0
2024-01-01 17:00:00,0.0,0.3379333333333333,0.0
2024-01-01 17:15:00,0.0,0.154,0.0
2024-01-01 17:30:00,0.0,1.1061333333333334,0.0
2024-01-01 17:45:00,0.0,0.047799999999999995,0.0
2024-01-01 18:00:00,0.0,0.053,0.0
2024-01-01 18:15:00,0.0,0.053,0.0
2024-01-01 18:30:00,0.0,0.243,0.0
2024-01-01 18:45:00,0.0,0.13906666666666664,0.0
2024-01-01 19:00:00,0.0,0.05613333333333334,0.0
2024-01-01 19:15:00,0.0,0.22553333333333334,0.0
2024-01-01 19:30:00,0.0,0.282,0.0
2024-01-01 19:45:00,0.0,0.31166666666666665,0.0
2024-01-01 20:00:00,0.0,0.485,0.0
2024-01-01 20:15:00,0.0,0.35833333333333334,0.0
2024-01-01 20:30:00,0.0,0.19013333333333332,0.0
2024-01-01 20:45:00,0.0,0.10946666666666666,0.0
2024-01-01 21:00:00,0.0,0.25138824949151156,0.0
2024-01-01 21:15:00,0.0,0.3444904090393402,0.0
2024-01-01 21:30:00,0.0,0.4838237423726735,0.0
2024-01-01 21:45:00,0.0,0.3318237423726735,0.0
2024-01-01 22:00:00,0.0,1.2024904090393405,0.0
2024-01-01 22:15:00,0.0,0.1730079141242245,0.0
2024-01-01 22:30:00,0.0,0.1694139192941105,0.0
2024-01-01 22:45:00,0.0,0.2685521973529143,0.0
2024-01-01 23:00:00,0.0,0.3825521973529143,0.0
2024-01-01 23:15:00,0.0,0.20521886401958098,0.0
2024-01-01 23:30:00,0.0,0.19255219735291432,0.0
2024-01-01 23:45:00,0.0,0.08454029298038858,0.0
2024-01-02 00:00:00,0.0,0.0884,0.0
2024-01-02 00:15:00,0.0,0.6621333333333334,0.0
2024-01-02 00:30:00,0.0,0.33833333333333326,0.0
2024-01-02 00:45:00,0.0,0.161,0.0
2024-01-02 01:00:00,0.0,0.4275333333333334,0.0
2024-01-02 01:15:00,0.0,0.09646666666666667,0.0
2024-01-02 01:30:00,0.0,0.04,0.0
2024-01-02 01:45:00,0.0,0.16666666666666666,0.0
2024-01-02 02:00:00,0.0,0.19200000000000003,0.0
2024-01-02 02:15:00,0.0,0.04,0.0
2024-01-02 02:30:00,0.0,0.04,0.0
2024-01-02 02:45:00,0.0,0.04,0.0
2024-01-02 03:00:00,0.0,0.04,0.0
2024-01-02 03:15:00,0.0,0.192,0.0
2024-01-02 03:30:00,0.0,0.16666666666666666,0.0
2024-01-02 03:45:00,0.0,0.04,0.0
2024-01-02 04:00:00,0.0,0.04,0.0
2024-01-02 04:15:00,0.0,0.04,0.0
2024-01-02 04:30:00,0.0,0.04,0.0
2024-01-02 04:45:00,0.0,0.21733333333333335,0.0
