,BaseLoad
2024-01-02 01:30:00,0.2541570757060068
2024-01-02 01:45:00,0.0898237423726735
2024-01-02 02:00:00,0.0588237423726735
2024-01-02 02:15:00,0.049364748474534696
2024-01-02 02:30:00,0.18633333333333332
2024-01-02 02:45:00,0.21166666666666664
2024-01-02 03:00:00,0.7144
2024-01-02 03:15:00,0.14
2024-01-02 03:30:00,0.047
2024-01-02 03:45:00,0.047
2024-01-02 04:00:00,0.13566666666666669
2024-01-02 04:15:00,0.237
2024-01-02 04:30:00,0.14466666666666667
2024-01-02 04:45:00,0.202
2024-01-02 05:00:00,0.047
2024-01-02 05:15:00,0.047
2024-01-02 05:30:00,0.08499999999999999
2024-01-02 05:45:00,0.237
2024-01-02 06:00:00,0.13333333333333333
2024-01-02 06:15:00,0.202
2024-01-02 06:30:00,0.109
2024-01-02 06:45:00,0.047
2024-01-02 07:00:00,0.047
2024-01-02 07:15:00,0.22433333333333333
2024-01-02 07:30:00,0.17366666666666666
2024-01-02 07:45:00,0.15033333333333332
2024-01-02 08:00:00,0.17099999999999999
2024-01-02 08:15:00,0.05826666666666667
2024-01-02 08:30:00,0.05999999999999999
2024-01-02 08:45:00,0.18666666666666665
2024-01-02 09:00:00,0.233
2024-01-02 09:15:00,0.08833333333333335
2024-01-02 09:30:00,0.202
2024-01-02 09:45:00,0.078
2024-01-02 10:00:00,0.0564589938981388
2024-01-02 10:15:00,0.1348237423726735
2024-01-02 10:30:00,0.26985854060794967
2024-01-02 10:45:00,0.1283759397255878
2024-01-02 11:00:00,0.22470927305892113
2024-01-02 11:15:00,0.1786464427765184
2024-01-02 11:30:00,0.16766044684442585
2024-01-02 11:45:00,0.08626055552953445
2024-01-02 12:00:00,0.24882374237267352
2024-01-02 12:15:00,0.15355707570600685
2024-01-02 12:30:00,0.14415707570600683
2024-01-02 12:45:00,0.22130599593209252
2024-01-02 13:00:00,0.10224488114512274
2024-01-02 13:15:00,0.7574426063922546
2024-01-02 13:30:00,0.38904260639225446
2024-01-02 13:45:00,0.36370927305892115
2024-01-02 14:00:00,0.2930111912510531
2024-01-02 14:15:00,0.41752435876469335
2024-01-02 14:30:00,0.21645769209802665
2024-01-02 14:45:00,0.5511521973529143
2024-01-02 15:00:00,0.255878864019581
2024-01-02 15:15:00,0.4203855306862477
2024-01-02 15:30:00,0.33525219735291434
2024-01-02 15:45:00,0.43858553068624767
2024-01-02 16:00:00,0.46011886401958096
2024-01-02 16:15:00,0.34825219735291435
2024-01-02 16:30:00,0.41158553068624765
2024-01-02 16:45:00,0.5382521973529143
2024-01-02 17:00:00,0.396318864019581
2024-01-02 17:15:00,0.3710633407071764
2024-01-02 17:30:00,0.47052374237267347
2024-01-02 17:45:00,0.23359040903934017
2024-01-02 18:00:00,0.2071904090393402
2024-01-02 18:15:00,0.40065707570600684
2024-01-02 18:30:00,0.5248923272314721
2024-01-02 18:45:00,0.30369999999999997
2024-01-02 19:00:00,0.35177362631372194
2024-01-02 19:15:00,0.29255219735291427
2024-01-02 19:30:00,0.1753521973529143
2024-01-02 19:45:00,0.3434855306862476
2024-01-02 20:00:00,0.3515521973529143
2024-01-02 20:15:00,0.2216472526274438
2024-01-02 20:30:00,0.3760333333333333
2024-01-02 20:45:00,0.37803333333333333
2024-01-02 21:00:00,0.4563275787569374
2024-01-02 21:15:00,0.4291237423726735
2024-01-02 21:30:00,0.3887307020197287
2024-01-02 21:45:00,0.23874260639225445
2024-01-02 22:00:00,0.23640927305892115
2024-01-02 22:15:00,0.37082869633593746
2024-01-02 22:30:00,0.2762521973529143
2024-01-02 22:45:00,0.264918864019581
2024-01-02 23:00:00,0.3727
2024-01-02 23:15:00,0.24603333333333335
2024-01-02 23:30:00,0.30369999999999997
2024-01-02 23:45:00,0.40703333333333336
2024-01-03 00:00:00,0.42769999999999997
2024-01-03 00:15:00,0.30369999999999997
2024-01-03 00:30:00,0.49369999999999997
2024-01-03 00:45:00,0.36929999999999996
2024-01-03 01:00:00,0.1827
2024-01-03 01:15:00,0.22403333333333333
2024-01-03 01:30:00,0.3377
2024-01-03 01:45:00,0.18358
2024-01-03 02:00:00,0.19933333333333333
2024-01-03 02:15:00,0.22466666666666668
2024-01-03 02:30:00,0.05999999999999999
2024-01-03 02:45:00,0.05826666666666667
2024-01-03 03:00:00,0.18133333333333335
2024-01-03 03:15:00,0.14
2024-01-03 03:30:00,0.13566666666666669
2024-01-03 03:45:00,0.7700666666666667
2024-01-03 04:00:00,0.6053999999999999
2024-01-03 04:15:00,0.047
2024-01-03 04:30:00,0.5191333333333333
2024-01-03 04:45:00,0.7350666666666666
2024-01-03 05:00:00,0.4848
2024-01-03 05:15:00,0.7700666666666667
2024-01-03 05:30:00,0.123
2024-01-03 05:45:00,0.047
2024-01-03 06:00:00,0.05733333333333333
2024-01-03 06:15:00,0.202
2024-01-03 06:30:00,0.109
2024-01-03 06:45:00,0.22433333333333333
2024-01-03 07:00:00,0.17366666666666666
2024-01-03 07:15:00,0.047
2024-01-03 07:30:00,0.05566666666666666
2024-01-03 07:45:00,0.23593333333333336
2024-01-03 08:00:00,0.305
2024-01-03 08:15:00,0.3076666666666667
2024-01-03 08:30:00,0.35833333333333334
2024-01-03 08:45:00,0.181
2024-01-03 09:00:00,0.6011333333333334
2024-01-03 09:15:00,0.10133333333333333
2024-01-03 09:30:00,0.6148
2024-01-03 09:45:00,0.16699999999999998
2024-01-03 10:00:00,0.2482666666666667
2024-01-03 10:15:00,0.2514
2024-01-03 10:30:00,1.2949999999999997
2024-01-03 10:45:00,1.2958666666666665
2024-01-03 11:00:00,0.36073333333333335
2024-01-03 11:15:00,0.17833333333333332
2024-01-03 11:30:00,0.25
2024-01-03 11:45:00,0.29453549288116193
2024-01-03 12:00:00,0.1945237423726735
2024-01-03 12:15:00,0.1945237423726735
2024-01-03 12:30:00,0.2668570757060068
2024-01-03 12:45:00,0.46815899389813875
2024-01-03 13:00:00,0.4762491615817824
2024-01-03 13:15:00,0.48740231341186585
2024-01-03 13:30:00,0.35200927305892116
2024-01-03 13:45:00,0.2390759397255878
2024-01-03 14:00:00,0.24940927305892113
2024-01-03 14:15:00,0.7930092730589212
2024-01-03 14:30:00,0.40207593972558786
2024-01-03 14:45:00,0.4160759397255878
2024-01-03 15:00:00,0.2260759397255878
2024-01-03 15:15:00,0.19400120507065932
2024-01-03 15:30:00,0.1945237423726735
2024-01-03 15:45:00,0.2978570757060068
2024-01-03 16:00:00,0.3818570757060068
2024-01-03 16:15:00,0.3887307020197287
2024-01-03 16:30:00,0.3816092730589212
2024-01-03 16:45:00,0.3386404468444259
2024-01-03 17:00:00,0.35534644277651845
2024-01-03 17:15:00,0.3652226063922545
2024-01-03 17:30:00,0.37590927305892113
2024-01-03 17:45:00,1.2153849142942277
2024-01-03 18:00:00,1.5607092730589212
2024-01-03 18:15:00,0.7835286963359375
2024-01-03 18:30:00,0.46608553068624764
2024-01-03 18:45:00,0.4015521973529143
2024-01-03 19:00:00,0.20026465174508193
