,Occupancy,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,EV_arrival,EV_departure,EV_plugged,SoC_arr_EV
2024-01-01 00:00:00,2.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:15:00,2.0,59.79392,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 00:30:00,2.0,59.77920000000001,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:45:00,2.0,59.57312,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 01:00:00,2.0,59.10053397037746,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 01:15:00,2.0,59.44225146679407,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 01:30:00,2.0,60.54989240324888,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:45:00,2.0,61.07163153368365,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:00:00,2.0,61.07163153368365,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:15:00,2.0,61.07163153368365,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:30:00,2.0,60.703631533683655,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 02:45:00,2.0,60.630031533683656,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:00:00,2.0,60.379791533683665,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 03:15:00,2.0,60.18843153368366,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:30:00,2.0,59.95291153368366,60.0,1.0269653333333333,0.0,0.0,0,0,0,0.0
2024-01-01 03:45:00,1.0,59.305231533683674,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:00:00,2.0,57.877713827042484,60.0,3.594378666666667,0.0,0.0,0,0,0,0.0
2024-01-01 04:15:00,1.0,57.19260682274241,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 04:30:00,2.0,58.217661156234975,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:45:00,2.0,59.50767548972753,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:00:00,1.0,60.74035585284264,60.0,0.0,0.0,0.793,1,0,1,0.7906666666666667
2024-01-01 05:15:00,2.0,61.0556926899186,60.0,0.0,0.0,0.7999999999999999,0,0,1,0.0
2024-01-01 05:30:00,1.0,61.0556926899186,60.0,0.0,0.0,0.7999999999999999,0,0,1,0.0
2024-01-01 05:45:00,1.0,61.0556926899186,60.0,0.0,0.0,0.0,0,1,0,0.0
2024-01-01 06:00:00,1.0,60.80545268991861,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 06:15:00,2.0,60.30497268991861,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 06:30:00,1.0,59.892812689918614,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 06:45:00,3.0,59.36289268991862,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 07:00:00,3.0,59.289292689918625,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:15:00,3.0,59.289292689918625,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:30:00,3.0,59.289292689918625,60.0,0.0,0.0,0.0,0,0,0,0.0
