,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.25727593972558777,0.0,0.0
2024-01-01 00:15:00,0.001,0.26674260639225444,0.0,0.0
2024-01-01 00:30:00,0.001,0.24056260639225446,0.0,0.0
2024-01-01 00:45:00,0.001,0.11157509121566478,0.0,0.0
2024-01-01 01:00:00,0.001,0.22186666666666666,0.0,0.5
2024-01-01 01:15:00,0.001,0.13666666666666666,0.0,1.5
2024-01-01 01:30:00,0.001,0.07366666666666667,0.0,1.3
2024-01-01 01:45:00,0.001,0.5168,0.0,0.0
2024-01-01 02:00:00,0.001,0.15439999999999998,0.0,0.0
2024-01-01 02:15:00,0.001,0.172,0.0,0.0
2024-01-01 02:30:00,0.001,0.327,0.0,0.0
2024-01-01 02:45:00,0.001,0.24433333333333335,0.0,0.0
2024-01-01 03:00:00,0.001,0.172,0.0,0.0
2024-01-01 03:15:00,0.001,0.2673333333333333,0.0,0.0
2024-01-01 03:30:00,0.001,0.117,0.0,0.0
2024-01-01 03:45:00,0.001,0.051,0.0,0.0
2024-01-01 04:00:00,0.001,0.18533333333333332,0.0,0.9
2024-01-01 04:15:00,0.001,0.144,0.0,1.5
2024-01-01 04:30:00,0.001,0.06566666666666666,0.0,1.5
2024-01-01 04:45:00,0.001,0.161,0.0,1.5
2024-01-01 05:00:00,0.001,0.08766666666666666,0.4666666666666667,1.0
2024-01-01 05:15:00,0.001,0.051,1.4,0.0
2024-01-01 05:30:00,0.001,0.16466666666666666,0.0,0.0
2024-01-01 05:45:00,0.001,0.16466666666666666,0.0,0.0
2024-01-01 06:00:00,0.001,0.095,0.0,0.0
2024-01-01 06:15:00,0.001,0.161,0.0,0.0
2024-01-01 06:30:00,0.001,0.058333333333333334,0.0,0.0
2024-01-01 06:45:00,0.001,0.051,0.0,0.0
2024-01-01 07:00:00,0.001,0.144,0.0,0.0
2024-01-01 07:15:00,0.001,0.18533333333333332,0.0,0.0
2024-01-01 07:30:00,0.001,0.12433333333333334,0.0,0.0
2024-01-01 07:45:00,0.001,0.13899999999999998,0.0,0.0
2024-01-01 08:00:00,0.001,0.051,0.0,0.0
2024-01-01 08:15:00,0.001,0.051,0.0,0.0
2024-01-01 08:30:00,0.001,0.12333333333333332,0.0,0.0
2024-01-01 08:45:00,0.001,0.206,0.0,0.0
2024-01-01 09:00:00,0.001,0.15366666666666667,0.0,0.0
2024-01-01 09:15:00,0.001,0.10966666666666666,0.0,0.0
2024-01-01 09:30:00,0.001,0.051,0.0,0.0
2024-01-01 09:45:00,0.001,0.051,0.0,0.0
2024-01-01 10:00:00,0.001,0.10266666666666667,0.0,0.0
2024-01-01 10:15:00,0.001,0.228,0.0,0.0
2024-01-01 10:30:00,0.001,0.18166666666666667,0.0,0.0
2024-01-01 10:45:00,0.001,0.08033333333333334,0.0,0.0
2024-01-01 11:00:00,0.001,0.051,0.0,0.0
2024-01-01 11:15:00,0.001,0.051,1.8666666666666667,0.0
2024-01-01 11:30:00,0.001,0.082,3.2666666666666666,0.0
2024-01-01 11:45:00,0.001,0.2573333333333333,0.0,0.0
2024-01-01 12:00:00,0.001,0.20233333333333334,0.0,0.0
2024-01-01 12:15:00,0.001,0.051,0.0,0.0
2024-01-01 12:30:00,0.001,0.051,0.0,0.0
2024-01-01 12:45:00,0.001,0.051,0.0,0.0
2024-01-01 13:00:00,0.001,0.5943999999999999,0.0,1.4
2024-01-01 13:15:00,0.001,0.8197333333333333,0.0,1.2
2024-01-01 13:30:00,0.001,0.19366666666666668,0.0,0.0
2024-01-01 13:45:00,0.001,0.051,0.0,0.0
2024-01-01 14:00:00,0.001,0.051,0.0,0.0
2024-01-01 14:15:00,0.001,0.051,0.0,0.0
2024-01-01 14:30:00,0.001,0.13166666666666665,0.0,0.0
2024-01-01 14:45:00,0.001,0.4266666666666667,0.0,0.0
2024-01-01 15:00:00,0.001,0.306,0.9333333333333333,0.0
2024-01-01 15:15:00,0.001,0.172,0.0,0.0
2024-01-01 15:30:00,0.001,0.1478,0.0,0.0
