,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 07:45:00,0.0,0.001,0.052,0.0,0.0,1.2
2024-01-01 08:00:00,0.0,0.001,0.052,0.0,0.0,2.4
2024-01-01 08:15:00,0.0,0.001,0.162,0.0,0.0,0.0
2024-01-01 08:30:00,0.0,0.001,0.074,0.0,3.6666666666666665,0.2
2024-01-01 08:45:00,0.0,0.001,0.052,0.0,0.0,1.8
2024-01-01 09:00:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-01 09:15:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-01 09:30:00,0.0,0.001,0.13266666666666665,0.0,0.0,0.0
2024-01-01 09:45:00,0.0,0.001,0.10333333333333333,0.0,0.0,2.2
2024-01-01 10:00:00,0.0,0.001,0.052,0.0,0.0,1.4
2024-01-01 10:15:00,0.0,0.001,0.052,0.0,4.333333333333333,0.0
2024-01-01 10:30:00,0.0,0.001,0.052,0.0,1.0,0.0
2024-01-01 10:45:00,0.0,0.001,0.10333333333333333,0.0,0.0,0.0
2024-01-01 11:00:00,0.0,0.001,0.13266666666666665,0.0,0.0,0.0
2024-01-01 11:15:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-01 11:30:00,0.0,0.001,0.45180000000000003,0.0,0.0,0.0
2024-01-01 11:45:00,0.0,0.001,0.052,0.0,0.0,1.4
2024-01-01 12:00:00,0.0,0.001,0.074,0.0,0.0,1.2
2024-01-01 12:15:00,0.0,0.001,0.162,0.0,3.0,0.0
2024-01-01 12:30:00,0.0,0.001,0.052,0.0,1.0,2.8
2024-01-01 12:45:00,0.0,0.001,0.052,0.0,0.0,1.4
2024-01-01 13:00:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-01 13:15:00,0.0,0.001,0.052,0.0,0.0,2.2
2024-01-01 13:30:00,0.0,0.001,0.1869333333333333,0.0,0.0,0.0
2024-01-01 13:45:00,0.0,0.001,0.2023333333333333,0.0,0.0,2.0
2024-01-01 14:00:00,0.0,0.001,0.173,0.0,0.0,3.0
2024-01-01 14:15:00,0.0,0.001,0.173,0.0,0.0,0.0
2024-01-01 14:30:00,0.0,0.001,0.173,0.0,2.0,0.0
2024-01-01 14:45:00,0.0,0.001,0.22510215954782858,0.0,2.0,0.0
2024-01-01 15:00:00,0.0,0.001,0.12249040903934018,0.0,0.0,2.2
2024-01-01 15:15:00,0.0,0.001,0.0638237423726735,0.0,0.0,1.4
2024-01-01 15:30:00,0.0,0.001,0.5968904090393402,0.0,0.0,3.0
2024-01-01 15:45:00,0.0,0.001,0.06303549288116193,0.0,0.0,0.0
2024-01-01 16:00:00,0.0,0.001,0.096,5.133333333333334,0.0,0.8
2024-01-01 16:15:00,0.0,0.001,0.14,7.0,0.0,3.0
2024-01-01 16:30:00,0.0,0.001,0.052,7.0,0.0,2.2
2024-01-01 16:45:00,0.0,0.001,0.052,7.0,0.6666666666666666,0.0
2024-01-01 17:00:00,0.0,0.001,0.052,5.6,3.3333333333333335,0.0
2024-01-01 17:15:00,0.0,0.001,0.06666666666666667,0.0,0.0,1.4
2024-01-01 17:30:00,0.0,0.001,0.3284,0.0,0.0,3.0
2024-01-01 17:45:00,0.0,0.001,1.3718666666666666,0.0,0.0,0.8
2024-01-01 18:00:00,0.0,0.001,1.421,0.0,0.0,2.2
2024-01-01 18:15:00,0.0,0.001,0.4373243587646934,0.0,0.0,0.0
2024-01-01 18:30:00,0.0,0.001,0.20455219735291433,0.0,0.0,0.0
2024-01-01 18:45:00,0.0,0.001,0.38861886401958096,0.0,0.0,2.0
2024-01-01 19:00:00,0.0,0.001,0.3622188640195809,0.0,0.0,3.0
2024-01-01 19:15:00,0.0,0.001,0.26574836096865034,0.0,2.3333333333333335,0.2
2024-01-01 19:30:00,0.0,0.001,0.32510231341186585,0.0,0.0,0.0
2024-01-01 19:45:00,0.0,0.001,0.3058237423726735,0.0,0.0,1.2
2024-01-01 20:00:00,0.0,0.001,0.2588904090393402,0.0,0.0,2.4
2024-01-01 20:15:00,0.0,0.001,0.2560237423726735,0.0,0.0,0.0
2024-01-01 20:30:00,0.0,0.001,0.5747570757060069,0.0,0.0,1.0
2024-01-01 20:45:00,0.0,0.10233478986486258,0.4643570757060068,0.0,3.6666666666666665,3.0
2024-01-01 21:00:00,0.0,0.36330937265511193,0.28655707570600686,0.0,0.3333333333333333,3.0
2024-01-01 21:15:00,0.0,0.7448434248549539,0.7544237423726735,0.0,0.0,3.0
2024-01-01 21:30:00,0.0,0.12795766130169658,0.40115707570600684,0.0,0.0,1.2
2024-01-01 21:45:00,0.0,0.18132711716955444,0.8536147678040337,0.0,0.0,1.2
2024-01-01 22:00:00,0.0,1.1661397118533803,1.009669943793495,0.0,0.0,1.8
2024-01-01 22:15:00,0.0,0.596649559355055,0.33781886401958094,0.0,0.0,1.4
2024-01-01 22:30:00,0.0,0.12117046888454211,0.21188553068624763,0.0,0.0,2.2
2024-01-01 22:45:00,0.0,0.2824425081346481,0.29982783858822093,0.0,0.0,0.0
2024-01-01 23:00:00,0.0,0.9319294030625876,0.18766666666666668,0.0,0.0,0.0
2024-01-01 23:15:00,0.0,0.001,0.173,0.0,0.0,2.8
2024-01-01 23:30:00,0.0,0.001,0.173,0.0,0.0,1.2
2024-01-01 23:45:00,0.0,0.001,0.46793333333333337,0.0,0.0,0.0
2024-01-02 00:00:00,0.0,0.001,0.14,0.0,0.0,0.0
2024-01-02 00:15:00,0.0,0.001,0.096,0.0,0.0,0.0
2024-01-02 00:30:00,0.0,0.001,0.0638237423726735,0.0,0.0,1.2
2024-01-02 00:45:00,0.0,0.001,0.0638237423726735,0.0,0.0,1.2
2024-01-02 01:00:00,0.0,0.001,0.0638237423726735,0.0,0.0,0.0
2024-01-02 01:15:00,0.0,0.001,0.12249040903934016,0.0,0.0,0.0
2024-01-02 01:30:00,0.0,0.001,0.13715707570600685,0.0,0.0,0.0
2024-01-02 01:45:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-02 02:00:00,0.0,0.001,0.052,0.0,0.0,1.0
2024-01-02 02:15:00,0.0,0.001,0.052,0.0,0.0,1.2
2024-01-02 02:30:00,0.0,0.001,0.08133333333333333,0.0,0.0,0.0
2024-01-02 02:45:00,0.0,0.001,0.15466666666666667,0.0,0.0,0.0
2024-01-02 03:00:00,0.0,0.001,0.052,0.0,0.0,1.8
2024-01-02 03:15:00,0.0,0.001,0.052,0.0,0.0,1.0
2024-01-02 03:30:00,0.0,0.001,0.052,0.0,0.0,1.4
2024-01-02 03:45:00,0.0,0.001,0.052,0.0,1.0,3.0
2024-01-02 04:00:00,0.0,0.001,0.162,0.0,0.0,2.4
2024-01-02 04:15:00,0.0,0.001,0.074,0.0,1.3333333333333333,3.0
2024-01-02 04:30:00,0.0,0.001,0.052,0.0,3.6666666666666665,0.2
2024-01-02 04:45:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-02 05:00:00,0.0,0.001,0.5850666666666666,0.0,0.0,0.6
2024-01-02 05:15:00,0.0,0.001,0.13266666666666665,0.0,0.0,3.0
2024-01-02 05:30:00,0.0,0.001,0.10333333333333333,0.0,0.0,3.0
2024-01-02 05:45:00,0.0,0.001,0.052,0.0,0.0,3.0
2024-01-02 06:00:00,0.0,0.001,0.052,0.0,4.0,2.2
2024-01-02 06:15:00,0.0,0.001,0.4518000000000001,0.0,0.0,0.0
2024-01-02 06:30:00,0.0,0.001,0.10333333333333333,0.0,1.3333333333333333,1.2
2024-01-02 06:45:00,0.0,0.001,0.13266666666666665,0.0,2.6666666666666665,0.8
2024-01-02 07:00:00,0.0,0.001,0.06413333333333333,0.0,0.0,1.8
2024-01-02 07:15:00,0.0,0.001,0.065,0.0,0.0,3.0
2024-01-02 07:30:00,0.0,0.001,0.33153333333333335,0.0,0.0,2.6
2024-01-02 07:45:00,0.0,0.001,0.3500666666666667,0.0,0.0,2.2
2024-01-02 08:00:00,0.0,0.001,0.162,0.0,0.0,0.0
2024-01-02 08:15:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-02 08:30:00,0.0,0.001,0.052,0.0,4.333333333333333,0.0
2024-01-02 08:45:00,0.0,0.001,0.061046666666666666,0.0,0.0,0.0
2024-01-02 09:00:00,0.00046666666666666666,0.001,0.18769999999999998,0.0,0.0,2.0
2024-01-02 09:15:00,0.9006000000000001,0.001,0.2903666666666666,0.0,0.0,0.0
2024-01-02 09:30:00,0.30086666666666667,0.001,0.6168333333333332,0.0,0.0,0.0
2024-01-02 09:45:00,0.001,0.001,0.18769999999999998,0.0,0.0,2.0
2024-01-02 10:00:00,0.0005333333333333334,0.001,0.18769999999999998,0.0,0.0,1.4
2024-01-02 10:15:00,0.0,0.001,0.19289999999999996,0.0,0.0,3.0
2024-01-02 10:30:00,0.0,0.001,0.27403333333333335,0.0,0.0,0.6
2024-01-02 10:45:00,0.0,0.001,0.25936666666666663,5.133333333333334,4.0,0.0
2024-01-02 11:00:00,0.0,0.001,0.2007,7.0,0.0,1.6
2024-01-02 11:15:00,0.0,0.001,0.1998333333333333,7.0,0.0,3.0
2024-01-02 11:30:00,0.0,0.001,0.2007,7.0,0.0,0.0
2024-01-02 11:45:00,0.0,0.001,0.24469999999999997,6.066666666666666,0.0,0.0
2024-01-02 12:00:00,0.0,0.001,0.2887,0.0,0.0,0.0
2024-01-02 12:15:00,0.0,0.001,0.1920333333333333,0.0,0.0,0.0
2024-01-02 12:30:00,0.0,0.001,0.19636666666666666,3.7333333333333334,0.0,0.0
2024-01-02 12:45:00,6.666666666666667e-05,0.001,0.2007,7.0,0.0,0.0
2024-01-02 13:00:00,0.001,0.001,0.21536666666666665,1.8666666666666667,2.3333333333333335,1.0
2024-01-02 13:15:00,1.2004666666666668,0.001,0.3107,0.0,0.0,1.0
2024-01-02 13:30:00,0.001,0.001,0.19589999999999996,0.0,0.0,0.0
2024-01-02 13:45:00,0.001,0.001,0.18769999999999998,0.0,0.0,2.0
2024-01-02 14:00:00,0.001,0.001,0.2280333333333333,0.0,0.0,0.4
2024-01-02 14:15:00,0.001,0.001,0.7084999999999998,0.0,0.0,0.0
2024-01-02 14:30:00,0.001,0.001,0.9370999999999999,0.0,4.0,0.0
2024-01-02 14:45:00,0.001,0.001,0.6308313184117486,0.0,0.0,0.0
2024-01-02 15:00:00,0.9006000000000001,0.001,0.5454476902340761,0.0,0.0,0.0
2024-01-02 15:15:00,1.5000666666666667,0.001,0.22444260639225447,0.0,0.0,0.0
2024-01-02 15:30:00,0.0,0.001,0.33737593972558777,0.0,0.0,1.4
2024-01-02 15:45:00,0.0,0.001,0.2823759397255878,0.0,0.0,3.0
2024-01-02 16:00:00,0.0,0.001,0.8393626063922545,0.0,0.0,1.2
2024-01-02 16:15:00,0.0,0.001,0.5493020416249266,0.0,0.0,2.2
2024-01-02 16:30:00,0.0,0.001,0.4562481011373668,2.3333333333333335,0.0,1.2
2024-01-02 16:45:00,0.0,0.001,0.4730759397255878,4.666666666666667,0.0,0.0
2024-01-02 17:00:00,0.0,0.001,0.5097426063922544,0.0,4.0,0.0
2024-01-02 17:15:00,0.0,0.001,0.4877426063922545,0.0,0.0,0.0
2024-01-02 17:30:00,0.0,0.001,0.22187821447845607,0.0,0.0,0.6
2024-01-02 17:45:00,0.0,0.001,0.1995237423726735,0.0,0.0,2.2
2024-01-02 18:00:00,0.0,0.001,0.1995237423726735,0.0,0.0,0.0
2024-01-02 18:15:00,0.0,0.001,0.23105707570600684,0.0,0.0,0.0
2024-01-02 18:30:00,0.0,0.001,0.4305237423726735,0.0,0.0,0.0
2024-01-02 18:45:00,0.0,0.001,0.6254881435242653,0.0,0.0,0.0
2024-01-02 19:00:00,0.0,0.001,2.507315027635317,0.0,0.0,1.4
2024-01-02 19:15:00,0.0,0.001,1.746275939725588,0.0,1.0,3.0
2024-01-02 19:30:00,0.0,0.001,0.39240927305892115,0.0,3.0,0.4
2024-01-02 19:45:00,0.0,0.001,0.44007593972558784,0.0,0.0,0.0
2024-01-02 20:00:00,0.0,0.001,0.48973070201972874,0.0,0.0,0.0
2024-01-02 20:15:00,0.0,0.001,0.452045585028802,0.0,0.0,0.0
2024-01-02 20:30:00,0.0,0.001,0.5082801114771388,0.0,0.0,0.0
2024-01-02 20:45:00,0.0,0.001,0.7371759397255878,0.0,0.0,0.0
2024-01-02 21:00:00,0.0,0.001,0.3960426063922544,0.0,0.0,1.0
2024-01-02 21:15:00,0.0,0.001,0.4107092730589211,0.0,0.0,3.0
2024-01-02 21:30:00,0.0,0.001,0.7131109950001174,0.0,0.0,0.4
2024-01-02 21:45:00,0.0,0.001,0.28019040903934017,0.0,0.0,0.0
2024-01-02 22:00:00,0.0,0.001,0.3205237423726735,0.0,0.0,0.0
2024-01-02 22:15:00,0.0,0.001,0.3498570757060068,0.0,0.0,0.0
2024-01-02 22:30:00,0.0,0.001,0.4145196646327129,0.0,0.6666666666666666,1.0
2024-01-02 22:45:00,0.0,0.001,0.3087,0.0,4.666666666666667,2.4
2024-01-02 23:00:00,0.0,0.001,0.2764333333333333,0.0,0.0,0.0
2024-01-02 23:15:00,0.0,0.001,0.18769999999999998,0.0,0.0,0.0
2024-01-02 23:30:00,0.0,0.001,0.19085299796604627,0.0,0.0,0.0
2024-01-02 23:45:00,0.0,0.001,0.3095237423726735,0.0,0.0,0.0
2024-01-03 00:00:00,0.0,0.001,0.2215237423726735,0.0,0.0,0.0
2024-01-03 00:15:00,0.0,0.001,0.1995237423726735,0.0,0.0,3.0
2024-01-03 00:30:00,0.0,0.001,0.20759040903934017,0.0,0.0,1.8
2024-01-03 00:45:00,0.0,0.001,0.3205237423726735,0.0,0.0,0.0
2024-01-03 01:00:00,0.0,0.001,0.38936666666666664,0.0,0.0,0.0
2024-01-03 01:15:00,0.0,0.001,0.36003333333333326,0.0,0.0,1.4
2024-01-03 01:30:00,0.0,0.001,0.7084999999999998,0.0,0.0,3.0
2024-01-03 01:45:00,0.0,0.001,0.8417666666666666,0.0,0.0,2.8
2024-01-03 02:00:00,0.0,0.001,0.2038333333333333,0.0,0.0,0.0
2024-01-03 02:15:00,0.0,0.001,0.23903333333333332,0.0,0.0,2.4
2024-01-03 02:30:00,0.0,0.001,0.2683666666666666,0.0,0.0,1.2
2024-01-03 02:45:00,0.0,0.001,0.18769999999999998,0.0,0.0,0.0
2024-01-03 03:00:00,0.0,0.001,0.5874999999999999,0.0,0.0,0.0
2024-01-03 03:15:00,0.0,0.001,0.12437333333333331,0.0,0.0,0.0
2024-01-03 03:30:00,0.0,0.001,0.074,0.0,0.0,0.0
2024-01-03 03:45:00,0.0,0.001,0.2952666666666667,0.0,0.0,0.0
2024-01-03 04:00:00,0.0,0.001,0.45180000000000003,0.0,1.0,0.0
2024-01-03 04:15:00,0.0,0.001,0.052,0.0,5.0,0.2
2024-01-03 04:30:00,0.0,0.001,0.052,0.0,3.0,2.0
2024-01-03 04:45:00,0.0,0.001,0.052,0.0,0.0,0.8
2024-01-03 05:00:00,0.0,0.001,0.15466666666666667,0.0,0.0,2.6
2024-01-03 05:15:00,0.0,0.001,0.08133333333333333,0.0,0.0,0.0
2024-01-03 05:30:00,0.0,0.001,0.052,0.0,0.0,0.8
2024-01-03 05:45:00,0.0,0.001,0.052,0.0,0.0,3.0
2024-01-03 06:00:00,0.0,0.001,0.052,0.0,0.0,2.2
2024-01-03 06:15:00,0.0,0.001,0.6584,0.0,4.333333333333333,0.0
2024-01-03 06:30:00,0.0,0.001,0.11066666666666666,0.0,0.0,0.0
2024-01-03 06:45:00,0.0,0.001,0.052,0.0,0.0,2.0
2024-01-03 07:00:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-03 07:15:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-03 07:30:00,0.0,0.001,0.096,0.0,0.0,0.0
2024-01-03 07:45:00,0.0,0.001,0.14,0.0,0.0,0.0
2024-01-03 08:00:00,0.0,0.001,0.052,0.0,0.0,1.2
2024-01-03 08:15:00,0.0,0.001,0.052,0.0,0.0,1.8
2024-01-03 08:30:00,0.0,0.001,0.052,0.0,4.666666666666667,0.0
2024-01-03 08:45:00,0.0,0.001,0.06666666666666667,0.0,0.0,0.0
2024-01-03 09:00:00,0.0,0.001,0.20446666666666669,0.0,0.0,0.2
2024-01-03 09:15:00,0.0,0.001,0.15033333333333332,0.0,0.0,2.2
2024-01-03 09:30:00,0.0,0.001,0.5428,0.0,0.0,0.0
2024-01-03 09:45:00,0.0,0.001,0.143,0.0,0.0,0.0
2024-01-03 10:00:00,0.0,0.001,0.11266666666666666,0.0,0.0,2.6
2024-01-03 10:15:00,0.0,0.001,0.14733333333333334,0.0,0.3333333333333333,1.8
2024-01-03 10:30:00,0.0,0.001,0.08866666666666667,0.0,4.0,3.0
2024-01-03 10:45:00,0.0,0.001,0.06326666666666667,0.0,0.0,2.4
2024-01-03 11:00:00,0.0,0.001,0.065,0.0,0.0,0.0
2024-01-03 11:15:00,0.0,0.001,0.065,0.0,0.0,0.0
2024-01-03 11:30:00,0.0,0.001,0.13099999999999998,0.0,0.0,2.0
2024-01-03 11:45:00,0.0,0.297276234069305,0.6586314151412014,0.0,0.0,0.0
2024-01-03 12:00:00,0.0,0.7682342728211028,0.0638237423726735,0.0,0.0,0.0
2024-01-03 12:15:00,0.0,0.23075527013400157,0.0638237423726735,0.0,0.0,0.0
2024-01-03 12:30:00,0.0,0.1654467459191263,0.1364237423726735,0.0,3.6666666666666665,0.0
2024-01-03 12:45:00,0.0,0.862219893075306,0.2214904090393402,0.0,0.6666666666666666,2.0
2024-01-03 13:00:00,0.0,0.927589509504157,0.8084942454236042,0.0,0.0,0.0
2024-01-03 13:15:00,0.0,0.10276240932223042,0.6709923272314722,0.0,0.0,0.0
2024-01-03 13:30:00,0.0,0.2128863143598306,0.8388904090393403,0.0,0.0,0.0
2024-01-03 13:45:00,0.0,0.5650498999573015,0.2090237423726735,0.0,0.0,0.0
2024-01-03 14:00:00,0.0,0.4858834679740317,0.19215707570600685,0.0,0.0,0.0
2024-01-03 14:15:00,0.0,0.001,0.22556091209027077,0.0,0.0,0.0
2024-01-03 14:30:00,0.0,0.001,0.5997333333333333,0.0,1.3333333333333333,3.0
2024-01-03 14:45:00,0.0,0.001,0.052,0.0,3.0,0.6
2024-01-03 15:00:00,0.0,0.001,0.45180000000000003,0.0,0.0,0.0
2024-01-03 15:15:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-03 15:30:00,0.0,0.001,0.14,0.0,0.0,1.0
2024-01-03 15:45:00,0.0,0.001,0.096,0.0,0.0,2.6
2024-01-03 16:00:00,0.0,0.001,0.18769999999999998,0.0,0.0,1.8
2024-01-03 16:15:00,0.0,0.001,0.18769999999999998,0.0,0.0,0.0
2024-01-03 16:30:00,0.0,0.001,0.18769999999999998,0.0,0.0,0.0
2024-01-03 16:45:00,0.0,0.001,0.7794333333333333,0.0,4.333333333333333,0.0
2024-01-03 17:00:00,0.0,0.001,0.26497458079089115,0.0,0.0,0.0
2024-01-03 17:15:00,0.0,0.001,0.1995237423726735,0.0,0.0,0.0
2024-01-03 17:30:00,0.0,0.001,0.21165707570600684,0.0,0.0,2.0
2024-01-03 17:45:00,0.0,0.001,0.2905237423726735,0.0,0.0,0.6
2024-01-03 18:00:00,0.0,0.001,0.3198570757060068,0.0,0.0,0.0
2024-01-03 18:15:00,0.0,0.001,0.3853079141242245,0.0,0.0,0.0
2024-01-03 18:30:00,0.0,0.001,0.29483333333333334,0.0,0.0,0.0
2024-01-03 18:45:00,0.0,0.001,0.3676374110732939,0.0,2.6666666666666665,3.0
2024-01-03 19:00:00,0.0,0.001,0.3335237423726735,0.0,1.6666666666666667,2.6
2024-01-03 19:15:00,0.0,0.001,0.3335237423726735,0.0,0.0,3.0
2024-01-03 19:30:00,0.0,0.001,1.520174474823645,0.0,0.0,3.0
2024-01-03 19:45:00,0.0,0.001,0.3548092730589211,0.0,0.0,0.2
2024-01-03 20:00:00,0.0,0.001,0.24060927305892116,0.0,0.0,1.2
2024-01-03 20:15:00,0.0,0.001,0.4457426063922545,0.0,0.0,0.8
2024-01-03 20:30:00,0.0,0.001,0.4742521973529143,0.0,0.0,0.0
2024-01-03 20:45:00,0.0,0.001,0.5430817910314365,0.0,2.0,0.0
2024-01-03 21:00:00,0.0,0.001,0.4963237423726735,0.0,2.3333333333333335,0.0
2024-01-03 21:15:00,0.0,0.001,0.4523883941177554,0.0,0.0,0.0
2024-01-03 21:30:00,0.0,0.001,0.4085426063922545,4.666666666666667,0.0,0.0
2024-01-03 21:45:00,0.0,0.001,0.4730759397255878,7.0,0.0,0.0
2024-01-03 22:00:00,0.0,0.001,0.5188915266183401,5.6,0.0,3.0
2024-01-03 22:15:00,0.0,0.001,0.541918864019581,0.0,0.0,3.0
2024-01-03 22:30:00,0.0,0.001,0.46125219735291434,0.0,0.0,1.0
2024-01-03 22:45:00,0.0,0.001,0.4139139192941105,0.0,0.0,1.2
2024-01-03 23:00:00,0.0,0.001,0.23609999999999998,0.0,0.0,1.8
2024-01-03 23:15:00,0.0,0.001,0.20969999999999997,0.0,0.0,0.0
2024-01-03 23:30:00,0.0,0.001,0.29769999999999996,0.0,0.0,0.2
2024-01-03 23:45:00,0.0,0.1613153268107452,0.18769999999999998,0.0,0.0,3.0
2024-01-04 00:00:00,0.0,0.4742561237541715,0.18769999999999998,0.0,0.0,0.0
2024-01-04 00:15:00,0.0,0.614273171681349,0.18769999999999998,0.0,0.0,0.0
2024-01-04 00:30:00,0.0,0.15269830158935585,0.18769999999999998,0.0,0.0,2.2
2024-01-04 00:45:00,0.0,0.3591484120935252,0.2903666666666666,0.0,0.0,0.0
2024-01-04 01:00:00,0.0,1.3103478708408682,0.2170333333333333,0.0,0.0,0.0
2024-01-04 01:15:00,0.0,0.24717629226994017,0.18769999999999998,0.0,0.0,0.0
2024-01-04 01:30:00,0.0,0.10649224540073976,0.12437333333333331,0.0,3.0,0.0
2024-01-04 01:45:00,0.0,0.3213968434492331,0.052,0.0,5.0,2.8
2024-01-04 02:00:00,0.0,0.6014848375992429,0.12533333333333335,0.0,1.0,0.0
2024-01-04 02:15:00,0.0,0.001,0.11066666666666666,0.0,0.0,2.2
2024-01-04 02:30:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-04 02:45:00,0.0,0.001,0.052,0.0,0.0,0.4
2024-01-04 03:00:00,0.0,0.001,0.052,0.0,0.0,3.0
2024-01-04 03:15:00,0.0,0.001,0.096,0.0,0.0,0.4
2024-01-04 03:30:00,0.0,0.001,0.14,0.0,0.0,1.4
2024-01-04 03:45:00,0.0,0.001,0.052,0.0,0.0,1.6
2024-01-04 04:00:00,0.0,0.001,0.052,0.0,2.0,0.2
2024-01-04 04:15:00,0.0,0.001,0.052,0.0,3.0,2.2
2024-01-04 04:30:00,0.0,0.001,0.06666666666666667,0.0,0.0,1.8
2024-01-04 04:45:00,0.0,0.001,0.6950666666666667,0.0,0.0,1.8
2024-01-04 05:00:00,0.0,0.001,0.059333333333333335,0.0,0.0,2.4
2024-01-04 05:15:00,0.0,0.001,0.052,0.0,0.0,0.4
2024-01-04 05:30:00,0.0,0.001,0.055152997966046266,0.0,3.6666666666666665,0.0
2024-01-04 05:45:00,0.0,0.001,0.0638237423726735,0.0,0.6666666666666666,1.2
2024-01-04 06:00:00,0.0,0.001,0.15915707570600685,0.0,0.0,2.6
2024-01-04 06:15:00,0.0,0.001,0.10049040903934017,0.0,0.0,0.0
2024-01-04 06:30:00,0.0,0.001,0.062247243389650375,0.0,0.0,0.0
2024-01-04 06:45:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-04 07:00:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-04 07:15:00,0.0,0.001,0.11800000000000001,0.0,3.6666666666666665,0.0
2024-01-04 07:30:00,0.0,0.001,0.11800000000000001,0.0,1.0,0.0
2024-01-04 07:45:00,0.0,0.001,0.052,0.0,0.0,0.0
2024-01-04 08:00:00,0.0,0.001,0.47200000000000003,0.0,0.0,0.0
2024-01-04 08:15:00,0.0,0.001,0.186,0.0,0.0,3.0
2024-01-04 08:30:00,0.0,0.001,0.22266666666666665,0.0,0.0,0.2
2024-01-04 08:45:00,0.0,0.001,0.37006666666666665,0.0,0.0,1.8
2024-01-04 09:00:00,0.0,0.001,0.3026666666666667,0.0,4.333333333333333,2.8
2024-01-04 09:15:00,0.0,0.001,0.21885107977391433,0.0,0.0,0.0
2024-01-04 09:30:00,0.0,0.001,0.18482374237267354,0.0,0.0,1.4
2024-01-04 09:45:00,0.0,0.001,0.19215707570600685,0.0,0.0,3.0
2024-01-04 10:00:00,0.0,0.001,0.18995707570600684,0.0,0.0,0.0
2024-01-04 10:15:00,0.0,0.001,0.07849040903934017,0.0,0.0,0.0
2024-01-04 10:30:00,0.0,0.001,0.46362374237267356,0.0,0.0,0.0
2024-01-04 10:45:00,0.0,0.001,0.18841966463271295,0.0,2.0,2.0
2024-01-04 11:00:00,0.0,0.001,0.46021391929411054,0.0,2.6666666666666665,0.0
2024-01-04 11:15:00,0.0,0.1481101721312174,0.1715521973529143,0.0,0.0,0.0
