,TumbleDryer,DishWasher,BaseLoad,P_EV
2024-01-01 00:00:00,0.001,0.0,0.048,0.0
2024-01-01 00:15:00,0.001,0.0,0.14933333333333332,0.0
2024-01-01 00:30:00,0.001,0.0,0.238,0.0
2024-01-01 00:45:00,0.001,0.0,0.07333333333333333,0.0
2024-01-01 01:00:00,0.001,0.0,0.048,0.0
2024-01-01 01:15:00,0.001,0.0,0.048,0.0
2024-01-01 01:30:00,0.001,0.0,0.048,0.0
2024-01-01 01:45:00,0.001,0.0,0.048,0.0
2024-01-01 02:00:00,0.001,0.0,0.22533333333333333,0.0
2024-01-01 02:15:00,0.001,0.0,0.18733333333333332,0.0
2024-01-01 02:30:00,0.001,0.0,0.048,0.0
2024-01-01 02:45:00,0.001,0.0,0.048,0.0
2024-01-01 03:00:00,0.001,0.0,0.048,0.0
2024-01-01 03:15:00,0.001,0.0,0.048,0.0
2024-01-01 03:30:00,0.001,0.0,0.11133333333333333,0.0
2024-01-01 03:45:00,0.001,0.0,0.238,0.0
2024-01-01 04:00:00,0.001,0.0,0.11133333333333333,0.0
2024-01-01 04:15:00,0.001,0.0,0.048,0.0
2024-01-01 04:30:00,0.001,0.0,0.048,0.0
2024-01-01 04:45:00,0.001,0.0,0.048,0.0
2024-01-01 05:00:00,0.001,0.0,0.048,0.0
2024-01-01 05:15:00,0.001,0.0,0.18733333333333332,0.0
2024-01-01 05:30:00,0.001,0.0,0.22533333333333333,0.0
2024-01-01 05:45:00,0.001,0.0,0.048,0.0
2024-01-01 06:00:00,0.001,0.0,0.048,0.0
2024-01-01 06:15:00,0.001,0.0,0.048,0.0
2024-01-01 06:30:00,0.001,0.0,0.048,0.0
2024-01-01 06:45:00,0.001,0.0,0.07333333333333333,0.0
2024-01-01 07:00:00,0.001,0.0,0.238,4.4
2024-01-01 07:15:00,0.001,0.0,0.14933333333333332,6.6
2024-01-01 07:30:00,0.001,0.0,0.38079999999999997,0.0
2024-01-01 07:45:00,0.001,0.0,1.296,0.0
2024-01-01 08:00:00,0.001,0.0,0.6304,0.0
2024-01-01 08:15:00,0.001,0.0002666666666666667,0.048,0.0
2024-01-01 08:30:00,0.001,2.1000666666666667,0.14933333333333332,0.0
2024-01-01 08:45:00,0.001,1.2004666666666668,0.238,0.0
2024-01-01 09:00:00,0.001,1.3504,0.07333333333333333,0.0
2024-01-01 09:15:00,0.001,0.0007333333333333333,0.048,2.933333333333333
2024-01-01 09:30:00,0.001,0.0,0.048,0.0
2024-01-01 09:45:00,0.001,0.0,0.048,0.0
2024-01-01 10:00:00,0.001,0.0,0.5810666666666667,0.0
2024-01-01 10:15:00,0.001,0.0,0.22533333333333333,0.0
2024-01-01 10:30:00,0.001,0.0,0.18733333333333332,0.0
2024-01-01 10:45:00,0.001,0.0,0.048,0.0
2024-01-01 11:00:00,0.001,0.0,0.09112,0.0
2024-01-01 11:15:00,0.001,0.0,0.19669999999999999,0.0
2024-01-01 11:30:00,0.001,0.0,0.19669999999999999,0.0
2024-01-01 11:45:00,0.001,0.0,0.2600333333333333,0.0
2024-01-01 12:00:00,0.001,0.0,0.3837863312993796,0.0
2024-01-01 12:15:00,0.001,0.0,0.6586570757060067,0.0
2024-01-01 12:30:00,0.001,0.0,0.1955237423726735,7.333333333333333
2024-01-01 12:45:00,0.001,0.0,0.1955237423726735,0.0
2024-01-01 13:00:00,0.001,0.0,0.20359040903934017,0.0
2024-01-01 13:15:00,0.001,0.0,0.32290407773996055,0.0
2024-01-01 13:30:00,0.001,0.0,0.45703333333333335,0.0
2024-01-01 13:45:00,0.001,0.0,0.5052805767229837,0.0
2024-01-01 14:00:00,0.001,0.0,0.3295237423726735,0.0
2024-01-01 14:15:00,0.001,0.0,0.3165237423726735,0.0
2024-01-01 14:30:00,0.001,0.0,0.30845707570600683,0.0
2024-01-01 14:45:00,0.001,0.0,0.30592374237267345,0.0
2024-01-01 15:00:00,0.001,0.0,0.24190407773996056,0.0
2024-01-01 15:15:00,0.001,0.0,0.4947,0.0
2024-01-01 15:30:00,0.001,0.0,0.9390999999999998,0.0
2024-01-01 15:45:00,0.001,0.0,0.39302,0.0
2024-01-01 16:00:00,0.001,0.0,0.3046999999999999,0.0
2024-01-01 16:15:00,0.001,0.0,0.2966333333333333,0.0
2024-01-01 16:30:00,0.001,0.0,0.08418666666666666,0.0
2024-01-01 16:45:00,0.001,0.0,0.14933333333333332,0.0
2024-01-01 17:00:00,0.001,0.0,0.238,0.0
2024-01-01 17:15:00,0.001,0.0,0.07333333333333333,0.0
2024-01-01 17:30:00,0.001,0.0,0.048,6.6
2024-01-01 17:45:00,0.001,0.0,0.048,5.133333333333334
2024-01-01 18:00:00,0.001,0.0,0.048,0.0
2024-01-01 18:15:00,0.001,0.0,0.048,0.0
2024-01-01 18:30:00,0.001,0.0,0.2340040777399606,0.0
2024-01-01 18:45:00,0.001,0.0,0.19915707570600685,0.0
2024-01-01 19:00:00,0.001,0.0,0.0598237423726735,0.0
2024-01-01 19:15:00,0.001,0.0,0.0598237423726735,0.0
2024-01-01 19:30:00,0.001,0.0,0.05115299796604626,0.0
2024-01-01 19:45:00,0.001,0.0,0.048,0.0
2024-01-01 20:00:00,0.001,0.0,0.6444,0.0
2024-01-01 20:15:00,0.001,0.0,0.238,0.0
2024-01-01 20:30:00,0.001,0.0,0.1436,0.0
2024-01-01 20:45:00,0.001,0.0,0.169,0.0
2024-01-01 21:00:00,0.001,0.0,0.169,0.0
2024-01-01 21:15:00,0.001,0.0,0.169,0.0
2024-01-01 21:30:00,0.001,0.0,0.169,0.0
2024-01-01 21:45:00,0.001,0.0,0.36496441310724764,0.0
2024-01-01 22:00:00,0.001,0.0,0.37285707570600685,0.0
2024-01-01 22:15:00,0.001,0.0,0.1955237423726735,0.0
2024-01-01 22:30:00,0.001,0.0,0.1955237423726735,0.0
2024-01-01 22:45:00,0.001,0.0,0.1955237423726735,0.0
2024-01-01 23:00:00,0.001,0.0,0.1955237423726735,0.0
2024-01-01 23:15:00,0.001,0.0,0.2145510797739143,0.0
2024-01-01 23:30:00,0.001,0.0,0.3737,0.0
2024-01-01 23:45:00,0.001,0.0,0.28503333333333336,0.0
2024-01-02 00:00:00,0.001,0.0,0.1837,0.0
2024-01-02 00:15:00,0.001,0.0,0.1837,0.0
2024-01-02 00:30:00,0.001,0.0,0.1837,0.0
2024-01-02 00:45:00,0.001,0.0,0.1837,0.0
2024-01-02 01:00:00,0.001,0.0,0.28503333333333336,0.0
2024-01-02 01:15:00,0.001,0.0,0.3737,0.0
2024-01-02 01:30:00,0.001,0.0,0.20903333333333332,0.0
2024-01-02 01:45:00,0.001,0.0,0.1837,0.0
2024-01-02 02:00:00,0.001,0.0,0.1837,0.0
2024-01-02 02:15:00,0.001,0.0,0.1837,0.0
2024-01-02 02:30:00,0.001,0.0,0.1837,0.0
2024-01-02 02:45:00,0.001,0.0,0.3610333333333333,0.0
2024-01-02 03:00:00,0.001,0.0,0.3230333333333333,0.0
2024-01-02 03:15:00,0.001,0.0,0.1837,0.0
2024-01-02 03:30:00,0.001,0.0,0.06609333333333334,0.0
2024-01-02 03:45:00,0.001,0.0,0.048,0.0
2024-01-02 04:00:00,0.001,0.0,0.048,0.0
2024-01-02 04:15:00,0.001,0.0,0.11133333333333333,0.0
2024-01-02 04:30:00,0.001,0.0,0.238,0.0
2024-01-02 04:45:00,0.001,0.0,0.11133333333333333,0.0
2024-01-02 05:00:00,0.001,0.0,0.048,0.0
2024-01-02 05:15:00,0.001,0.0,0.048,0.0
2024-01-02 05:30:00,0.001,0.0,0.048,0.0
2024-01-02 05:45:00,0.001,0.0,0.048,0.0
2024-01-02 06:00:00,0.001,0.0,0.18733333333333332,3.6666666666666665
2024-01-02 06:15:00,0.001,0.0,0.22533333333333333,7.333333333333333
2024-01-02 06:30:00,0.001,0.0,0.048,0.0
2024-01-02 06:45:00,0.001,0.0,0.048,0.0
2024-01-02 07:00:00,0.001,0.0,0.048,0.0
