,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.017,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.146,0.0,0.0,1.4
2024-01-01 00:30:00,0.001,0.20133333333333334,0.0,0.0,3.0
2024-01-01 00:45:00,0.001,0.138,0.0,0.0,0.8
2024-01-01 01:00:00,0.001,0.18866666666666668,0.0,0.0,0.6
2024-01-01 01:15:00,0.001,0.328,0.0,0.0,1.4
2024-01-01 01:30:00,0.001,0.1368,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.15633333333333332,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.029666666666666668,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.017,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.017,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.5814666666666667,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.28959999999999997,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.16899999999999998,12.0,0.0,1.4
2024-01-01 03:30:00,0.001,0.017,2.0,0.0,2.6
2024-01-01 03:45:00,0.001,0.017,0.0,1.3333333333333333,0.0
2024-01-01 04:00:00,0.001,0.017,0.0,1.3333333333333333,0.0
2024-01-01 04:15:00,0.001,0.10566666666666666,0.0,0.8,0.0
2024-01-01 04:30:00,0.001,0.25766666666666665,0.0,0.8,0.0
2024-01-01 04:45:00,0.001,0.14366666666666666,0.0,2.4,0.0
2024-01-01 05:00:00,0.001,0.017,0.0,0.0,0.0
2024-01-01 05:15:00,0.001,0.017,0.0,0.0,0.0
2024-01-01 05:30:00,0.001,0.017,3.0,2.933333333333333,0.0
2024-01-01 05:45:00,0.001,0.029666666666666668,15.0,4.0,0.0
2024-01-01 06:00:00,0.001,0.30833333333333335,0.0,0.0,1.0
2024-01-01 06:15:00,0.001,0.169,0.0,0.0,1.4
2024-01-01 06:30:00,0.001,0.5500666666666666,0.0,0.0,0.0
2024-01-01 06:45:00,0.001,0.6833333333333333,0.0,0.0,0.0
2024-01-01 07:00:00,0.001,0.017,0.0,0.0,0.0
2024-01-01 07:15:00,0.001,0.017,0.0,0.0,0.0
2024-01-01 07:30:00,0.001,0.2956666666666667,0.0,0.0,0.0
2024-01-01 07:45:00,0.001,0.19433333333333333,0.0,0.0,0.0
2024-01-01 08:00:00,0.001,0.017,0.0,0.0,2.6
2024-01-01 08:15:00,0.001,0.017,0.0,0.0,1.8
2024-01-01 08:30:00,0.001,0.017,0.0,0.0,0.2
2024-01-01 08:45:00,0.001,0.029666666666666668,0.0,0.26666666666666666,3.0
2024-01-01 09:00:00,0.001,0.207,0.0,2.933333333333333,1.6
2024-01-01 09:15:00,0.001,0.207,0.0,0.0,0.0
2024-01-01 09:30:00,0.001,0.08033333333333334,0.0,0.0,0.0
2024-01-01 09:45:00,0.001,0.017,0.0,0.0,1.6
2024-01-01 10:00:00,0.001,0.017,0.0,0.0,0.6
2024-01-01 10:15:00,0.001,0.08033333333333334,0.0,0.0,0.0
2024-01-01 10:30:00,0.001,0.18633333333333332,0.0,0.0,0.0
2024-01-01 10:45:00,0.001,0.3026666666666667,3.0,0.0,0.0
2024-01-01 11:00:00,0.001,0.3877333333333333,15.0,0.0,0.0
2024-01-01 11:15:00,0.001,0.138,0.0,0.0,0.0
2024-01-01 11:30:00,0.001,0.138,0.0,0.0,0.0
2024-01-01 11:45:00,0.001,0.252,0.0,0.0,0.0
2024-01-01 12:00:00,0.001,0.17600000000000002,0.0,0.0,0.0
2024-01-01 12:15:00,0.001,0.22666666666666668,0.0,0.0,0.6
2024-01-01 12:30:00,0.001,0.31993333333333335,0.0,0.0,1.8
2024-01-01 12:45:00,0.001,0.12300000000000001,0.0,0.0,0.8
2024-01-01 13:00:00,0.001,0.138,0.0,1.6,1.4
2024-01-01 13:15:00,0.001,0.30613333333333337,0.0,1.3333333333333333,0.0
2024-01-01 13:30:00,0.001,0.259,0.0,0.0,0.0
2024-01-01 13:45:00,0.001,0.27166666666666667,0.0,0.0,0.0
2024-01-01 14:00:00,0.001,0.34413333333333335,0.0,0.0,0.0
2024-01-01 14:15:00,0.001,0.23933333333333334,0.0,0.0,0.0
2024-01-01 14:30:00,0.001,0.5873333333333334,0.0,0.0,2.4
2024-01-01 14:45:00,0.001,0.38566666666666666,0.0,0.0,1.2
2024-01-01 15:00:00,0.001,0.259,0.0,0.0,0.0
2024-01-01 15:15:00,0.001,0.259,0.0,0.0,0.0
2024-01-01 15:30:00,0.001,0.38566666666666666,0.0,0.0,0.0
2024-01-01 15:45:00,0.001,0.43633333333333335,0.0,0.0,0.0
2024-01-01 16:00:00,0.001,0.2624,0.0,0.0,0.0
2024-01-01 16:15:00,0.001,0.19786666666666666,0.0,0.0,0.0
2024-01-01 16:30:00,0.001,0.017,0.0,0.0,0.6
2024-01-01 16:45:00,0.001,0.017,0.0,0.0,2.6
2024-01-01 17:00:00,0.001,0.14833333333333334,0.0,0.0,0.0
2024-01-01 17:15:00,0.001,0.4006,0.0,0.8,0.0
2024-01-01 17:30:00,0.001,0.449,0.0,2.1333333333333333,2.4
2024-01-01 17:45:00,0.001,0.2843333333333334,0.0,0.0,1.8
2024-01-01 18:00:00,0.001,0.259,0.0,0.0,0.0
2024-01-01 18:15:00,0.001,0.2348,0.0,0.0,0.0
2024-01-01 18:30:00,0.001,0.259,0.0,0.0,0.0
2024-01-01 18:45:00,0.001,0.4236666666666667,0.0,0.0,0.0
2024-01-01 19:00:00,0.001,1.0834000000000001,0.0,0.0,0.0
2024-01-01 19:15:00,0.001,0.7920666666666667,0.0,0.0,0.0
2024-01-01 19:30:00,0.001,0.22673333333333334,0.0,0.0,0.0
2024-01-01 19:45:00,0.001,0.2348,0.0,0.0,0.0
2024-01-01 20:00:00,0.001,0.138,0.0,0.0,1.2
2024-01-01 20:15:00,0.001,0.26466666666666666,0.0,0.0,0.8
2024-01-01 20:30:00,0.001,0.442,0.0,0.0,0.0
2024-01-01 20:45:00,0.001,0.19518666666666667,0.0,0.0,0.0
2024-01-01 21:00:00,0.001,0.12186666666666666,0.0,0.0,0.0
2024-01-01 21:15:00,0.001,0.259,0.0,0.0,0.0
2024-01-01 21:30:00,0.001,0.259,0.0,0.0,0.4
2024-01-01 21:45:00,0.001,0.36033333333333334,0.0,0.0,2.0
2024-01-01 22:00:00,0.001,0.5123333333333334,0.0,3.2,0.0
2024-01-01 22:15:00,0.001,0.23933333333333334,0.0,0.0,0.0
2024-01-01 22:30:00,0.001,0.138,0.0,0.0,0.0
2024-01-01 22:45:00,0.001,0.138,0.0,0.0,0.0
2024-01-01 23:00:00,0.001,0.138,0.0,0.0,0.0
2024-01-01 23:15:00,0.001,0.2773333333333333,0.0,0.0,0.0
2024-01-01 23:30:00,0.001,0.33338666666666666,0.0,0.0,0.0
2024-01-01 23:45:00,0.001,0.5941333333333333,0.0,0.0,0.0
2024-01-02 00:00:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 00:15:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 00:30:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 00:45:00,0.001,0.5688,0.0,0.0,0.0
2024-01-02 01:00:00,0.001,0.06766666666666667,0.0,0.0,0.0
2024-01-02 01:15:00,0.001,0.207,0.0,0.0,1.6
2024-01-02 01:30:00,0.001,0.08033333333333334,0.0,0.0,2.0
2024-01-02 01:45:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 02:00:00,0.001,0.06766666666666667,0.0,0.0,0.4
2024-01-02 02:15:00,0.001,0.11833333333333333,0.0,0.0,3.0
2024-01-02 02:30:00,0.001,0.017,0.0,0.0,3.0
2024-01-02 02:45:00,0.001,0.7147333333333333,0.0,0.0,0.2
2024-01-02 03:00:00,0.001,0.15633333333333332,0.0,0.0,0.0
2024-01-02 03:15:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 03:30:00,0.001,0.11833333333333333,0.0,0.0,0.0
2024-01-02 03:45:00,0.001,0.06766666666666667,0.0,0.0,1.8
2024-01-02 04:00:00,0.001,0.017,0.0,0.0,2.6
2024-01-02 04:15:00,0.001,0.10566666666666666,0.0,0.8,0.0
2024-01-02 04:30:00,0.001,0.207,0.0,2.1333333333333333,0.0
2024-01-02 04:45:00,0.001,0.042333333333333334,0.0,1.3333333333333333,0.0
2024-01-02 05:00:00,0.001,0.16899999999999998,0.0,0.0,0.0
2024-01-02 05:15:00,0.001,0.017,0.0,0.0,1.0
2024-01-02 05:30:00,0.001,0.017,0.0,0.0,2.0
2024-01-02 05:45:00,0.001,0.029666666666666668,0.0,0.0,0.0
2024-01-02 06:00:00,0.001,0.207,0.0,0.0,0.0
2024-01-02 06:15:00,0.001,0.13099999999999998,0.0,0.0,0.0
2024-01-02 06:30:00,0.001,0.15633333333333332,0.0,0.0,0.0
2024-01-02 06:45:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 07:00:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 07:15:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 07:30:00,0.001,0.14366666666666666,0.0,0.0,0.0
2024-01-02 07:45:00,0.001,0.25766666666666665,0.0,0.0,0.0
2024-01-02 08:00:00,0.001,0.10566666666666666,0.0,0.0,0.0
2024-01-02 08:15:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 08:30:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 08:45:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 09:00:00,0.001,0.06766666666666667,0.0,2.1333333333333333,0.0
2024-01-02 09:15:00,0.001,0.321,0.0,0.8,0.0
2024-01-02 09:30:00,0.001,0.11833333333333335,0.0,0.0,0.0
2024-01-02 09:45:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 10:00:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 10:15:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 10:30:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 10:45:00,0.001,0.33366666666666667,0.0,0.0,0.0
2024-01-02 11:00:00,0.001,0.15633333333333332,0.0,0.0,0.0
2024-01-02 11:15:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 11:30:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 11:45:00,0.001,0.017,3.0,0.0,0.0
2024-01-02 12:00:00,0.001,0.042333333333333334,15.0,0.0,0.0
2024-01-02 12:15:00,0.001,0.23233333333333334,6.0,0.0,0.0
2024-01-02 12:30:00,0.001,0.207,0.0,0.0,0.0
2024-01-02 12:45:00,0.001,0.042333333333333334,0.0,0.0,0.0
2024-01-02 13:00:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 13:15:00,0.001,0.1138,0.0,0.0,0.0
2024-01-02 13:30:00,0.001,1.8139999999999998,0.0,0.0,0.0
2024-01-02 13:45:00,0.001,1.6933333333333331,0.0,2.933333333333333,2.6
2024-01-02 14:00:00,0.001,0.328,0.0,0.0,2.6
2024-01-02 14:15:00,0.001,0.33613333333333334,0.0,0.0,0.0
2024-01-02 14:30:00,0.001,0.138,0.0,0.0,0.0
2024-01-02 14:45:00,0.001,0.8043333333333335,0.0,0.0,0.0
2024-01-02 15:00:00,0.001,0.5312,0.0,0.0,0.0
2024-01-02 15:15:00,0.001,0.16333333333333336,0.0,0.0,0.0
2024-01-02 15:30:00,0.001,0.14366666666666666,0.0,0.0,0.0
2024-01-02 15:45:00,0.001,0.19433333333333333,0.0,0.0,0.0
2024-01-02 16:00:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 16:15:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 16:30:00,0.001,0.16899999999999998,0.0,0.0,0.0
2024-01-02 16:45:00,0.001,0.017,0.0,0.0,0.0
2024-01-02 17:00:00,0.001,0.06766666666666667,0.0,0.0,0.0
2024-01-02 17:15:00,0.001,0.207,0.0,0.0,0.0
2024-01-02 17:30:00,0.001,0.08033333333333334,0.0,0.0,0.0
2024-01-02 17:45:00,0.001,0.055,3.0,0.0,0.0
2024-01-02 18:00:00,0.001,0.13099999999999998,15.0,0.0,0.0
2024-01-02 18:15:00,0.001,0.017,15.0,0.0,2.8
2024-01-02 18:30:00,0.001,0.04120000000000001,8.0,1.0666666666666667,3.0
2024-01-02 18:45:00,0.001,0.39905333333333337,0.0,1.8666666666666667,0.4
2024-01-02 19:00:00,0.001,0.7981333333333333,0.0,0.0,0.0
2024-01-02 19:15:00,0.001,0.3476666666666667,0.0,0.0,2.0
2024-01-02 19:30:00,0.001,0.3223333333333333,0.0,0.0,0.0
2024-01-02 19:45:00,0.001,0.2348,0.0,0.0,0.0
