,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_EV
2024-01-01 00:00:00,0.001,0.001,0.0,0.1623759397255878,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.2464091284326773,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.16699999999999998,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.136,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.11900000000000001,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.233,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.074,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.198,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.074,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.11900000000000001,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.233,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.136,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.16699999999999998,0.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 04:30:00,0.001,0.001,0.0,0.11900000000000001,0.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.233,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.198,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.105,0.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.11900000000000001,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.233,0.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.105,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.198,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.15593333333333334,0.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.24606666666666666,0.0
2024-01-01 07:45:00,0.001,0.001,0.0,0.367,0.0
2024-01-01 08:00:00,0.001,0.001,0.0,0.30100000000000005,0.0
2024-01-01 08:15:00,0.001,0.001,0.0,0.26999999999999996,0.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.0508,0.0
2024-01-01 08:45:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.11900000000000001,0.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.264,0.0
2024-01-01 09:30:00,0.001,0.001,0.0,0.198,0.0
2024-01-01 09:45:00,0.001,0.001,0.0,0.074,0.0
2024-01-01 10:00:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 10:15:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 10:30:00,0.001,0.001,0.0,0.11900000000000001,0.0
2024-01-01 10:45:00,0.001,0.001,0.0,0.326,0.0
2024-01-01 11:00:00,0.001,0.001,0.0,0.16699999999999998,0.0
2024-01-01 11:15:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 11:30:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 11:45:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 12:00:00,0.001,0.001,0.0,0.11900000000000001,0.0
2024-01-01 12:15:00,0.001,0.001,0.0,0.388,0.0
2024-01-01 12:30:00,0.001,0.001,0.0,0.105,0.0
2024-01-01 12:45:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 13:15:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 13:30:00,0.001,0.001,0.0,0.181,0.0
2024-01-01 13:45:00,0.001,0.001,0.0,0.388,0.0
2024-01-01 14:00:00,0.001,0.001,0.0,0.44279999999999997,0.0
2024-01-01 14:15:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 14:30:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 14:45:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.243,0.0
2024-01-01 15:15:00,0.001,0.001,0.0,0.326,0.0
2024-01-01 15:30:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 15:45:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 16:00:00,0.001,0.001,0.0,0.44279999999999997,8.066666666666666
2024-01-01 16:15:00,0.001,0.001,0.0,0.074,11.0
2024-01-01 16:30:00,0.001,0.001,0.0,0.274,11.0
2024-01-01 16:45:00,0.001,0.001,0.0,0.264,11.0
2024-01-01 17:00:00,0.001,0.001,0.0,0.043,1.4666666666666666
2024-01-01 17:15:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 17:30:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 17:45:00,0.001,0.001,0.0,0.136,0.0
2024-01-01 18:00:00,0.001,0.001,0.0,0.243,0.0
2024-01-01 18:15:00,0.001,0.001,0.0,0.233,0.0
2024-01-01 18:30:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 18:45:00,0.001,0.001,0.0,0.043,0.0
2024-01-01 19:00:00,0.001,0.001,0.0,0.04536474847453469,0.0
2024-01-01 19:15:00,0.001,0.001,0.0,0.32022374237267354,0.0
2024-01-01 19:30:00,0.001,0.001,0.0,0.1928237423726735,0.0
2024-01-01 19:45:00,0.001,0.001,0.0,0.24482374237267351,0.0
2024-01-01 20:00:00,0.001,0.001,0.0,0.14355707570600684,0.0
2024-01-01 20:15:00,0.001,0.001,0.0,0.7088904090393401,0.0
2024-01-01 20:30:00,0.001,0.001,0.0,0.23624724338965036,0.0
2024-01-01 20:45:00,0.001,0.001,0.0,0.7188,0.0
2024-01-01 21:00:00,0.001,0.001,0.0,0.24210347982352762,0.0
2024-01-01 21:15:00,0.001,0.001,0.0,0.3613521973529143,0.0
2024-01-01 21:30:00,0.001,0.001,0.0,0.1955521973529143,0.0
2024-01-01 21:45:00,0.001,0.001,0.0,0.1955521973529143,0.0
2024-01-01 22:00:00,0.001,0.001,0.0,0.3195521973529143,0.0
2024-01-01 22:15:00,0.001,0.001,0.0,0.6673173991176381,0.0
2024-01-01 22:30:00,0.001,0.001,0.0,0.21895299796604625,0.0
2024-01-01 22:45:00,0.001,0.001,0.0,0.24482374237267351,0.0
2024-01-01 23:00:00,0.001,0.001,0.0,0.0548237423726735,0.0
2024-01-01 23:15:00,0.001,0.001,0.0,0.0858237423726735,0.0
2024-01-01 23:30:00,0.001,0.001,0.0,0.20588249491511565,0.0
2024-01-01 23:45:00,0.001,0.001,0.0,0.074,0.0
2024-01-02 00:00:00,0.001,0.001,0.0,0.11900000000000001,0.0
2024-01-02 00:15:00,0.001,0.001,0.0,0.233,0.0
2024-01-02 00:30:00,0.001,0.001,0.0,0.043,0.0
2024-01-02 00:45:00,0.001,0.001,0.0,0.136,0.0
2024-01-02 01:00:00,0.001,0.001,0.0,0.16699999999999998,0.0
2024-01-02 01:15:00,0.001,0.001,0.0,0.043,0.0
2024-01-02 01:30:00,0.001,0.001,0.0,0.11900000000000001,0.0
2024-01-02 01:45:00,0.001,0.001,0.0,0.233,0.0
2024-01-02 02:00:00,0.001,0.001,0.0,0.043,0.0
2024-01-02 02:15:00,0.001,0.001,0.0,0.198,0.0
