,DishWasher,BaseLoad,P_WB
2024-01-01 00:00:00,0.0,0.1807,0.0
2024-01-01 00:15:00,0.0,0.1807,0.0
2024-01-01 00:30:00,0.0,0.1807,0.0
2024-01-01 00:45:00,0.0,0.1807,0.0
2024-01-01 01:00:00,0.0,0.3327,0.0
2024-01-01 01:15:00,0.0,0.24946666666666664,0.0
2024-01-01 01:30:00,0.0,0.045,0.0
2024-01-01 01:45:00,0.0,0.045,0.0
2024-01-01 02:00:00,0.0,0.045,0.0
2024-01-01 02:15:00,0.0,0.045,0.0
2024-01-01 02:30:00,0.0,0.20966666666666667,0.0
2024-01-01 02:45:00,0.0,0.14633333333333332,0.0
2024-01-01 03:00:00,0.0,0.045,0.0
2024-01-01 03:15:00,0.0,0.045,0.0
2024-01-01 03:30:00,0.0,0.045,0.0
2024-01-01 03:45:00,0.0,0.045,0.0
2024-01-01 04:00:00,0.0,0.22233333333333333,0.0
2024-01-01 04:15:00,0.0,0.13366666666666666,0.0
2024-01-01 04:30:00,0.0,0.045,0.0
2024-01-01 04:45:00,0.0,0.045,0.0
2024-01-01 05:00:00,0.0,0.045,0.0
2024-01-01 05:15:00,0.0,0.045,0.0
2024-01-01 05:30:00,0.0,0.235,0.0
2024-01-01 05:45:00,0.0,0.121,0.0
2024-01-01 06:00:00,0.0,0.045,0.0
2024-01-01 06:15:00,0.0,0.045,0.0
2024-01-01 06:30:00,0.0,0.045,0.0
2024-01-01 06:45:00,0.0,0.057666666666666665,0.0
2024-01-01 07:00:00,0.0,0.235,0.0
2024-01-01 07:15:00,0.0,0.10833333333333334,0.0
2024-01-01 07:30:00,0.0,0.045,0.0
2024-01-01 07:45:00,0.0,0.045,0.0
2024-01-01 08:00:00,0.0,0.045,0.0
2024-01-01 08:15:00,0.0,0.07033333333333333,0.0
2024-01-01 08:30:00,0.0,0.235,0.0
2024-01-01 08:45:00,0.0,0.09566666666666665,0.0
2024-01-01 09:00:00,0.0,0.045,0.0
2024-01-01 09:15:00,0.0,0.045,0.0
2024-01-01 09:30:00,0.0,0.045,0.0
2024-01-01 09:45:00,0.0,0.08299999999999999,0.0
2024-01-01 10:00:00,0.0,0.235,2.6666666666666665
2024-01-01 10:15:00,0.0,0.08299999999999999,0.6666666666666666
2024-01-01 10:30:00,0.0,0.045,0.0
2024-01-01 10:45:00,0.0,0.045,0.0
2024-01-01 11:00:00,0.0,0.045,0.0
2024-01-01 11:15:00,0.0,0.09566666666666666,0.0
2024-01-01 11:30:00,0.0,0.235,0.0
2024-01-01 11:45:00,0.0,0.07033333333333333,3.6666666666666665
2024-01-01 12:00:00,0.0,1.1266,0.3333333333333333
2024-01-01 12:15:00,0.0,1.0433999999999999,0.0
2024-01-01 12:30:00,0.0,0.04578824949151157,0.0
2024-01-01 12:45:00,0.0,0.12015707570600684,1.0
2024-01-01 13:00:00,0.0,0.24682374237267352,1.6666666666666667
2024-01-01 13:15:00,0.0,0.06949040903934017,0.0
2024-01-01 13:30:00,0.0,0.0594237423726735,0.0
2024-01-01 13:45:00,0.0,0.06982374237267351,0.0
2024-01-01 14:00:00,0.0,0.06115299796604627,0.0
2024-01-01 14:15:00,0.0,0.13399999999999998,0.0
2024-01-01 14:30:00,0.0,0.24799999999999997,0.0
2024-01-01 14:45:00,0.0,0.048466666666666665,1.0
2024-01-01 15:00:00,0.0,0.045,3.0
2024-01-01 15:15:00,0.0,0.045,0.0
2024-01-01 15:30:00,0.0,0.045,3.6666666666666665
2024-01-01 15:45:00,0.0,0.13366666666666666,1.0
2024-01-01 16:00:00,0.0,0.22233333333333333,0.0
2024-01-01 16:15:00,0.0,0.045,0.0
2024-01-01 16:30:00,0.0,0.045,2.3333333333333335
2024-01-01 16:45:00,0.0,0.045,0.3333333333333333
2024-01-01 17:00:00,0.0,0.045,2.6666666666666665
2024-01-01 17:15:00,0.0,0.14806666666666668,0.0
2024-01-01 17:30:00,0.0,0.22266666666666665,4.666666666666667
2024-01-01 17:45:00,0.0,0.058,1.0
2024-01-01 18:00:00,0.0,0.058,0.0
2024-01-01 18:15:00,0.0,0.06824724338965038,1.6666666666666667
2024-01-01 18:30:00,0.0,0.06920084850992304,5.0
2024-01-01 18:45:00,0.0,0.26690927305892115,2.0
2024-01-01 19:00:00,0.0,0.3613759397255878,0.0
2024-01-01 19:15:00,0.0,0.21284260639225447,0.0
2024-01-01 19:30:00,0.0,0.21606550025500496,0.0
2024-01-01 19:45:00,0.0,0.11822374237267351,0.0
2024-01-01 20:00:00,0.0,0.0887550607844221,0.0
2024-01-01 20:15:00,0.0,0.3383759397255878,0.3333333333333333
2024-01-01 20:30:00,0.0,1.097509273058921,2.6666666666666665
2024-01-01 20:45:00,0.0,1.5010464427765187,0.0
2024-01-01 21:00:00,0.0,1.0791759397255878,0.0
2024-01-01 21:15:00,0.0,0.2669043283334506,0.0
2024-01-01 21:30:00,0.0,0.1778237423726735,0.0
2024-01-01 21:45:00,0.0,0.3171570757060068,0.0
2024-01-01 22:00:00,0.0,0.31053957985891595,0.0
2024-01-01 22:15:00,0.0,0.3047836124941156,0.0
2024-01-01 22:30:00,0.0,0.33037593972558776,3.6666666666666665
2024-01-01 22:45:00,0.0,0.2658426063922545,0.3333333333333333
2024-01-01 23:00:00,0.0,0.20937593972558782,0.0
2024-01-01 23:15:00,0.0,0.3185918739412831,0.0
2024-01-01 23:30:00,0.0,0.16845899389813881,0.0
2024-01-01 23:45:00,0.0,0.045,0.0
