,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.19899999999999998,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.17366666666666666,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.001,0.047,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.12966666666666668,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.17099999999999999,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.001,0.047,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.001,0.19899999999999998,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.001,0.17366666666666666,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.001,0.109,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.001,0.19166666666666668,0.0,0.0,4.333333333333333
2024-01-01 02:30:00,0.001,0.001,0.001,0.08733333333333333,0.0,0.0,0.6666666666666666
2024-01-01 02:45:00,0.001,0.001,0.001,0.168,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.001,0.32,0.0,2.6,0.0
2024-01-01 03:15:00,0.001,0.001,0.001,0.336,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.001,0.323,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.0896,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.001,0.047,0.0,0.6,0.0
2024-01-01 04:15:00,0.001,0.001,0.001,0.047,0.0,0.0,2.3333333333333335
2024-01-01 04:30:00,0.001,0.001,0.001,0.21966666666666665,0.0,0.2,0.6666666666666666
2024-01-01 04:45:00,0.001,0.001,0.001,0.3286666666666667,0.0,3.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.001,0.078,0.0,1.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.001,0.047,0.0,0.2,0.3333333333333333
2024-01-01 05:30:00,0.001,0.001,0.001,0.047,0.0,0.4,2.3333333333333335
2024-01-01 05:45:00,0.001,0.001,0.001,0.047,2.933333333333333,0.2,0.0
2024-01-01 06:00:00,0.001,0.001,0.001,0.35400000000000004,0.0,3.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.001,0.22533333333333333,0.0,0.4,0.0
2024-01-01 06:30:00,0.001,0.001,0.001,0.047,0.0,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.001,0.047,0.0,0.2,0.0
2024-01-01 07:00:00,0.001,0.001,0.001,0.047,0.0,3.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.001,0.18133333333333335,0.0,3.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.001,0.27133333333333337,0.0,1.0,1.6666666666666667
2024-01-01 07:45:00,0.001,0.001,0.001,0.17366666666666666,0.0,0.2,3.0
2024-01-01 08:00:00,0.001,0.001,0.001,0.07414000000000001,0.0,3.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.001,0.18616666666666667,0.0,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.001,0.3093666666666667,1.4666666666666666,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.001,0.2887,0.0,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.001,0.34769999999999995,0.0,0.0,4.0
2024-01-01 09:15:00,0.001,0.001,0.001,0.3189,0.0,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.001,0.18616666666666667,0.0,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.001,0.2887,0.0,2.6,0.0
2024-01-01 10:00:00,0.001,0.001,0.001,0.3093666666666667,0.0,0.8,0.0
2024-01-01 10:15:00,0.001,0.001,0.001,0.19569999999999999,0.0,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.001,0.3416333333333333,0.0,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.001,0.3188256605648055,0.0,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.001,2.2473904090393404,0.0,0.0,2.6666666666666665
2024-01-01 11:15:00,0.001,0.001,0.001,2.1071237423726736,0.0,0.0,0.0
2024-01-01 11:30:00,0.001,0.001,0.001,0.3155237423726735,0.0,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.001,0.3155237423726735,0.0,0.0,0.0
2024-01-01 12:00:00,0.001,0.001,0.001,0.8594412474575577,2.2,0.0,0.0
2024-01-01 12:15:00,0.001,0.001,0.001,0.48203333333333326,0.0,0.0,3.0
2024-01-01 12:30:00,0.001,0.001,0.001,0.39416666666666667,0.0,2.6,0.0
2024-01-01 12:45:00,0.001,0.001,0.001,0.17365333333333333,0.0,0.8,0.0
2024-01-01 13:00:00,0.001,0.001,0.001,0.047,0.0,0.0,1.3333333333333333
2024-01-01 13:15:00,0.001,0.001,0.001,0.047,0.0,0.0,2.3333333333333335
2024-01-01 13:30:00,0.001,0.001,0.001,0.23,0.0,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.001,0.3286666666666667,0.0,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.001,0.06766666666666668,0.0,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.001,0.047,0.0,0.0,0.0
2024-01-01 14:30:00,0.001,0.001,0.001,0.047,0.0,0.0,0.0
2024-01-01 14:45:00,0.001,0.001,0.001,0.05733333333333333,0.0,0.0,1.3333333333333333
2024-01-01 15:00:00,0.001,0.001,0.001,0.35400000000000004,0.0,0.0,1.6666666666666667
2024-01-01 15:15:00,0.001,0.001,0.001,0.215,0.0,0.0,0.0
2024-01-01 15:30:00,0.001,0.001,0.001,0.055066666666666673,0.0,0.0,0.0
2024-01-01 15:45:00,0.001,0.001,0.001,0.17493333333333333,0.0,0.0,0.0
2024-01-01 16:00:00,0.001,0.001,0.001,0.181,0.0,0.8,4.0
2024-01-01 16:15:00,0.001,0.001,0.001,0.3256666666666667,0.0,3.0,3.3333333333333335
2024-01-01 16:30:00,0.001,0.001,0.001,0.3996,0.0,0.0,1.0
2024-01-01 16:45:00,0.001,0.001,0.001,0.8154666666666668,0.0,0.0,0.0
2024-01-01 17:00:00,0.001,0.001,0.001,0.168,0.0,0.0,0.0
2024-01-01 17:15:00,0.001,0.001,0.001,0.168,0.0,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.001,0.3014589938981388,0.0,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.001,0.2060237423726735,0.0,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.001,0.2186237423726735,0.0,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.001,0.36489040903934017,0.0,0.0,3.0
2024-01-01 18:30:00,0.001,0.001,0.001,1.3166707444066275,0.0,2.6,3.6666666666666665
2024-01-01 18:45:00,0.001,0.001,0.001,1.0785333333333333,0.0,0.0,2.6666666666666665
2024-01-01 19:00:00,0.001,0.001,0.001,0.18953333333333333,0.0,0.0,3.0
2024-01-01 19:15:00,0.001,0.001,0.001,0.168,0.0,0.0,0.0
2024-01-01 19:30:00,0.001,0.001,0.001,0.32,0.0,0.0,0.0
2024-01-01 19:45:00,0.001,0.001,0.001,0.3041256605648055,0.0,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.001,0.2624904090393402,0.0,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.001,0.2796237423726735,0.0,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.001,0.0588237423726735,0.0,0.0,0.0
2024-01-01 20:45:00,0.001,0.001,0.001,0.058035492881161936,0.0,1.4,0.0
2024-01-01 21:00:00,0.001,0.001,0.001,0.20706666666666665,0.0,1.4,0.0
2024-01-01 21:15:00,0.001,0.001,0.001,0.35666666666666663,0.0,0.0,0.0
2024-01-01 21:30:00,0.001,0.001,0.001,0.3126666666666667,0.0,0.0,3.6666666666666665
2024-01-01 21:45:00,0.001,0.001,0.001,0.7010666666666666,0.0,0.0,5.0
2024-01-01 22:00:00,0.001,0.001,0.001,0.2567333333333333,0.0,0.0,5.0
2024-01-01 22:15:00,0.001,0.001,0.001,0.19377649898302313,0.0,0.0,5.0
2024-01-01 22:30:00,0.001,0.001,0.001,0.3731570757060068,0.0,0.0,5.0
2024-01-01 22:45:00,0.001,0.001,0.001,0.4614904090393402,0.0,0.0,5.0
2024-01-01 23:00:00,0.001,0.001,0.001,0.13369040903934018,0.0,0.0,5.0
2024-01-01 23:15:00,0.001,0.001,0.001,0.0588237423726735,0.0,0.0,5.0
2024-01-01 23:30:00,0.001,0.001,0.001,0.0517294969490694,0.0,0.0,5.0
2024-01-01 23:45:00,0.001,0.001,0.001,0.06766666666666668,0.0,0.0,3.0
