,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_EV
2024-01-01 00:00:00,0.001,0.001,0.0,0.2379237423726735,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.3105237423726735,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.4241904090393402,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.6015237423726736,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.440398081807868,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.20996666666666666,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.1777,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.1777,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.3453666666666667,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.44003333333333333,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.29169999999999996,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.1777,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.1777,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.21903333333333333,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.37070000000000003,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.3987,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.26636666666666664,0.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.042,0.0
2024-01-01 04:30:00,0.001,0.001,0.0,0.042,0.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.5244666666666666,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.25,0.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.232,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.10533333333333333,0.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.44179999999999997,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.042,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.166,2.933333333333333
2024-01-01 06:30:00,0.001,0.001,0.0,0.234,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.232,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.08000000000000002,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.042,0.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.052333333333333336,0.0
2024-01-01 07:45:00,0.001,0.001,0.0,0.197,0.0
2024-01-01 08:00:00,0.001,0.001,0.0,0.218,0.0
2024-01-01 08:15:00,0.001,0.001,0.0,0.23633333333333334,0.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.06766666666666667,0.0
2024-01-01 08:45:00,0.001,0.001,0.0,0.055,0.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.6397333333333334,0.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.20913333333333334,0.0
2024-01-01 09:30:00,0.001,0.001,0.0,0.202,0.0
2024-01-01 09:45:00,0.001,0.001,0.0,0.21933333333333332,0.0
2024-01-01 10:00:00,0.001,0.001,0.0,0.042,0.0
2024-01-01 10:15:00,0.001,0.001,0.0,0.042,0.0
2024-01-01 10:30:00,0.001,0.001,0.0,0.13499999999999998,0.0
2024-01-01 10:45:00,0.001,0.001,0.0,0.17633333333333334,0.7333333333333333
2024-01-01 11:00:00,0.001,0.001,0.0,0.20666666666666667,0.0
2024-01-01 11:15:00,0.001,0.001,0.0,0.194,0.0
2024-01-01 11:30:00,0.001,0.001,0.0,0.042,0.0
2024-01-01 11:45:00,0.001,0.001,0.0,0.042,0.0
2024-01-01 12:00:00,0.001,0.001,0.0,0.17633333333333334,0.7333333333333333
2024-01-01 12:15:00,0.001,0.001,0.0,0.13499999999999998,0.0
2024-01-01 12:30:00,0.001,0.001,0.0,0.232,0.0
2024-01-01 12:45:00,0.001,0.001,0.0,1.768,0.0
2024-01-01 13:00:00,0.001,0.001,0.0,1.1615333333333333,0.0
2024-01-01 13:15:00,0.001,0.001,0.0,0.5957333333333333,0.0
2024-01-01 13:30:00,0.001,0.001,0.0,0.197,0.0
2024-01-01 13:45:00,0.001,0.001,0.0,0.11900000000000001,0.0
2024-01-01 14:00:00,0.001,0.001,0.0,0.232,0.0
2024-01-01 14:15:00,0.001,0.001,0.0,0.14333333333333334,0.0
2024-01-01 14:30:00,0.001,0.001,0.0,0.042,0.0
2024-01-01 14:45:00,0.001,0.001,0.0,0.10400000000000001,0.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.46353333333333335,0.0
2024-01-01 15:15:00,0.001,0.001,0.0,0.24651391005631706,0.0
