,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.24193333333333333,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.11633333333333333,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.243,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.11633333333333333,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.129,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.243,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.10366666666666666,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.14166666666666666,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.243,0.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.09967074440662724,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.0648237423726735,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.0648237423726735,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.0648237423726735,0.0,2.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.16615707570600685,0.0,1.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.2500942454236041,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.4781333333333333,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.853,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,1.167,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.6430000000000001,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.06566666666666666,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.053,0.0,5.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.053,0.0,1.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.17966666666666667,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.243,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.053,0.0,0.3333333333333333
2024-01-01 09:30:00,0.001,0.0,0.001,0.053,0.0,5.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.053,2.3333333333333335,2.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.19233333333333333,7.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.23033333333333333,7.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.053,4.2,0.0
2024-01-01 10:45:00,0.001,1.2003333333333333,0.001,0.053,0.0,0.0
2024-01-01 11:00:00,0.001,1.8002,0.001,0.053,0.0,0.0
2024-01-01 11:15:00,0.001,1.3504,0.001,0.053,0.0,0.0
2024-01-01 11:30:00,0.001,0.30086666666666667,0.001,0.2632,0.0,0.0
2024-01-01 11:45:00,0.001,0.00013333333333333334,0.001,0.3516666666666667,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.187,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.001,0.187,0.0,3.6666666666666665
2024-01-01 12:30:00,0.001,0.0,0.001,0.187,0.0,2.3333333333333335
2024-01-01 12:45:00,0.001,0.0,0.001,0.15211043947058286,0.0,3.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.26221886401958094,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.26058769023407624,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.10504260639225448,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.4919689800785327,0.0,0.6666666666666666
2024-01-01 14:00:00,0.001,0.0,0.001,0.0648237423726735,0.0,3.3333333333333335
2024-01-01 14:15:00,0.001,0.0,0.001,0.46225899389813885,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.26180666666666663,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.45143333333333335,0.0,3.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.20170000000000002,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.20170000000000002,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.30656666666666665,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.3227,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.5211139192941106,0.0,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.480918864019581,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.327718864019581,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.2202521973529143,0.0,3.3333333333333335
2024-01-01 17:00:00,0.001,0.0,0.001,0.2202521973529143,0.0,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.2729049447254705,0.0,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.5107354928811619,0.0,2.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.4355237423726735,0.0,1.3333333333333333
2024-01-01 18:00:00,0.001,0.0,0.001,0.5112570757060069,0.0,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,1.4163904090393402,0.0,0.0
2024-01-01 18:30:00,0.001,6.666666666666667e-05,0.001,2.5645237423726734,0.0,4.0
2024-01-01 18:45:00,0.001,1.6502666666666668,0.001,1.0406570757060067,0.0,1.3333333333333333
2024-01-01 19:00:00,0.001,1.3504,0.001,2.0070437423726735,0.0,0.0
2024-01-01 19:15:00,0.001,1.6502666666666668,0.001,2.6788570757060066,0.0,0.0
2024-01-01 19:30:00,0.001,0.0009333333333333333,0.001,1.3043237423726735,0.0,0.0
2024-01-01 19:45:00,0.001,0.0,0.001,0.7220570757060069,0.0,0.0
2024-01-01 20:00:00,0.001,0.0,0.001,0.4801138888628678,0.0,0.0
2024-01-01 20:15:00,0.001,0.0,0.001,0.5120759397255878,0.0,0.0
2024-01-01 20:30:00,0.001,0.0,0.001,0.6640759397255878,0.0,4.666666666666667
2024-01-01 20:45:00,0.001,0.0,0.001,0.6510626063922544,0.0,1.0
2024-01-01 21:00:00,0.11520820983748822,0.0,0.001,0.4740759397255878,0.0,0.0
2024-01-01 21:15:00,1.7347724020109978,0.0,0.08198752458236763,0.4740759397255878,0.0,0.0
2024-01-01 21:30:00,1.9241623818578888,0.0,0.22577821760524625,0.4740759397255878,0.0,0.6666666666666666
2024-01-01 21:45:00,1.3724456512705567,0.0,1.1005373010781025,0.4216321669216716,0.0,2.6666666666666665
2024-01-01 22:00:00,0.06748838554679744,0.0,0.1826653497677094,0.5099472433896504,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.137110304242186,0.3888529979660463,0.0,0.0
2024-01-01 22:30:00,0.001,0.0,0.2502079141020956,0.3215237423726735,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,0.6559089073405496,0.3215237423726735,0.0,0.0
2024-01-01 23:00:00,0.001,0.0,0.12951676761525008,0.3215237423726735,0.0,0.0
2024-01-01 23:15:00,0.001,0.0,0.03858751585161157,0.38485707570600686,0.0,0.0
2024-01-01 23:30:00,0.001,0.0,0.001,1.4443904090393402,0.0,0.3333333333333333
2024-01-01 23:45:00,0.001,0.0,0.001,0.45764124745755785,0.0,4.0
